 INPUT STRING:	انا
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tY)
          POS:	FOREIGN
          VOC:	tY
        GLOSS:	nogloss

 INPUT STRING:	منكم
     IS_TRANS:	mnkm
        INDEX:	P12W1
      OFFSETS:	0-4
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minkum)
          POS:	PREP+PRON_2P
          VOC:	min+kum
        GLOSS:	from+you

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P12W2
      OFFSETS:	5-8
       TOKENS:	P12W3-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+God/Allah

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P13W1
      OFFSETS:	0-5
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	يمشي
     IS_TRANS:	ym$y
        INDEX:	P13W2
      OFFSETS:	6-10
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(yimo$iy)
          POS:	IV3MS+IV
          VOC:	yi+mo$iy
        GLOSS:	he/it+make walk/adjust/be made to walk

 INPUT STRING:	يروح
     IS_TRANS:	yrwH
        INDEX:	P13W3
      OFFSETS:	11-15
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(yiruwH)
          POS:	IV3MS+IV
          VOC:	yi+ruwH
        GLOSS:	he/it+go

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P13W4
      OFFSETS:	16-19
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	INTERROG_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P14W1
      OFFSETS:	0-2
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	كنتم
     IS_TRANS:	kntm
        INDEX:	P14W2
      OFFSETS:	3-7
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn-u_1]
   UNSPLITVOC:	(kunotum)
          POS:	PV+PVSUFF_SUBJ:2MP
          VOC:	kun+tum
        GLOSS:	be/was/were+you [masc.pl.] [verb]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P14W3
      OFFSETS:	8-10
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايزينه
     IS_TRANS:	EAyzynh
        INDEX:	P14W4
      OFFSETS:	11-18
       TOKENS:	P14W4-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziynuh)
          POS:	ADJ+NSUFF_MASC_PL+PRON_3MS
          VOC:	EAyoz+iyn+uh
        GLOSS:	wanting/needing+two+him

 INPUT STRING:	فريحو
     IS_TRANS:	fryHw
        INDEX:	P14W5
      OFFSETS:	19-24
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~aH_1]
   UNSPLITVOC:	(faray~aHuwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	fa+ray~aH+uwA
        GLOSS:	so/and+make rest/relax+you

 INPUT STRING:	نفسكم
     IS_TRANS:	nfskm
        INDEX:	P14W6
      OFFSETS:	25-30
       TOKENS:	P14W8-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafoskum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	nafos+kum
        GLOSS:	same/self/selves+your

 INPUT STRING:	وريحونا
     IS_TRANS:	wryHwnA
        INDEX:	P14W7
      OFFSETS:	31-38
       TOKENS:	P14W10-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ray~aH_1]
   UNSPLITVOC:	(wiray~aHuwAnA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1P
          VOC:	wi+ray~aH+uwA+nA
        GLOSS:	and+make rest/relax+you+us

 INPUT STRING:	وامشوا
     IS_TRANS:	wAm$wA
        INDEX:	P14W8
      OFFSETS:	39-45
       TOKENS:	P14W13-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(wiAimo$uwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wi+Aimo$+uwA
        GLOSS:	and+make walk/adjust/be made to walk+they

 INPUT STRING:	انتوا
     IS_TRANS:	AntwA
        INDEX:	P14W9
      OFFSETS:	46-51
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	اوروبا
     IS_TRANS:	AwrwbA
        INDEX:	P14W10
      OFFSETS:	52-58
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uwrub~A_1]
   UNSPLITVOC:	(>uwruwb~A)
          POS:	NOUN_PROP
          VOC:	>uwruwb~A
        GLOSS:	Europe

 INPUT STRING:	والدول
     IS_TRANS:	wAldwl
        INDEX:	P14W11
      OFFSETS:	59-65
       TOKENS:	P14W17-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(wiAldiwal)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+diwal
        GLOSS:	and+the+state/country/states/countries

 INPUT STRING:	المتقدمة
     IS_TRANS:	Almtqdmp
        INDEX:	P14W12
      OFFSETS:	66-74
       TOKENS:	P14W19-P14W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaqad~im_1]
   UNSPLITVOC:	(Almutaqad~imap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+mutaqad~im+ap
        GLOSS:	the+advanced/developed+[fem.sg.]

 INPUT STRING:	فاتحالكم
     IS_TRANS:	fAtHAlkm
        INDEX:	P14W13
      OFFSETS:	75-83
       TOKENS:	P14W20-P14W20
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(fAtHAlkm)
          POS:	NO_FUNC
          VOC:	fAtHAlkm
        GLOSS:	nogloss

 INPUT STRING:	دراعاتها
     IS_TRANS:	drAEAthA
        INDEX:	P14W14
      OFFSETS:	84-92
       TOKENS:	P14W21-P14W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dirAE_1]
   UNSPLITVOC:	(drAEAthA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3FS
          VOC:	drAE+At+hA
        GLOSS:	arms+[fem.pl.]+its/their/her

 INPUT STRING:	اصل
     IS_TRANS:	ASl
        INDEX:	P14W15
      OFFSETS:	93-96
       TOKENS:	P14W23-P14W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital

 INPUT STRING:	عندها
     IS_TRANS:	EndhA
        INDEX:	P14W16
      OFFSETS:	97-102
       TOKENS:	P14W24-P14W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(EinodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Einod+hA
        GLOSS:	with / at+its/their/her

 INPUT STRING:	نقص
     IS_TRANS:	nqS
        INDEX:	P14W17
      OFFSETS:	103-106
       TOKENS:	P14W26-P14W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqoS_1]
   UNSPLITVOC:	(naqoS)
          POS:	NOUN
          VOC:	naqoS
        GLOSS:	decrease/loss/deficiency/lack

 INPUT STRING:	كبير
     IS_TRANS:	kbyr
        INDEX:	P14W18
      OFFSETS:	107-111
       TOKENS:	P14W27-P14W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kabiyr_1]
   UNSPLITVOC:	(kabiyr)
          POS:	ADJ
          VOC:	kabiyr
        GLOSS:	large/great/important/major/senior/senior/important

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P14W19
      OFFSETS:	112-114
       TOKENS:	P14W28-P14W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الخونة
     IS_TRANS:	Alxwnp
        INDEX:	P14W20
      OFFSETS:	115-121
       TOKENS:	P14W29-P14W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xA}in_1]
   UNSPLITVOC:	(Alxawonap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+xawon+ap
        GLOSS:	the+traitors/disloyal+[fem.sg.]

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as he (she, it, ..etc) is concerned, but, however, yet, on the other hand

 INPUT STRING:	جيشنا
     IS_TRANS:	jy$nA
        INDEX:	P15W2
      OFFSETS:	4-9
       TOKENS:	P15W2-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(jay$nA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	jay$+nA
        GLOSS:	army/troops+our

 INPUT STRING:	فله
     IS_TRANS:	flh
        INDEX:	P15W3
      OFFSETS:	10-13
       TOKENS:	P15W4-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(faluh)
          POS:	CONJ+PREP+PRON_3MS
          VOC:	fa+li+uh
        GLOSS:	so/and+to+him/it

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P15W4
      OFFSETS:	14-16
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الاحترام
     IS_TRANS:	AlAHtrAm
        INDEX:	P15W5
      OFFSETS:	17-25
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotirAm_1]
   UNSPLITVOC:	(AlAiHotirAm)
          POS:	DET+NOUN
          VOC:	Al+AiHotirAm
        GLOSS:	the+respect

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P15W6
      OFFSETS:	26-28
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اصغر
     IS_TRANS:	ASgr
        INDEX:	P15W7
      OFFSETS:	29-33
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSogar_1]
   UNSPLITVOC:	(>aSogar)
          POS:	ADJ_COMP
          VOC:	>aSogar
        GLOSS:	smaller/smallest/younger/youngest

 INPUT STRING:	جندى
     IS_TRANS:	jndY
        INDEX:	P15W8
      OFFSETS:	34-38
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[junodiy_1]
   UNSPLITVOC:	(junodiy)
          POS:	NOUN
          VOC:	junodiy
        GLOSS:	soldier

 INPUT STRING:	لاكبر
     IS_TRANS:	lAkbr
        INDEX:	P15W9
      OFFSETS:	39-44
       TOKENS:	P15W12-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(li>akobar)
          POS:	PREP+ADJ_COMP
          VOC:	li+>akobar
        GLOSS:	for/to+larger/largest/greater/greatest

 INPUT STRING:	رتبة
     IS_TRANS:	rtbp
        INDEX:	P15W10
      OFFSETS:	45-49
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rutobap_1]
   UNSPLITVOC:	(rutobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rutob+ap
        GLOSS:	level/degree/rank/levels/degrees/ranks+[fem.sg.]

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(wa<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+<in
        GLOSS:	and+Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P16W2
      OFFSETS:	4-8
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	بصيرتكم
     IS_TRANS:	bSyrtkm
        INDEX:	P16W3
      OFFSETS:	9-16
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baSiyr_1]
   UNSPLITVOC:	(baSiyratkum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2P
          VOC:	baSiyr+at+kum
        GLOSS:	seeing/discerning+[fem.sg.]+your [masc.pl.]

 INPUT STRING:	اتعمت
     IS_TRANS:	AtEmt
        INDEX:	P16W4
      OFFSETS:	17-22
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitEamaY_1]
   UNSPLITVOC:	(AitEamit)
          POS:	IV3FS+IV_PASS
          VOC:	AitEam+it
        GLOSS:	she/it+be blind

 INPUT STRING:	فاللى
     IS_TRANS:	fAllY
        INDEX:	P16W5
      OFFSETS:	23-28
       TOKENS:	P16W7-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(faAlliy)
          POS:	CONJ+REL_PRON
          VOC:	fa+Alliy
        GLOSS:	so/and+that

 INPUT STRING:	بصائرهم
     IS_TRANS:	bSA}rhm
        INDEX:	P16W6
      OFFSETS:	29-36
       TOKENS:	P16W9-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baSiyrap_1]
   UNSPLITVOC:	(baSA}irhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	baSA}ir+hum
        GLOSS:	insights/discernment+their

 INPUT STRING:	سليمة
     IS_TRANS:	slymp
        INDEX:	P16W7
      OFFSETS:	37-42
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saliym_1]
   UNSPLITVOC:	(saliymap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	saliym+ap
        GLOSS:	flawless/correct/sound+[fem.sg.]

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P16W8
      OFFSETS:	43-47
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more/most

 INPUT STRING:	منكم
     IS_TRANS:	mnkm
        INDEX:	P16W9
      OFFSETS:	48-52
       TOKENS:	P16W13-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minkum)
          POS:	PREP+PRON_2P
          VOC:	min+kum
        GLOSS:	from+you

 INPUT STRING:	وبكتيييييييييييييييييييييييييييييييييييير
     IS_TRANS:	wbktyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyr
        INDEX:	P16W10
      OFFSETS:	53-94
       TOKENS:	P16W15-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(wibktiyr)
          POS:	CONJ+PREP+ADJ
          VOC:	wi+b+ktiyr
        GLOSS:	and+with+much/many

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P17W1
      OFFSETS:	0-2
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	تقولي
     IS_TRANS:	tqwly
        INDEX:	P17W2
      OFFSETS:	3-8
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+quwl+iy
        GLOSS:	you+said/say/be said/say/(for example)+you

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P17W3
      OFFSETS:	9-14
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P17W4
      OFFSETS:	15-17
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather, even, but, yet, however

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P17W5
      OFFSETS:	18-22
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/say/(for example)+you

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P17W6
      OFFSETS:	23-29
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكري
     IS_TRANS:	AlEskry
        INDEX:	P17W7
      OFFSETS:	30-37
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P18W1
      OFFSETS:	0-2
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	عزيزتي
     IS_TRANS:	Ezyzty
        INDEX:	P18W2
      OFFSETS:	3-9
       TOKENS:	P18W2-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaziyz_1]
   UNSPLITVOC:	(Eaziyzatiy)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Eaziyz+ap+iy
        GLOSS:	dear/precious+[fem.sg.]+my

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P18W3
      OFFSETS:	10-12
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	تفتكري
     IS_TRANS:	tftkry
        INDEX:	P18W4
      OFFSETS:	13-19
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(tifotikoriy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+fotikor+iy
        GLOSS:	you+think+you

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P18W5
      OFFSETS:	20-22
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P18W6
      OFFSETS:	23-28
       TOKENS:	P18W7-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	بكل
     IS_TRANS:	bkl
        INDEX:	P18W7
      OFFSETS:	29-32
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(bikul~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+kul~
        GLOSS:	with/by+all, entire, every, whole

 INPUT STRING:	خيراتها
     IS_TRANS:	xyrAthA
        INDEX:	P18W8
      OFFSETS:	33-40
       TOKENS:	P18W11-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xayorap_1]
   UNSPLITVOC:	(xayorAthA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3FS
          VOC:	xayor+At+hA
        GLOSS:	good deeds+[fem.pl.]+its/their/her

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P18W9
      OFFSETS:	41-44
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P18W10
      OFFSETS:	45-47
       TOKENS:	P18W14-P18W14
