 INPUT STRING:	موضوع
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you [pl.]

 INPUT STRING:	بتقولوه
     IS_TRANS:	btqwlwh
        INDEX:	P80W4
      OFFSETS:	15-22
       TOKENS:	P80W4-P80W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwluwh)
          POS:	PROG_PART+IV2P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	bi+ti+quwl+uwA+uh
        GLOSS:	[present-tense]+you+said/say/be said/say/(for example)+we+them

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P80W5
      OFFSETS:	23-25
       TOKENS:	P80W7-P80W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P80W6
      OFFSETS:	25-26
       TOKENS:	P80W8-P80W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	اسرائيل
     IS_TRANS:	AsrA}yl
        INDEX:	P80W7
      OFFSETS:	27-34
       TOKENS:	P80W9-P80W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisorA}iyl_1]
   UNSPLITVOC:	(AisorA}iyl)
          POS:	NOUN_PROP
          VOC:	AisorA}iyl
        GLOSS:	Israel

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P80W8
      OFFSETS:	35-38
       TOKENS:	P80W10-P80W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyoh_1]
   UNSPLITVOC:	(>iyoh)
          POS:	INTERROG_PRON
          VOC:	>iyoh
        GLOSS:	what

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P80W9
      OFFSETS:	39-40
       TOKENS:	P80W11-P80W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P80W10
      OFFSETS:	41-45
       TOKENS:	P80W12-P80W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	of

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P80W11
      OFFSETS:	46-49
       TOKENS:	P80W13-P80W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyoh_1]
   UNSPLITVOC:	(>iyoh)
          POS:	INTERROG_PRON
          VOC:	>iyoh
        GLOSS:	what

 INPUT STRING:	ههههههه
     IS_TRANS:	hhhhhhh
        INDEX:	P80W12
      OFFSETS:	50-57
       TOKENS:	P80W14-P80W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hh_1]
   UNSPLITVOC:	(hh)
          POS:	INTERJ
          VOC:	hh
        GLOSS:	haha

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P80W13
      OFFSETS:	57-58
       TOKENS:	P80W15-P80W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	بصو
     IS_TRANS:	bSw
        INDEX:	P81W1
      OFFSETS:	1-4
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~uwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	buS~+uwA
        GLOSS:	glow/sparkle+they

 INPUT STRING:	مافيش
     IS_TRANS:	mAfy$
        INDEX:	P81W2
      OFFSETS:	5-10
       TOKENS:	P81W2-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mAfiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	mA+fiy+h+$
        GLOSS:	not+in+he/it+not

 INPUT STRING:	ثورة
     IS_TRANS:	vwrp
        INDEX:	P81W3
      OFFSETS:	11-15
       TOKENS:	P81W6-P81W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(vawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	vawr+ap
        GLOSS:	revolution/uprising+[fem.sg.]

 INPUT STRING:	قامت
     IS_TRANS:	qAmt
        INDEX:	P81W4
      OFFSETS:	16-20
       TOKENS:	P81W7-P81W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(qAmit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAm+it
        GLOSS:	be based (on)+it/they/she

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P81W5
      OFFSETS:	21-23
       TOKENS:	P81W8-P81W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التاريخ
     IS_TRANS:	AltAryx
        INDEX:	P81W6
      OFFSETS:	24-31
       TOKENS:	P81W9-P81W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAriyx_1]
   UNSPLITVOC:	(Alt~Ariyx)
          POS:	DET+NOUN
          VOC:	Al+tAriyx
        GLOSS:	the+date/history

 INPUT STRING:	الوسيط
     IS_TRANS:	AlwsyT
        INDEX:	P81W7
      OFFSETS:	32-38
       TOKENS:	P81W10-P81W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wasiyT_1]
   UNSPLITVOC:	(AlwasiyT)
          POS:	DET+ADJ
          VOC:	Al+wasiyT
        GLOSS:	the+middle/medium

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P81W8
      OFFSETS:	39-41
       TOKENS:	P81W11-P81W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	الحديث
     IS_TRANS:	AlHdyv
        INDEX:	P81W9
      OFFSETS:	42-48
       TOKENS:	P81W12-P81W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadiyv_1]
   UNSPLITVOC:	(AlHadiyv)
          POS:	DET+ADJ
          VOC:	Al+Hadiyv
        GLOSS:	the+recently/lately/new/modern

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P81W10
      OFFSETS:	49-52
       TOKENS:	P81W13-P81W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P81W11
      OFFSETS:	53-56
       TOKENS:	P81W14-P81W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P81W12
      OFFSETS:	57-61
       TOKENS:	P81W15-P81W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	الماسونية
     IS_TRANS:	AlmAswnyp
        INDEX:	P81W13
      OFFSETS:	62-71
       TOKENS:	P81W16-P81W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAsuwniy~ap_1]
   UNSPLITVOC:	(AlmAsuwniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mAsuwniy~+ap
        GLOSS:	the+masionary+[fem.sg.]

 INPUT STRING:	وراها
     IS_TRANS:	wrAhA
        INDEX:	P81W14
      OFFSETS:	72-77
       TOKENS:	P81W17-P81W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	warA+hA
        GLOSS:	behind+its/their/her

 INPUT STRING:	بطريق
     IS_TRANS:	bTryq
        INDEX:	P81W15
      OFFSETS:	78-83
       TOKENS:	P81W19-P81W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(biTariyq)
          POS:	PREP+NOUN
          VOC:	bi+Tariyq
        GLOSS:	with/by+road/way/roads/ways/means/methods

 INPUT STRING:	مباشر
     IS_TRANS:	mbA$r
        INDEX:	P81W16
      OFFSETS:	84-89
       TOKENS:	P81W21-P81W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$ir)
          POS:	ADJ
          VOC:	mubA$ir
        GLOSS:	direct/immediate

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P81W17
      OFFSETS:	90-92
       TOKENS:	P81W22-P81W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P81W18
      OFFSETS:	93-96
       TOKENS:	P81W23-P81W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	مباشر
     IS_TRANS:	mbA$r
        INDEX:	P81W19
      OFFSETS:	97-102
       TOKENS:	P81W24-P81W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$ir)
          POS:	ADJ
          VOC:	mubA$ir
        GLOSS:	direct/immediate

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P82W1
      OFFSETS:	1-5
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+afflict/be afflicted

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P82W2
      OFFSETS:	6-10
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example+[acc.indef.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P82W3
      OFFSETS:	11-14
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P82W4
      OFFSETS:	15-18
       TOKENS:	P82W4-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P82W5
      OFFSETS:	19-23
       TOKENS:	P82W5-P82W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P82W6
      OFFSETS:	24-28
       TOKENS:	P82W6-P82W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	صاحبى
     IS_TRANS:	SAHbY
        INDEX:	P82W7
      OFFSETS:	29-34
       TOKENS:	P82W7-P82W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHibiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SAHib+iy
        GLOSS:	friend/companion/friends/companions+my

 INPUT STRING:	بيتعارك
     IS_TRANS:	bytEArk
        INDEX:	P82W8
      OFFSETS:	35-42
       TOKENS:	P82W9-P82W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiEArik_1]
   UNSPLITVOC:	(biyitoEArok)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+toEArok
        GLOSS:	[present-tense]+he/it+quarrel

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P82W9
      OFFSETS:	43-44
       TOKENS:	P82W11-P82W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	الامور
     IS_TRANS:	AlAmwr
        INDEX:	P82W10
      OFFSETS:	45-51
       TOKENS:	P82W12-P82W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(AlAumuwr)
          POS:	DET+NOUN
          VOC:	Al+Aumuwr
        GLOSS:	the+matter/issue/matters/issues

 INPUT STRING:	لسة
     IS_TRANS:	lsp
        INDEX:	P82W11
      OFFSETS:	52-55
       TOKENS:	P82W13-P82W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P82W12
      OFFSETS:	56-58
       TOKENS:	P82W14-P82W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مولعة
     IS_TRANS:	mwlEp
        INDEX:	P82W13
      OFFSETS:	59-64
       TOKENS:	P82W15-P82W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miwal~aE_1]
   UNSPLITVOC:	(miwal~aEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miwal~aE+ap
        GLOSS:	on fire+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P82W14
      OFFSETS:	65-66
       TOKENS:	P82W16-P82W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	قمت
     IS_TRANS:	qmt
        INDEX:	P82W15
      OFFSETS:	67-70
       TOKENS:	P82W17-P82W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(qumt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qum+t
        GLOSS:	be based (on)+I

 INPUT STRING:	رايح
     IS_TRANS:	rAyH
        INDEX:	P82W16
      OFFSETS:	71-75
       TOKENS:	P82W18-P82W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyiH)
          POS:	ADJ.VN
          VOC:	rAyiH
        GLOSS:	going

 INPUT STRING:	قايل
     IS_TRANS:	qAyl
        INDEX:	P82W17
      OFFSETS:	76-80
       TOKENS:	P82W19-P82W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAyil_1]
   UNSPLITVOC:	(qAyil)
          POS:	ADJ.VN
          VOC:	qAyil
        GLOSS:	saying

 INPUT STRING:	اوعى
     IS_TRANS:	AwEY
        INDEX:	P82W18
      OFFSETS:	81-85
       TOKENS:	P82W20-P82W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waEaY_1]
   UNSPLITVOC:	(AuwEaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AuwEaY+(null)
        GLOSS:	be ware+you

 INPUT STRING:	تسيب
     IS_TRANS:	tsyb
        INDEX:	P82W19
      OFFSETS:	86-90
       TOKENS:	P82W21-P82W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(tisiyb)
          POS:	IV2MS+IV
          VOC:	ti+siyb
        GLOSS:	you+exchange insults

 INPUT STRING:	حقك
     IS_TRANS:	Hqk
        INDEX:	P82W20
      OFFSETS:	91-94
       TOKENS:	P82W22-P82W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~ak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Haq~+ak
        GLOSS:	right, prerogative, truth+your

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P82W21
      OFFSETS:	95-98
       TOKENS:	P82W24-P82W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	هجبلك
     IS_TRANS:	hjblk
        INDEX:	P82W22
      OFFSETS:	99-104
       TOKENS:	P82W25-P82W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(HaAajib_lak)
          POS:	FUT_PART+IV1S+IV+PREP+PRON_2MS
          VOC:	Ha+Aa+jib+li+ak
        GLOSS:	will+I+bring+to/for+you

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P82W23
      OFFSETS:	105-111
       TOKENS:	P82W29-P82W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dunoyA_1]
   UNSPLITVOC:	(Ald~unoyA)
          POS:	DET+NOUN
          VOC:	Al+dunoyA
        GLOSS:	the+world

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P82W24
      OFFSETS:	112-116
       TOKENS:	P82W30-P82W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kull_0]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all+its/their/her

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P82W25
      OFFSETS:	117-118
       TOKENS:	P82W32-P82W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	قمت
     IS_TRANS:	qmt
        INDEX:	P82W26
      OFFSETS:	119-122
       TOKENS:	P82W33-P82W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(qumt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qum+t
        GLOSS:	be based (on)+I

 INPUT STRING:	مولعها
     IS_TRANS:	mwlEhA
        INDEX:	P82W27
      OFFSETS:	123-129
       TOKENS:	P82W34-P82W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mwal~aE_1]
   UNSPLITVOC:	(mwal~aEhA)
          POS:	ADJ+POSS_PRON_3FS
          VOC:	mwal~aE+hA
        GLOSS:	setting fire+its/their/her

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P82W28
      OFFSETS:	130-131
       TOKENS:	P82W36-P82W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	مروح
     IS_TRANS:	mrwH
        INDEX:	P82W29
      OFFSETS:	132-136
       TOKENS:	P82W37-P82W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miraw~aH_1]
   UNSPLITVOC:	(miraw~aH)
          POS:	ADJ
          VOC:	miraw~aH
        GLOSS:	going back

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P83W1
      OFFSETS:	1-4
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P83W2
      OFFSETS:	5-8
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	حصلت
     IS_TRANS:	HSlt
        INDEX:	P83W3
      OFFSETS:	9-13
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	HaSal+it
        GLOSS:	occur/happen/take place+it/they/she

 INPUT STRING:	عركة
     IS_TRANS:	Erkp
        INDEX:	P83W4
      OFFSETS:	14-18
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earokap_1]
   UNSPLITVOC:	(Earokap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Earok+ap
        GLOSS:	fight/quarrel+[fem.sg.]

 INPUT STRING:	كبيرة
     IS_TRANS:	kbyrp
        INDEX:	P83W5
      OFFSETS:	19-24
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	big+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P83W6
      OFFSETS:	25-26
       TOKENS:	P83W6-P83W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P83W7
      OFFSETS:	27-30
       TOKENS:	P83W7-P83W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P83W8
      OFFSETS:	31-34
       TOKENS:	P83W8-P83W8
