 INPUT STRING:	ده
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حيجى
     IS_TRANS:	HyjY
        INDEX:	P12W6
      OFFSETS:	19-23
       TOKENS:	P12W7-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[gih_1]
   UNSPLITVOC:	(Hayijiy)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+jiy
        GLOSS:	will+he/it+come

 INPUT STRING:	لسبب
     IS_TRANS:	lsbb
        INDEX:	P12W7
      OFFSETS:	24-28
       TOKENS:	P12W9-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(lisabab)
          POS:	PREP+NOUN
          VOC:	li+sabab
        GLOSS:	for/to+reason/cause/because of/due to

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P12W8
      OFFSETS:	29-31
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P12W9
      OFFSETS:	32-36
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	مسؤل
     IS_TRANS:	ms&l
        INDEX:	P12W10
      OFFSETS:	37-41
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mas&uwl_1]
   UNSPLITVOC:	(mas&uwl)
          POS:	NOUN
          VOC:	mas&uwl
        GLOSS:	responsible

 INPUT STRING:	يقدر
     IS_TRANS:	yqdr
        INDEX:	P12W11
      OFFSETS:	42-46
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(yiqodar)
          POS:	IV3MS+IV
          VOC:	yi+qodar
        GLOSS:	he/it+can

 INPUT STRING:	يتلاعب
     IS_TRANS:	ytlAEb
        INDEX:	P12W12
      OFFSETS:	47-53
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitlAEib_1]
   UNSPLITVOC:	(yitlAEb)
          POS:	IV3MS+IV
          VOC:	yi+tlAEb
        GLOSS:	he/it+play

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P12W13
      OFFSETS:	54-58
       TOKENS:	P12W16-P12W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	a second time

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P12W14
      OFFSETS:	59-61
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P12W15
      OFFSETS:	62-67
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P12W16
      OFFSETS:	68-74
       TOKENS:	P12W19-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

