 INPUT STRING:	نحن
      OFFSETS:	195-200
       TOKENS:	P11W43-P11W45
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eayon_1]
   UNSPLITVOC:	(biEayoniy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	bi+Eayon+iy
        GLOSS:	with/by+eye+my

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P11W34
      OFFSETS:	201-204
       TOKENS:	P11W46-P11W46
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(tiloka)
          POS:	DEM_PRON_F
          VOC:	tiloka
        GLOSS:	that/those

 INPUT STRING:	الفرحة
     IS_TRANS:	AlfrHp
        INDEX:	P11W35
      OFFSETS:	205-211
       TOKENS:	P11W47-P11W47
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroHap_1]
   UNSPLITVOC:	(AlfaroHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+faroH+ap
        GLOSS:	the+joy+[fem.sg.]

 INPUT STRING:	العجيبة
     IS_TRANS:	AlEjybp
        INDEX:	P11W36
      OFFSETS:	212-219
       TOKENS:	P11W48-P11W48
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajiyb_1]
   UNSPLITVOC:	(AlEajiybap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Eajiyb+ap
        GLOSS:	the+astonishing/amazing/strange+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W37
      OFFSETS:	220-221
       TOKENS:	P11W49-P11W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ادركت
     IS_TRANS:	Adrkt
        INDEX:	P12W1
      OFFSETS:	1-6
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adorak_1]
   UNSPLITVOC:	(>adorakotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	>adorak+tu
        GLOSS:	comprehend/realize+I [verb]

 INPUT STRING:	وقتها
     IS_TRANS:	wqthA
        INDEX:	P12W2
      OFFSETS:	7-12
       TOKENS:	P12W2-P12W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqotahA)
          POS:	NOUN+CASE_DEF_ACC+POSS_PRON_3FS
          VOC:	waqot+a+hA
        GLOSS:	time/moment/period of time+[def.acc.]+its/their/her

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P12W3
      OFFSETS:	13-15
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P12W4
      OFFSETS:	16-19
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*A)
          POS:	DEM_PRON_MS
          VOC:	h`*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P12W5
      OFFSETS:	20-25
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P12W6
      OFFSETS:	26-28
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not, never, nevermore

 INPUT STRING:	يحركة
     IS_TRANS:	yHrkp
        INDEX:	P12W7
      OFFSETS:	29-34
       TOKENS:	P12W8-P12W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Har~ak_1]
   UNSPLITVOC:	(yuHar~ikahu)
          POS:	IV3MS+IV+IVSUFF_MOOD:S+IVSUFF_DO:3MS
          VOC:	yu+Har~ik+a+hu
        GLOSS:	he/it+make move/activate/stimulate+[sub.]+it/him

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P12W8
      OFFSETS:	35-37
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ayo'_1]
   UNSPLITVOC:	($a})
          POS:	NOUN
          VOC:	$a}
        GLOSS:	something/thing

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P12W9
      OFFSETS:	38-41
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P12W10
      OFFSETS:	42-45
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(*`lika)
          POS:	DEM_PRON_MS
          VOC:	*`lika
        GLOSS:	that

 INPUT STRING:	وسيبقى
     IS_TRANS:	wsybqY
        INDEX:	P12W11
      OFFSETS:	46-52
       TOKENS:	P12W13-P12W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqiy-a_1]
   UNSPLITVOC:	(wasayaboqaY)
          POS:	CONJ+FUT_PART+IV3MS+IV+IVSUFF_MOOD:I
          VOC:	wa+sa+ya+boqaY+(null)
        GLOSS:	and+will+he/it+remain/last+[ind.]

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P12W12
      OFFSETS:	53-56
       TOKENS:	P12W16-P12W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*A)
          POS:	DEM_PRON_MS
          VOC:	h`*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P12W13
      OFFSETS:	57-62
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	خاملا
     IS_TRANS:	xAmlA
        INDEX:	P12W14
      OFFSETS:	63-68
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAmil_1]
   UNSPLITVOC:	(xAmilAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	xAmil+AF
        GLOSS:	unknown/minor/weak+[acc.indef.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P12W15
      OFFSETS:	69-72
       TOKENS:	P12W19-P12W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilaY)
          POS:	PREP
          VOC:	<ilaY
        GLOSS:	to/towards

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P12W16
      OFFSETS:	73-75
       TOKENS:	P12W20-P12W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تقوم
     IS_TRANS:	tqwm
        INDEX:	P12W17
      OFFSETS:	76-80
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAm-u_1]
   UNSPLITVOC:	(taquwma)
          POS:	IV3FS+IV+IVSUFF_MOOD:S
          VOC:	ta+quwm+a
        GLOSS:	it/they/she+undertake/carry out+[sub.]

 INPUT STRING:	الساعة
     IS_TRANS:	AlsAEp
        INDEX:	P12W18
      OFFSETS:	81-87
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(AlsAEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sAE+ap
        GLOSS:	the+hour/time+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P12W19
      OFFSETS:	88-90
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P12W20
      OFFSETS:	91-93
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يستبدلنا
     IS_TRANS:	ystbdlnA
        INDEX:	P12W21
      OFFSETS:	94-102
       TOKENS:	P12W25-P12W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotabodal_1]
   UNSPLITVOC:	(yasotabodilanA)
          POS:	IV3MS+IV+IVSUFF_MOOD:S+IVSUFF_DO:1P
          VOC:	ya+sotabodil+a+nA
        GLOSS:	he/it+replace/substitute+[sub.]+us

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P12W22
      OFFSETS:	103-107
       TOKENS:	P12W27-P12W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(All~`h)
          POS:	NOUN_PROP
          VOC:	All~`h
        GLOSS:	Allah/God

 INPUT STRING:	بقوم
     IS_TRANS:	bqwm
        INDEX:	P12W23
      OFFSETS:	108-112
       TOKENS:	P12W28-P12W29
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawom_1]
   UNSPLITVOC:	(biqawom)
          POS:	PREP+NOUN
          VOC:	bi+qawom
        GLOSS:	with/by+people/nation

 INPUT STRING:	آخرين
     IS_TRANS:	|xryn
        INDEX:	P12W24
      OFFSETS:	113-118
       TOKENS:	P12W30-P12W30
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(|xariyna)
          POS:	ADJ+NSUFF_MASC_PL_GEN
          VOC:	|xar+iyna
        GLOSS:	other/another+[masc.pl.gen.]

 INPUT STRING:	يدركون
     IS_TRANS:	ydrkwn
        INDEX:	P12W25
      OFFSETS:	119-125
       TOKENS:	P12W31-P12W31
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adorak_1]
   UNSPLITVOC:	(yudorikuwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	yu+dorik+uwna
        GLOSS:	they (people)+comprehend/realize+[masc.pl.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P12W26
      OFFSETS:	126-128
       TOKENS:	P12W32-P12W32
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	معنى
     IS_TRANS:	mEnY
        INDEX:	P12W27
      OFFSETS:	129-133
       TOKENS:	P12W33-P12W33
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(maEonaY)
          POS:	NOUN
          VOC:	maEonaY
        GLOSS:	meaning/sense

 INPUT STRING:	العدل
     IS_TRANS:	AlEdl
        INDEX:	P12W28
      OFFSETS:	134-139
       TOKENS:	P12W34-P12W34
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadol_1]
   UNSPLITVOC:	(AlEadol)
          POS:	DET+NOUN
          VOC:	Al+Eadol
        GLOSS:	the+justice/fairness

 INPUT STRING:	ويثورون
     IS_TRANS:	wyvwrwn
        INDEX:	P12W29
      OFFSETS:	140-147
       TOKENS:	P12W35-P12W36
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAr-u_1]
   UNSPLITVOC:	(wayavuwruwna)
          POS:	CONJ+IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	wa+ya+vuwr+uwna
        GLOSS:	and+they (people)+revolt/arise+[masc.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P12W30
      OFFSETS:	148-151
       TOKENS:	P12W37-P12W37
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الظلم
     IS_TRANS:	AlZlm
        INDEX:	P12W31
      OFFSETS:	152-157
       TOKENS:	P12W38-P12W38
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Zulom_1]
   UNSPLITVOC:	(AlZulom)
          POS:	DET+NOUN
          VOC:	Al+Zulom
        GLOSS:	the+injustice

 INPUT STRING:	الفادح
     IS_TRANS:	AlfAdH
        INDEX:	P12W32
      OFFSETS:	158-164
       TOKENS:	P12W39-P12W39
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAdiH_1]
   UNSPLITVOC:	(AlfAdiH)
          POS:	DET+ADJ
          VOC:	Al+fAdiH
        GLOSS:	the+burdensome/oppressive

 INPUT STRING:	لقد
     IS_TRANS:	lqd
        INDEX:	P13W1
      OFFSETS:	1-4
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(laqado)
          POS:	VERB_PART
          VOC:	laqado
        GLOSS:	already

 INPUT STRING:	تخيلت
     IS_TRANS:	txylt
        INDEX:	P13W2
      OFFSETS:	5-10
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taxay~al_1]
   UNSPLITVOC:	(taxay~alotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	taxay~al+tu
        GLOSS:	imagine/suppose+I [verb]

 INPUT STRING:	لحظتها
     IS_TRANS:	lHZthA
        INDEX:	P13W3
      OFFSETS:	11-17
       TOKENS:	P13W3-P13W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laHoZap_1]
   UNSPLITVOC:	(laHoZatahA)
          POS:	NOUN+NSUFF_FEM_SG+CASE_DEF_ACC+POSS_PRON_3FS
          VOC:	laHoZ+at+a+hA
        GLOSS:	moment/instant+[fem.sg.]+[def.acc.]+its/their/her

 INPUT STRING:	وأستحضرت
     IS_TRANS:	w>stHDrt
        INDEX:	P13W4
      OFFSETS:	18-26
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa>stHDrt)
          POS:	CONJ+TYPO
          VOC:	wa+>stHDrt
        GLOSS:	and+nogloss

 INPUT STRING:	مخيلتى
     IS_TRANS:	mxyltY
        INDEX:	P13W5
      OFFSETS:	27-33
       TOKENS:	P13W7-P13W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muxay~ilap_1]
   UNSPLITVOC:	(muxay~ilatiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	muxay~il+at+iy
        GLOSS:	imagination/fantasy+[fem.sg.]+my

 INPUT STRING:	ممدوح
     IS_TRANS:	mmdwH
        INDEX:	P13W6
      OFFSETS:	34-39
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mamoduwH_2]
   UNSPLITVOC:	(mamoduwH)
          POS:	NOUN_PROP
          VOC:	mamoduwH
        GLOSS:	Mamdouh

 INPUT STRING:	أسماعيل
     IS_TRANS:	>smAEyl
        INDEX:	P13W7
      OFFSETS:	40-47
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(>smAEyl)
          POS:	TYPO
          VOC:	>smAEyl
        GLOSS:	nogloss

 INPUT STRING:	وولدة
     IS_TRANS:	wwldp
        INDEX:	P13W8
      OFFSETS:	48-53
       TOKENS:	P13W11-P13W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wawaladahu)
          POS:	CONJ+NOUN+CASE_DEF_ACC+POSS_PRON_3MS
          VOC:	wa+walad+a+hu
        GLOSS:	and+child/son+[def.acc.]+its/his

 INPUT STRING:	قفة
     IS_TRANS:	qfp
        INDEX:	P13W9
      OFFSETS:	54-57
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quf~ap_1]
   UNSPLITVOC:	(quf~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quf~+ap
        GLOSS:	basket+[fem.sg.]

 INPUT STRING:	وهم
     IS_TRANS:	whm
        INDEX:	P13W10
      OFFSETS:	58-61
       TOKENS:	P13W15-P13W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(wahum)
          POS:	CONJ+PRON_3MP
          VOC:	wa+hum
        GLOSS:	and+they [masc.pl]

 INPUT STRING:	جالسون
     IS_TRANS:	jAlswn
        INDEX:	P13W11
      OFFSETS:	62-68
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAlis_1]
   UNSPLITVOC:	(jAlisuwna)
          POS:	ADJ+NSUFF_MASC_PL_NOM
          VOC:	jAlis+uwna
        GLOSS:	sitting+[masc.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W12
      OFFSETS:	69-72
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	رياش
     IS_TRANS:	ryA$
        INDEX:	P13W13
      OFFSETS:	73-77
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riy$_1]
   UNSPLITVOC:	(riyA$)
          POS:	NOUN
          VOC:	riyA$
        GLOSS:	feathers/furniture

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W14
      OFFSETS:	78-80
       TOKENS:	P13W20-P13W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حرير
     IS_TRANS:	Hryr
        INDEX:	P13W15
      OFFSETS:	81-85
       TOKENS:	P13W21-P13W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hariyr_1]
   UNSPLITVOC:	(Hariyr)
          POS:	NOUN
          VOC:	Hariyr
        GLOSS:	silk/silken

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P13W16
      OFFSETS:	86-88
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قصر
     IS_TRANS:	qSr
        INDEX:	P13W17
      OFFSETS:	89-92
       TOKENS:	P13W23-P13W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSor_1]
   UNSPLITVOC:	(qaSor)
          POS:	NOUN
          VOC:	qaSor
        GLOSS:	castle/palace

 INPUT STRING:	لندنى
     IS_TRANS:	lndnY
        INDEX:	P13W18
      OFFSETS:	93-98
       TOKENS:	P13W24-P13W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lanodaniy~_1]
   UNSPLITVOC:	(lanodaniy~)
          POS:	ADJ
          VOC:	lanodaniy~
        GLOSS:	London/Londoner

 INPUT STRING:	فخم
     IS_TRANS:	fxm
        INDEX:	P13W19
      OFFSETS:	99-102
       TOKENS:	P13W25-P13W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faxom_1]
   UNSPLITVOC:	(faxom)
          POS:	ADJ
          VOC:	faxom
        GLOSS:	splendid/magnificent

 INPUT STRING:	وأمامهم
     IS_TRANS:	w>mAmhm
        INDEX:	P13W20
      OFFSETS:	103-110
       TOKENS:	P13W26-P13W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>amAm_1]
   UNSPLITVOC:	(wa>amAmahum)
          POS:	CONJ+NOUN+CASE_DEF_ACC+POSS_PRON_3MP
          VOC:	wa+>amAm+a+hum
        GLOSS:	and+front/forward+[def.acc.]+their

 INPUT STRING:	زجاجات
     IS_TRANS:	zjAjAt
        INDEX:	P13W21
      OFFSETS:	111-117
       TOKENS:	P13W29-P13W29
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zujAjap_1]
   UNSPLITVOC:	(zujAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	zujAj+At
        GLOSS:	bottle/glass+[fem.pl.]

 INPUT STRING:	الويسكى
     IS_TRANS:	AlwyskY
        INDEX:	P13W22
      OFFSETS:	118-125
       TOKENS:	P13W30-P13W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiysokiy_1]
   UNSPLITVOC:	(Alwiysokiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+wiysokiy
        GLOSS:	the+whisky

 INPUT STRING:	الاسكتلندى
     IS_TRANS:	AlAsktlndY
        INDEX:	P13W23
      OFFSETS:	126-136
       TOKENS:	P13W31-P13W31
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<isokutolanodiy~_2]
   UNSPLITVOC:	(Al<isokutolanodiy~)
          POS:	DET+ADJ
          VOC:	Al+<isokutolanodiy~
        GLOSS:	the+Scottish

 INPUT STRING:	الشهير
     IS_TRANS:	Al$hyr
        INDEX:	P13W24
      OFFSETS:	137-143
       TOKENS:	P13W32-P13W32
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ahiyr_1]
   UNSPLITVOC:	(Al$ahiyr)
          POS:	DET+ADJ
          VOC:	Al+$ahiyr
        GLOSS:	the+famous/well-known

 INPUT STRING:	وهم
     IS_TRANS:	whm
        INDEX:	P13W25
      OFFSETS:	144-147
       TOKENS:	P13W33-P13W34
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(wahum)
          POS:	CONJ+PRON_3MP
          VOC:	wa+hum
        GLOSS:	and+they [masc.pl]

 INPUT STRING:	ايضا
     IS_TRANS:	AyDA
        INDEX:	P13W26
      OFFSETS:	148-152
       TOKENS:	P13W35-P13W35
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoDAF_1]
   UNSPLITVOC:	(>ayoDAF)
          POS:	ADV
          VOC:	>ayoDAF
        GLOSS:	also, too, as well (as), along with, in addition (to)

 INPUT STRING:	يرقصون
     IS_TRANS:	yrqSwn
        INDEX:	P13W27
      OFFSETS:	153-159
       TOKENS:	P13W36-P13W36
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
