 INPUT STRING:	جميعنا
   UNSPLITVOC:	(TabiyEiyatnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	TabiyEiy+ap+nA
        GLOSS:	nature/naturalism+[fem.sg.]+our

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P53W8
      OFFSETS:	38-42
       TOKENS:	P53W11-P53W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P53W9
      OFFSETS:	43-47
       TOKENS:	P53W13-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	قدامنا
     IS_TRANS:	qdAmnA
        INDEX:	P53W10
      OFFSETS:	48-54
       TOKENS:	P53W14-P53W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~AmnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	qud~Am+nA
        GLOSS:	front/in front of+our

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P53W11
      OFFSETS:	55-57
       TOKENS:	P53W16-P53W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ياخد
     IS_TRANS:	yAxd
        INDEX:	P53W12
      OFFSETS:	58-62
       TOKENS:	P53W17-P53W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(yAxud)
          POS:	IV3MS+IV
          VOC:	y+Axud
        GLOSS:	he/it+take/begin/be taken/convey/treat/chose/receive and gain/marry

 INPUT STRING:	فكره
     IS_TRANS:	fkrh
        INDEX:	P53W13
      OFFSETS:	63-67
       TOKENS:	P53W18-P53W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P53W14
      OFFSETS:	68-71
       TOKENS:	P53W19-P53W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	عننا
     IS_TRANS:	EnnA
        INDEX:	P53W15
      OFFSETS:	72-76
       TOKENS:	P53W20-P53W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~inA)
          POS:	PREP+PRON_1P
          VOC:	Ean~+nA
        GLOSS:	(away) from/off/about/on/over+us

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P53W16
      OFFSETS:	76-77
       TOKENS:	P53W22-P53W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P53W17
      OFFSETS:	77-78
       TOKENS:	P53W23-P53W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P54W1
      OFFSETS:	0-3
       TOKENS:	P54W1-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+these/this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P54W2
      OFFSETS:	4-8
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	اسمه
     IS_TRANS:	Asmh
        INDEX:	P54W3
      OFFSETS:	9-13
       TOKENS:	P54W4-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisomuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Aisom+uh
        GLOSS:	name+his/its

 INPUT STRING:	تعديل
     IS_TRANS:	tEdyl
        INDEX:	P54W4
      OFFSETS:	14-19
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEodiyl_1]
   UNSPLITVOC:	(taEodiyl)
          POS:	NOUN
          VOC:	taEodiyl
        GLOSS:	adjustment/change/modification/amendment

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P54W5
      OFFSETS:	20-26
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W6
      OFFSETS:	26-27
       TOKENS:	P54W8-P54W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W7
      OFFSETS:	27-28
       TOKENS:	P54W9-P54W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	منوره
     IS_TRANS:	mnwrh
        INDEX:	P55W1
      OFFSETS:	0-5
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[minaw~ar_1]
   UNSPLITVOC:	(munaw~arap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	minaw~ar+ap
        GLOSS:	shedding light/enlightening/shining/bright+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P55W2
      OFFSETS:	6-8
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	شهد
     IS_TRANS:	$hd
        INDEX:	P55W3
      OFFSETS:	9-12
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ahod_1]
   UNSPLITVOC:	($ahod)
          POS:	NOUN_PROP
          VOC:	$ahod
        GLOSS:	shahd

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W4
      OFFSETS:	12-13
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	~
     IS_TRANS:	~
        INDEX:	P55W5
      OFFSETS:	13-14
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(~)
          POS:	PUNC
          VOC:	~
        GLOSS:	nogloss

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P56W1
      OFFSETS:	0-2
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حبينا
     IS_TRANS:	HbynA
        INDEX:	P56W2
      OFFSETS:	3-8
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(Hab~aynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	Hab~+aynA
        GLOSS:	love/like/want+we

 INPUT STRING:	نسمى
     IS_TRANS:	nsmY
        INDEX:	P56W3
      OFFSETS:	9-13
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sam~aY_1]
   UNSPLITVOC:	(nisam~iy)
          POS:	IV1P+IV
          VOC:	ni+sam~iy
        GLOSS:	we+name/designate/be called/be named/be designated

 INPUT STRING:	الامور
     IS_TRANS:	AlAmwr
        INDEX:	P56W4
      OFFSETS:	14-20
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(AlAumuwr)
          POS:	DET+NOUN
          VOC:	Al+Aumuwr
        GLOSS:	the+matter/issue/matters/issues/order/command/orders/commands

 INPUT STRING:	بمسمياتها
     IS_TRANS:	bmsmyAthA
        INDEX:	P56W5
      OFFSETS:	21-30
       TOKENS:	P56W5-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musam~aY_1]
   UNSPLITVOC:	(bimusam~ayAthA)
          POS:	PREP+NOUN+NSUFF_FEM_PL+POSS_PRON_3FS
          VOC:	bi+musam~ay+At+hA
        GLOSS:	with/by+titles/names+[fem.pl.]+its/their/her

 INPUT STRING:	الحقيقية
     IS_TRANS:	AlHqyqyp
        INDEX:	P56W6
      OFFSETS:	31-39
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(AlHaqiyqiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Haqiyqiy~+ap
        GLOSS:	the+true/real+[fem.sg.]

 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P57W1
      OFFSETS:	0-4
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(nquwl)
          POS:	IV1P+IV
          VOC:	n+quwl
        GLOSS:	we+said/say/be said/(for example)

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P57W2
      OFFSETS:	5-7
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	تغيير
     IS_TRANS:	tgyyr
        INDEX:	P57W3
      OFFSETS:	8-13
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(tagoyiyr)
          POS:	NOUN
          VOC:	tagoyiyr
        GLOSS:	change/modification/replacement

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P57W4
      OFFSETS:	14-20
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P57W5
      OFFSETS:	21-23
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	النفاق
     IS_TRANS:	AlnfAq
        INDEX:	P57W6
      OFFSETS:	24-30
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifAq_1]
   UNSPLITVOC:	(Aln~ifAq)
          POS:	DET+NOUN
          VOC:	Al+nifAq
        GLOSS:	the+expenditure/disbursement

 INPUT STRING:	ومعروف
     IS_TRANS:	wmErwf
        INDEX:	P57W7
      OFFSETS:	32-38
       TOKENS:	P57W7-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(wimaEoruwf)
          POS:	CONJ+ADJ
          VOC:	wi+maEoruwf
        GLOSS:	and+known/well-known

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P57W8
      OFFSETS:	39-43
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	naturally/of course+[acc.indef.]

 INPUT STRING:	أنه
     IS_TRANS:	>nh
        INDEX:	P57W9
      OFFSETS:	44-47
       TOKENS:	P57W10-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	مرفوض
     IS_TRANS:	mrfwD
        INDEX:	P57W10
      OFFSETS:	48-53
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marofuwD_1]
   UNSPLITVOC:	(marofuwD)
          POS:	ADJ
          VOC:	marofuwD
        GLOSS:	rejected/refused

 INPUT STRING:	وحرام
     IS_TRANS:	wHrAm
        INDEX:	P57W11
      OFFSETS:	54-59
       TOKENS:	P57W13-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(wiHarAm)
          POS:	CONJ+NOUN
          VOC:	wi+HarAm
        GLOSS:	and+sin/offense

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P57W12
      OFFSETS:	60-63
       TOKENS:	P57W15-P57W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(limA)
          POS:	PREP+REL_PRON
          VOC:	li+mA
        GLOSS:	for/to+what/which

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P57W13
      OFFSETS:	64-67
       TOKENS:	P57W17-P57W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	there is+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P57W14
      OFFSETS:	68-70
       TOKENS:	P57W19-P57W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تزييف
     IS_TRANS:	tzyyf
        INDEX:	P57W15
      OFFSETS:	71-76
       TOKENS:	P57W20-P57W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tazoyiyf_1]
   UNSPLITVOC:	(tazoyiyf)
          POS:	NOUN
          VOC:	tazoyiyf
        GLOSS:	forgery/falsification

 INPUT STRING:	للواقع
     IS_TRANS:	llwAqE
        INDEX:	P57W16
      OFFSETS:	77-83
       TOKENS:	P57W21-P57W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqiE_1]
   UNSPLITVOC:	(lilwAqiE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+wAqiE
        GLOSS:	for/to+the+fact/reality/actual

 INPUT STRING:	وتغيير
     IS_TRANS:	wtgyyr
        INDEX:	P57W17
      OFFSETS:	84-90
       TOKENS:	P57W23-P57W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(witagoyiyr)
          POS:	CONJ+NOUN
          VOC:	wi+tagoyiyr
        GLOSS:	and+change/modification/replacement

 INPUT STRING:	للحقائق
     IS_TRANS:	llHqA}q
        INDEX:	P57W18
      OFFSETS:	91-98
       TOKENS:	P57W25-P57W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(lilHaqA}iq)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+HaqA}iq
        GLOSS:	for/to+the+truth/reality/facts

 INPUT STRING:	وضياع
     IS_TRANS:	wDyAE
        INDEX:	P57W19
      OFFSETS:	99-104
       TOKENS:	P57W27-P57W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DayAE_1]
   UNSPLITVOC:	(wiDayAE)
          POS:	CONJ+NOUN
          VOC:	wi+DayAE
        GLOSS:	and+loss/waste/in vain

 INPUT STRING:	للحق
     IS_TRANS:	llHq
        INDEX:	P57W20
      OFFSETS:	105-109
       TOKENS:	P57W29-P57W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(lilHaq~)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Haq~
        GLOSS:	for/to+the+truth/right/against/towards/rights/law

 INPUT STRING:	أما
     IS_TRANS:	>mA
        INDEX:	P58W1
      OFFSETS:	0-3
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to/as for/as far as he (she/it/..etc) is concerned/but/however/yet

 INPUT STRING:	تعديل
     IS_TRANS:	tEdyl
        INDEX:	P58W2
      OFFSETS:	4-9
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEodiyl_1]
   UNSPLITVOC:	(taEodiyl)
          POS:	NOUN
          VOC:	taEodiyl
        GLOSS:	adjustment/change/modification/amendment

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P58W3
      OFFSETS:	10-16
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P58W4
      OFFSETS:	17-18
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P58W5
      OFFSETS:	19-23
       TOKENS:	P58W5-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	حسب
     IS_TRANS:	Hsb
        INDEX:	P58W6
      OFFSETS:	24-27
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(Hasab)
          POS:	NOUN
          VOC:	Hasab
        GLOSS:	according to/in accordance with

 INPUT STRING:	فهمى
     IS_TRANS:	fhmY
        INDEX:	P58W7
      OFFSETS:	28-32
       TOKENS:	P58W8-P58W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fahom_1]
   UNSPLITVOC:	(fahomiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	fahom+iy
        GLOSS:	understanding+my

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P58W8
      OFFSETS:	33-34
       TOKENS:	P58W10-P58W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P58W9
      OFFSETS:	35-37
       TOKENS:	P58W11-P58W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(qado)
          POS:	VERB_PART
          VOC:	qado
        GLOSS:	may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P58W10
      OFFSETS:	38-42
       TOKENS:	P58W12-P58W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yakuwn)
          POS:	IV3MS+IV
          VOC:	ya+kuwn
        GLOSS:	he/it+be/was/were

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P58W11
      OFFSETS:	43-45
       TOKENS:	P58W13-P58W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him

 INPUT STRING:	مبرراته
     IS_TRANS:	mbrrAth
        INDEX:	P58W12
      OFFSETS:	46-53
       TOKENS:	P58W15-P58W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubar~ir_1]
   UNSPLITVOC:	(mubar~irAtuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	mubar~ir+At+uh
        GLOSS:	excuse/justification+[fem.pl.]+his/its

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P59W1
      OFFSETS:	0-3
       TOKENS:	P59W1-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+it/he

 INPUT STRING:	اختلاف
     IS_TRANS:	AxtlAf
        INDEX:	P59W2
      OFFSETS:	4-10
       TOKENS:	P59W3-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotilAf_1]
   UNSPLITVOC:	(AixotilAf)
          POS:	NOUN
          VOC:	AixotilAf
        GLOSS:	variance/disagreement/difference

 INPUT STRING:	العقول
     IS_TRANS:	AlEqwl
        INDEX:	P59W3
      OFFSETS:	11-17
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaquwl_1]
   UNSPLITVOC:	(AlEaquwl)
          POS:	DET+NOUN
          VOC:	Al+Eaquwl
        GLOSS:	the+senses/intellects/brains

 INPUT STRING:	والنفوس
     IS_TRANS:	wAlnfws
        INDEX:	P59W4
      OFFSETS:	18-25
       TOKENS:	P59W5-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(wiAlnufuws)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nufuws
        GLOSS:	and+the+same/self/selves/soul/souls

 INPUT STRING:	لدى
     IS_TRANS:	ldY
        INDEX:	P59W5
