 INPUT STRING:	يرحم
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(AlmuHotaram)
          POS:	DET+ADJ
          VOC:	Al+muHotaram
        GLOSS:	the+respectful

 INPUT STRING:	المهاب
     IS_TRANS:	AlmhAb
        INDEX:	P13W7
      OFFSETS:	33-39
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhAb_1]
   UNSPLITVOC:	(AlmuhAb)
          POS:	DET+ADJ
          VOC:	Al+muhAb
        GLOSS:	the+object of reverence

 INPUT STRING:	القوى
     IS_TRANS:	AlqwY
        INDEX:	P13W8
      OFFSETS:	40-45
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(Alqawiy)
          POS:	DET+ADJ
          VOC:	Al+qawiy
        GLOSS:	the+strong/powerful

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W2
      OFFSETS:	4-6
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	صفاتنا
     IS_TRANS:	SfAtnA
        INDEX:	P14W3
      OFFSETS:	7-13
       TOKENS:	P14W3-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sifap_1]
   UNSPLITVOC:	(SifAtnA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1P
          VOC:	Sif+At+nA
        GLOSS:	attributes/characteristics/features+[fem.pl.]+our

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P14W4
      OFFSETS:	14-16
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	رجالتنا
     IS_TRANS:	rjAltnA
        INDEX:	P14W5
      OFFSETS:	17-24
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(rij~AlatnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	rij~Al+ap+nA
        GLOSS:	men+[fem.sg.]+our

 INPUT STRING:	رجاله
     IS_TRANS:	rjAlh
        INDEX:	P14W6
      OFFSETS:	25-30
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rijAlap_1]
   UNSPLITVOC:	(rijAlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rijAl+ap
        GLOSS:	men/people+[fem.sg.]

 INPUT STRING:	وشبابنا
     IS_TRANS:	w$bAbnA
        INDEX:	P14W7
      OFFSETS:	31-38
       TOKENS:	P14W9-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ab~_1]
   UNSPLITVOC:	(wa$abAbnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wa+$abAb+nA
        GLOSS:	and+youth/youths+our

 INPUT STRING:	رجاله
     IS_TRANS:	rjAlh
        INDEX:	P14W8
      OFFSETS:	39-44
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rijAlap_1]
   UNSPLITVOC:	(rijAlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rijAl+ap
        GLOSS:	men/people+[fem.sg.]

 INPUT STRING:	العيل
     IS_TRANS:	AlEyl
        INDEX:	P15W1
      OFFSETS:	0-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(AlEay~il)
          POS:	DET+NOUN
          VOC:	Al+Eay~il
        GLOSS:	the+kid/child

 INPUT STRING:	بيطلع
     IS_TRANS:	byTlE
        INDEX:	P15W2
      OFFSETS:	6-11
       TOKENS:	P15W2-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(biyiTolaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+TolaE
        GLOSS:	[present-tense]+he/it+appear/grow up

 INPUT STRING:	يفهم
     IS_TRANS:	yfhm
        INDEX:	P15W3
      OFFSETS:	12-16
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(yifoham)
          POS:	IV3MS+IV
          VOC:	yi+foham
        GLOSS:	he/it+understand/realize

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P15W4
      OFFSETS:	17-21
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yEnY)
          POS:	NO_FUNC
          VOC:	yEnY
        GLOSS:	nogloss

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P15W5
      OFFSETS:	22-25
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	REL_ADV
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	رجوله
     IS_TRANS:	rjwlh
        INDEX:	P15W6
      OFFSETS:	26-31
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rujuwlap_1]
   UNSPLITVOC:	(rujuwlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rujuwl+ap
        GLOSS:	masculinity/virility+[fem.sg.]

 INPUT STRING:	واصول
     IS_TRANS:	wASwl
        INDEX:	P15W7
      OFFSETS:	32-37
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(wiAuSuwl)
          POS:	CONJ+NOUN
          VOC:	wi+AuSuwl
        GLOSS:	and+origin/source/root/origins/sources/principles/originally/primarily/funds/capital

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	ADV
          VOC:	Hat~aY
        GLOSS:	even

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P16W2
      OFFSETS:	4-7
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P16W3
      OFFSETS:	8-12
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	حكوماتنا
     IS_TRANS:	HkwmAtnA
        INDEX:	P16W4
      OFFSETS:	13-21
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(HukuwmAtnA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1P
          VOC:	Hukuwm+At+nA
        GLOSS:	governments/administrations+[fem.pl.]+our

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P16W5
      OFFSETS:	22-25
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	الحكومه
     IS_TRANS:	AlHkwmh
        INDEX:	P16W6
      OFFSETS:	26-33
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	الحاليه
     IS_TRANS:	AlHAlyh
        INDEX:	P16W7
      OFFSETS:	34-41
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAliy_1]
   UNSPLITVOC:	(AlHAliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+HAliy~+ap
        GLOSS:	the+present/current+[fem.sg.]

 INPUT STRING:	بتسرقنا
     IS_TRANS:	btsrqnA
        INDEX:	P16W8
      OFFSETS:	42-49
       TOKENS:	P16W9-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(bitisoraqnA)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:1P
          VOC:	bi+ti+soraq+nA
        GLOSS:	[present-tense]+it/they/she+accuse of theft+us

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P16W9
      OFFSETS:	50-53
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	بصفاتنا
     IS_TRANS:	bSfAtnA
        INDEX:	P16W10
      OFFSETS:	54-61
       TOKENS:	P16W13-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sifap_1]
   UNSPLITVOC:	(biSifAtnA)
          POS:	PREP+NOUN+NSUFF_FEM_PL+POSS_PRON_1P
          VOC:	bi+Sif+At+nA
        GLOSS:	with/by+attributes/characteristics/features+[fem.pl.]+our

 INPUT STRING:	واصلنا
     IS_TRANS:	wASlnA
        INDEX:	P16W11
      OFFSETS:	62-68
       TOKENS:	P16W16-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(wi>aSolinA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+>aSol+nA
        GLOSS:	and+origin/source/root/origins/sources/principles/originally/primarily/funds/capital+our

 INPUT STRING:	نعبر
     IS_TRANS:	nEbr
        INDEX:	P16W12
      OFFSETS:	69-73
       TOKENS:	P16W19-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eabar_1]
   UNSPLITVOC:	(nuEobur)
          POS:	IV1P+IV
          VOC:	nu+Eobur
        GLOSS:	we+cross/traverse

 INPUT STRING:	المحن
     IS_TRANS:	AlmHn
        INDEX:	P16W13
      OFFSETS:	74-79
       TOKENS:	P16W20-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHon_1]
   UNSPLITVOC:	(AlmuHon)
          POS:	DET+NOUN
          VOC:	Al+muHon
        GLOSS:	the+ordeals/tests/trials

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P17W1
      OFFSETS:	0-3
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(wadah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+dah
        GLOSS:	and+that

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W2
      OFFSETS:	4-6
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	راييى
     IS_TRANS:	rAyyY
        INDEX:	P17W3
      OFFSETS:	7-12
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(rAyyY)
          POS:	TYPO
          VOC:	rAyyY
        GLOSS:	nogloss

 INPUT STRING:	لب
     IS_TRANS:	lb
        INDEX:	P17W4
      OFFSETS:	13-15
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lub~_1]
   UNSPLITVOC:	(lub~)
          POS:	NOUN
          VOC:	lub~
        GLOSS:	core/essence/quintessence/reason/intellect

 INPUT STRING:	القضيه
     IS_TRANS:	AlqDyh
        INDEX:	P17W5
      OFFSETS:	16-22
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(AlqaDiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaDiy~+ap
        GLOSS:	the+problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	قضيتنا
     IS_TRANS:	qDytnA
        INDEX:	P17W6
      OFFSETS:	23-29
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~atnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	qaDiy~+at+nA
        GLOSS:	problem/issue+[fem.sg.]+our

 INPUT STRING:	ليست
     IS_TRANS:	lyst
        INDEX:	P17W7
      OFFSETS:	30-34
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lays_1]
   UNSPLITVOC:	(laysit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	lays+it
        GLOSS:	be valiant+it/they/she [verb]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W8
      OFFSETS:	35-37
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P17W9
      OFFSETS:	38-42
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P17W10
      OFFSETS:	43-45
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	حكومه
     IS_TRANS:	Hkwmh
        INDEX:	P17W11
      OFFSETS:	46-51
       TOKENS:	P17W13-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(Hukuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hukuwm+ap
        GLOSS:	government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	بتسرق
     IS_TRANS:	btsrq
        INDEX:	P17W12
      OFFSETS:	52-57
       TOKENS:	P17W14-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(bitisoraq)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+soraq
        GLOSS:	[present-tense]+it/they/she+accuse of theft

 INPUT STRING:	قضيتنا
     IS_TRANS:	qDytnA
        INDEX:	P17W13
      OFFSETS:	58-64
       TOKENS:	P17W16-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~atnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	qaDiy~+at+nA
        GLOSS:	problem/issue+[fem.sg.]+our

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W14
      OFFSETS:	65-67
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P17W15
      OFFSETS:	68-72
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	وحكومه
     IS_TRANS:	wHkwmh
        INDEX:	P17W16
      OFFSETS:	73-79
       TOKENS:	P17W20-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(wiHukuwmap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+Hukuwm+ap
        GLOSS:	and+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	تمحينا
     IS_TRANS:	tmHynA
        INDEX:	P17W17
      OFFSETS:	80-86
       TOKENS:	P17W22-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maHaY_1]
   UNSPLITVOC:	(tamoHiynA)
          POS:	IV3FS+IV+IVSUFF_DO:1P
          VOC:	ta+moHiy+nA
        GLOSS:	it/she+wipe out/eradicate/exterminate+us

 INPUT STRING:	وحلنا
     IS_TRANS:	wHlnA
        INDEX:	P18W1
      OFFSETS:	0-5
       TOKENS:	P18W1-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(wiHal~nA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+Hal~+nA
        GLOSS:	and+solution/dissolution/cancellation/solutions/dissolutions/cancellations+our

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P18W2
      OFFSETS:	6-8
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	تغيير
     IS_TRANS:	tgyyr
        INDEX:	P18W3
      OFFSETS:	9-14
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(tagoyiyr)
          POS:	NOUN
          VOC:	tagoyiyr
        GLOSS:	change/modification/replacement

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P18W4
      OFFSETS:	15-21
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	والحكومه
     IS_TRANS:	wAlHkwmh
        INDEX:	P18W5
      OFFSETS:	22-30
       TOKENS:	P18W7-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hikuwmap_1]
   UNSPLITVOC:	(wiAlHikuwmap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Hikuwm+ap
        GLOSS:	and+the+government+[fem.sg.]

 INPUT STRING:	وخلاص
     IS_TRANS:	wxlAS
        INDEX:	P18W6
      OFFSETS:	31-36
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(wixalAS)
          POS:	CONJ+ADV
          VOC:	wi+xalAS
        GLOSS:	and+only/just

 INPUT STRING:	ومشكلتنا
     IS_TRANS:	wm$kltnA
        INDEX:	P19W1
      OFFSETS:	0-8
       TOKENS:	P19W1-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(wamu$okilatnA)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	wa+mu$okil+ap+nA
        GLOSS:	and+problem/issue+[fem.sg.]+our

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P19W2
      OFFSETS:	9-11
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P19W3
      OFFSETS:	12-15
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	هييجى
     IS_TRANS:	hyyjY
        INDEX:	P19W4
      OFFSETS:	16-21
       TOKENS:	P19W6-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(Hayiyojiy)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+yojiy
        GLOSS:	will+he/it+come

 INPUT STRING:	بعده
     IS_TRANS:	bEdh
        INDEX:	P19W5
      OFFSETS:	22-26
       TOKENS:	P19W8-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	baEod+uh
        GLOSS:	after+its/him

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P19W6
      OFFSETS:	27-29
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P19W7
      OFFSETS:	30-34
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	حربنا
     IS_TRANS:	HrbnA
        INDEX:	P19W8
      OFFSETS:	35-40
       TOKENS:	P19W12-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(HarobnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Harob+nA
        GLOSS:	war/warfare+our

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P19W9
      OFFSETS:	41-43
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مع
     IS_TRANS:	mE
