 INPUT STRING:	بصراحة
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P147W6
      OFFSETS:	27-30
       TOKENS:	P147W9-P147W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P147W7
      OFFSETS:	31-33
       TOKENS:	P147W10-P147W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P147W8
      OFFSETS:	34-40
       TOKENS:	P147W11-P147W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dunoyA_1]
   UNSPLITVOC:	(Ald~unoyA)
          POS:	DET+NOUN
          VOC:	Al+dunoyA
        GLOSS:	the+world

 INPUT STRING:	ايوة
     IS_TRANS:	Aywp
        INDEX:	P148W1
      OFFSETS:	0-4
       TOKENS:	P148W1-P148W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P148W2
      OFFSETS:	5-8
       TOKENS:	P148W2-P148W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P148W3
      OFFSETS:	9-11
       TOKENS:	P148W3-P148W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	خونة
     IS_TRANS:	xwnp
        INDEX:	P148W4
      OFFSETS:	12-16
       TOKENS:	P148W4-P148W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xA}in_1]
   UNSPLITVOC:	(xawonap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xawon+ap
        GLOSS:	traitors/disloyal+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P148W5
      OFFSETS:	17-19
       TOKENS:	P148W5-P148W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P148W6
      OFFSETS:	20-25
       TOKENS:	P148W6-P148W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P148W7
      OFFSETS:	26-29
       TOKENS:	P148W8-P148W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P148W8
      OFFSETS:	30-32
       TOKENS:	P148W9-P148W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيفهمو
     IS_TRANS:	byfhmw
        INDEX:	P148W9
      OFFSETS:	33-39
       TOKENS:	P148W10-P148W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(biyifohamuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+foham+uwA
        GLOSS:	[present-tense]+they+understand+they[verb]

 INPUT STRING:	سياسة
     IS_TRANS:	syAsp
        INDEX:	P148W10
      OFFSETS:	40-45
       TOKENS:	P148W12-P148W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(siyAsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	siyAs+ap
        GLOSS:	politics+[fem.sg.]

 INPUT STRING:	نهائى
     IS_TRANS:	nhA}Y
        INDEX:	P148W11
      OFFSETS:	46-51
       TOKENS:	P148W13-P148W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nihA}iy_1]
   UNSPLITVOC:	(nihA}iy)
          POS:	ADJ
          VOC:	nihA}iy
        GLOSS:	final/definitive/conclusive

 INPUT STRING:	وهما
     IS_TRANS:	whmA
        INDEX:	P149W1
      OFFSETS:	0-4
       TOKENS:	P149W1-P149W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(wihum~a)
          POS:	CONJ+PRON_3P
          VOC:	wi+hum~a
        GLOSS:	and+they

 INPUT STRING:	ديكتاتورين
     IS_TRANS:	dyktAtwryn
        INDEX:	P149W2
      OFFSETS:	5-15
       TOKENS:	P149W3-P149W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dyktAtwriy_1]
   UNSPLITVOC:	(dyktAtwriyiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	dyktAtwriy+iyn
        GLOSS:	dictators like/dictatorial+[masc.sg.]

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P149W3
      OFFSETS:	16-18
       TOKENS:	P149W4-P149W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P149W4
      OFFSETS:	19-24
       TOKENS:	P149W5-P149W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	بالضبط
     IS_TRANS:	bAlDbT
        INDEX:	P149W5
      OFFSETS:	25-31
       TOKENS:	P149W6-P149W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaboT_1]
   UNSPLITVOC:	(biAlD~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+DaboT
        GLOSS:	with/by+the+precision/exactness

 INPUT STRING:	ومغرورين
     IS_TRANS:	wmgrwryn
        INDEX:	P149W6
      OFFSETS:	32-40
       TOKENS:	P149W8-P149W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[magoruwr_1]
   UNSPLITVOC:	(wimagoruwriyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+magoruwr+iyn
        GLOSS:	and+deceived/deluded/conceited+[masc.pl.]

 INPUT STRING:	ومعتبرين
     IS_TRANS:	wmEtbryn
        INDEX:	P149W7
      OFFSETS:	41-49
       TOKENS:	P149W10-P149W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEotabir_1]
   UNSPLITVOC:	(wimuEotabiriyn)
          POS:	CONJ+ADJ.VN+NSUFF_MASC_PL
          VOC:	wi+muEotabir+iyn
        GLOSS:	and+considering/regarding+[masc.pl.]

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P149W8
      OFFSETS:	50-55
       TOKENS:	P149W12-P149W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nafos+hum
        GLOSS:	same/self/selves+their

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P149W9
      OFFSETS:	56-60
       TOKENS:	P149W14-P149W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	لوحدهم
     IS_TRANS:	lwHdhm
        INDEX:	P149W10
      OFFSETS:	61-67
       TOKENS:	P149W16-P149W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHoduhum)
          POS:	PREP+ADJ+POSS_PRON_3P
          VOC:	li+waHod+hum
        GLOSS:	for/to+alone/lonely+their

 INPUT STRING:	سبب
     IS_TRANS:	sbb
        INDEX:	P149W11
      OFFSETS:	68-71
       TOKENS:	P149W19-P149W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(sabab)
          POS:	NOUN
          VOC:	sabab
        GLOSS:	reason/cause/because of/due to

 INPUT STRING:	التغير
     IS_TRANS:	Altgyr
        INDEX:	P149W12
      OFFSETS:	72-78
       TOKENS:	P149W20-P149W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagay~ur_1]
   UNSPLITVOC:	(Alt~agay~ur)
          POS:	DET+NOUN
          VOC:	Al+tagay~ur
        GLOSS:	the+change/variation

 INPUT STRING:	ودايما
     IS_TRANS:	wdAymA
        INDEX:	P150W1
      OFFSETS:	0-6
       TOKENS:	P150W1-P150W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyom_1]
   UNSPLITVOC:	(widAyomAF)
          POS:	CONJ+ADJ+CASE_INDEF_ACC
          VOC:	wi+dAyom+AF
        GLOSS:	and+always/permenant+[acc.indef.]

 INPUT STRING:	بيقللو
     IS_TRANS:	byqllw
        INDEX:	P150W2
      OFFSETS:	7-13
       TOKENS:	P150W3-P150W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(byqllw)
          POS:	NO_FUNC
          VOC:	byqllw
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P150W3
      OFFSETS:	14-16
       TOKENS:	P150W4-P150W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P150W4
      OFFSETS:	17-22
       TOKENS:	P150W5-P150W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	واختياراته
     IS_TRANS:	wAxtyArAth
        INDEX:	P150W5
      OFFSETS:	23-33
       TOKENS:	P150W6-P150W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixotiyAr_1]
   UNSPLITVOC:	(wi<ixotiyArAtuh)
          POS:	CONJ+NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	wi+<ixotiyAr+At+uh
        GLOSS:	and+choice/selection/preference+[fem.pl.]+its/his

 INPUT STRING:	ومعتبرين
     IS_TRANS:	wmEtbryn
        INDEX:	P150W6
      OFFSETS:	34-42
       TOKENS:	P150W9-P150W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEotabir_1]
   UNSPLITVOC:	(wimuEotabiriyn)
          POS:	CONJ+ADJ.VN+NSUFF_MASC_PL
          VOC:	wi+muEotabir+iyn
        GLOSS:	and+considering/regarding+[masc.pl.]

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P150W7
      OFFSETS:	43-48
       TOKENS:	P150W11-P150W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nafos+hum
        GLOSS:	same/self/selves+their

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P150W8
      OFFSETS:	49-51
       TOKENS:	P150W13-P150W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P150W9
      OFFSETS:	52-55
       TOKENS:	P150W14-P150W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P150W10
      OFFSETS:	56-58
       TOKENS:	P150W15-P150W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	الصح
     IS_TRANS:	AlSH
        INDEX:	P150W11
      OFFSETS:	59-63
       TOKENS:	P150W16-P150W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(AlS~aH~)
          POS:	DET+ADJ
          VOC:	Al+SaH~
        GLOSS:	the+correct/right

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P150W12
      OFFSETS:	64-67
       TOKENS:	P150W17-P150W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all/every/entire/whole

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P150W13
      OFFSETS:	68-73
       TOKENS:	P150W19-P150W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P150W14
      OFFSETS:	74-77
       TOKENS:	P150W20-P150W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P150W15
      OFFSETS:	78-81
       TOKENS:	P150W21-P150W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves

 INPUT STRING:	نظام
     IS_TRANS:	nZAm
        INDEX:	P150W16
      OFFSETS:	82-86
       TOKENS:	P150W22-P150W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAm)
          POS:	NOUN
          VOC:	niZAm
        GLOSS:	regime/government

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P150W17
      OFFSETS:	87-92
       TOKENS:	P150W23-P150W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P151W1
      OFFSETS:	0-3
       TOKENS:	P151W1-P151W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P151W2
      OFFSETS:	4-7
       TOKENS:	P151W2-P151W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that/such

 INPUT STRING:	متخبطين
     IS_TRANS:	mtxbTyn
        INDEX:	P151W3
      OFFSETS:	8-15
       TOKENS:	P151W3-P151W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaxab~iT_1]
   UNSPLITVOC:	(mutaxab~iTiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mutaxab~iT+iyn
        GLOSS:	confused+[masc.pl.]

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P151W4
      OFFSETS:	16-19
       TOKENS:	P151W4-P151W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(wimA)
          POS:	CONJ+NEG_PART
          VOC:	wi+mA
        GLOSS:	and+not

 INPUT STRING:	لهمشى
     IS_TRANS:	lhm$Y
        INDEX:	P151W5
      OFFSETS:	20-25
       TOKENS:	P151W6-P151W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lih_1]
   UNSPLITVOC:	(lihum$iy)
          POS:	PREP+PRON_3P+NEG_PART
          VOC:	li+hum+$
        GLOSS:	for/to+they+not

 INPUT STRING:	خطة
     IS_TRANS:	xTp
        INDEX:	P151W6
      OFFSETS:	26-29
       TOKENS:	P151W9-P151W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiT~ap_1]
   UNSPLITVOC:	(xiT~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xiT~+ap
        GLOSS:	plan+[fem.sg.]

 INPUT STRING:	معينة
     IS_TRANS:	mEynp
        INDEX:	P151W7
      OFFSETS:	30-35
       TOKENS:	P151W10-P151W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~anap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muEay~an+ap
        GLOSS:	fixed/determined/prescribed+[fem.sg.]

 INPUT STRING:	لاصلاح
     IS_TRANS:	lASlAH
        INDEX:	P151W8
      OFFSETS:	36-42
       TOKENS:	P151W11-P151W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiSolAH_1]
   UNSPLITVOC:	(liAiSolAH)
          POS:	PREP+NOUN
          VOC:	li+AiSolAH
        GLOSS:	for/to+reform/restoration

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P151W9
      OFFSETS:	43-46
       TOKENS:	P151W13-P151W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P152W1
      OFFSETS:	0-4
       TOKENS:	P152W1-P152W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P152W2
      OFFSETS:	5-7
       TOKENS:	P152W2-P152W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P152W3
      OFFSETS:	8-13
       TOKENS:	P152W3-P152W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_2]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ_NUM
          VOC:	Al+>aw~al
        GLOSS:	the+first

 INPUT STRING:	قالو
     IS_TRANS:	qAlw
        INDEX:	P152W4
      OFFSETS:	14-18
       TOKENS:	P152W4-P152W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qAl+uwA
        GLOSS:	said/say/be said/say/(for example)+they

 INPUT STRING:	الدستور
     IS_TRANS:	Aldstwr
        INDEX:	P152W5
      OFFSETS:	19-26
       TOKENS:	P152W5-P152W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(Ald~usotuwr)
          POS:	DET+NOUN
          VOC:	Al+dusotuwr
        GLOSS:	the+constitution/statute/constitutions/statutes

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P152W6
      OFFSETS:	27-30
       TOKENS:	P152W6-P152W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabal_1]
   UNSPLITVOC:	(qabal)
          POS:	NOUN
          VOC:	qabal
        GLOSS:	before

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P152W7
      OFFSETS:	31-37
       TOKENS:	P152W7-P152W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	ودلوقتى
     IS_TRANS:	wdlwqtY
        INDEX:	P152W8
      OFFSETS:	38-45
       TOKENS:	P152W8-P152W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(widilowaqotiy)
          POS:	CONJ+ADV
          VOC:	wi+dilowaqotiy
        GLOSS:	and+now/at present

 INPUT STRING:	بيقول
     IS_TRANS:	byqwl
        INDEX:	P152W9
      OFFSETS:	46-51
       TOKENS:	P152W10-P152W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwl)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+quwl
        GLOSS:	[present-tense]+he/it+said/say/be said/say/(for example)

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P152W10
      OFFSETS:	52-58
       TOKENS:	P152W12-P152W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	اولا
     IS_TRANS:	AwlA
        INDEX:	P152W11
      OFFSETS:	59-63
       TOKENS:	P152W13-P152W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first of all/primarily/in the first place+[acc.indef.]

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P153W1
      OFFSETS:	0-6
       TOKENS:	P153W1-P153W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	يرجعو
