 INPUT STRING:	سؤال
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P10W25
      OFFSETS:	108-109
       TOKENS:	P10W27-P10W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P11W1
      OFFSETS:	1-5
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+afflict/be afflicted

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P11W2
      OFFSETS:	6-9
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W3
      OFFSETS:	10-11
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W4
      OFFSETS:	11-12
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P11W5
      OFFSETS:	12-13
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P11W6
      OFFSETS:	13-14
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W1
      OFFSETS:	1-4
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P12W2
      OFFSETS:	5-10
       TOKENS:	P12W2-P12W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(waAll~`hi)
          POS:	PREP+NOUN_PROP+CASE_DEF_GEN
          VOC:	wa+All~`h+i
        GLOSS:	by+Allah/God+[def.gen.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P12W3
      OFFSETS:	11-13
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	صاحب
     IS_TRANS:	SAHb
        INDEX:	P12W4
      OFFSETS:	14-18
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHib)
          POS:	NOUN
          VOC:	SAHib
        GLOSS:	owner/originator/owners/originators

 INPUT STRING:	الاجنحة
     IS_TRANS:	AlAjnHp
        INDEX:	P12W5
      OFFSETS:	19-26
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[janAH_1]
   UNSPLITVOC:	(AlAjniHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AjniH+ap
        GLOSS:	the+wings+[fem.sg.]

 INPUT STRING:	الحره
     IS_TRANS:	AlHrh
        INDEX:	P12W6
      OFFSETS:	27-32
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(AlHur~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Hur~+ap
        GLOSS:	the+free/independent+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W7
      OFFSETS:	33-34
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W8
      OFFSETS:	34-35
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	سألت
     IS_TRANS:	s>lt
        INDEX:	P12W9
      OFFSETS:	36-40
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(sa>alt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	sa>al+t
        GLOSS:	ask/inquire/request/be asked+I

 INPUT STRING:	السؤال
     IS_TRANS:	Als&Al
        INDEX:	P12W10
      OFFSETS:	41-47
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(Als~u&Al)
          POS:	DET+NOUN
          VOC:	Al+su&Al
        GLOSS:	the+question/inquiry

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P12W11
      OFFSETS:	48-50
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P12W12
      OFFSETS:	51-54
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P12W13
      OFFSETS:	55-58
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W14
      OFFSETS:	58-59
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W15
      OFFSETS:	59-60
       TOKENS:	P12W16-P12W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P13W1
      OFFSETS:	1-3
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P13W2
      OFFSETS:	4-6
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لاقي
     IS_TRANS:	lAqy
        INDEX:	P13W3
      OFFSETS:	7-11
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqiy_1]
   UNSPLITVOC:	(lAqiy)
          POS:	ADJ
          VOC:	lAqiy
        GLOSS:	finding

 INPUT STRING:	الرد
     IS_TRANS:	Alrd
        INDEX:	P13W4
      OFFSETS:	12-16
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(Alr~ad~)
          POS:	DET+NOUN
          VOC:	Al+rad~
        GLOSS:	the+reply/response

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P13W5
      OFFSETS:	17-20
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P13W6
      OFFSETS:	21-24
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	عاوزه
     IS_TRANS:	EAwzh
        INDEX:	P13W7
      OFFSETS:	25-30
       TOKENS:	P13W7-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwizuh)
          POS:	ADJ+PRON_3MS
          VOC:	EAwiz+uh
        GLOSS:	wanting/needing+him

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W8
      OFFSETS:	31-32
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W9
      OFFSETS:	32-33
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بصرف
     IS_TRANS:	bSrf
        INDEX:	P14W1
      OFFSETS:	1-5
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sarof_1]
   UNSPLITVOC:	(biSarof)
          POS:	PREP+NOUN
          VOC:	bi+Sarof
        GLOSS:	with/by+diverting/spending

 INPUT STRING:	النظر
     IS_TRANS:	AlnZr
        INDEX:	P14W2
      OFFSETS:	6-11
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(Aln~aZar)
          POS:	DET+NOUN
          VOC:	Al+naZar
        GLOSS:	the+view/look/seeing/eye-sight/glances/looking

 INPUT STRING:	يااااااااااه
     IS_TRANS:	yAAAAAAAAAAh
        INDEX:	P15W1
      OFFSETS:	1-13
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAAAAAAAAAAh_1]
   UNSPLITVOC:	(yAAAAAAAAAAh)
          POS:	INTERJ
          VOC:	yAAAAAAAAAAh
        GLOSS:	oh

 INPUT STRING:	مكشوفة
     IS_TRANS:	mk$wfp
        INDEX:	P15W2
      OFFSETS:	14-20
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mako$uwf_1]
   UNSPLITVOC:	(mako$uwfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mako$uwf+ap
        GLOSS:	clear+[fem.sg.]

 INPUT STRING:	أوى
     IS_TRANS:	>wY
        INDEX:	P15W3
      OFFSETS:	21-24
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(qawiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	strong

