 INPUT STRING:	لا

 INPUT STRING:	وكنا
     IS_TRANS:	wknA
        INDEX:	P74W56
      OFFSETS:	277-281
       TOKENS:	P74W77-P74W78
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikun~A)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+kun+~A
        GLOSS:	and+be+we [verb]

 INPUT STRING:	بردو
     IS_TRANS:	brdw
        INDEX:	P74W57
      OFFSETS:	282-286
       TOKENS:	P74W79-P74W79
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too

 INPUT STRING:	بنسكت
     IS_TRANS:	bnskt
        INDEX:	P74W58
      OFFSETS:	287-292
       TOKENS:	P74W80-P74W81
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sakat_1]
   UNSPLITVOC:	(binusokut)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+nu+sokut
        GLOSS:	[present-tense]+we+silence/pacify

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P75W1
      OFFSETS:	0-4
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	اسفين
     IS_TRANS:	Asfyn
        INDEX:	P75W2
      OFFSETS:	5-10
       TOKENS:	P75W2-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|sif_1]
   UNSPLITVOC:	(|sofiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	|sof+iyn
        GLOSS:	sorry/regretful+[masc.pl.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P75W3
      OFFSETS:	11-16
       TOKENS:	P75W3-P75W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P75W4
      OFFSETS:	17-20
       TOKENS:	P75W5-P75W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we [verb]

 INPUT STRING:	سلبين
     IS_TRANS:	slbyn
        INDEX:	P75W5
      OFFSETS:	21-26
       TOKENS:	P75W6-P75W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(slbyn)
          POS:	TYPO
          VOC:	slbyn
        GLOSS:	nogloss

 INPUT STRING:	وادنالك
     IS_TRANS:	wAdnAlk
        INDEX:	P75W6
      OFFSETS:	27-34
       TOKENS:	P75W7-P75W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wAdnAlk)
          POS:	NO_FUNC
          VOC:	wAdnAlk
        GLOSS:	nogloss

 INPUT STRING:	الفرصة
     IS_TRANS:	AlfrSp
        INDEX:	P75W7
      OFFSETS:	35-41
       TOKENS:	P75W8-P75W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(AlfuroSap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+furoS+ap
        GLOSS:	the+opportunity/chance+[fem.sg.]

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P75W8
      OFFSETS:	42-45
       TOKENS:	P75W9-P75W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ak)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	<in~+ak
        GLOSS:	that+you [masc.sg.]

 INPUT STRING:	تعمل
     IS_TRANS:	tEml
        INDEX:	P75W9
      OFFSETS:	46-50
       TOKENS:	P75W11-P75W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomil)
          POS:	IV2MS+IV
          VOC:	ti+Eomil
        GLOSS:	you [masc.sg.]+make/do

 INPUT STRING:	فينا
     IS_TRANS:	fynA
        INDEX:	P75W10
      OFFSETS:	51-55
       TOKENS:	P75W12-P75W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiynA)
          POS:	PREP+PRON_1P
          VOC:	fiy+nA
        GLOSS:	in+us

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P75W11
      OFFSETS:	56-59
       TOKENS:	P75W14-P75W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	like that/this way

 INPUT STRING:	واكتر
     IS_TRANS:	wAktr
        INDEX:	P75W12
      OFFSETS:	60-65
       TOKENS:	P75W15-P75W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(wi>akotar)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>akotar
        GLOSS:	and+more/many/numerous

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P75W13
      OFFSETS:	66-68
       TOKENS:	P75W17-P75W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P75W14
      OFFSETS:	69-72
       TOKENS:	P75W18-P75W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	like that/this way

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P75W15
      OFFSETS:	73-75
       TOKENS:	P75W19-P75W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	خلاااااااااااااااااااااااااااص
     IS_TRANS:	xlAAAAAAAAAAAAAAAAAAAAAAAAAAAS
        INDEX:	P75W16
      OFFSETS:	76-106
       TOKENS:	P75W20-P75W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	اتنهى
     IS_TRANS:	AtnhY
        INDEX:	P75W17
      OFFSETS:	107-112
       TOKENS:	P75W21-P75W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AtnhY)
          POS:	TYPO
          VOC:	AtnhY
        GLOSS:	nogloss

 INPUT STRING:	عصر
     IS_TRANS:	ESr
        INDEX:	P75W18
      OFFSETS:	113-116
       TOKENS:	P75W22-P75W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaSor_1]
   UNSPLITVOC:	(EaSor)
          POS:	NOUN
          VOC:	EaSor
        GLOSS:	age/period/epoch

 INPUT STRING:	الفساد
     IS_TRANS:	AlfsAd
        INDEX:	P75W19
      OFFSETS:	117-123
       TOKENS:	P75W23-P75W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fasAd_1]
   UNSPLITVOC:	(AlfasAd)
          POS:	DET+NOUN
          VOC:	Al+fasAd
        GLOSS:	the+deterioration/decomposition

 INPUT STRING:	والغباء
     IS_TRANS:	wAlgbA'
        INDEX:	P75W20
      OFFSETS:	124-131
       TOKENS:	P75W24-P75W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gabA'_1]
   UNSPLITVOC:	(wiAlgabA')
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+gabA'
        GLOSS:	and+the+ignorance/stupidity

 INPUT STRING:	والغمامة
     IS_TRANS:	wAlgmAmp
        INDEX:	P75W21
      OFFSETS:	132-140
       TOKENS:	P75W26-P75W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[gimAmap_1]
   UNSPLITVOC:	(wiAlgamAmap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+gamAm+ap
        GLOSS:	and+the+blinder/muzzle+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P75W22
      OFFSETS:	141-144
       TOKENS:	P75W28-P75W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P75W23
      OFFSETS:	145-150
       TOKENS:	P75W29-P75W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P75W24
      OFFSETS:	151-155
       TOKENS:	P75W30-P75W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she [verb]

 INPUT STRING:	عايشة
     IS_TRANS:	EAy$p
        INDEX:	P75W25
      OFFSETS:	156-161
       TOKENS:	P75W31-P75W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyo$ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyo$+ap
        GLOSS:	living/alive+[fem.sg.]

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P75W26
      OFFSETS:	162-166
       TOKENS:	P75W32-P75W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+her/it/them

 INPUT STRING:	وفقنا
     IS_TRANS:	wfqnA
        INDEX:	P75W27
      OFFSETS:	167-172
       TOKENS:	P75W34-P75W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fAq_1]
   UNSPLITVOC:	(wifuqnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+fuq+nA
        GLOSS:	and+surpass/excel/wake up+we [verb]

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P75W28
      OFFSETS:	173-177
       TOKENS:	P75W36-P75W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P75W29
      OFFSETS:	178-181
       TOKENS:	P75W37-P75W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	اسفين
     IS_TRANS:	Asfyn
        INDEX:	P76W1
      OFFSETS:	0-5
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|sif_1]
   UNSPLITVOC:	(|sofiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	|sof+iyn
        GLOSS:	sorry/regretful+[masc.pl.]

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P76W2
      OFFSETS:	6-7
       TOKENS:	P76W2-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P76W3
      OFFSETS:	8-10
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P76W4
      OFFSETS:	11-13
       TOKENS:	P76W4-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	وصدقنى
     IS_TRANS:	wSdqnY
        INDEX:	P76W5
      OFFSETS:	14-20
       TOKENS:	P76W5-P76W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(wiSad~aqniy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	wi+Sad~aq+(null)+niy
        GLOSS:	and+believe/give credence to/confirm/be believed+you+me

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P76W6
      OFFSETS:	21-26
       TOKENS:	P76W8-P76W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	العظيم
     IS_TRANS:	AlEZym
        INDEX:	P76W7
      OFFSETS:	27-33
       TOKENS:	P76W10-P76W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaZiym_1]
   UNSPLITVOC:	(AlEaZiym)
          POS:	DET+ADJ
          VOC:	Al+EaZiym
        GLOSS:	the+great/powerful

 INPUT STRING:	عمرنا
     IS_TRANS:	EmrnA
        INDEX:	P76W8
      OFFSETS:	34-39
       TOKENS:	P76W11-P76W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(EumorinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eumor+nA
        GLOSS:	age/life/never+our

 INPUT STRING:	ماهنسكت
     IS_TRANS:	mAhnskt
        INDEX:	P76W9
      OFFSETS:	40-47
       TOKENS:	P76W13-P76W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAhnskt)
          POS:	NO_FUNC
          VOC:	mAhnskt
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P76W10
      OFFSETS:	48-50
       TOKENS:	P76W14-P76W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	حقنا
     IS_TRANS:	HqnA
        INDEX:	P76W11
      OFFSETS:	51-55
       TOKENS:	P76W15-P76W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Haq~+nA
        GLOSS:	right, prerogative, truth+our

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P76W12
      OFFSETS:	56-60
       TOKENS:	P76W17-P76W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ_NUM
          VOC:	vAniy
        GLOSS:	second/next/other/again

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W13
      OFFSETS:	61-64
       TOKENS:	P76W18-P76W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	هنبقي
     IS_TRANS:	hnbqy
        INDEX:	P76W14
      OFFSETS:	65-70
       TOKENS:	P76W20-P76W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(haniboqaY)
          POS:	FUT_PART+IV1P+IV
          VOC:	ha+ni+boqaY
        GLOSS:	will+we+become/remain

 INPUT STRING:	بهايم
     IS_TRANS:	bhAym
        INDEX:	P76W15
      OFFSETS:	71-76
       TOKENS:	P76W22-P76W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bihiym_1]
   UNSPLITVOC:	(bahAyim)
          POS:	NOUN
          VOC:	bahAyim
        GLOSS:	livestock/cattle

 INPUT STRING:	عايشين
     IS_TRANS:	EAy$yn
        INDEX:	P76W16
      OFFSETS:	77-83
       TOKENS:	P76W23-P76W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyo$iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAyo$+iyn
        GLOSS:	alive/living+[masc.pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P76W17
      OFFSETS:	84-86
       TOKENS:	P76W24-P76W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الارض
     IS_TRANS:	AlArD
        INDEX:	P76W18
      OFFSETS:	87-92
       TOKENS:	P76W25-P76W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(Al>aroD)
          POS:	DET+NOUN
          VOC:	Al+>aroD
        GLOSS:	the+earth/territory/land

 INPUT STRING:	وشكرا
     IS_TRANS:	w$krA
        INDEX:	P76W19
      OFFSETS:	93-98
       TOKENS:	P76W26-P76W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	(wi$ukorAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+$ukor+AF
        GLOSS:	and+thank you/thanks+[acc.indef.]

 INPUT STRING:	لانك
     IS_TRANS:	lAnk
        INDEX:	P76W20
      OFFSETS:	99-103
       TOKENS:	P76W28-P76W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ak)
          POS:	PREP+SUB_CONJ+PRON_2MS
          VOC:	li+<in~+ak
        GLOSS:	for/to+that+you [masc.sg.]

 INPUT STRING:	خلتنا
     IS_TRANS:	xltnA
        INDEX:	P76W21
      OFFSETS:	104-109
       TOKENS:	P76W31-P76W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~itnA)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:1P
          VOC:	xal~+it+nA
        GLOSS:	release/evacuate/allow/let+you [masc.sg.] [verb]+us

 INPUT STRING:	نقوف
     IS_TRANS:	nqwf
        INDEX:	P76W22
      OFFSETS:	110-114
       TOKENS:	P76W33-P76W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(nqwf)
          POS:	TYPO
          VOC:	nqwf
        GLOSS:	nogloss

 INPUT STRING:	وخلتنا
     IS_TRANS:	wxltnA
        INDEX:	P76W23
      OFFSETS:	115-121
       TOKENS:	P76W34-P76W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(wixal~itnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:1P
          VOC:	wi+xal~+it+nA
        GLOSS:	and+release/evacuate/allow/let+you [masc.sg.] [verb]+us

 INPUT STRING:	نثبت
     IS_TRANS:	nvbt
        INDEX:	P76W24
      OFFSETS:	122-126
       TOKENS:	P76W37-P76W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(nivobit)
          POS:	IV1P+IV
          VOC:	ni+vobit
        GLOSS:	we+ascertain/establish

 INPUT STRING:	للعالم
     IS_TRANS:	llEAlm
        INDEX:	P76W25
      OFFSETS:	127-133
       TOKENS:	P76W38-P76W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlam_1]
   UNSPLITVOC:	(lilEAlam)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+EAlam
        GLOSS:	for/to+the+world

 INPUT STRING:	كلو
     IS_TRANS:	klw
        INDEX:	P76W26
      OFFSETS:	134-137
       TOKENS:	P76W40-P76W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uw)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/every/entire/whole+his/its

 INPUT STRING:	ولنفسنا
     IS_TRANS:	wlnfsnA
        INDEX:	P76W27
      OFFSETS:	138-145
       TOKENS:	P76W42-P76W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(wilonafosinA)
          POS:	CONJ+PREP+NOUN+POSS_PRON_1P
          VOC:	wi+li+nafos+nA
        GLOSS:	and+for/to+same/self+our

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P76W28
      OFFSETS:	146-150
       TOKENS:	P76W46-P76W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P76W29
      OFFSETS:	151-155
       TOKENS:	P76W48-P76W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P76W30
      OFFSETS:	156-159
       TOKENS:	P76W49-P76W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	hand

 INPUT STRING:	وحدة
     IS_TRANS:	wHdp
        INDEX:	P76W31
      OFFSETS:	160-164
       TOKENS:	P76W50-P76W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHodap_1]
   UNSPLITVOC:	(wiHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wiHod+ap
        GLOSS:	units/loneliness/unit+[fem.sg.]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P76W32
      OFFSETS:	165-168
       TOKENS:	P76W51-P76W51
