 INPUT STRING:	اية
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+boqaY+(null)
        GLOSS:	he/it+remain/last+[ind.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P18W16
      OFFSETS:	76-79
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الفرق
     IS_TRANS:	Alfrq
        INDEX:	P18W17
      OFFSETS:	80-85
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroq_1]
   UNSPLITVOC:	(Alfaroq)
          POS:	DET+NOUN
          VOC:	Al+faroq
        GLOSS:	the+difference/discrepancy/differences/discrepancies

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P19W1
      OFFSETS:	1-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	التعليم
     IS_TRANS:	AltElym
        INDEX:	P19W2
      OFFSETS:	4-11
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(Alt~aEoliym)
          POS:	DET+NOUN
          VOC:	Al+taEoliym
        GLOSS:	the+education/teaching/instructions/precepts

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P19W3
      OFFSETS:	12-13
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P19W4
      OFFSETS:	14-17
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	منظومه
     IS_TRANS:	mnZwmh
        INDEX:	P19W5
      OFFSETS:	18-24
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoZuwmap_1]
   UNSPLITVOC:	(manoZuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	manoZuwm+ap
        GLOSS:	structure/hierarchy+[fem.sg.]

 INPUT STRING:	فاشله
     IS_TRANS:	fA$lh
        INDEX:	P19W6
      OFFSETS:	25-30
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fA$il_1]
   UNSPLITVOC:	(fA$ilap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fA$il+ap
        GLOSS:	failing/unsuccessful+[fem.sg.]

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P20W1
      OFFSETS:	1-7
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+NOUN
          VOC:	wi+baEodayn
        GLOSS:	and+later/next

 INPUT STRING:	بدل
     IS_TRANS:	bdl
        INDEX:	P20W2
      OFFSETS:	8-11
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badal_1]
   UNSPLITVOC:	(badal)
          POS:	NOUN
          VOC:	badal
        GLOSS:	substitute/substitutes/instead of/in lieu of

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W3
      OFFSETS:	12-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	يخلوة
     IS_TRANS:	yxlwp
        INDEX:	P20W4
      OFFSETS:	15-20
       TOKENS:	P20W5-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~uwh)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	yi+xal~+uwA+uh
        GLOSS:	they+release/evacuate/allow/be released/be evacuated/be allowed/let+we+them

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P20W5
      OFFSETS:	21-22
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[3_1]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P20W6
      OFFSETS:	23-27
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	واشتغالات
     IS_TRANS:	wA$tgAlAt
        INDEX:	P20W7
      OFFSETS:	28-37
       TOKENS:	P20W9-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{i$otigAl_1]
   UNSPLITVOC:	(waAi$otigAlAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wa+{i$otigAl+At
        GLOSS:	and+preoccupied/functioning/work+[fem.pl.]

 INPUT STRING:	مالهاش
     IS_TRANS:	mAlhA$
        INDEX:	P20W8
      OFFSETS:	38-44
       TOKENS:	P20W11-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(mAlahA$)
          POS:	NEG_PART+PREP+PRON_3FS+NEG_PART
          VOC:	mA+la+hA+$
        GLOSS:	not+to/for+it/them/her (it/she has, they have)+not

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P20W9
      OFFSETS:	45-47
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	لزمه
     IS_TRANS:	lzmh
        INDEX:	P20W10
      OFFSETS:	48-52
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lazomap_1]
   UNSPLITVOC:	(lazomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lazom+ap
        GLOSS:	official concession+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W11
      OFFSETS:	53-55
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	indeed

 INPUT STRING:	يوفروا
     IS_TRANS:	ywfrwA
        INDEX:	P20W12
      OFFSETS:	56-62
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waf~ar_1]
   UNSPLITVOC:	(yiwaf~aruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+waf~ar+uwA
        GLOSS:	they+provide/fulfill+we

 INPUT STRING:	فراشين
     IS_TRANS:	frA$yn
        INDEX:	P20W13
      OFFSETS:	63-69
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farA$_1]
   UNSPLITVOC:	(farA$iyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	farA$+iyn
        GLOSS:	office servants/janitors+two

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P21W1
      OFFSETS:	1-3
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P21W2
      OFFSETS:	4-5
       TOKENS:	P21W2-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyuh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	مدارس
     IS_TRANS:	mdArs
        INDEX:	P21W3
      OFFSETS:	6-11
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(madAris)
          POS:	NOUN
          VOC:	madAris
        GLOSS:	school

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P21W4
      OFFSETS:	12-16
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	فراش
     IS_TRANS:	frA$
        INDEX:	P21W5
      OFFSETS:	17-21
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[far~A$_1]
   UNSPLITVOC:	(far~A$)
          POS:	NOUN
          VOC:	far~A$
        GLOSS:	courier

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P21W6
      OFFSETS:	22-26
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P21W7
      OFFSETS:	27-29
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P21W8
      OFFSETS:	29-30
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P21W9
      OFFSETS:	30-31
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P21W10
      OFFSETS:	31-32
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P21W11
      OFFSETS:	32-33
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P22W1
      OFFSETS:	1-5
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~anA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يوقينا
     IS_TRANS:	ywqynA
        INDEX:	P22W2
      OFFSETS:	6-12
       TOKENS:	P22W3-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqaY-i_1]
   UNSPLITVOC:	(yaqiynA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	ya+qiy+nA
        GLOSS:	he/it+preserve/safeguard+us

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P22W3
      OFFSETS:	13-18
       TOKENS:	P22W5-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+them

 INPUT STRING:	ويعافينا
     IS_TRANS:	wyEAfynA
        INDEX:	P22W4
      OFFSETS:	19-27
       TOKENS:	P22W7-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAfaY_1]
   UNSPLITVOC:	(wayiEAfiynA)
          POS:	PART+IV3MS+IV+IVSUFF_MOOD:I+IVSUFF_DO:1P
          VOC:	wa+yu+EAfiy+(null)+nA
        GLOSS:	[part.]+he/it+cure/heal+[ind.]+us

 INPUT STRING:	تحياتي
     IS_TRANS:	tHyAty
        INDEX:	P23W1
      OFFSETS:	1-7
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHiy~ap_1]
   UNSPLITVOC:	(taHiy~Atiy)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1S
          VOC:	taHiy~+At+iy
        GLOSS:	greeting/salute+[fem.pl.]+my

 INPUT STRING:	لينس
     IS_TRANS:	lyns
        INDEX:	P24W1
      OFFSETS:	1-5
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liynis_1]
   UNSPLITVOC:	(lyns)
          POS:	NOUN_PROP
          VOC:	lyns
        GLOSS:	Lennice

 INPUT STRING:	احب
     IS_TRANS:	AHb
        INDEX:	P25W1
      OFFSETS:	1-4
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AHb)
          POS:	NO_FUNC
          VOC:	AHb
        GLOSS:	nogloss

 INPUT STRING:	اقول
     IS_TRANS:	Aqwl
        INDEX:	P25W2
      OFFSETS:	5-9
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/say/(for example)

 INPUT STRING:	لفاطمه
     IS_TRANS:	lfATmh
        INDEX:	P25W3
      OFFSETS:	10-16
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fATomap_1]
   UNSPLITVOC:	(lifATomap)
          POS:	PREP+NOUN_PROP+NSUFF_FEM_SG
          VOC:	li+fATom+ap
        GLOSS:	for/to+Fatma+[fem.sg.]

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P25W4
      OFFSETS:	17-20
       TOKENS:	P25W5-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you [fem.sg.]

 INPUT STRING:	متفائله
     IS_TRANS:	mtfA}lh
        INDEX:	P25W5
      OFFSETS:	21-28
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutafA}il_1]
   UNSPLITVOC:	(mutafA}ilap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutafA}il+ap
        GLOSS:	optimistic+[fem.sg.]

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P25W6
      OFFSETS:	29-32
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P26W1
      OFFSETS:	1-5
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	اقل
     IS_TRANS:	Aql
        INDEX:	P26W2
      OFFSETS:	6-9
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(>aqal~)
          POS:	ADJ_COMP
          VOC:	>aqal~
        GLOSS:	least/smallest/minimum

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P26W3
      OFFSETS:	10-12
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	يقال
     IS_TRANS:	yqAl
        INDEX:	P26W4
      OFFSETS:	13-17
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yqAl)
          POS:	NO_FUNC
          VOC:	yqAl
        GLOSS:	nogloss

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P26W5
      OFFSETS:	18-21
       TOKENS:	P26W5-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	(away) from, off, about, on, over+it/him

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P26W6
      OFFSETS:	22-25
       TOKENS:	P26W7-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	غبي
     IS_TRANS:	gby
        INDEX:	P26W7
      OFFSETS:	26-29
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gabiy_1]
   UNSPLITVOC:	(gabiy)
          POS:	ADJ
          VOC:	gabiy
        GLOSS:	ignorant/stupid

 INPUT STRING:	غباء
     IS_TRANS:	gbA'
        INDEX:	P26W8
      OFFSETS:	30-34
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gabA'_1]
   UNSPLITVOC:	(gabA')
          POS:	NOUN
          VOC:	gabA'
        GLOSS:	ignorance/stupidity

 INPUT STRING:	البرص
     IS_TRANS:	AlbrS
        INDEX:	P26W9
      OFFSETS:	35-40
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buroS_1]
   UNSPLITVOC:	(AlburoS)
          POS:	DET+NOUN
          VOC:	Al+buroS
        GLOSS:	the+gecko

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P26W10
      OFFSETS:	41-45
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	راح
     IS_TRANS:	rAH
        INDEX:	P26W11
      OFFSETS:	46-49
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAH)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	rAH+(null)
        GLOSS:	go+he/it

 INPUT STRING:	سكن
     IS_TRANS:	skn
        INDEX:	P26W12
      OFFSETS:	50-53
       TOKENS:	P26W14-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sakan_1]
   UNSPLITVOC:	(sakan)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sakan+(null)
        GLOSS:	reside/live in+he/it [verb]

 INPUT STRING:	مكان
     IS_TRANS:	mkAn
        INDEX:	P26W13
      OFFSETS:	54-58
       TOKENS:	P26W15-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P26W14
      OFFSETS:	59-61
       TOKENS:	P26W16-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_6]
   UNSPLITVOC:	(mA)
          POS:	NOUN
          VOC:	mA
        GLOSS:	some

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P26W15
      OFFSETS:	62-64
       TOKENS:	P26W17-P26W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P26W16
      OFFSETS:	65-68
       TOKENS:	P26W18-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments+[fem.sg.]

 INPUT STRING:	يتقطع
     IS_TRANS:	ytqTE
        INDEX:	P26W17
      OFFSETS:	69-74
       TOKENS:	P26W19-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaTaE_1]
   UNSPLITVOC:	(yitoqiTiE)
          POS:	IV3MS+IV_PASS
          VOC:	yi+toqiTiE
        GLOSS:	he/it+cut apart

 INPUT STRING:	ديلة
     IS_TRANS:	dylp
        INDEX:	P26W18
      OFFSETS:	75-79
       TOKENS:	P26W20-P26W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*iyl_1]
   UNSPLITVOC:	(*iyluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	*iyl+uh
        GLOSS:	tail+his/its

 INPUT STRING:	القرار
     IS_TRANS:	AlqrAr
        INDEX:	P27W1
      OFFSETS:	1-7
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(AlqarAr)
          POS:	DET+NOUN
          VOC:	Al+qarAr
        GLOSS:	the+decision/resolution

 INPUT STRING:	فعال
     IS_TRANS:	fEAl
        INDEX:	P27W2
      OFFSETS:	8-12
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faE~Al_1]
   UNSPLITVOC:	(faE~Al)
          POS:	ADJ
          VOC:	faE~Al
        GLOSS:	effective/efficient

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P27W3
      OFFSETS:	13-15
       TOKENS:	P27W3-P27W3
