 INPUT STRING:	إقتباس
          POS:	PREP+SUB_CONJ+PRON_1S
          VOC:	li+>an~+iy
        GLOSS:	for/to+that+I

 INPUT STRING:	لاقيت
     IS_TRANS:	lAqyt
        INDEX:	P51W9
      OFFSETS:	41-46
       TOKENS:	P51W13-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(lAqiyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	lAq+iyt
        GLOSS:	meet/encounter/be met/be encountered+I

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P51W10
      OFFSETS:	47-50
       TOKENS:	P51W14-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	متحمسين
     IS_TRANS:	mtHmsyn
        INDEX:	P51W11
      OFFSETS:	51-58
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutaHam~is_1]
   UNSPLITVOC:	(mutaHam~isiyn)
          POS:	ADJ+NSUFF_MASC_DU_ACC
          VOC:	mutaHam~is+iyn
        GLOSS:	zealous/enthusiastic+two [acc.]

 INPUT STRING:	لبلدهم
     IS_TRANS:	lbldhm
        INDEX:	P51W12
      OFFSETS:	59-65
       TOKENS:	P51W16-P51W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(libaladhum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	li+balad+hum
        GLOSS:	for/to+country/country/countries+their

 INPUT STRING:	زيكوا
     IS_TRANS:	zykwA
        INDEX:	P51W13
      OFFSETS:	66-71
       TOKENS:	P51W19-P51W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~kuw)
          POS:	NOUN+POSS_PRON_2P
          VOC:	zay~+kuw
        GLOSS:	like/such as+your [pl.]

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P51W14
      OFFSETS:	72-78
       TOKENS:	P51W21-P51W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	and+matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	محافظة
     IS_TRANS:	mHAfZp
        INDEX:	P51W15
      OFFSETS:	79-85
       TOKENS:	P51W23-P51W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muHAfaZap_2]
   UNSPLITVOC:	(muHAfaZap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muHAfaZ+ap
        GLOSS:	province/governorate+[fem.sg.]

 INPUT STRING:	الشرقية
     IS_TRANS:	Al$rqyp
        INDEX:	P51W16
      OFFSETS:	86-93
       TOKENS:	P51W24-P51W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroqiy~ap_1]
   UNSPLITVOC:	(Al$~aroqiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+$aroqiy~+ap
        GLOSS:	the+Sharqiya+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P51W17
      OFFSETS:	94-97
       TOKENS:	P51W25-P51W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P51W18
      OFFSETS:	98-100
       TOKENS:	P51W26-P51W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	محافظتى
     IS_TRANS:	mHAfZtY
        INDEX:	P51W19
      OFFSETS:	101-108
       TOKENS:	P51W27-P51W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAfaZap_2]
   UNSPLITVOC:	(muHAfaZatiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	muHAfaZ+ap+iy
        GLOSS:	province/governorate+[fem.sg.]+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	عرفت
     IS_TRANS:	Erft
        INDEX:	P52W2
      OFFSETS:	4-8
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(Eirift)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Eirif+t
        GLOSS:	know+I

 INPUT STRING:	المنتدى
     IS_TRANS:	AlmntdY
        INDEX:	P52W3
      OFFSETS:	9-16
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[munotadaY_2]
   UNSPLITVOC:	(AlmunotadaY)
          POS:	DET+NOUN
          VOC:	Al+munotadaY
        GLOSS:	the+assembly room/gathering place

 INPUT STRING:	بالصدفة
     IS_TRANS:	bAlSdfp
        INDEX:	P52W4
      OFFSETS:	17-24
       TOKENS:	P52W4-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sudofap_1]
   UNSPLITVOC:	(biAlS~udofap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+Sudof+ap
        GLOSS:	with/by+the+chance/coincidence+[fem.sg.]

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P52W5
      OFFSETS:	25-29
       TOKENS:	P52W6-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa>anA)
          POS:	CONJ+PRON_1S
          VOC:	wa+>anA
        GLOSS:	and+I

 INPUT STRING:	بدور
     IS_TRANS:	bdwr
        INDEX:	P52W6
      OFFSETS:	30-34
       TOKENS:	P52W8-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daw~ar_1]
   UNSPLITVOC:	(biAadaw~ar)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+daw~ar
        GLOSS:	[present-tense]+I+look for

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P52W7
      OFFSETS:	35-37
       TOKENS:	P52W10-P52W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	معلومات
     IS_TRANS:	mElwmAt
        INDEX:	P52W8
      OFFSETS:	38-45
       TOKENS:	P52W11-P52W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoluwmap_1]
   UNSPLITVOC:	(maEoluwmAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	maEoluwm+At
        GLOSS:	information/data+[fem.pl.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P52W9
      OFFSETS:	46-48
       TOKENS:	P52W12-P52W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	المحافظة
     IS_TRANS:	AlmHAfZp
        INDEX:	P52W10
      OFFSETS:	49-57
       TOKENS:	P52W13-P52W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muHAfaZap_2]
   UNSPLITVOC:	(AlmuHAfaZap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muHAfaZ+ap
        GLOSS:	the+province/governorate+[fem.sg.]

 INPUT STRING:	وخاصة
     IS_TRANS:	wxASp
        INDEX:	P52W11
      OFFSETS:	58-63
       TOKENS:	P52W14-P52W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(wixAS~apF)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+CASE_INDEF_ACC
          VOC:	wi+xAS~+ap+F
        GLOSS:	and+elite/especially/particularly+[fem.sg.]+[indef.acc.]

 INPUT STRING:	صان
     IS_TRANS:	SAn
        INDEX:	P52W12
      OFFSETS:	64-67
       TOKENS:	P52W16-P52W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAn_2]
   UNSPLITVOC:	(SAn)
          POS:	NOUN_PROP
          VOC:	SAn
        GLOSS:	San

 INPUT STRING:	الحجرلان
     IS_TRANS:	AlHjrlAn
        INDEX:	P52W13
      OFFSETS:	68-76
       TOKENS:	P52W17-P52W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hajar_2]
   UNSPLITVOC:	(AlHajarli>an~)
          POS:	DET+NOUN_PROP+TYPO
          VOC:	Al+Hajar+li>an~
        GLOSS:	the+Hagar+[no Gloss]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P52W14
      OFFSETS:	77-80
       TOKENS:	P52W19-P52W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P52W15
      OFFSETS:	81-83
       TOKENS:	P52W20-P52W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المهتمين
     IS_TRANS:	Almhtmyn
        INDEX:	P52W16
      OFFSETS:	84-92
       TOKENS:	P52W21-P52W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhotam~_1]
   UNSPLITVOC:	(Almuhotam~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+muhotam~+iyn
        GLOSS:	the+interested/concerned+two

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P52W17
      OFFSETS:	93-96
       TOKENS:	P52W22-P52W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	بالمحافظة
     IS_TRANS:	bAlmHAfZp
        INDEX:	P52W18
      OFFSETS:	97-106
       TOKENS:	P52W23-P52W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muHAfaZap_2]
   UNSPLITVOC:	(biAlmuHAfaZap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+muHAfaZ+ap
        GLOSS:	with/by+the+province/governorate+[fem.sg.]

 INPUT STRING:	وزاد
     IS_TRANS:	wzAd
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(wizAd)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+zAd+(null)
        GLOSS:	and+augment+he/it

 INPUT STRING:	اهتمامى
     IS_TRANS:	AhtmAmY
        INDEX:	P53W2
      OFFSETS:	5-12
       TOKENS:	P53W3-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AihotimAm_1]
   UNSPLITVOC:	(AihotimAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	AihotimAm+iy
        GLOSS:	interest/concern/care/attention+my

 INPUT STRING:	بصان
     IS_TRANS:	bSAn
        INDEX:	P53W3
      OFFSETS:	13-17
       TOKENS:	P53W5-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biSAn)
          POS:	PREP+NOUN_PROP
          VOC:	bi+SAn
        GLOSS:	with/by+San

 INPUT STRING:	الحجر
     IS_TRANS:	AlHjr
        INDEX:	P53W4
      OFFSETS:	18-23
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hajar_2]
   UNSPLITVOC:	(AlHajar)
          POS:	DET+NOUN_PROP
          VOC:	Al+Hajar
        GLOSS:	the+Hagar

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P53W5
      OFFSETS:	24-27
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	روحت
     IS_TRANS:	rwHt
        INDEX:	P53W6
      OFFSETS:	28-32
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raw~aH_1]
   UNSPLITVOC:	(raw~aHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	raw~aH+t
        GLOSS:	go+I

 INPUT STRING:	ليها
     IS_TRANS:	lyhA
        INDEX:	P53W7
      OFFSETS:	33-37
       TOKENS:	P53W10-P53W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her (it/she has, they have)

 INPUT STRING:	بنفسى
     IS_TRANS:	bnfsY
        INDEX:	P53W8
      OFFSETS:	38-43
       TOKENS:	P53W12-P53W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafosiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	bi+nafos+iy
        GLOSS:	with/by+same/self/selves+my

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P53W9
      OFFSETS:	44-45
       TOKENS:	P53W15-P53W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P54W1
      OFFSETS:	0-3
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	روحت
     IS_TRANS:	rwHt
        INDEX:	P54W2
      OFFSETS:	4-8
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raw~aH_1]
   UNSPLITVOC:	(raw~aHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	raw~aH+t
        GLOSS:	go+I

 INPUT STRING:	زورت
     IS_TRANS:	zwrt
        INDEX:	P54W3
      OFFSETS:	9-13
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(zwrt)
          POS:	TYPO
          VOC:	zwrt
        GLOSS:	nogloss

 INPUT STRING:	صان
     IS_TRANS:	SAn
        INDEX:	P54W4
      OFFSETS:	14-17
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAn_2]
   UNSPLITVOC:	(SAn)
          POS:	NOUN_PROP
          VOC:	SAn
        GLOSS:	San

 INPUT STRING:	الحجر
     IS_TRANS:	AlHjr
        INDEX:	P54W5
      OFFSETS:	18-23
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hajar_2]
   UNSPLITVOC:	(AlHajar)
          POS:	DET+NOUN_PROP
          VOC:	Al+Hajar
        GLOSS:	the+Hagar

 INPUT STRING:	وبجد
     IS_TRANS:	wbjd
        INDEX:	P54W6
      OFFSETS:	24-28
       TOKENS:	P54W6-P54W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajad_1]
   UNSPLITVOC:	(wabajid)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wa+ba+>a+jid
        GLOSS:	and+[present-tense]+I+find

 INPUT STRING:	الاثار
     IS_TRANS:	AlAvAr
        INDEX:	P54W7
      OFFSETS:	29-35
       TOKENS:	P54W9-P54W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>avar_1]
   UNSPLITVOC:	(Al|vAr)
          POS:	DET+NOUN
          VOC:	Al+|vAr
        GLOSS:	the+antiquities/ruins

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P54W8
      OFFSETS:	36-39
       TOKENS:	P54W10-P54W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P54W9
      OFFSETS:	40-44
       TOKENS:	P54W11-P54W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	جميلة
     IS_TRANS:	jmylp
        INDEX:	P54W10
      OFFSETS:	45-50
       TOKENS:	P54W12-P54W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jamiyl+ap
        GLOSS:	beautiful/nice/fine+[fem.sg.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P54W11
      OFFSETS:	51-54
       TOKENS:	P54W13-P54W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(qawiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	strong/powerful/very much

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P54W12
      OFFSETS:	55-58
       TOKENS:	P54W14-P54W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(qawiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	strong/powerful/very much

 INPUT STRING:	وكتيرة
     IS_TRANS:	wktyrp
        INDEX:	P54W13
      OFFSETS:	59-65
       TOKENS:	P54W15-P54W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(wikitiyrap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+kitiyr+ap
        GLOSS:	and+many/much/numerous+[fem.sg.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P54W14
      OFFSETS:	66-69
       TOKENS:	P54W17-P54W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(qawiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	strong/powerful/very much

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W15
      OFFSETS:	70-71
       TOKENS:	P54W18-P54W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وعرفت
     IS_TRANS:	wErft
        INDEX:	P55W1
      OFFSETS:	0-5
       TOKENS:	P55W1-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(wiEirift)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+Eirif+t
        GLOSS:	and+know+I

 INPUT STRING:	معلومات
     IS_TRANS:	mElwmAt
        INDEX:	P55W2
      OFFSETS:	6-13
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoluwmap_1]
   UNSPLITVOC:	(maEoluwmAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	maEoluwm+At
        GLOSS:	information/data+[fem.pl.]

 INPUT STRING:	كتيرة
     IS_TRANS:	ktyrp
        INDEX:	P55W3
      OFFSETS:	14-19
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kitiyr+ap
        GLOSS:	many/much/numerous+[fem.sg.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P55W4
      OFFSETS:	20-23
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(qawiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	strong/powerful/very much

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P55W5
      OFFSETS:	24-26
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P55W6
      OFFSETS:	27-31
       TOKENS:	P55W7-P55W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	الضربة
     IS_TRANS:	AlDrbp
        INDEX:	P55W7
      OFFSETS:	32-38
       TOKENS:	P55W8-P55W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darobap_1]
   UNSPLITVOC:	(AlD~arobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Darob+ap
        GLOSS:	the+blow/strike/shot/blows/strikes/shots+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P55W8
      OFFSETS:	39-41
       TOKENS:	P55W9-P55W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الارض
     IS_TRANS:	AlArD
        INDEX:	P55W9
      OFFSETS:	42-47
       TOKENS:	P55W10-P55W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(Al>aroD)
          POS:	DET+NOUN
          VOC:	Al+>aroD
        GLOSS:	the+earth/territory/land/territories/land/earth/lands/territories

 INPUT STRING:	بطلع
     IS_TRANS:	bTlE
        INDEX:	P55W10
      OFFSETS:	48-52
       TOKENS:	P55W11-P55W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
