 INPUT STRING:	دلوقت
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(Aitosaraqit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	Aitosaraq+it
        GLOSS:	be stolen/be robbed+it/they/she [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P73W33
      OFFSETS:	161-163
       TOKENS:	P73W43-P73W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P73W34
      OFFSETS:	164-169
       TOKENS:	P73W44-P73W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country+our

 INPUT STRING:	بدا
     IS_TRANS:	bdA
        INDEX:	P73W35
      OFFSETS:	170-173
       TOKENS:	P73W46-P73W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bdA)
          POS:	TYPO
          VOC:	bdA
        GLOSS:	nogloss

 INPUT STRING:	منلم
     IS_TRANS:	mnlm
        INDEX:	P73W36
      OFFSETS:	174-178
       TOKENS:	P73W47-P73W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lam~_1]
   UNSPLITVOC:	(mA_nilim~)
          POS:	SUB_CONJ+IV1P+IV
          VOC:	mA+ni+lim~
        GLOSS:	that+we+collect/put in order

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P73W37
      OFFSETS:	179-181
       TOKENS:	P73W49-P73W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بياعين
     IS_TRANS:	byAEyn
        INDEX:	P73W38
      OFFSETS:	182-188
       TOKENS:	P73W50-P73W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bay~AE_1]
   UNSPLITVOC:	(bay~AEiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	bay~AE+iyn
        GLOSS:	salesman/middleman+[masc.pl.]

 INPUT STRING:	الخضار
     IS_TRANS:	AlxDAr
        INDEX:	P73W39
      OFFSETS:	189-195
       TOKENS:	P73W51-P73W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuDAr_1]
   UNSPLITVOC:	(AlxuDAr)
          POS:	DET+NOUN
          VOC:	Al+xuDAr
        GLOSS:	the+vegetables

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P73W40
      OFFSETS:	196-197
       TOKENS:	P73W52-P73W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	الموظفين
     IS_TRANS:	AlmwZfyn
        INDEX:	P73W41
      OFFSETS:	198-206
       TOKENS:	P73W53-P73W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwaZ~af_1]
   UNSPLITVOC:	(AlmuwaZ~afiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muwaZ~af+iyn
        GLOSS:	the+employee+[masc.pl.]

 INPUT STRING:	فلوس
     IS_TRANS:	flws
        INDEX:	P73W42
      OFFSETS:	207-211
       TOKENS:	P73W54-P73W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(filuws)
          POS:	NOUN
          VOC:	filuws
        GLOSS:	fils (small coins)/money

 INPUT STRING:	للجيش
     IS_TRANS:	lljy$
        INDEX:	P73W43
      OFFSETS:	212-217
       TOKENS:	P73W55-P73W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(liljay$)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+jay$
        GLOSS:	for/to+the+army/troops

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P73W44
      OFFSETS:	218-222
       TOKENS:	P73W57-P73W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	سحلنا
     IS_TRANS:	sHlnA
        INDEX:	P73W45
      OFFSETS:	223-228
       TOKENS:	P73W58-P73W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHal_1]
   UNSPLITVOC:	(saHalnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	saHal+(null)+nA
        GLOSS:	scrape off/make smooth+he/it [verb]+us

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P74W1
      OFFSETS:	0-1
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P74W2
      OFFSETS:	2-4
       TOKENS:	P74W2-P74W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lA)
          POS:	TYPO
          VOC:	lA
        GLOSS:	nogloss

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P74W3
      OFFSETS:	5-9
       TOKENS:	P74W3-P74W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you [pl.]

 INPUT STRING:	عايزينها
     IS_TRANS:	EAyzynhA
        INDEX:	P74W4
      OFFSETS:	10-18
       TOKENS:	P74W4-P74W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EAyzynhA)
          POS:	NO_FUNC
          VOC:	EAyzynhA
        GLOSS:	nogloss

 INPUT STRING:	تكمل
     IS_TRANS:	tkml
        INDEX:	P74W5
      OFFSETS:	19-23
       TOKENS:	P74W5-P74W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kam~il_1]
   UNSPLITVOC:	(tikam~il)
          POS:	IV3FS+IV
          VOC:	ti+kam~il
        GLOSS:	she/it/they+become complete/become perfect/be concluded

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P74W6
      OFFSETS:	24-28
       TOKENS:	P74W6-P74W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country+[fem.sg.]

 INPUT STRING:	عسكرية
     IS_TRANS:	Eskryp
        INDEX:	P74W7
      OFFSETS:	29-35
       TOKENS:	P74W7-P74W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(Easokariy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Easokariy~+ap
        GLOSS:	military/army+[fem.sg.]

 INPUT STRING:	سبحان
     IS_TRANS:	sbHAn
        INDEX:	P74W8
      OFFSETS:	36-41
       TOKENS:	P74W8-P74W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suboHAn_1]
   UNSPLITVOC:	(suboHAn)
          POS:	NOUN
          VOC:	suboHAn
        GLOSS:	praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P74W9
      OFFSETS:	42-46
       TOKENS:	P74W9-P74W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P74W10
      OFFSETS:	47-51
       TOKENS:	P74W10-P74W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P74W11
      OFFSETS:	52-54
       TOKENS:	P74W11-P74W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	ننتقد
     IS_TRANS:	nntqd
        INDEX:	P74W12
      OFFSETS:	55-60
       TOKENS:	P74W12-P74W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaqad_1]
   UNSPLITVOC:	(ninotiqid)
          POS:	IV1P+IV
          VOC:	ni+notiqid
        GLOSS:	we+criticize

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P74W13
      OFFSETS:	61-66
       TOKENS:	P74W13-P74W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/chieftain

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P74W14
      OFFSETS:	67-71
       TOKENS:	P74W14-P74W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self+his/its

 INPUT STRING:	الانتقاد
     IS_TRANS:	AlAntqAd
        INDEX:	P74W15
      OFFSETS:	72-80
       TOKENS:	P74W16-P74W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiqAd_1]
   UNSPLITVOC:	(AlAinotiqAd)
          POS:	DET+NOUN
          VOC:	Al+AinotiqAd
        GLOSS:	the+criticism/censure

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P74W16
      OFFSETS:	81-82
       TOKENS:	P74W17-P74W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P74W17
      OFFSETS:	83-87
       TOKENS:	P74W18-P74W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	المعونة
     IS_TRANS:	AlmEwnp
        INDEX:	P74W18
      OFFSETS:	88-95
       TOKENS:	P74W19-P74W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEuwnap_1]
   UNSPLITVOC:	(AlmaEuwnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maEuwn+ap
        GLOSS:	the+aid/assistance/support+[fem.sg.]

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P74W19
      OFFSETS:	96-101
       TOKENS:	P74W20-P74W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafos+hA
        GLOSS:	same/self+its/their/her

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P74W20
      OFFSETS:	102-103
       TOKENS:	P74W22-P74W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P74W21
      OFFSETS:	104-109
       TOKENS:	P74W23-P74W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/chieftain

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P74W22
      OFFSETS:	110-112
       TOKENS:	P74W24-P74W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بشر
     IS_TRANS:	b$r
        INDEX:	P74W23
      OFFSETS:	113-116
       TOKENS:	P74W25-P74W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ba$or_1]
   UNSPLITVOC:	(ba$or)
          POS:	NOUN
          VOC:	ba$or
        GLOSS:	mankind

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P74W24
      OFFSETS:	117-118
       TOKENS:	P74W26-P74W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P74W25
      OFFSETS:	119-123
       TOKENS:	P74W27-P74W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all/entire/every/whole+our

 INPUT STRING:	عرضة
     IS_TRANS:	ErDp
        INDEX:	P74W26
      OFFSETS:	124-128
       TOKENS:	P74W29-P74W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EuroDap_1]
   UNSPLITVOC:	(EuroDap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EuroD+ap
        GLOSS:	target/object+[fem.sg.]

 INPUT STRING:	للانتقاد
     IS_TRANS:	llAntqAd
        INDEX:	P74W27
      OFFSETS:	129-137
       TOKENS:	P74W30-P74W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiqAd_1]
   UNSPLITVOC:	(lilAinotiqAd)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+AinotiqAd
        GLOSS:	to/for+the+criticism/censure

 INPUT STRING:	مدام
     IS_TRANS:	mdAm
        INDEX:	P74W28
      OFFSETS:	138-142
       TOKENS:	P74W32-P74W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAm_1]
   UNSPLITVOC:	(mA_dAm)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS
          VOC:	mA+dAm+(null)
        GLOSS:	not+last/persevere/continue+he/it [verb]

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P74W29
      OFFSETS:	143-147
       TOKENS:	P74W34-P74W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	بعيدة
     IS_TRANS:	bEydp
        INDEX:	P74W30
      OFFSETS:	148-153
       TOKENS:	P74W35-P74W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	biEiyd+ap
        GLOSS:	remote/distant/far+[fem.sg.]

 INPUT STRING:	للدين
     IS_TRANS:	lldyn
        INDEX:	P74W31
      OFFSETS:	154-159
       TOKENS:	P74W36-P74W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(lild~iyn)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+diyn
        GLOSS:	for/to+the+religion

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P74W32
      OFFSETS:	160-163
       TOKENS:	P74W38-P74W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P74W33
      OFFSETS:	164-168
       TOKENS:	P74W39-P74W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P74W34
      OFFSETS:	169-174
       TOKENS:	P74W40-P74W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/chieftain

 INPUT STRING:	معصوم
     IS_TRANS:	mESwm
        INDEX:	P74W35
      OFFSETS:	175-180
       TOKENS:	P74W41-P74W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoSuwm_1]
   UNSPLITVOC:	(maEoSuwm)
          POS:	ADJ
          VOC:	maEoSuwm
        GLOSS:	impeccable/inviolable

 INPUT STRING:	مكلنا
     IS_TRANS:	mklnA
        INDEX:	P74W36
      OFFSETS:	181-186
       TOKENS:	P74W42-P74W42
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mklnA)
          POS:	NO_FUNC
          VOC:	mklnA
        GLOSS:	nogloss

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P74W37
      OFFSETS:	187-191
       TOKENS:	P74W43-P74W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	نفكر
     IS_TRANS:	nfkr
        INDEX:	P74W38
      OFFSETS:	192-196
       TOKENS:	P74W44-P74W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(nifak~ar)
          POS:	IV1P+IV
          VOC:	ni+fak~ar
        GLOSS:	we+think/consider/ponder

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P74W39
      OFFSETS:	197-198
       TOKENS:	P74W45-P74W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P74W40
      OFFSETS:	199-203
       TOKENS:	P74W46-P74W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P74W41
      OFFSETS:	204-205
       TOKENS:	P74W47-P74W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	نكتشف
     IS_TRANS:	nkt$f
        INDEX:	P74W42
      OFFSETS:	206-211
       TOKENS:	P74W48-P74W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aikota$af_1]
   UNSPLITVOC:	(nikoti$if)
          POS:	IV1P+IV
          VOC:	ni+koti$if
        GLOSS:	we+discover/detect

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P74W43
      OFFSETS:	212-216
       TOKENS:	P74W49-P74W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/it/they

 INPUT STRING:	مكنتش
     IS_TRANS:	mknt$
        INDEX:	P74W44
      OFFSETS:	217-222
       TOKENS:	P74W51-P74W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_konit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+kan+it+$
        GLOSS:	not+be+she/it+not

 INPUT STRING:	مناسبة
     IS_TRANS:	mnAsbp
        INDEX:	P74W45
      OFFSETS:	223-229
       TOKENS:	P74W54-P74W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munAsib_1]
   UNSPLITVOC:	(munAsobap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	munAsob+ap
        GLOSS:	suitable/appropriate+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P74W46
      OFFSETS:	229-230
       TOKENS:	P74W55-P74W55
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	غريبة
     IS_TRANS:	grybp
        INDEX:	P74W47
      OFFSETS:	231-236
       TOKENS:	P74W56-P74W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariybap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	gariyb+ap
        GLOSS:	strange+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P74W48
      OFFSETS:	237-239
       TOKENS:	P74W57-P74W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	اسلوبكم
     IS_TRANS:	Aslwbkm
        INDEX:	P75W1
      OFFSETS:	0-7
       TOKENS:	P75W1-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usoluwb_1]
   UNSPLITVOC:	(>usoluwbkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	>usoluwb+kum
        GLOSS:	style/method/manner+your [pl.]

 INPUT STRING:	وحش
     IS_TRANS:	wH$
        INDEX:	P75W2
      OFFSETS:	8-11
       TOKENS:	P75W3-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(wiHi$)
          POS:	ADJ
          VOC:	wiHi$
        GLOSS:	bad

 INPUT STRING:	اووووووووووووووووووووووووووووووووووووووووووووووووو
     IS_TRANS:	Awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
        INDEX:	P75W3
      OFFSETS:	12-62
       TOKENS:	P75W4-P75W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww)
          POS:	TYPO
