 INPUT STRING:	-
      COMMENT:	[]
        LEMMA:	[galobAn_1]
   UNSPLITVOC:	(AlgalobAn)
          POS:	DET+ADJ
          VOC:	Al+galobAn
        GLOSS:	the+poor

 INPUT STRING:	وهذا
     IS_TRANS:	wh*A
        INDEX:	P46W14
      OFFSETS:	71-75
       TOKENS:	P46W17-P46W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(wah`*A)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+h`*A
        GLOSS:	and+this [masc.sg.]

 INPUT STRING:	حقيقه
     IS_TRANS:	Hqyqh
        INDEX:	P46W15
      OFFSETS:	76-81
       TOKENS:	P46W19-P46W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(Haqiyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Haqiyq+ap
        GLOSS:	truth/reality+[fem.sg.]

 INPUT STRING:	الضرائب
     IS_TRANS:	AlDrA}b
        INDEX:	P47W1
      OFFSETS:	0-7
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dariybap_1]
   UNSPLITVOC:	(AlD~arA}ib)
          POS:	DET+NOUN
          VOC:	Al+D~arA}ib
        GLOSS:	the+taxes/levies

 INPUT STRING:	المواظبون
     IS_TRANS:	AlmwAZbwn
        INDEX:	P47W2
      OFFSETS:	8-17
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwAZib_1]
   UNSPLITVOC:	(AlmuwAZibuwna)
          POS:	DET+NOUN.VN+NSUFF_MASC_PL_NOM
          VOC:	Al+muwAZib+uwna
        GLOSS:	the+diligent/persistent+[masc.pl.]

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P47W3
      OFFSETS:	18-23
       TOKENS:	P47W3-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it

 INPUT STRING:	الموظفين
     IS_TRANS:	AlmwZfyn
        INDEX:	P47W4
      OFFSETS:	24-32
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwaZ~af_1]
   UNSPLITVOC:	(AlmuwaZ~afiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muwaZ~af+iyn
        GLOSS:	the+employee+[masc.pl.]

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P47W5
      OFFSETS:	33-38
       TOKENS:	P47W6-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(li>an~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+>an~+hA
        GLOSS:	for/to+that+she/it

 INPUT STRING:	تستقطع
     IS_TRANS:	tstqTE
        INDEX:	P47W6
      OFFSETS:	39-45
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotaqoTaE_1]
   UNSPLITVOC:	(tasotaqoTiE)
          POS:	IV3FS+IV
          VOC:	ta+sotaqoTiE
        GLOSS:	she/it+deduct

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P47W7
      OFFSETS:	46-48
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المنبع
     IS_TRANS:	AlmnbE
        INDEX:	P47W8
      OFFSETS:	49-55
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manobaE_1]
   UNSPLITVOC:	(AlmanobaE)
          POS:	DET+NOUN
          VOC:	Al+manobaE
        GLOSS:	the+source/spring

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P48W1
      OFFSETS:	0-3
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as he (she, it, ..etc) is concerned, but, however, yet, on the other hand

 INPUT STRING:	رجال
     IS_TRANS:	rjAl
        INDEX:	P48W2
      OFFSETS:	4-8
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rijAl)
          POS:	NOUN
          VOC:	rijAl
        GLOSS:	man

 INPUT STRING:	الاعمال
     IS_TRANS:	AlAEmAl
        INDEX:	P48W3
      OFFSETS:	9-16
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Al>aEomAl)
          POS:	DET+NOUN
          VOC:	Al+>aEomAl
        GLOSS:	the+actions/activities/work/business

 INPUT STRING:	فبيتعمل
     IS_TRANS:	fbytEml
        INDEX:	P48W4
      OFFSETS:	17-24
       TOKENS:	P48W4-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(fabiyitoEimil)
          POS:	CONJ+PROG_PART+IV3MS+IV_PASS
          VOC:	fa+bi+yi+toEimil
        GLOSS:	so/and+[present-tense]+he/it+be made /be done

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P48W5
      OFFSETS:	25-28
       TOKENS:	P48W7-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+them

 INPUT STRING:	خصومات
     IS_TRANS:	xSwmAt
        INDEX:	P48W6
      OFFSETS:	29-35
       TOKENS:	P48W9-P48W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaSom_1]
   UNSPLITVOC:	(xuSuwmAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	xuSuwm+At
        GLOSS:	discounts+[fem.pl.]

 INPUT STRING:	وتخفيضات
     IS_TRANS:	wtxfyDAt
        INDEX:	P48W7
      OFFSETS:	36-44
       TOKENS:	P48W10-P48W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taxofiyD_1]
   UNSPLITVOC:	(witaxofiyDAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+taxofiyD+At
        GLOSS:	and+discounts/reductions/decreases+[fem.pl.]

 INPUT STRING:	وتقيمات
     IS_TRANS:	wtqymAt
        INDEX:	P48W8
      OFFSETS:	45-52
       TOKENS:	P48W12-P48W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqiy~im_1]
   UNSPLITVOC:	(witaqiy~imAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+taqiy~im+At
        GLOSS:	and+evaluation+[fem.pl.]

 INPUT STRING:	اقل
     IS_TRANS:	Aql
        INDEX:	P48W9
      OFFSETS:	53-56
       TOKENS:	P48W14-P48W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(>aqal~)
          POS:	ADJ_COMP
          VOC:	>aqal~
        GLOSS:	least/smallest/minimum

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P49W1
      OFFSETS:	0-4
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you

 INPUT STRING:	بتعرفي
     IS_TRANS:	btErfy
        INDEX:	P49W2
      OFFSETS:	5-11
       TOKENS:	P49W2-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(bitiEorafiy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eoraf+iy
        GLOSS:	[present-tense]+you+know/be known+you

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P49W3
      OFFSETS:	12-16
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	naturally/of course+[acc.indef.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P49W4
      OFFSETS:	17-19
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P49W5
      OFFSETS:	20-22
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	شركه
     IS_TRANS:	$rkh
        INDEX:	P49W6
      OFFSETS:	23-27
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$irikap_1]
   UNSPLITVOC:	($irikap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$irik+ap
        GLOSS:	company/corporation+[fem.sg.]

 INPUT STRING:	كبيرة
     IS_TRANS:	kbyrp
        INDEX:	P49W7
      OFFSETS:	28-33
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	large/great/important/major/senior+[fem.sg.]

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P49W8
      OFFSETS:	34-39
       TOKENS:	P49W9-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+it/they/she+make

 INPUT STRING:	جوايز
     IS_TRANS:	jwAyz
        INDEX:	P49W9
      OFFSETS:	40-45
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAyozap_1]
   UNSPLITVOC:	(jawAyiz)
          POS:	NOUN
          VOC:	jawAyiz
        GLOSS:	rewards

 INPUT STRING:	بيتخصم
     IS_TRANS:	bytxSm
        INDEX:	P49W10
      OFFSETS:	46-52
       TOKENS:	P49W12-P49W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itoxaSam_1]
   UNSPLITVOC:	(biyitoxaSam)
          POS:	PROG_PART+IV3MS+IV_PASS
          VOC:	bi+yi+toxaSam
        GLOSS:	[present tense+he/it+be discounted

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P49W11
      OFFSETS:	53-57
       TOKENS:	P49W14-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+her/it

 INPUT STRING:	ضرايب
     IS_TRANS:	DrAyb
        INDEX:	P49W12
      OFFSETS:	58-63
       TOKENS:	P49W16-P49W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dariybap_1]
   UNSPLITVOC:	(DarAyib)
          POS:	NOUN
          VOC:	DarAyib
        GLOSS:	tax/levy/taxes/levies

 INPUT STRING:	كتيرة
     IS_TRANS:	ktyrp
        INDEX:	P49W13
      OFFSETS:	64-69
       TOKENS:	P49W17-P49W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kitiyr+ap
        GLOSS:	alot+[fem.sg.]

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P49W14
      OFFSETS:	70-75
       TOKENS:	P49W18-P49W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	PART+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	[part.]+temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	الجوايز
     IS_TRANS:	AljwAyz
        INDEX:	P49W15
      OFFSETS:	76-83
       TOKENS:	P49W20-P49W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAyozap_1]
   UNSPLITVOC:	(AljawAyiz)
          POS:	DET+NOUN
          VOC:	Al+jawAyiz
        GLOSS:	the+rewards /presents

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P49W16
      OFFSETS:	84-86
       TOKENS:	P49W21-P49W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P49W17
      OFFSETS:	87-91
       TOKENS:	P49W22-P49W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	غاليتي
     IS_TRANS:	gAlyty
        INDEX:	P50W1
      OFFSETS:	0-6
       TOKENS:	P50W1-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gAly~ap_1]
   UNSPLITVOC:	(gAly~itiy)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	gAly~+ap+iy
        GLOSS:	dear+[fem.sg.]+my

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P50W2
      OFFSETS:	7-11
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you

 INPUT STRING:	كتبتي
     IS_TRANS:	ktbty
        INDEX:	P50W3
      OFFSETS:	12-17
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(katabtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	katab+tiy
        GLOSS:	write/be written/be fated/be destined+you

 INPUT STRING:	احلي
     IS_TRANS:	AHly
        INDEX:	P50W4
      OFFSETS:	18-22
       TOKENS:	P50W5-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(>aHolaY)
          POS:	ADJ_COMP
          VOC:	>aHolaY
        GLOSS:	most beautiful

 INPUT STRING:	رد
     IS_TRANS:	rd
        INDEX:	P50W5
      OFFSETS:	23-25
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~)
          POS:	NOUN
          VOC:	rad~
        GLOSS:	reply/response

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P50W6
      OFFSETS:	26-28
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P50W7
      OFFSETS:	29-31
       TOKENS:	P50W8-P50W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P50W8
      OFFSETS:	32-36
       TOKENS:	P50W9-P50W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P50W9
      OFFSETS:	37-39
       TOKENS:	P50W10-P50W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	انتظرنا
     IS_TRANS:	AntZrnA
        INDEX:	P50W10
      OFFSETS:	40-47
       TOKENS:	P50W11-P50W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotaZar_1]
   UNSPLITVOC:	(<inotaZarnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	<inotaZar+nA
        GLOSS:	wait /expect+we

 INPUT STRING:	فلوس
     IS_TRANS:	flws
        INDEX:	P50W11
      OFFSETS:	48-52
       TOKENS:	P50W12-P50W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filuws_1]
   UNSPLITVOC:	(filuws)
          POS:	NOUN
          VOC:	filuws
        GLOSS:	money

 INPUT STRING:	ترجع
     IS_TRANS:	trjE
        INDEX:	P50W12
      OFFSETS:	53-57
       TOKENS:	P50W13-P50W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[rajaE_1]
   UNSPLITVOC:	(tirojaE)
          POS:	IV3FS+IV
          VOC:	ti+rojaE
        GLOSS:	it/she+return back

 INPUT STRING:	يبقي
     IS_TRANS:	ybqy
        INDEX:	P50W13
      OFFSETS:	58-62
       TOKENS:	P50W14-P50W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P50W14
      OFFSETS:	63-67
       TOKENS:	P50W15-P50W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	المضرورين
     IS_TRANS:	AlmDrwryn
        INDEX:	P50W15
      OFFSETS:	68-77
       TOKENS:	P50W16-P50W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlmaDruwr_1]
   UNSPLITVOC:	(AlmaDruwriyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+maDruwr+iyn
        GLOSS:	the+harmed/affected+[masc.pl.]

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P51W1
      OFFSETS:	0-5
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P51W2
      OFFSETS:	6-9
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	REL_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	لعدم
     IS_TRANS:	lEdm
        INDEX:	P51W3
      OFFSETS:	10-14
       TOKENS:	P51W3-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(liEadam)
          POS:	PREP+NOUN
          VOC:	li+Eadam
        GLOSS:	for/to+absence of/lack of/not/non-

 INPUT STRING:	رغبه
     IS_TRANS:	rgbh
        INDEX:	P51W4
      OFFSETS:	15-19
       TOKENS:	P51W5-P51W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragobap_1]
   UNSPLITVOC:	(ragobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ragob+ap
        GLOSS:	desire/wish+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P51W5
      OFFSETS:	20-22
       TOKENS:	P51W6-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يحكمون
     IS_TRANS:	yHkmwn
        INDEX:	P51W6
      OFFSETS:	23-29
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yaHkumuwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ya+Hkum+uwn
        GLOSS:	they+judge/lead+they[masc.pl.]

 INPUT STRING:	الان
     IS_TRANS:	AlAn
        INDEX:	P51W7
      OFFSETS:	30-34
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|an_1]
   UNSPLITVOC:	(Al|an)
          POS:	DET+NOUN
          VOC:	Al+|an
        GLOSS:	the+now

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P51W8
      OFFSETS:	35-37
       TOKENS:	P51W9-P51W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اتخاذ
     IS_TRANS:	AtxA*
        INDEX:	P51W9
      OFFSETS:	38-43
       TOKENS:	P51W10-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{it~ixA*_1]
   UNSPLITVOC:	(Ait~ixA*)
          POS:	NOUN
          VOC:	{it~ixA*
        GLOSS:	taking/adoption

 INPUT STRING:	اجراءت
     IS_TRANS:	AjrA't
        INDEX:	P51W10
      OFFSETS:	44-50
       TOKENS:	P51W11-P51W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ijrA'_1]
   UNSPLITVOC:	(>ijrA'At)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	>ijrA'+At
        GLOSS:	Procedure+[fem.pl.]

 INPUT STRING:	استثنائيه
     IS_TRANS:	AstvnA}yh
        INDEX:	P51W11
      OFFSETS:	51-60
       TOKENS:	P51W12-P51W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotivonA}iy~_1]
   UNSPLITVOC:	(AisotivonA}iy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	{isotivonA}iy~+ap
        GLOSS:	exceptional/extraordinary+[fem.sg.]

 INPUT STRING:	للحجز
     IS_TRANS:	llHjz
        INDEX:	P51W12
      OFFSETS:	61-66
       TOKENS:	P51W13-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
