 INPUT STRING:	بعد
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(tisaq~aT)
          POS:	IV2MS+IV
          VOC:	ti+saq~aT
        GLOSS:	you+knock down/fall/drop/cause fall/make fall

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P15W8
      OFFSETS:	38-41
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(zayt)
          POS:	NOUN
          VOC:	zayt
        GLOSS:	oil/olive oil

 INPUT STRING:	الجيربوكس
     IS_TRANS:	Aljyrbwks
        INDEX:	P15W9
      OFFSETS:	42-51
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyrbuwks_1]
   UNSPLITVOC:	(Aljiyrbuwks)
          POS:	DET+NOUN
          VOC:	Al+jiyrbuwks
        GLOSS:	the+gear box

 INPUT STRING:	بالكامل
     IS_TRANS:	bAlkAml
        INDEX:	P15W10
      OFFSETS:	52-59
       TOKENS:	P15W13-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAmil_1]
   UNSPLITVOC:	(biAlkAmil)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+kAmil
        GLOSS:	with/by+the+entire/entirety/all

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P15W11
      OFFSETS:	60-61
       TOKENS:	P15W15-P15W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	تجيبله
     IS_TRANS:	tjyblh
        INDEX:	P15W12
      OFFSETS:	62-68
       TOKENS:	P15W16-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(tijiyb_luh)
          POS:	IV2MS+IV+PREP+PRON_3MS
          VOC:	ti+jiyb+li+uh
        GLOSS:	you+buy/bring+to/for+him/it

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P15W13
      OFFSETS:	69-72
       TOKENS:	P15W19-P15W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(zayt)
          POS:	NOUN
          VOC:	zayt
        GLOSS:	oil/olive oil

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P15W14
      OFFSETS:	73-77
       TOKENS:	P15W20-P15W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiyd)
          POS:	ADJ
          VOC:	jidiyd
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P15W15
      OFFSETS:	78-79
       TOKENS:	P15W21-P15W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P15W16
      OFFSETS:	80-84
       TOKENS:	P15W22-P15W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	تجيب
     IS_TRANS:	tjyb
        INDEX:	P15W17
      OFFSETS:	85-89
       TOKENS:	P15W23-P15W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(tijiyb)
          POS:	IV2MS+IV
          VOC:	ti+jiyb
        GLOSS:	you+explore/traverse/bring/buy

 INPUT STRING:	فلتر
     IS_TRANS:	fltr
        INDEX:	P15W18
      OFFSETS:	90-94
       TOKENS:	P15W24-P15W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filtar_1]
   UNSPLITVOC:	(filtar)
          POS:	NOUN
          VOC:	filtar
        GLOSS:	filtar

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P15W19
      OFFSETS:	95-98
       TOKENS:	P15W25-P15W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(zayt)
          POS:	NOUN
          VOC:	zayt
        GLOSS:	oil/olive oil

 INPUT STRING:	الجيربوكس
     IS_TRANS:	Aljyrbwks
        INDEX:	P15W20
      OFFSETS:	99-108
       TOKENS:	P15W26-P15W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyrbuwks_1]
   UNSPLITVOC:	(Aljiyrbuwks)
          POS:	DET+NOUN
          VOC:	Al+jiyrbuwks
        GLOSS:	the+gear box

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P15W21
      OFFSETS:	109-113
       TOKENS:	P15W27-P15W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiyd)
          POS:	ADJ
          VOC:	jidiyd
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W22
      OFFSETS:	113-114
       TOKENS:	P15W28-P15W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W1
      OFFSETS:	0-1
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P16W2
      OFFSETS:	2-5
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumor)
          POS:	NOUN
          VOC:	Eumor
        GLOSS:	age/life/ages/age groups

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P16W3
      OFFSETS:	6-11
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P16W4
      OFFSETS:	12-14
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الجيربوكس
     IS_TRANS:	Aljyrbwks
        INDEX:	P16W5
      OFFSETS:	15-24
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyrbuwks_1]
   UNSPLITVOC:	(Aljiyrbuwks)
          POS:	DET+NOUN
          VOC:	Al+jiyrbuwks
        GLOSS:	the+gear box

 INPUT STRING:	الأوتوماتيك
     IS_TRANS:	Al>wtwmAtyk
        INDEX:	P16W6
      OFFSETS:	25-36
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AuwtuwmAtiyk_1]
   UNSPLITVOC:	(AlAuwtuwmAtiyk)
          POS:	DET+ADJ
          VOC:	Al+AuwtuwmAtiyk
        GLOSS:	the+automatic

 INPUT STRING:	60000
     IS_TRANS:	60000
        INDEX:	P16W7
      OFFSETS:	37-42
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(60000)
          POS:	NOUN_NUM
          VOC:	60000
        GLOSS:	60000

 INPUT STRING:	كيلومتر
     IS_TRANS:	kylwmtr
        INDEX:	P16W8
      OFFSETS:	42-49
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiyluwmitor_1]
   UNSPLITVOC:	(kiyluwmitor)
          POS:	NOUN
          VOC:	kiyluwmitor
        GLOSS:	kilometer(s)

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P16W9
      OFFSETS:	50-52
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الطوالي
     IS_TRANS:	AlTwAly
        INDEX:	P16W10
      OFFSETS:	53-60
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Taw~Aliy_1]
   UNSPLITVOC:	(AlTaw~Aliy)
          POS:	DET+NOUN
          VOC:	Al+Taw~Aliy
        GLOSS:	the+throughout/direct road

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W11
      OFFSETS:	61-62
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	50000
     IS_TRANS:	50000
        INDEX:	P16W12
      OFFSETS:	63-68
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(50000)
          POS:	NOUN_NUM
          VOC:	50000
        GLOSS:	50000

 INPUT STRING:	كيلومتر
     IS_TRANS:	kylwmtr
        INDEX:	P16W13
      OFFSETS:	68-75
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiyluwmitor_1]
   UNSPLITVOC:	(kiyluwmitor)
          POS:	NOUN
          VOC:	kiyluwmitor
        GLOSS:	kilometer(s)

 INPUT STRING:	وسط
     IS_TRANS:	wsT
        INDEX:	P16W14
      OFFSETS:	76-79
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wisoT_1]
   UNSPLITVOC:	(wisoT)
          POS:	NOUN
          VOC:	wisoT
        GLOSS:	center/environment/circles/quarters/environments/between/among/in the midst of

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P16W15
      OFFSETS:	80-85
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	بسبب
     IS_TRANS:	bsbb
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(bisabab)
          POS:	PREP+NOUN
          VOC:	bi+sabab
        GLOSS:	with/by+reason/cause/because of/due to/reasons/causes/circumstances

 INPUT STRING:	قلة
     IS_TRANS:	qlp
        INDEX:	P17W2
      OFFSETS:	5-8
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(qil~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qil~+ap
        GLOSS:	scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	تبريد
     IS_TRANS:	tbryd
        INDEX:	P17W3
      OFFSETS:	9-14
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taboriyd_1]
   UNSPLITVOC:	(taboriyd)
          POS:	NOUN
          VOC:	taboriyd
        GLOSS:	refrigeration/cooling

 INPUT STRING:	الجير
     IS_TRANS:	Aljyr
        INDEX:	P17W4
      OFFSETS:	15-20
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Aljyr)
          POS:	FOREIGN
          VOC:	Aljyr
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P17W5
      OFFSETS:	21-22
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	حرارة
     IS_TRANS:	HrArp
        INDEX:	P17W6
      OFFSETS:	23-28
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarArap_1]
   UNSPLITVOC:	(HarArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HarAr+ap
        GLOSS:	temperature/heat/fever+[fem.sg.]

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P17W7
      OFFSETS:	29-34
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	المرتفعة
     IS_TRANS:	AlmrtfEp
        INDEX:	P17W8
      OFFSETS:	35-43
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murotafiE_1]
   UNSPLITVOC:	(AlmurotafiEap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+murotafiE+ap
        GLOSS:	the+elevated/rising+[fem.sg.]

 INPUT STRING:	خصوصا
     IS_TRANS:	xSwSA
        INDEX:	P17W9
      OFFSETS:	44-49
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(xuSuwSAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xuSuwS+AF
        GLOSS:	matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P17W10
      OFFSETS:	50-52
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	المرحلة
     IS_TRANS:	AlmrHlp
        INDEX:	P17W11
      OFFSETS:	53-60
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(AlmaroHalap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maroHal+ap
        GLOSS:	the+phase/stage/round/phases/stages/rounds+[fem.sg.]

 INPUT STRING:	الأولي
     IS_TRANS:	Al>wly
        INDEX:	P17W12
      OFFSETS:	61-67
       TOKENS:	P17W13-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awlaY_1]
   UNSPLITVOC:	(Al>awlaY)
          POS:	DET+ADJ_COMP
          VOC:	Al+>awlaY
        GLOSS:	the+primarily/first/in the first place/first of all

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P17W13
      OFFSETS:	68-69
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الثانية
     IS_TRANS:	AlvAnyp
        INDEX:	P17W14
      OFFSETS:	70-77
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlvAniy_1]
   UNSPLITVOC:	(AlvAnoyap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+vAnoy+ap
        GLOSS:	the+second/next+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P17W15
      OFFSETS:	78-80
       TOKENS:	P17W16-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الغيار
     IS_TRANS:	AlgyAr
        INDEX:	P17W16
      OFFSETS:	81-87
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[giyAr_1]
   UNSPLITVOC:	(AlgiyAr)
          POS:	DET+NOUN
          VOC:	Al+giyAr
        GLOSS:	the+exchange/interchange/replacement

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P17W17
      OFFSETS:	88-89
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P18W1
      OFFSETS:	0-3
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	توصل
     IS_TRANS:	twSl
        INDEX:	P18W2
      OFFSETS:	4-8
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(tiwoSal)
          POS:	IV2MS+IV
          VOC:	ti+woSal
        GLOSS:	you+arrive at/reach/connect/be arrived at/be reached/be connected

 INPUT STRING:	للكيلومتراج
     IS_TRANS:	llkylwmtrAj
        INDEX:	P18W3
      OFFSETS:	9-20
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(llkylwmtrAj)
          POS:	TYPO
          VOC:	llkylwmtrAj
        GLOSS:	nogloss

 INPUT STRING:	المكتوب
     IS_TRANS:	Almktwb
        INDEX:	P18W4
      OFFSETS:	21-28
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makotuwb_1]
   UNSPLITVOC:	(Almakotuwb)
          POS:	DET+ADJ.VN
          VOC:	Al+makotuwb
        GLOSS:	the+written

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P18W5
      OFFSETS:	29-32
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	top/above/upper part/over

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P18W6
      OFFSETS:	33-34
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P18W7
      OFFSETS:	34-38
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تنزل
     IS_TRANS:	tnzl
        INDEX:	P18W8
      OFFSETS:	39-43
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naz~il_1]
   UNSPLITVOC:	(tinaz~il)
          POS:	IV2MS+IV
          VOC:	ti+naz~il
        GLOSS:	you+make descend/descend/publish

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P18W9
      OFFSETS:	44-46
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P18W10
      OFFSETS:	47-52
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W11
      OFFSETS:	53-55
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الجير
     IS_TRANS:	Aljyr
        INDEX:	P18W12
      OFFSETS:	56-61
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Aljyr)
          POS:	FOREIGN
          VOC:	Aljyr
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W13
      OFFSETS:	62-63
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P18W14
      OFFSETS:	64-68
       TOKENS:	P18W14-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	تغير
     IS_TRANS:	tgyr
        INDEX:	P18W15
      OFFSETS:	69-73
       TOKENS:	P18W15-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(tigay~ar)
          POS:	IV2MS+IV
          VOC:	ti+gay~ar
        GLOSS:	you+change/modify

 INPUT STRING:	الفلتر
     IS_TRANS:	Alfltr
        INDEX:	P18W16
      OFFSETS:	74-80
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[filtar_1]
   UNSPLITVOC:	(Alfiltar)
          POS:	DET+NOUN
          VOC:	Al+filtar
        GLOSS:	the+filtar

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P18W17
      OFFSETS:	81-85
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	جوا
     IS_TRANS:	jwA
        INDEX:	P18W18
      OFFSETS:	86-89
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[juwA_1]
   UNSPLITVOC:	(juwA)
          POS:	NOUN
          VOC:	juwA
        GLOSS:	inside

