 INPUT STRING:	بجد
          VOC:	wi+Al+$aEob
        GLOSS:	and+the+people/nation

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P14W2
      OFFSETS:	7-13
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	بيعزه
     IS_TRANS:	byEzh
        INDEX:	P14W3
      OFFSETS:	14-19
       TOKENS:	P14W4-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaz~_2]
   UNSPLITVOC:	(biyiEiz~uh)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	bi+yi+Eiz~+uh
        GLOSS:	[present-tense]+he/it+love+him/it

 INPUT STRING:	جوى
     IS_TRANS:	jwY
        INDEX:	P14W4
      OFFSETS:	20-23
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~iy_1]
   UNSPLITVOC:	(jaw~iy)
          POS:	ADJ
          VOC:	jaw~iy
        GLOSS:	strong/powerful

 INPUT STRING:	جوى
     IS_TRANS:	jwY
        INDEX:	P14W5
      OFFSETS:	24-27
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~iy_1]
   UNSPLITVOC:	(jaw~iy)
          POS:	ADJ
          VOC:	jaw~iy
        GLOSS:	strong/powerful

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P14W6
      OFFSETS:	28-30
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	بوى
     IS_TRANS:	bwY
        INDEX:	P14W7
      OFFSETS:	31-34
       TOKENS:	P14W10-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ab_1]
   UNSPLITVOC:	(>abuwy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>abuw+iy
        GLOSS:	father+my

 INPUT STRING:	يجيبوهولى
     IS_TRANS:	yjybwhwlY
        INDEX:	P15W1
      OFFSETS:	0-9
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yjybwhwlY)
          POS:	NO_FUNC
          VOC:	yjybwhwlY
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P15W2
      OFFSETS:	10-12
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P15W3
      OFFSETS:	13-17
       TOKENS:	P15W3-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(wi>anA)
          POS:	CONJ+PRON_1S
          VOC:	wi+>anA
        GLOSS:	and+I

 INPUT STRING:	اقوم
     IS_TRANS:	Aqwm
        INDEX:	P15W4
      OFFSETS:	18-22
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(Aaquwm)
          POS:	IV1S+IV
          VOC:	Aa+quwm
        GLOSS:	I+undertake/carry out

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P15W5
      OFFSETS:	23-27
       TOKENS:	P15W6-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	something with+his/its

 INPUT STRING:	باحلى
     IS_TRANS:	bAHlY
        INDEX:	P15W6
      OFFSETS:	28-33
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(bi>aHolaY)
          POS:	PREP+ADJ_COMP
          VOC:	bi+>aHolaY
        GLOSS:	by/with+sweeter/sweetest

 INPUT STRING:	واجب
     IS_TRANS:	wAjb
        INDEX:	P15W7
      OFFSETS:	34-38
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAjib_1]
   UNSPLITVOC:	(wAjib)
          POS:	NOUN
          VOC:	wAjib
        GLOSS:	duty/obligation/requirement

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P16W1
      OFFSETS:	0-2
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	عبيبي
     IS_TRANS:	Ebyby
        INDEX:	P16W2
      OFFSETS:	3-8
       TOKENS:	P16W2-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habiyb+iy
        GLOSS:	dear/beloved/sweetheart+my

 INPUT STRING:	وحتة
     IS_TRANS:	wHtp
        INDEX:	P16W3
      OFFSETS:	9-13
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hit~ap_1]
   UNSPLITVOC:	(wiHit~ap)
          POS:	CONJ+NOUN_QUANT+NSUFF_FEM_SG
          VOC:	wi+Hit~+ap
        GLOSS:	and+a little bit+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W4
      OFFSETS:	14-16
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كليتى
     IS_TRANS:	klytY
        INDEX:	P16W5
      OFFSETS:	17-22
       TOKENS:	P16W7-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~iy~ap_1]
   UNSPLITVOC:	(kul~iy~itiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	kul~iy~+ap+iy
        GLOSS:	kidney+[fem.sg.]+my

 INPUT STRING:	الشمال
     IS_TRANS:	Al$mAl
        INDEX:	P16W6
      OFFSETS:	23-29
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$imAl_1]
   UNSPLITVOC:	(Al$~imAl)
          POS:	DET+ADJ
          VOC:	Al+$imAl
        GLOSS:	the+left

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P17W1
      OFFSETS:	0-2
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P17W2
      OFFSETS:	3-5
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master

 INPUT STRING:	يفك
     IS_TRANS:	yfk
        INDEX:	P17W3
      OFFSETS:	6-9
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~_1]
   UNSPLITVOC:	(yifuk~)
          POS:	IV3MS+IV
          VOC:	yi+fuk~
        GLOSS:	he/it+separate/dismantle/detach/disengage

 INPUT STRING:	اسره
     IS_TRANS:	Asrh
        INDEX:	P17W4
      OFFSETS:	10-14
       TOKENS:	P17W4-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asor_1]
   UNSPLITVOC:	(>asoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>asor+uh
        GLOSS:	capture/captivity+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W1
      OFFSETS:	0-1
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	عايزيين
     IS_TRANS:	EAyzyyn
        INDEX:	P18W2
      OFFSETS:	2-9
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAyoziy+iyn
        GLOSS:	wanting/needing+[masc.pl.]

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P18W3
      OFFSETS:	10-14
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P18W4
      OFFSETS:	15-19
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(niquwl)
          POS:	IV1P+IV
          VOC:	ni+quwl
        GLOSS:	we+say

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P18W5
      OFFSETS:	20-23
       TOKENS:	P18W5-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+they

 INPUT STRING:	هاتوا
     IS_TRANS:	hAtwA
        INDEX:	P18W6
      OFFSETS:	24-29
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAt_1]
   UNSPLITVOC:	(hAtuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	hAt+uwA
        GLOSS:	give+you [pl.] [verb]

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P18W7
      OFFSETS:	30-33
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(Eumar)
          POS:	NOUN_PROP
          VOC:	Eumar
        GLOSS:	Omar/Umar

 INPUT STRING:	عفيفى
     IS_TRANS:	EfyfY
        INDEX:	P18W8
      OFFSETS:	34-39
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eafiyfiy_1]
   UNSPLITVOC:	(Eafiyfiy)
          POS:	NOUN_PROP
          VOC:	Eafiyfiy
        GLOSS:	Afeefi/Afifi

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P18W9
      OFFSETS:	40-44
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	عليكوا
     IS_TRANS:	ElykwA
        INDEX:	P18W10
      OFFSETS:	45-51
       TOKENS:	P18W11-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealiykuw)
          POS:	PREP+PRON_2P
          VOC:	EalaY+kuw
        GLOSS:	on/above+you [pl.]

 INPUT STRING:	الراجل
     IS_TRANS:	AlrAjl
        INDEX:	P19W1
      OFFSETS:	0-6
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(Alr~Ajil)
          POS:	DET+NOUN
          VOC:	Al+rAjil
        GLOSS:	the+man

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P19W2
      OFFSETS:	7-9
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P19W3
      OFFSETS:	10-14
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	ياخد
     IS_TRANS:	yAxd
        INDEX:	P19W4
      OFFSETS:	15-19
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(yAxud)
          POS:	IV3MS+IV
          VOC:	y+Axud
        GLOSS:	he/it+take/begin

 INPUT STRING:	حقة
     IS_TRANS:	Hqp
        INDEX:	P19W5
      OFFSETS:	20-23
       TOKENS:	P19W5-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Haq~+uh
        GLOSS:	truth/right+his/its

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P19W6
      OFFSETS:	24-26
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الترحيب
     IS_TRANS:	AltrHyb
        INDEX:	P19W7
      OFFSETS:	27-34
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taroHiyb_1]
   UNSPLITVOC:	(Alt~aroHiyb)
          POS:	DET+NOUN
          VOC:	Al+taroHiyb
        GLOSS:	the+welcoming/greeting

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P19W8
      OFFSETS:	35-39
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	something/owned by

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P19W9
      OFFSETS:	40-43
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P19W10
      OFFSETS:	44-47
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	عارفيينة
     IS_TRANS:	EArfyynp
        INDEX:	P20W1
      OFFSETS:	0-8
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EArfyynp)
          POS:	NO_FUNC
          VOC:	EArfyynp
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P20W2
      OFFSETS:	9-10
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

