 INPUT STRING:	لماذا
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	لثقافة
     IS_TRANS:	lvqAfp
        INDEX:	P96W2
      OFFSETS:	3-9
       TOKENS:	P96W2-P96W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vaqAfap_1]
   UNSPLITVOC:	(livaqAfap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+vaqAf+ap
        GLOSS:	for/to+culture/civilization+[fem.sg.]

 INPUT STRING:	القهر
     IS_TRANS:	Alqhr
        INDEX:	P96W3
      OFFSETS:	10-15
       TOKENS:	P96W4-P96W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qahor_1]
   UNSPLITVOC:	(Alqahor)
          POS:	DET+NOUN
          VOC:	Al+qahor
        GLOSS:	the+subjugation/coercion/forcibly/by force

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P96W4
      OFFSETS:	16-17
       TOKENS:	P96W5-P96W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الرقابة
     IS_TRANS:	AlrqAbp
        INDEX:	P96W5
      OFFSETS:	18-25
       TOKENS:	P96W6-P96W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riqAbap_1]
   UNSPLITVOC:	(Alr~iqAbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+riqAb+ap
        GLOSS:	the+censorship+[fem.sg.]

 INPUT STRING:	الابوية
     IS_TRANS:	AlAbwyp
        INDEX:	P96W6
      OFFSETS:	26-33
       TOKENS:	P96W7-P96W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>abawiy_1]
   UNSPLITVOC:	(Al>abawiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+>abawiy~+ap
        GLOSS:	the+paternal/fatherly+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P97W1
      OFFSETS:	0-2
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	للتخلف
     IS_TRANS:	lltxlf
        INDEX:	P97W2
      OFFSETS:	3-9
       TOKENS:	P97W2-P97W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taxal~uf_1]
   UNSPLITVOC:	(lilt~axal~uf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+taxal~uf
        GLOSS:	for/to+the+tardiness/being late/backwardness/underdevelopment

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P97W3
      OFFSETS:	10-11
       TOKENS:	P97W4-P97W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الغباء
     IS_TRANS:	AlgbA'
        INDEX:	P97W4
      OFFSETS:	12-18
       TOKENS:	P97W5-P97W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gabA'_1]
   UNSPLITVOC:	(AlgabA')
          POS:	DET+NOUN
          VOC:	Al+gabA'
        GLOSS:	the+ignorance/stupidity

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P97W5
      OFFSETS:	19-20
       TOKENS:	P97W6-P97W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	التمسك
     IS_TRANS:	Altmsk
        INDEX:	P97W6
      OFFSETS:	21-27
       TOKENS:	P97W7-P97W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamos~uk_1]
   UNSPLITVOC:	(Alt~amos~uk)
          POS:	DET+NOUN
          VOC:	Al+tamos~uk
        GLOSS:	the+adherence/commitment

 INPUT STRING:	بأهداب
     IS_TRANS:	b>hdAb
        INDEX:	P97W7
      OFFSETS:	28-34
       TOKENS:	P97W8-P97W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hudob_2]
   UNSPLITVOC:	(bi>ahodAb)
          POS:	PREP+NOUN
          VOC:	bi+>ahodAb
        GLOSS:	with/by+fringes/tassels

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P97W8
      OFFSETS:	35-40
       TOKENS:	P97W10-P97W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion/religions

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P97W9
      OFFSETS:	41-44
       TOKENS:	P97W11-P97W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حساب
     IS_TRANS:	HsAb
        INDEX:	P97W10
      OFFSETS:	45-49
       TOKENS:	P97W12-P97W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HisAb_1]
   UNSPLITVOC:	(HisAb)
          POS:	NOUN
          VOC:	HisAb
        GLOSS:	calculation/appraisal/invoice/expense/account

 INPUT STRING:	قضايا
     IS_TRANS:	qDAyA
        INDEX:	P97W11
      OFFSETS:	50-55
       TOKENS:	P97W13-P97W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDAyA)
          POS:	NOUN
          VOC:	qaDAyA
        GLOSS:	problem/issue/problems/issues/lawsuit/legal case/lawsuits/legal cases

 INPUT STRING:	اهم
     IS_TRANS:	Ahm
        INDEX:	P97W12
      OFFSETS:	56-59
       TOKENS:	P97W14-P97W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aham~_1]
   UNSPLITVOC:	(>aham~)
          POS:	ADJ_COMP
          VOC:	>aham~
        GLOSS:	more/most important

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P98W1
      OFFSETS:	0-2
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	للمظاهر
     IS_TRANS:	llmZAhr
        INDEX:	P98W2
      OFFSETS:	3-10
       TOKENS:	P98W2-P98W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maZohar_1]
   UNSPLITVOC:	(lilmaZAhir)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+maZAhir
        GLOSS:	for/to+the+appearance/facade/features/manifestations

 INPUT STRING:	الكدابة
     IS_TRANS:	AlkdAbp
        INDEX:	P98W3
      OFFSETS:	11-18
       TOKENS:	P98W4-P98W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kad~Ab_1]
   UNSPLITVOC:	(Alkad~Abap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+kad~Ab+ap
        GLOSS:	the+lying+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P98W4
      OFFSETS:	19-20
       TOKENS:	P98W5-P98W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الجوهر
     IS_TRANS:	Aljwhr
        INDEX:	P98W5
      OFFSETS:	21-27
       TOKENS:	P98W6-P98W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jawhar_1]
   UNSPLITVOC:	(Aljawhar)
          POS:	DET+NOUN
          VOC:	Al+jawhar
        GLOSS:	the+jewel/gem/jewels/gems/essence/substance

 INPUT STRING:	الاجوف
     IS_TRANS:	AlAjwf
        INDEX:	P98W6
      OFFSETS:	28-34
       TOKENS:	P98W7-P98W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajowaf_1]
   UNSPLITVOC:	(Al>ajowaf)
          POS:	DET+ADJ
          VOC:	Al+>ajowaf
        GLOSS:	the+hollow/empty

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P99W1
      OFFSETS:	0-2
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	لمنع
     IS_TRANS:	lmnE
        INDEX:	P99W2
      OFFSETS:	3-7
       TOKENS:	P99W2-P99W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoE_1]
   UNSPLITVOC:	(limanoE)
          POS:	PREP+NOUN
          VOC:	li+manoE
        GLOSS:	for/to+prevention/interdiction

 INPUT STRING:	المواقع
     IS_TRANS:	AlmwAqE
        INDEX:	P99W3
      OFFSETS:	8-15
       TOKENS:	P99W4-P99W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mawoqiE_1]
   UNSPLITVOC:	(AlmawAqiE)
          POS:	DET+NOUN
          VOC:	Al+mawAqiE
        GLOSS:	the+sites/locations/positions

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P99W4
      OFFSETS:	16-18
       TOKENS:	P99W5-P99W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	مواقع
     IS_TRANS:	mwAqE
        INDEX:	P99W5
      OFFSETS:	19-24
       TOKENS:	P99W6-P99W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqiE_1]
   UNSPLITVOC:	(mawAqiE)
          POS:	NOUN
          VOC:	mawAqiE
        GLOSS:	positions/locations/sites

 INPUT STRING:	سياسية
     IS_TRANS:	syAsyp
        INDEX:	P99W6
      OFFSETS:	25-31
       TOKENS:	P99W7-P99W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(siyAsiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	siyAsiy~+ap
        GLOSS:	political+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P99W7
      OFFSETS:	32-34
       TOKENS:	P99W8-P99W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	دينية
     IS_TRANS:	dynyp
        INDEX:	P99W8
      OFFSETS:	35-40
       TOKENS:	P99W9-P99W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyniy_1]
   UNSPLITVOC:	(diyniy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	diyniy~+ap
        GLOSS:	religious+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P99W9
      OFFSETS:	41-43
       TOKENS:	P99W10-P99W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	جنسية
     IS_TRANS:	jnsyp
        INDEX:	P99W10
      OFFSETS:	44-49
       TOKENS:	P99W11-P99W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jinosiy_1]
   UNSPLITVOC:	(jinosiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jinosiy~+ap
        GLOSS:	sexual+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P99W11
      OFFSETS:	50-52
       TOKENS:	P99W12-P99W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	الحادية
     IS_TRANS:	AlHAdyp
        INDEX:	P99W12
      OFFSETS:	53-60
       TOKENS:	P99W13-P99W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iloHAdiy_1]
   UNSPLITVOC:	(<iloHAdiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<iloHAdiy~+ap
        GLOSS:	atheist/godless+[fem.sg.]

 INPUT STRING:	طالما
     IS_TRANS:	TAlmA
        INDEX:	P100W1
      OFFSETS:	0-5
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlamA_1]
   UNSPLITVOC:	(TAlamA)
          POS:	SUB_CONJ
          VOC:	TAlamA
        GLOSS:	as long as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P100W2
      OFFSETS:	6-8
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	is not

 INPUT STRING:	حدش
     IS_TRANS:	Hd$
        INDEX:	P100W3
      OFFSETS:	9-12
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Hd$)
          POS:	NO_FUNC
          VOC:	Hd$
        GLOSS:	nogloss

 INPUT STRING:	بيرغمك
     IS_TRANS:	byrgmk
        INDEX:	P100W4
      OFFSETS:	13-19
       TOKENS:	P100W4-P100W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arogam_1]
   UNSPLITVOC:	(biyirogimak)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:2MS
          VOC:	bi+yi+rogim+ak
        GLOSS:	[present-tense]+he/it+force+you

 INPUT STRING:	تتصفح
     IS_TRANS:	ttSfH
        INDEX:	P100W5
      OFFSETS:	20-25
       TOKENS:	P100W7-P100W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[toSaf~aH_1]
   UNSPLITVOC:	(titoSaf~aH)
          POS:	IV2MS+IV
          VOC:	ti+toSaf~aH
        GLOSS:	you+page through/examine/read

 INPUT STRING:	المواقع
     IS_TRANS:	AlmwAqE
        INDEX:	P100W6
      OFFSETS:	26-33
       TOKENS:	P100W8-P100W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mawoqiE_1]
   UNSPLITVOC:	(AlmawAqiE)
          POS:	DET+NOUN
          VOC:	Al+mawAqiE
        GLOSS:	the+sites/locations/positions

 INPUT STRING:	الجنسية
     IS_TRANS:	Aljnsyp
        INDEX:	P100W7
      OFFSETS:	34-41
       TOKENS:	P100W9-P100W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aljinosiy_1]
   UNSPLITVOC:	(Aljinosiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jinosiy~+ap
        GLOSS:	the+sexual+[fem.sg.]

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P100W8
      OFFSETS:	42-43
       TOKENS:	P100W10-P100W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa_1]
   UNSPLITVOC:	(fa)
          POS:	CONJ
          VOC:	fa
        GLOSS:	and/so

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P100W9
      OFFSETS:	44-46
       TOKENS:	P100W11-P100W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P100W10
      OFFSETS:	47-49
       TOKENS:	P100W12-P100W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حقك
     IS_TRANS:	Hqk
        INDEX:	P100W11
      OFFSETS:	50-53
       TOKENS:	P100W13-P100W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~ak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Haq~+ak
        GLOSS:	truth/right/against/towards/rights/law+your

 INPUT STRING:	تمنع
     IS_TRANS:	tmnE
        INDEX:	P100W12
      OFFSETS:	54-58
       TOKENS:	P100W15-P100W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manaE_1]
   UNSPLITVOC:	(timonaE)
          POS:	IV2MS+IV
          VOC:	ti+monaE
        GLOSS:	you+prevent/forbid/be prevented/be forbidden

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P100W13
      OFFSETS:	59-64
       TOKENS:	P100W16-P100W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	التانيين
     IS_TRANS:	AltAnyyn
        INDEX:	P100W14
      OFFSETS:	65-73
       TOKENS:	P100W17-P100W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(Alt~Anoyiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+tAnoy+iyn
        GLOSS:	the+second/next/II/secondly/thani/other/another/the last+[pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P100W15
      OFFSETS:	74-76
       TOKENS:	P100W18-P100W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ممارسة
     IS_TRANS:	mmArsp
        INDEX:	P100W16
      OFFSETS:	77-83
       TOKENS:	P100W19-P100W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumArosap_1]
   UNSPLITVOC:	(mumArosap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mumAros+ap
        GLOSS:	practice+[fem.sg.]

 INPUT STRING:	حريتهم
     IS_TRANS:	Hrythm
        INDEX:	P100W17
      OFFSETS:	84-90
       TOKENS:	P100W20-P100W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(Hur~iy~ithum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	Hur~iy~+ap+hum
        GLOSS:	freedom+[fem.sg.]+their

 INPUT STRING:	بالطريقة
     IS_TRANS:	bAlTryqp
        INDEX:	P100W18
      OFFSETS:	91-99
       TOKENS:	P100W22-P100W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(biAlT~ariyqap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+Tariyq+ap
        GLOSS:	with/by+the+method/procedure/methods/manners+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P100W19
      OFFSETS:	100-104
       TOKENS:	P100W24-P100W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	تعجبهم
     IS_TRANS:	tEjbhm
        INDEX:	P100W20
      OFFSETS:	105-111
       TOKENS:	P100W25-P100W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(tiEojibhum)
          POS:	IV3FS+IV+IVSUFF_DO:3P
          VOC:	ti+Eojib+hum
        GLOSS:	it/they/she+delight/admire/like/be amazed/arouse admiration/please+them

 INPUT STRING:	طالما
     IS_TRANS:	TAlmA
        INDEX:	P100W21
      OFFSETS:	112-117
       TOKENS:	P100W27-P100W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlamA_1]
   UNSPLITVOC:	(TAlamA)
          POS:	SUB_CONJ
          VOC:	TAlamA
        GLOSS:	as long as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P100W22
      OFFSETS:	118-120
       TOKENS:	P100W28-P100W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	داسولكش
     IS_TRANS:	dAswlk$
        INDEX:	P100W23
      OFFSETS:	121-128
       TOKENS:	P100W29-P100W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAs_1]
   UNSPLITVOC:	(dAsuw_lak$)
          POS:	PV+PVSUFF_SUBJ:3P+PREP+PRON_2MS+NEG_PART
          VOC:	dAs+uwA+li+ak+$
        GLOSS:	press+they+to/for+you+not

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P100W24
      OFFSETS:	129-132
       TOKENS:	P100W33-P100W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طرف
     IS_TRANS:	Trf
        INDEX:	P100W25
      OFFSETS:	133-136
       TOKENS:	P100W34-P100W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Taraf_1]
   UNSPLITVOC:	(Taraf)
          POS:	NOUN
          VOC:	Taraf
        GLOSS:	participant/player/involved member/party/side/parties/sides

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P101W1
      OFFSETS:	0-3
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	العموم
     IS_TRANS:	AlEmwm
        INDEX:	P101W2
      OFFSETS:	4-10
       TOKENS:	P101W2-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(AlEumuwm)
          POS:	DET+NOUN
          VOC:	Al+Eumuwm
        GLOSS:	the+generality/totality/in general/generally/(House of) Commons

 INPUT STRING:	المواقع
     IS_TRANS:	AlmwAqE
        INDEX:	P101W3
      OFFSETS:	11-18
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mawoqiE_1]
   UNSPLITVOC:	(AlmawAqiE)
          POS:	DET+NOUN
          VOC:	Al+mawAqiE
