 INPUT STRING:	لا
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W17
      OFFSETS:	60-61
       TOKENS:	P15W22-P15W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W18
      OFFSETS:	61-62
       TOKENS:	P15W23-P15W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W19
      OFFSETS:	62-63
       TOKENS:	P15W24-P15W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P15W20
      OFFSETS:	64-66
       TOKENS:	P15W25-P15W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~nA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يهديه
     IS_TRANS:	yhdyh
        INDEX:	P16W2
      OFFSETS:	5-10
       TOKENS:	P16W3-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaY_1]
   UNSPLITVOC:	(yihodiyuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+hodiy+uh
        GLOSS:	he/it+guide/direct/lead/be guided/be directed/be led+him/it

 INPUT STRING:	كرهت
     IS_TRANS:	krht
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karah_1]
   UNSPLITVOC:	(karaht)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	karah+t
        GLOSS:	hate+I

 INPUT STRING:	اتفرج
     IS_TRANS:	Atfrj
        INDEX:	P17W2
      OFFSETS:	5-10
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(Aatofar~aj)
          POS:	IV1S+IV
          VOC:	Aa+tofar~aj
        GLOSS:	I+see/watch

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P17W3
      OFFSETS:	11-12
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الافلام
     IS_TRANS:	AlAflAm
        INDEX:	P17W4
      OFFSETS:	13-20
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(AlAfolAm)
          POS:	DET+NOUN
          VOC:	Al+AfolAm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P17W5
      OFFSETS:	21-25
       TOKENS:	P17W5-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~hA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all+its/their/her

 INPUT STRING:	بسبب
     IS_TRANS:	bsbb
        INDEX:	P17W6
      OFFSETS:	26-30
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(bisabab)
          POS:	PREP+NOUN
          VOC:	bi+sabab
        GLOSS:	with/by+reason/cause/because of/due to

 INPUT STRING:	مشاهده
     IS_TRANS:	m$Ahdh
        INDEX:	P17W7
      OFFSETS:	31-37
       TOKENS:	P17W9-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$ohad_1]
   UNSPLITVOC:	(ma$Ahiduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ma$Ahid+hu
        GLOSS:	scenes/views/panoramas/spectacles/sights+its/his

 INPUT STRING:	المنيله
     IS_TRANS:	Almnylh
        INDEX:	P17W8
      OFFSETS:	38-45
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manay~al_1]
   UNSPLITVOC:	(Almanay~alap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+manay~al+ap
        GLOSS:	the+horrid+[fem.sg.]

 INPUT STRING:	بنيله
     IS_TRANS:	bnylh
        INDEX:	P17W9
      OFFSETS:	46-51
       TOKENS:	P17W12-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niylap_1]
   UNSPLITVOC:	(biniylap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+niyl+ap
        GLOSS:	with/by+horrid+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P17W10
      OFFSETS:	52-56
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P17W11
      OFFSETS:	57-59
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هتزود
     IS_TRANS:	htzwd
        INDEX:	P17W12
      OFFSETS:	60-65
       TOKENS:	P17W16-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaw~id_1]
   UNSPLITVOC:	(Hatizaw~id)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+zaw~id
        GLOSS:	will+it/they/she+increase

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P17W13
      OFFSETS:	66-69
       TOKENS:	P17W18-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	تنقص
     IS_TRANS:	tnqS
        INDEX:	P17W14
      OFFSETS:	70-74
       TOKENS:	P17W20-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naq~aS_1]
   UNSPLITVOC:	(tinaq~aS)
          POS:	IV3FS+IV
          VOC:	ti+naq~aS
        GLOSS:	it/they/she+decrease

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P17W15
      OFFSETS:	75-76
       TOKENS:	P17W21-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قضية
     IS_TRANS:	qDyp
        INDEX:	P17W16
      OFFSETS:	77-81
       TOKENS:	P17W22-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaDiy~+ap
        GLOSS:	problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	الفيلم
     IS_TRANS:	Alfylm
        INDEX:	P17W17
      OFFSETS:	82-88
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(Alfiylm)
          POS:	DET+NOUN
          VOC:	Al+fiylm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P17W18
      OFFSETS:	88-89
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P17W19
      OFFSETS:	89-90
       TOKENS:	P17W25-P17W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P17W20
      OFFSETS:	90-91
       TOKENS:	P17W26-P17W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P18W1
      OFFSETS:	0-5
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	العظيم
     IS_TRANS:	AlEZym
        INDEX:	P18W2
      OFFSETS:	6-12
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaZiym_1]
   UNSPLITVOC:	(AlEaZiym)
          POS:	DET+ADJ
          VOC:	Al+EaZiym
        GLOSS:	the+great/powerful

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P18W3
      OFFSETS:	13-17
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	baq+ayt
        GLOSS:	became+I

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P18W4
      OFFSETS:	18-21
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P18W5
      OFFSETS:	22-26
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look/see/watch

 INPUT STRING:	فيلم
     IS_TRANS:	fylm
        INDEX:	P18W6
      OFFSETS:	27-31
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(fiylm)
          POS:	NOUN
          VOC:	fiylm
        GLOSS:	film/movie/films/movies

 INPUT STRING:	منن
     IS_TRANS:	mnn
        INDEX:	P18W7
      OFFSETS:	32-35
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اخراجه
     IS_TRANS:	AxrAjh
        INDEX:	P18W8
      OFFSETS:	36-42
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ixrAj_1]
   UNSPLITVOC:	(<ixrAjuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	<ixrAj+uh
        GLOSS:	production/extraction/ousting+his/its

 INPUT STRING:	بقلب
     IS_TRANS:	bqlb
        INDEX:	P18W9
      OFFSETS:	43-47
       TOKENS:	P18W11-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qalab_1]
   UNSPLITVOC:	(bi>aqolib)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+qolib
        GLOSS:	[present-tense]+I+turn upside down

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P18W10
      OFFSETS:	48-51
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P18W11
      OFFSETS:	52-55
       TOKENS:	P18W14-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	directly

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W12
      OFFSETS:	56-58
       TOKENS:	P18W15-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P18W13
      OFFSETS:	59-62
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P18W14
      OFFSETS:	63-65
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P18W15
      OFFSETS:	66-70
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(AaEoraf)
          POS:	IV1S+IV
          VOC:	Aa+Eoraf
        GLOSS:	I+know/be known

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P18W16
      OFFSETS:	71-74
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	الفيلم
     IS_TRANS:	Alfylm
        INDEX:	P18W17
      OFFSETS:	75-81
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(Alfiylm)
          POS:	DET+NOUN
          VOC:	Al+fiylm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	بيتكلم
     IS_TRANS:	bytklm
        INDEX:	P18W18
      OFFSETS:	82-88
       TOKENS:	P18W21-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(biyitokal~im)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tokal~im
        GLOSS:	[present-tense]+he/it+talk

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P18W19
      OFFSETS:	89-91
       TOKENS:	P18W23-P18W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P18W20
      OFFSETS:	92-95
       TOKENS:	P18W24-P18W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoh_2]
   UNSPLITVOC:	(>ayoh)
          POS:	REL_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P18W21
      OFFSETS:	96-99
       TOKENS:	P18W25-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(li>in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+>in~
        GLOSS:	for/to+that

 INPUT STRING:	نفسيتى
     IS_TRANS:	nfsytY
        INDEX:	P18W22
      OFFSETS:	100-106
       TOKENS:	P18W27-P18W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafosiy~ap_1]
   UNSPLITVOC:	(nafosiy~itiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	nafosiy~+ap+iy
        GLOSS:	spiritual/psychological+[fem.sg.]+my

 INPUT STRING:	بتتعب
     IS_TRANS:	bttEb
        INDEX:	P18W23
      OFFSETS:	107-112
       TOKENS:	P18W29-P18W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEab_1]
   UNSPLITVOC:	(bititoEib)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+toEib
        GLOSS:	[present-tense]+it/they/she+be tired

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W24
      OFFSETS:	113-115
       TOKENS:	P18W31-P18W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	القرف
     IS_TRANS:	Alqrf
        INDEX:	P18W25
      OFFSETS:	116-121
       TOKENS:	P18W32-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaraf_1]
   UNSPLITVOC:	(Alqaraf)
          POS:	DET+NOUN
          VOC:	Al+qaraf
        GLOSS:	the+loathing

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P18W26
      OFFSETS:	122-126
       TOKENS:	P18W33-P18W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بشوفه
     IS_TRANS:	b$wfh
        INDEX:	P18W27
      OFFSETS:	127-132
       TOKENS:	P18W34-P18W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(bi>a$uwfuh)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	bi+>a+$uwf+uh
        GLOSS:	[present-tense]+I+look/see/watch+it/him

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W28
      OFFSETS:	133-134
       TOKENS:	P18W37-P18W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بتكسف
     IS_TRANS:	btksf
        INDEX:	P18W29
      OFFSETS:	135-140
       TOKENS:	P18W38-P18W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>itkasaf_1]
   UNSPLITVOC:	(bi>atkisif)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+tkisif
        GLOSS:	[present-tense]+I+feel embarrassed/ashamed

 INPUT STRING:	جداااااااااااااااااااااااا
     IS_TRANS:	jdAAAAAAAAAAAAAAAAAAAAAAAA
        INDEX:	P18W30
      OFFSETS:	141-167
       TOKENS:	P18W40-P18W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/ much+[acc.indef.]

 INPUT STRING:	انى
     IS_TRANS:	AnY
        INDEX:	P18W31
      OFFSETS:	168-171
       TOKENS:	P18W41-P18W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P18W32
      OFFSETS:	172-176
       TOKENS:	P18W43-P18W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look/see/watch

 INPUT STRING:	القرف
     IS_TRANS:	Alqrf
        INDEX:	P18W33
      OFFSETS:	177-182
       TOKENS:	P18W44-P18W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaraf_1]
   UNSPLITVOC:	(Alqaraf)
          POS:	DET+NOUN
          VOC:	Al+qaraf
        GLOSS:	the+loathing

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P18W34
      OFFSETS:	183-185
       TOKENS:	P18W45-P18W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	وبقيت
     IS_TRANS:	wbqyt
        INDEX:	P19W1
      OFFSETS:	0-5
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(wibaqayt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+baq+ayt
        GLOSS:	and+remain/become+I

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W2
      OFFSETS:	6-8
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P19W3
      OFFSETS:	9-13
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P19W4
      OFFSETS:	14-18
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	اتفرج
     IS_TRANS:	Atfrj
        INDEX:	P19W5
      OFFSETS:	19-24
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(Aatofar~aj)
          POS:	IV1S+IV
          VOC:	Aa+tofar~aj
        GLOSS:	I+see/watch

