 INPUT STRING:	إقتباس
      OFFSETS:	69-71
       TOKENS:	P53W17-P53W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P53W15
      OFFSETS:	72-77
       TOKENS:	P53W18-P53W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	تفرض
     IS_TRANS:	tfrD
        INDEX:	P53W16
      OFFSETS:	78-82
       TOKENS:	P53W19-P53W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faraD_1]
   UNSPLITVOC:	(tiforiD)
          POS:	IV3FS+IV
          VOC:	ti+foriD
        GLOSS:	it/they/she+impose

 INPUT STRING:	عاداتها
     IS_TRANS:	EAdAthA
        INDEX:	P53W17
      OFFSETS:	83-90
       TOKENS:	P53W20-P53W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(EAdAthA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	EAdA+ap+hA
        GLOSS:	habit/custom/practice/customs/practices/habits/usually/typically/generally+[fem.sg.]+its/their/her

 INPUT STRING:	وتقاليدها
     IS_TRANS:	wtqAlydhA
        INDEX:	P53W18
      OFFSETS:	91-100
       TOKENS:	P53W22-P53W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoliyd_1]
   UNSPLITVOC:	(witaqAliydhA)
          POS:	CONJ+NOUN+POSS_PRON_3FS
          VOC:	wi+taqAliyd+hA
        GLOSS:	and+tradition/custom+its/their/her

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P53W19
      OFFSETS:	101-104
       TOKENS:	P53W25-P53W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	زوارها
     IS_TRANS:	zwArhA
        INDEX:	P53W20
      OFFSETS:	105-111
       TOKENS:	P53W26-P53W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[zAyir_1]
   UNSPLITVOC:	(zwArahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	zuwAr+hA
        GLOSS:	visitors+its/their/her

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P53W21
      OFFSETS:	112-115
       TOKENS:	P53W28-P53W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	الأفضل
     IS_TRANS:	Al>fDl
        INDEX:	P53W22
      OFFSETS:	116-122
       TOKENS:	P53W29-P53W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(Al>afoDal)
          POS:	DET+ADJ_COMP
          VOC:	Al+>afoDal
        GLOSS:	the+better, best

 INPUT STRING:	زوارها
     IS_TRANS:	zwArhA
        INDEX:	P53W23
      OFFSETS:	123-129
       TOKENS:	P53W30-P53W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAyir_1]
   UNSPLITVOC:	(zuwArhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	zuwAr+hA
        GLOSS:	visitors+its/their/her

 INPUT STRING:	يحترموا
     IS_TRANS:	yHtrmwA
        INDEX:	P53W24
      OFFSETS:	130-137
       TOKENS:	P53W32-P53W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHtaram_1]
   UNSPLITVOC:	(yHtrmuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	yiHtirm+uwA
        GLOSS:	respect+they

 INPUT STRING:	عادات
     IS_TRANS:	EAdAt
        INDEX:	P53W25
      OFFSETS:	138-143
       TOKENS:	P53W33-P53W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(EAdAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	EAd+At
        GLOSS:	habit/custom/practice/customs/practices/habits/usually/typically/generally+[fem.pl.]

 INPUT STRING:	وتقاليد
     IS_TRANS:	wtqAlyd
        INDEX:	P53W26
      OFFSETS:	144-151
       TOKENS:	P53W34-P53W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqAliyd_1]
   UNSPLITVOC:	(witaqAliyd)
          POS:	CONJ+NOUN
          VOC:	wi+taqAliyd
        GLOSS:	and+traditions/customs

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P53W27
      OFFSETS:	152-157
       TOKENS:	P53W36-P53W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P53W28
      OFFSETS:	158-160
       TOKENS:	P53W37-P53W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P53W29
      OFFSETS:	161-166
       TOKENS:	P53W38-P53W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nifos+hum
        GLOSS:	same/self/selves+their

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P53W30
      OFFSETS:	166-167
       TOKENS:	P53W40-P53W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P54W1
      OFFSETS:	1-4
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P54W2
      OFFSETS:	5-9
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P54W3
      OFFSETS:	10-12
       TOKENS:	P54W3-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+he/it

 INPUT STRING:	قانون
     IS_TRANS:	qAnwn
        INDEX:	P54W4
      OFFSETS:	13-18
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(qAnuwn)
          POS:	NOUN
          VOC:	qAnuwn
        GLOSS:	law/statutes/regulations

 INPUT STRING:	موحد
     IS_TRANS:	mwHd
        INDEX:	P54W5
      OFFSETS:	19-23
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwaH~ad_1]
   UNSPLITVOC:	(muwaH~ad)
          POS:	ADJ
          VOC:	muwaH~ad
        GLOSS:	united/unified/standardized

 INPUT STRING:	ويطبق
     IS_TRANS:	wyTbq
        INDEX:	P54W6
      OFFSETS:	24-29
       TOKENS:	P54W7-P54W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab~aq_1]
   UNSPLITVOC:	(wiyiTab~aq)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+Tab~aq
        GLOSS:	and+he/it+be applied//be implemented

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P54W7
      OFFSETS:	30-33
       TOKENS:	P54W9-P54W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الجميع
     IS_TRANS:	AljmyE
        INDEX:	P54W8
      OFFSETS:	34-40
       TOKENS:	P54W10-P54W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(AljamiyE)
          POS:	DET+NOUN
          VOC:	Al+jamiyE
        GLOSS:	the+all, entire, every, whole

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P54W9
      OFFSETS:	41-43
       TOKENS:	P54W11-P54W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	شيئ
     IS_TRANS:	$y}
        INDEX:	P54W10
      OFFSETS:	44-47
       TOKENS:	P54W12-P54W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy})
          POS:	NOUN
          VOC:	$iy}
        GLOSS:	thing

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P54W11
      OFFSETS:	48-52
       TOKENS:	P54W13-P54W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P55W1
      OFFSETS:	1-4
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P55W2
      OFFSETS:	5-8
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P55W3
      OFFSETS:	9-11
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	اساس
     IS_TRANS:	AsAs
        INDEX:	P55W4
      OFFSETS:	12-16
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAs)
          POS:	NOUN
          VOC:	>asAs
        GLOSS:	foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	وضع
     IS_TRANS:	wDE
        INDEX:	P55W5
      OFFSETS:	17-20
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waDaE_1]
   UNSPLITVOC:	(wuDiE)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	wuDiE+(null)
        GLOSS:	put/place/be put/be placed+he/it

 INPUT STRING:	قانون
     IS_TRANS:	qAnwn
        INDEX:	P55W6
      OFFSETS:	21-26
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(qAnuwn)
          POS:	NOUN
          VOC:	qAnuwn
        GLOSS:	law/statutes/regulations

 INPUT STRING:	الجلد
     IS_TRANS:	Aljld
        INDEX:	P55W7
      OFFSETS:	27-32
       TOKENS:	P55W7-P55W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalod_1]
   UNSPLITVOC:	(Aljalod)
          POS:	DET+NOUN
          VOC:	Al+jalod
        GLOSS:	the+whipping/flogging

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P55W8
      OFFSETS:	32-33
       TOKENS:	P55W8-P55W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P56W1
      OFFSETS:	1-5
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P56W2
      OFFSETS:	6-8
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P56W3
      OFFSETS:	9-11
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	شيئ
     IS_TRANS:	$y}
        INDEX:	P56W4
      OFFSETS:	12-15
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy})
          POS:	NOUN
          VOC:	$iy}
        GLOSS:	thing

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P56W5
      OFFSETS:	16-20
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second

 INPUT STRING:	غرامة
     IS_TRANS:	grAmp
        INDEX:	P56W6
      OFFSETS:	21-26
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[garAmap_1]
   UNSPLITVOC:	(garAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	garAm+ap
        GLOSS:	fine/penalty+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P56W7
      OFFSETS:	27-29
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	حبس
     IS_TRANS:	Hbs
        INDEX:	P56W8
      OFFSETS:	30-33
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habos_1]
   UNSPLITVOC:	(Habos)
          POS:	NOUN
          VOC:	Habos
        GLOSS:	confinement/custody/prison

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P56W9
      OFFSETS:	34-37
       TOKENS:	P56W9-P56W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	هيكون
     IS_TRANS:	hykwn
        INDEX:	P56W10
      OFFSETS:	38-43
       TOKENS:	P56W10-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hayikuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P56W11
      OFFSETS:	44-48
       TOKENS:	P56W12-P56W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better, best

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P56W12
      OFFSETS:	49-55
       TOKENS:	P56W13-P56W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	and+matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P56W13
      OFFSETS:	56-58
       TOKENS:	P56W15-P56W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الجلد
     IS_TRANS:	Aljld
        INDEX:	P56W14
      OFFSETS:	59-64
       TOKENS:	P56W16-P56W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalod_1]
   UNSPLITVOC:	(Aljalod)
          POS:	DET+NOUN
          VOC:	Al+jalod
        GLOSS:	the+whipping/flogging

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P56W15
      OFFSETS:	65-67
       TOKENS:	P56W17-P56W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحالة
     IS_TRANS:	AlHAlp
        INDEX:	P56W16
      OFFSETS:	68-74
       TOKENS:	P56W18-P56W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAlap_1]
   UNSPLITVOC:	(AlHAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HAl+ap
        GLOSS:	the+condition/case/situation/cases/situations/instances+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P56W17
      OFFSETS:	75-77
       TOKENS:	P56W19-P56W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	مالهوش
     IS_TRANS:	mAlhw$
        INDEX:	P56W18
      OFFSETS:	78-84
       TOKENS:	P56W20-P56W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mAluh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	mA+l+uh+$
        GLOSS:	not+to+he/it+not

 INPUT STRING:	علاقة
     IS_TRANS:	ElAqp
        INDEX:	P56W19
      OFFSETS:	85-90
       TOKENS:	P56W24-P56W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalAqap_1]
   UNSPLITVOC:	(EalAqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EalAq+ap
        GLOSS:	connection/relation/link+[fem.sg.]

 INPUT STRING:	بالاسلام
     IS_TRANS:	bAlAslAm
        INDEX:	P56W20
      OFFSETS:	91-99
       TOKENS:	P56W25-P56W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(biAl<isolAm)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+<isolAm
        GLOSS:	with/by+the+Islam

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P57W1
      OFFSETS:	1-3
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P57W2
      OFFSETS:	4-6
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	تري
     IS_TRANS:	try
        INDEX:	P57W3
      OFFSETS:	7-10
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tir~iy_1]
   UNSPLITVOC:	(tir~iy)
          POS:	INTERJ
          VOC:	tir~iy
        GLOSS:	I wonder

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P57W4
      OFFSETS:	11-13
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P57W5
      OFFSETS:	14-16
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one/individual/single

 INPUT STRING:	فكر
     IS_TRANS:	fkr
        INDEX:	P57W6
      OFFSETS:	17-20
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(fak~ar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	fak~ar+(null)
        GLOSS:	think/consider/ponder+he/it

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P57W7
      OFFSETS:	21-25
       TOKENS:	P57W7-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomil)
          POS:	IV3MS+IV
          VOC:	yi+Eomil
        GLOSS:	he/it+do/make

 INPUT STRING:	قانون
     IS_TRANS:	qAnwn
        INDEX:	P57W8
      OFFSETS:	26-31
       TOKENS:	P57W8-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(qAnuwn)
          POS:	NOUN
          VOC:	qAnuwn
        GLOSS:	law/statutes/regulations

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P57W9
      OFFSETS:	32-34
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	as/like

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P57W10
      OFFSETS:	35-37
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
