 INPUT STRING:	اهلا
        INDEX:	P19W6
      OFFSETS:	25-27
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	وعايشين
     IS_TRANS:	wEAy$yn
        INDEX:	P19W7
      OFFSETS:	28-35
       TOKENS:	P19W8-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(wiEAyo$iyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+EAyo$+iyn
        GLOSS:	and+living+[pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W8
      OFFSETS:	36-38
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ظلام
     IS_TRANS:	ZlAm
        INDEX:	P19W9
      OFFSETS:	39-43
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ZalAm_1]
   UNSPLITVOC:	(ZalAm)
          POS:	NOUN
          VOC:	ZalAm
        GLOSS:	darkness

 INPUT STRING:	وبيعانوا
     IS_TRANS:	wbyEAnwA
        INDEX:	P19W10
      OFFSETS:	44-52
       TOKENS:	P19W12-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAnay_1]
   UNSPLITVOC:	(wibiyiEAnuwA)
          POS:	CONJ+PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wi+bi+yi+EAn+uwA
        GLOSS:	and+[present-tense]+they+suffer+they

 INPUT STRING:	واحنا
     IS_TRANS:	wAHnA
        INDEX:	P19W11
      OFFSETS:	53-58
       TOKENS:	P19W15-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(wiAiHonA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	wi+AiHonA
        GLOSS:	while+we/us

 INPUT STRING:	سايبين
     IS_TRANS:	sAybyn
        INDEX:	P19W12
      OFFSETS:	59-65
       TOKENS:	P19W17-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAyib_1]
   UNSPLITVOC:	(sAyobiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	sAyob+iyn
        GLOSS:	leaving+[pl.]

 INPUT STRING:	العواميد
     IS_TRANS:	AlEwAmyd
        INDEX:	P19W13
      OFFSETS:	66-74
       TOKENS:	P19W18-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAmuwd_1]
   UNSPLITVOC:	(AlEawAmiyd)
          POS:	DET+NOUN
          VOC:	Al+EawAmiyd
        GLOSS:	the+columns/pillars

 INPUT STRING:	مفتوحه
     IS_TRANS:	mftwHh
        INDEX:	P19W14
      OFFSETS:	75-81
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mafotuwH_1]
   UNSPLITVOC:	(mafotuwHap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mafotuwH+ap
        GLOSS:	open/opened+[fem.sg.]

 INPUT STRING:	ليل
     IS_TRANS:	lyl
        INDEX:	P19W15
      OFFSETS:	82-85
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layl_1]
   UNSPLITVOC:	(layl)
          POS:	NOUN
          VOC:	layl
        GLOSS:	night/nighttime/at night/by night

 INPUT STRING:	ونهار
     IS_TRANS:	wnhAr
        INDEX:	P19W16
      OFFSETS:	86-91
       TOKENS:	P19W21-P19W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahAr_1]
   UNSPLITVOC:	(winahAr)
          POS:	CONJ+NOUN
          VOC:	wi+nahAr
        GLOSS:	and+daytime/day

 INPUT STRING:	ويجي
     IS_TRANS:	wyjy
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(wiyijiy)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+jiy
        GLOSS:	and+he/it+came/come/com with them

 INPUT STRING:	يقولك
     IS_TRANS:	yqwlk
        INDEX:	P20W2
      OFFSETS:	5-10
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yqwlk)
          POS:	NO_FUNC
          VOC:	yqwlk
        GLOSS:	nogloss

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P20W3
      OFFSETS:	11-15
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	كهرباء
     IS_TRANS:	khrbA'
        INDEX:	P20W4
      OFFSETS:	16-22
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kahrabA'_1]
   UNSPLITVOC:	(kahrabA')
          POS:	NOUN
          VOC:	kahrabA'
        GLOSS:	electricity

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P20W5
      OFFSETS:	23-26
       TOKENS:	P20W6-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P20W6
      OFFSETS:	27-31
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P20W7
      OFFSETS:	32-35
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_2]
   UNSPLITVOC:	(Aiyh)
          POS:	REL_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P21W2
      OFFSETS:	3-7
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W3
      OFFSETS:	8-12
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P21W4
      OFFSETS:	13-18
       TOKENS:	P21W4-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P21W5
      OFFSETS:	19-21
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	والعامل
     IS_TRANS:	wAlEAml
        INDEX:	P22W1
      OFFSETS:	0-7
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(wiAlEAmil)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+EAmil
        GLOSS:	and+the+factor/agent/coefficient/factors/agents

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P22W2
      OFFSETS:	8-12
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	ساب
     IS_TRANS:	sAb
        INDEX:	P22W3
      OFFSETS:	13-16
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(sAb)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sAb+(null)
        GLOSS:	leave+he/it

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P22W4
      OFFSETS:	17-22
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Aln~uwr)
          POS:	DET+NOUN
          VOC:	Al+nuwr
        GLOSS:	the+light/lights

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P22W5
      OFFSETS:	23-25
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P22W6
      OFFSETS:	26-28
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيتحاسب
     IS_TRANS:	hytHAsb
        INDEX:	P22W7
      OFFSETS:	29-36
       TOKENS:	P22W8-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitHAsib_1]
   UNSPLITVOC:	(HayitHAsib)
          POS:	FUT_PART+IV3MS+IV_PASS
          VOC:	Ha+yi+tHAsib
        GLOSS:	will+he/it+be held responsible/be held accountable

 INPUT STRING:	ادام
     IS_TRANS:	AdAm
        INDEX:	P22W8
      OFFSETS:	37-41
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ud~Am_1]
   UNSPLITVOC:	(>ud~Am)
          POS:	NOUN
          VOC:	>ud~Am
        GLOSS:	infront

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P22W9
      OFFSETS:	42-46
       TOKENS:	P22W11-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P23W2
      OFFSETS:	5-8
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P23W3
      OFFSETS:	9-13
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P23W4
      OFFSETS:	14-19
       TOKENS:	P23W5-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P23W5
      OFFSETS:	20-22
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P23W6
      OFFSETS:	23-27
       TOKENS:	P23W8-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	wish+my

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P23W7
      OFFSETS:	28-31
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments+[fem.sg.]

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P23W8
      OFFSETS:	32-35
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P23W9
      OFFSETS:	36-39
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	اموت
     IS_TRANS:	Amwt
        INDEX:	P23W10
      OFFSETS:	40-44
       TOKENS:	P23W13-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(Aamuwt)
          POS:	IV1S+IV
          VOC:	Aa+muwt
        GLOSS:	I+die/pass away

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P23W11
      OFFSETS:	45-49
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P23W12
      OFFSETS:	50-53
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P23W13
      OFFSETS:	54-56
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	متقدمه
     IS_TRANS:	mtqdmh
        INDEX:	P23W14
      OFFSETS:	57-63
       TOKENS:	P23W17-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoqad~im_1]
   UNSPLITVOC:	(mitoqad~imap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	mitoqad~im+ap
        GLOSS:	improved/civilized+[fem.sg.]

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P23W15
      OFFSETS:	64-68
       TOKENS:	P23W18-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+become

 INPUT STRING:	اعلى
     IS_TRANS:	AElY
        INDEX:	P23W16
      OFFSETS:	69-73
       TOKENS:	P23W19-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolaY_1]
   UNSPLITVOC:	(>aEolaY)
          POS:	ADJ_COMP
          VOC:	>aEolaY
        GLOSS:	higher/highest/supreme

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W17
      OFFSETS:	74-76
       TOKENS:	P23W20-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	امريكا
     IS_TRANS:	AmrykA
        INDEX:	P23W18
      OFFSETS:	77-83
       TOKENS:	P23W21-P23W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamoriykA_1]
   UNSPLITVOC:	(AmoriykA)
          POS:	NOUN_PROP
          VOC:	AmoriykA
        GLOSS:	America

 INPUT STRING:	واليابان
     IS_TRANS:	wAlyAbAn
        INDEX:	P23W19
      OFFSETS:	84-92
       TOKENS:	P23W22-P23W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAbAn_1]
   UNSPLITVOC:	(wiAlyAbAn)
          POS:	CONJ+DET+NOUN_PROP
          VOC:	wi+Al+yAbAn
        GLOSS:	and+the+Japan

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	wish+my

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P24W2
      OFFSETS:	5-10
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ميبقاش
     IS_TRANS:	mybqA$
        INDEX:	P24W3
      OFFSETS:	11-17
       TOKENS:	P24W4-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(mA_yiboqA$)
          POS:	NEG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+yi+boqA+$
        GLOSS:	not+he/it+become+not

 INPUT STRING:	همجى
     IS_TRANS:	hmjY
        INDEX:	P24W4
      OFFSETS:	18-22
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hamajiy_1]
   UNSPLITVOC:	(hamajiy)
          POS:	ADJ
          VOC:	hamajiy
        GLOSS:	rude/uncivilized/barbaric

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P24W5
      OFFSETS:	23-25
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P24W6
      OFFSETS:	26-30
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	بالقوة
     IS_TRANS:	bAlqwp
        INDEX:	P24W7
      OFFSETS:	31-37
       TOKENS:	P24W10-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(biAlquw~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+quw~+ap
        GLOSS:	with/by+the+power/strength/force/violence/armed forces/power/forces+[fem.sg.]

 INPUT STRING:	والعنف
     IS_TRANS:	wAlEnf
        INDEX:	P24W8
      OFFSETS:	38-44
       TOKENS:	P24W12-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eunof_1]
   UNSPLITVOC:	(wiAlEunof)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Eunof
        GLOSS:	and+the+violence/force

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P25W2
      OFFSETS:	5-9
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	الحاجات
     IS_TRANS:	AlHAjAt
        INDEX:	P25W3
      OFFSETS:	10-17
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(AlHAjAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+HAj+At
        GLOSS:	the+thing/belongings+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P25W4
      OFFSETS:	18-20
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W5
      OFFSETS:	21-23
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هتتغير
     IS_TRANS:	httgyr
        INDEX:	P25W6
      OFFSETS:	24-30
       TOKENS:	P25W7-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogay~ar_1]
   UNSPLITVOC:	(Hatitogay~ar)
