 INPUT STRING:	-
        GLOSS:	fanaticism/intolerance/chauvinism

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P49W4
      OFFSETS:	16-19
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	الشاذلى
     IS_TRANS:	Al$A*lY
        INDEX:	P49W5
      OFFSETS:	20-27
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A*liy_1]
   UNSPLITVOC:	(Al$A*liy)
          POS:	DET+NOUN_PROP
          VOC:	Al+$A*liy
        GLOSS:	the+Shazli/Shazly/Shadhili

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P49W6
      OFFSETS:	28-30
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الجزء
     IS_TRANS:	Aljz'
        INDEX:	P49W7
      OFFSETS:	31-36
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Aljuz')
          POS:	DET+NOUN
          VOC:	Al+juz'
        GLOSS:	the+section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P49W8
      OFFSETS:	37-41
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P49W9
      OFFSETS:	42-45
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P49W10
      OFFSETS:	46-48
       TOKENS:	P49W12-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W11
      OFFSETS:	48-49
       TOKENS:	P49W13-P49W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W12
      OFFSETS:	49-50
       TOKENS:	P49W14-P49W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P49W13
      OFFSETS:	51-55
       TOKENS:	P49W15-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+be/became/become/last/remain

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P49W14
      OFFSETS:	56-60
       TOKENS:	P49W16-P49W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	فايدة
     IS_TRANS:	fAydp
        INDEX:	P49W15
      OFFSETS:	61-66
       TOKENS:	P49W17-P49W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAyodap_1]
   UNSPLITVOC:	(fAyodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fAyod+ap
        GLOSS:	benefit/use/interest (econ.)/benefits/uses/advantage/usurer/excess+[fem.sg.]

 INPUT STRING:	احب
     IS_TRANS:	AHb
        INDEX:	P50W1
      OFFSETS:	0-3
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(AaHib~)
          POS:	IV1S+IV
          VOC:	Aa+Hib~
        GLOSS:	I+love/like/want

 INPUT STRING:	اعقم
     IS_TRANS:	AEqm
        INDEX:	P50W2
      OFFSETS:	4-8
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaq~am_1]
   UNSPLITVOC:	(AaEaq~am)
          POS:	IV1S+IV
          VOC:	Aa+Eaq~am
        GLOSS:	I+sterilize/pasteurize

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P50W3
      OFFSETS:	9-12
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نقطتين
     IS_TRANS:	nqTtyn
        INDEX:	P50W4
      OFFSETS:	13-19
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuqoTap_1]
   UNSPLITVOC:	(nuqoTitiyn)
          POS:	NOUN+NSUFF_FEM_DU
          VOC:	nuqoT+itiyn
        GLOSS:	point/location/position+two

 INPUT STRING:	الاولى
     IS_TRANS:	AlAwlY
        INDEX:	P51W1
      OFFSETS:	0-6
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>uwlaY_1]
   UNSPLITVOC:	(Al>uwlaY)
          POS:	DET+ADJ
          VOC:	Al+>uwlaY
        GLOSS:	the+first

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P51W2
      OFFSETS:	7-10
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P51W3
      OFFSETS:	11-13
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	بحبش
     IS_TRANS:	bHb$
        INDEX:	P51W4
      OFFSETS:	14-18
       TOKENS:	P51W4-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~i$)
          POS:	PROG_PART+IV1S+IV+NEG_PART
          VOC:	bi+Aa+Hib~+$
        GLOSS:	[present-tense]+I+love/like/want+not

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P51W5
      OFFSETS:	19-22
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	الشاذلي
     IS_TRANS:	Al$A*ly
        INDEX:	P51W6
      OFFSETS:	23-30
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A*liy_1]
   UNSPLITVOC:	(Al$A*liy)
          POS:	DET+NOUN_PROP
          VOC:	Al+$A*liy
        GLOSS:	the+Shazli/Shazly/Shadhili

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P51W7
      OFFSETS:	31-34
       TOKENS:	P51W9-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	to/for+that

 INPUT STRING:	بحس
     IS_TRANS:	bHs
        INDEX:	P51W8
      OFFSETS:	35-38
       TOKENS:	P51W11-P51W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(bAaHis~)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+His~
        GLOSS:	[present-tense]+I+feel

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P51W9
      OFFSETS:	39-43
       TOKENS:	P51W13-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/they/it

 INPUT STRING:	اهم
     IS_TRANS:	Ahm
        INDEX:	P51W10
      OFFSETS:	44-47
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aham~_1]
   UNSPLITVOC:	(>aham~)
          POS:	ADJ_COMP
          VOC:	>aham~
        GLOSS:	more/most important

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P51W11
      OFFSETS:	48-52
       TOKENS:	P51W16-P51W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	الاضواء
     IS_TRANS:	AlADwA'
        INDEX:	P51W12
      OFFSETS:	53-60
       TOKENS:	P51W17-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Duw'_1]
   UNSPLITVOC:	(AlADowA')
          POS:	DET+NOUN
          VOC:	Al+ADowA'
        GLOSS:	the+light/lights

 INPUT STRING:	والنجومية
     IS_TRANS:	wAlnjwmyp
        INDEX:	P51W13
      OFFSETS:	61-70
       TOKENS:	P51W18-P51W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nujuwmiy~ap_1]
   UNSPLITVOC:	(waAlnujuwmiy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wa+Al+nujuwmiy~+ap
        GLOSS:	and+the+stardom+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	بتسال
     IS_TRANS:	btsAl
        INDEX:	P52W2
      OFFSETS:	4-9
       TOKENS:	P52W2-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(bitiso>al)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+so>al
        GLOSS:	[present-tense]+it/they/she+ask/inquire/request/be asked

 INPUT STRING:	الضيف
     IS_TRANS:	AlDyf
        INDEX:	P52W3
      OFFSETS:	10-15
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dayf_1]
   UNSPLITVOC:	(AlD~ayf)
          POS:	DET+NOUN
          VOC:	Al+Dayf
        GLOSS:	the+visitor/guest/guests

 INPUT STRING:	بتديله
     IS_TRANS:	btdylh
        INDEX:	P52W4
      OFFSETS:	16-22
       TOKENS:	P52W5-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(bitid~iy_luh)
          POS:	PROG_PART+IV3FS+IV+PREP+PRON_3MS
          VOC:	bi+ti+d~iy+li+uh
        GLOSS:	[present-tense]+it/they/she+condemn/borrow/bring/gie/take/give+to/for+him

 INPUT STRING:	وقت
     IS_TRANS:	wqt
        INDEX:	P52W5
      OFFSETS:	23-26
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqot)
          POS:	NOUN
          VOC:	waqot
        GLOSS:	time/moment/period of time/moments/times

 INPUT STRING:	قليل
     IS_TRANS:	qlyl
        INDEX:	P52W6
      OFFSETS:	27-31
       TOKENS:	P52W10-P52W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qulay~il_1]
   UNSPLITVOC:	(qulay~il)
          POS:	ADJ
          VOC:	qulay~il
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient

 INPUT STRING:	وكما
     IS_TRANS:	wkmA
        INDEX:	P52W7
      OFFSETS:	32-36
       TOKENS:	P52W11-P52W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamA_1]
   UNSPLITVOC:	(wikamA)
          POS:	CONJ+PREP
          VOC:	wi+kamA
        GLOSS:	and+and/as/also

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P52W8
      OFFSETS:	37-40
       TOKENS:	P52W13-P52W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	while+it/they/she

 INPUT STRING:	بتساله
     IS_TRANS:	btsAlh
        INDEX:	P52W9
      OFFSETS:	41-47
       TOKENS:	P52W15-P52W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(bitiso>aluh)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	bi+ti+so>al+uh
        GLOSS:	[present-tense]+it/they/she+ask/inquire/request/be asked+it/him

 INPUT STRING:	بتبص
     IS_TRANS:	btbS
        INDEX:	P52W10
      OFFSETS:	48-52
       TOKENS:	P52W18-P52W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(bitibuS~)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+buS~
        GLOSS:	[present-tense]+it/they/she+look/glow/sparkle

 INPUT STRING:	للكاميرا
     IS_TRANS:	llkAmyrA
        INDEX:	P52W11
      OFFSETS:	53-61
       TOKENS:	P52W20-P52W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAmiyrA_1]
   UNSPLITVOC:	(lilkAmiyrA)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+kAmiyrA
        GLOSS:	for/to+the+camera

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P52W12
      OFFSETS:	62-64
       TOKENS:	P52W22-P52W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P52W13
      OFFSETS:	65-69
       TOKENS:	P52W23-P52W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P52W14
      OFFSETS:	70-72
       TOKENS:	P52W24-P52W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	بتكلم
     IS_TRANS:	btklm
        INDEX:	P52W15
      OFFSETS:	73-78
       TOKENS:	P52W25-P52W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(bitikal~im)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+kal~im
        GLOSS:	[present-tense]+it/they/she+talk/speak

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P52W16
      OFFSETS:	79-82
       TOKENS:	P52W27-P52W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who/whom

 INPUT STRING:	بالضبط
     IS_TRANS:	bAlDbT
        INDEX:	P52W17
      OFFSETS:	83-89
       TOKENS:	P52W28-P52W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DabT_1]
   UNSPLITVOC:	(biAlDabT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+DabT
        GLOSS:	with/by+the+adjusting/regulating/precision/seizure/confiscation

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P52W18
      OFFSETS:	89-90
       TOKENS:	P52W30-P52W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P53W1
      OFFSETS:	0-3
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P53W2
      OFFSETS:	4-6
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	شايف
     IS_TRANS:	$Ayf
        INDEX:	P53W3
      OFFSETS:	7-11
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayif)
          POS:	ADJ.VN
          VOC:	$Ayif
        GLOSS:	i see/viewer/observer/onlooker/seeing/see/looking

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P53W4
      OFFSETS:	12-16
       TOKENS:	P53W4-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/they/it

 INPUT STRING:	متعصبة
     IS_TRANS:	mtESbp
        INDEX:	P53W5
      OFFSETS:	17-23
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutoEaS~ib_1]
   UNSPLITVOC:	(mutoEaS~ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutoEaS~ib+ap
        GLOSS:	intolerent/fanatical+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P53W6
      OFFSETS:	24-27
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	شايف
     IS_TRANS:	$Ayf
        INDEX:	P53W7
      OFFSETS:	28-32
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayif)
          POS:	ADJ.VN
          VOC:	$Ayif
        GLOSS:	i see/viewer/observer/onlooker/seeing/see/looking

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P53W8
      OFFSETS:	33-37
       TOKENS:	P53W9-P53W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/it/they

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P53W9
      OFFSETS:	38-42
       TOKENS:	P53W11-P53W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she [verb]

 INPUT STRING:	متعاطفة
     IS_TRANS:	mtEATfp
        INDEX:	P53W10
      OFFSETS:	43-50
       TOKENS:	P53W12-P53W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaEATif_1]
   UNSPLITVOC:	(mutaEATifap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	mutaEATif+ap
        GLOSS:	sympathizing/sympathetic (with)+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P53W11
      OFFSETS:	51-53
       TOKENS:	P53W13-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	الاولاد
     IS_TRANS:	AlAwlAd
        INDEX:	P53W12
      OFFSETS:	54-61
       TOKENS:	P53W14-P53W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(AlAwolAd)
          POS:	DET+NOUN
          VOC:	Al+AwolAd
        GLOSS:	the+child/son/children

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P53W13
      OFFSETS:	62-67
       TOKENS:	P53W15-P53W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+<in~+hA
        GLOSS:	for/to+that+she/it/they

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P53W14
      OFFSETS:	68-70
       TOKENS:	P53W18-P53W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	اتكلمتش
     IS_TRANS:	Atklmt$
        INDEX:	P53W15
      OFFSETS:	71-78
       TOKENS:	P53W19-P53W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(Aitokal~imit$)
          POS:	PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	Aitokal~im+it+$
        GLOSS:	talk/speak+it/they/she+not

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P53W16
      OFFSETS:	79-81
       TOKENS:	P53W21-P53W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	موقفهم
     IS_TRANS:	mwqfhm
        INDEX:	P53W17
      OFFSETS:	82-88
       TOKENS:	P53W22-P53W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(mawqifhum)
