 INPUT STRING:	هى
        INDEX:	P37W20
      OFFSETS:	86-91
       TOKENS:	P37W24-P37W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(sAbiqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	sAbiq+ap
        GLOSS:	former/previous/preceding+[fem.sg.]

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P37W21
      OFFSETS:	92-98
       TOKENS:	P37W25-P37W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P37W22
      OFFSETS:	99-101
       TOKENS:	P37W26-P37W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بيتغير
     IS_TRANS:	bytgyr
        INDEX:	P37W23
      OFFSETS:	102-108
       TOKENS:	P37W27-P37W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogay~ar_1]
   UNSPLITVOC:	(biyitogay~ar)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+togay~ar
        GLOSS:	[present-tense]+he/it+be changed/be modified

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P37W24
      OFFSETS:	109-111
       TOKENS:	P37W29-P37W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	دورة
     IS_TRANS:	dwrp
        INDEX:	P37W25
      OFFSETS:	112-116
       TOKENS:	P37W30-P37W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawrap_1]
   UNSPLITVOC:	(dawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawr+ap
        GLOSS:	round/session/tour/patrol/rounds/sessions/tours/patrols+[fem.sg.]

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P38W1
      OFFSETS:	0-5
       TOKENS:	P38W1-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	ياافق
     IS_TRANS:	yAAfq
        INDEX:	P38W2
      OFFSETS:	6-11
       TOKENS:	P38W3-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aufuq_1]
   UNSPLITVOC:	(yAAufuq)
          POS:	VOC_PART+NOUN
          VOC:	yA+Aufuq
        GLOSS:	oh+horizon

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P38W3
      OFFSETS:	12-15
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P38W4
      OFFSETS:	16-18
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فاهمه
     IS_TRANS:	fAhmh
        INDEX:	P38W5
      OFFSETS:	19-24
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P38W6
      OFFSETS:	25-28
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	REL_ADV
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	الهيصه
     IS_TRANS:	AlhySh
        INDEX:	P38W7
      OFFSETS:	29-35
       TOKENS:	P38W9-P38W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haySap_1]
   UNSPLITVOC:	(AlhaySap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+hayS+ap
        GLOSS:	the+noise/clamor+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P38W8
      OFFSETS:	36-39
       TOKENS:	P38W10-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	حاصله
     IS_TRANS:	HASlh
        INDEX:	P38W9
      OFFSETS:	40-45
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HASol_1]
   UNSPLITVOC:	(HASolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HASol+ap
        GLOSS:	happening+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P38W10
      OFFSETS:	46-48
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P38W11
      OFFSETS:	49-51
       TOKENS:	P38W13-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P38W12
      OFFSETS:	52-54
       TOKENS:	P38W14-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الدستور
     IS_TRANS:	Aldstwr
        INDEX:	P38W13
      OFFSETS:	55-62
       TOKENS:	P38W15-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(Ald~usotuwr)
          POS:	DET+NOUN
          VOC:	Al+dusotuwr
        GLOSS:	the+constitution/statute/constitutions/statutes

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P38W14
      OFFSETS:	63-65
       TOKENS:	P38W16-P38W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيتوافق
     IS_TRANS:	hytwAfq
        INDEX:	P38W15
      OFFSETS:	66-73
       TOKENS:	P38W17-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitowAfiq_1]
   UNSPLITVOC:	(HayitowAfiq)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+towAfiq
        GLOSS:	will+he/it+agree/be in conformity

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P38W16
      OFFSETS:	74-78
       TOKENS:	P38W19-P38W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P38W17
      OFFSETS:	79-82
       TOKENS:	P38W21-P38W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	باستفتاء
     IS_TRANS:	bAstftA'
        INDEX:	P38W18
      OFFSETS:	83-91
       TOKENS:	P38W22-P38W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotifotA'_1]
   UNSPLITVOC:	(biAisotifotA')
          POS:	PREP+NOUN
          VOC:	bi+AisotifotA'
        GLOSS:	with/by+referendum/poll/questionnaire

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P38W19
      OFFSETS:	92-94
       TOKENS:	P38W24-P38W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P38W20
      OFFSETS:	95-100
       TOKENS:	P38W25-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	المشكله
     IS_TRANS:	Alm$klh
        INDEX:	P39W2
      OFFSETS:	4-11
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P39W3
      OFFSETS:	12-14
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الليبرالين
     IS_TRANS:	AllybrAlyn
        INDEX:	P39W4
      OFFSETS:	15-25
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyborAliy~_1]
   UNSPLITVOC:	(AlliyborAliy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+liyborAliy~+iyn
        GLOSS:	the+liberal+[pl.]

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P39W5
      OFFSETS:	26-29
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P39W6
      OFFSETS:	30-33
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P39W7
      OFFSETS:	34-40
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[pl.]

 INPUT STRING:	دستور
     IS_TRANS:	dstwr
        INDEX:	P39W8
      OFFSETS:	41-46
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(dusotuwr)
          POS:	NOUN
          VOC:	dusotuwr
        GLOSS:	constitution/statute/constitutions/statutes

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P39W9
      OFFSETS:	47-50
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مزاجهم
     IS_TRANS:	mzAjhm
        INDEX:	P39W10
      OFFSETS:	51-57
       TOKENS:	P39W10-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mazAj_2]
   UNSPLITVOC:	(mazAjhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	mazAj+hum
        GLOSS:	temperament/mood/feeling+their

 INPUT STRING:	وياريت
     IS_TRANS:	wyAryt
        INDEX:	P39W11
      OFFSETS:	58-64
       TOKENS:	P39W12-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAriyt_1]
   UNSPLITVOC:	(wiyAriyt)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wi+yAriyt
        GLOSS:	and+if only/wish

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P39W12
      OFFSETS:	65-70
       TOKENS:	P39W14-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	الجاهل
     IS_TRANS:	AljAhl
        INDEX:	P39W13
      OFFSETS:	71-77
       TOKENS:	P39W15-P39W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAhil_1]
   UNSPLITVOC:	(AljAhil)
          POS:	DET+ADJ
          VOC:	Al+jAhil
        GLOSS:	the+ignorant/foolish

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P39W14
      OFFSETS:	78-80
       TOKENS:	P39W16-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ماينتخبش
     IS_TRANS:	mAyntxb$
        INDEX:	P39W15
      OFFSETS:	81-89
       TOKENS:	P39W17-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aintaxab_1]
   UNSPLITVOC:	(mAyintixib$)
          POS:	NEG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+yi+ntixib+$
        GLOSS:	not+he/it+elect/choose+not

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P39W16
      OFFSETS:	90-94
       TOKENS:	P39W20-P39W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P39W17
      OFFSETS:	95-99
       TOKENS:	P39W22-P39W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يرحمنا
     IS_TRANS:	yrHmnA
        INDEX:	P40W2
      OFFSETS:	5-11
       TOKENS:	P40W3-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[raHima_1]
   UNSPLITVOC:	(yiroHamnA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+roHam+nA
        GLOSS:	he/it+have mercy of+us

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P40W3
      OFFSETS:	12-14
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الدماغات
     IS_TRANS:	AldmAgAt
        INDEX:	P40W4
      OFFSETS:	15-23
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(Ald~imAgAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+dimAg+At
        GLOSS:	the+brain+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P40W5
      OFFSETS:	24-26
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P40W6
      OFFSETS:	27-31
       TOKENS:	P40W8-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yArab~)
          POS:	VOC_PART+NOUN
          VOC:	yaA+rab~
        GLOSS:	oh+lord/master

 INPUT STRING:	هوة
     IS_TRANS:	hwp
        INDEX:	P41W1
      OFFSETS:	0-3
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P41W2
      OFFSETS:	4-7
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	عمليات
     IS_TRANS:	EmlyAt
        INDEX:	P41W3
      OFFSETS:	8-14
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(Eamaliy~At)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Eamaliy~+At
        GLOSS:	operation/mission/process/operations/missions/processes+[fem.pl.]

 INPUT STRING:	التجميل
     IS_TRANS:	Altjmyl
        INDEX:	P41W4
      OFFSETS:	15-22
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajomiyl_1]
   UNSPLITVOC:	(Alt~ajomiyl)
          POS:	DET+NOUN
          VOC:	Al+tajomiyl
        GLOSS:	the+embellishment

 INPUT STRING:	والى
     IS_TRANS:	wAlY
        INDEX:	P41W5
      OFFSETS:	23-27
       TOKENS:	P41W5-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+who/which

 INPUT STRING:	اذن
     IS_TRANS:	A*n
        INDEX:	P41W6
      OFFSETS:	28-31
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>a*~in_1]
   UNSPLITVOC:	(>a*~in)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>a*~in+(null)
        GLOSS:	call to pray+he/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P41W7
      OFFSETS:	32-34
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البرلمان
     IS_TRANS:	AlbrlmAn
        INDEX:	P41W8
      OFFSETS:	35-43
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barolamAn_1]
   UNSPLITVOC:	(AlbarolamAn)
          POS:	DET+NOUN
          VOC:	Al+barolamAn
        GLOSS:	the+parliament

 INPUT STRING:	والى
     IS_TRANS:	wAlY
        INDEX:	P41W9
      OFFSETS:	44-48
       TOKENS:	P41W10-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+who/which

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P41W10
      OFFSETS:	49-53
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ.VN
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	يلغى
     IS_TRANS:	ylgY
        INDEX:	P41W11
      OFFSETS:	54-58
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lagaY_1]
   UNSPLITVOC:	(yilogiy)
          POS:	IV3MS+IV
          VOC:	yi+logiy
        GLOSS:	he/it+cancel/abrogate/terminate

 INPUT STRING:	الانجليزى
     IS_TRANS:	AlAnjlyzY
        INDEX:	P41W12
      OFFSETS:	59-68
       TOKENS:	P41W14-P41W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainojiliyziy_1]
   UNSPLITVOC:	(AlAinojiliyziy)
          POS:	DET+NOUN
          VOC:	Al+Ainojiliyziy
        GLOSS:	the+English

 INPUT STRING:	ينفع
     IS_TRANS:	ynfE
        INDEX:	P41W13
      OFFSETS:	69-73
       TOKENS:	P41W15-P41W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(yinofaE)
          POS:	IV3MS+IV
          VOC:	yi+nofaE
        GLOSS:	he/it+be useful to/be advantageous to

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P41W14
      OFFSETS:	74-78
       TOKENS:	P41W16-P41W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital+[acc.indef.]

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P41W15
      OFFSETS:	79-81
       TOKENS:	P41W17-P41W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone/anyone/no-one

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P41W16
      OFFSETS:	82-84
       TOKENS:	P41W18-P41W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
