 INPUT STRING:	في

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P30W19
      OFFSETS:	95-97
       TOKENS:	P30W25-P30W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رئيك
     IS_TRANS:	r}yk
        INDEX:	P30W20
      OFFSETS:	98-102
       TOKENS:	P30W26-P30W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}oy_1]
   UNSPLITVOC:	(ra}oyik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	ra}oy+ik
        GLOSS:	opnion+your

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P31W2
      OFFSETS:	5-7
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	حبيبتى
     IS_TRANS:	HbybtY
        INDEX:	P31W3
      OFFSETS:	8-14
       TOKENS:	P31W3-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	dear/beloved/sweetheart+[fem.sg.]+my

 INPUT STRING:	رايحه
     IS_TRANS:	rAyHh
        INDEX:	P31W4
      OFFSETS:	15-20
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyoHap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	rAyoH+ap
        GLOSS:	going+[fem.sg.]

 INPUT STRING:	تاخدى
     IS_TRANS:	tAxdY
        INDEX:	P31W5
      OFFSETS:	21-26
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(tAxodiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	t+Axod+iy
        GLOSS:	you+take+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P31W6
      OFFSETS:	27-29
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P31W7
      OFFSETS:	30-34
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	محامى
     IS_TRANS:	mHAmY
        INDEX:	P31W8
      OFFSETS:	35-40
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAmiy_1]
   UNSPLITVOC:	(muHAmiy)
          POS:	NOUN
          VOC:	muHAmiy
        GLOSS:	lawyer/defense counsel

 INPUT STRING:	العادلى
     IS_TRANS:	AlEAdlY
        INDEX:	P31W9
      OFFSETS:	41-48
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdiliy~_1]
   UNSPLITVOC:	(AlEAdiliy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+EAdiliy~
        GLOSS:	the+Adli/Adly

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	قالو
     IS_TRANS:	qAlw
        INDEX:	P32W2
      OFFSETS:	3-7
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qAl+uwA
        GLOSS:	said/say/be said/say/(for example)+they

 INPUT STRING:	حرامى
     IS_TRANS:	HrAmY
        INDEX:	P32W3
      OFFSETS:	8-13
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAmiy_1]
   UNSPLITVOC:	(HarAmiy)
          POS:	NOUN
          VOC:	HarAmiy
        GLOSS:	thief

 INPUT STRING:	احللللللللف
     IS_TRANS:	AHllllllllf
        INDEX:	P32W4
      OFFSETS:	14-25
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Halaf_1]
   UNSPLITVOC:	(>aHlif)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	>aHlif+(null)
        GLOSS:	swear/take an oath+you

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P33W1
      OFFSETS:	0-4
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(waEalaY)
          POS:	CONJ+PREP
          VOC:	wa+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	فكره
     IS_TRANS:	fkrh
        INDEX:	P33W2
      OFFSETS:	5-9
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P33W3
      OFFSETS:	10-14
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	معدناش
     IS_TRANS:	mEdnA$
        INDEX:	P33W4
      OFFSETS:	15-21
       TOKENS:	P33W5-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(maEanodnA$)
          POS:	NEG_PART+NOUN+POSS_PRON_1P+NEG_PART
          VOC:	ma+Eanod+nA+$
        GLOSS:	not+have+our+not

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P33W5
      OFFSETS:	22-24
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	زمن
     IS_TRANS:	zmn
        INDEX:	P33W6
      OFFSETS:	25-28
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaman_1]
   UNSPLITVOC:	(zaman)
          POS:	NOUN
          VOC:	zaman
        GLOSS:	time/period/duration

 INPUT STRING:	فرض
     IS_TRANS:	frD
        INDEX:	P33W7
      OFFSETS:	29-32
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroD_1]
   UNSPLITVOC:	(faroD)
          POS:	NOUN
          VOC:	faroD
        GLOSS:	imposing/levying/duties/suppositions

 INPUT STRING:	الراي
     IS_TRANS:	AlrAy
        INDEX:	P33W8
      OFFSETS:	33-38
       TOKENS:	P33W12-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(Alr~a>oy)
          POS:	DET+NOUN
          VOC:	Al+ra>oy
        GLOSS:	the+opinion/view/idea

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P33W9
      OFFSETS:	39-41
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P33W10
      OFFSETS:	42-46
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P33W11
      OFFSETS:	47-51
       TOKENS:	P33W15-P33W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yaEomil)
          POS:	IV3MS+IV
          VOC:	ya+Eomil
        GLOSS:	he/it+do

 INPUT STRING:	المناسب
     IS_TRANS:	AlmnAsb
        INDEX:	P33W12
      OFFSETS:	52-59
       TOKENS:	P33W16-P33W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAsib_1]
   UNSPLITVOC:	(AlmunAsib)
          POS:	DET+ADJ
          VOC:	Al+munAsib
        GLOSS:	the+suitable/appropriate

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P33W13
      OFFSETS:	60-63
       TOKENS:	P33W17-P33W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+them

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P34W1
      OFFSETS:	0-2
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P34W2
      OFFSETS:	3-7
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$_1]
   UNSPLITVOC:	(maEoli$)
          POS:	INTERJ
          VOC:	maEoli$
        GLOSS:	Never mind

 INPUT STRING:	متقنعنيش
     IS_TRANS:	mtqnEny$
        INDEX:	P34W3
      OFFSETS:	8-16
       TOKENS:	P34W3-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqonaE_1]
   UNSPLITVOC:	(mA_tiqoniEniy$)
          POS:	NEG_PART+IV2MS+IV+IVSUFF_DO:1S+NEG_PART
          VOC:	mA+ti+qoniE+niy+$
        GLOSS:	not+you+persuade/convince/be persuaded/be convinced+me+not

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P34W4
      OFFSETS:	17-19
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	محامي
     IS_TRANS:	mHAmy
        INDEX:	P34W5
      OFFSETS:	20-25
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAmiy_1]
   UNSPLITVOC:	(muHAmiy)
          POS:	NOUN
          VOC:	muHAmiy
        GLOSS:	lawyer/defense counsel

 INPUT STRING:	العادلي
     IS_TRANS:	AlEAdly
        INDEX:	P34W6
      OFFSETS:	26-33
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdiliy~_1]
   UNSPLITVOC:	(AlEAdiliy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+EAdiliy~
        GLOSS:	the+Adli/Adly

 INPUT STRING:	حيقول
     IS_TRANS:	Hyqwl
        INDEX:	P34W7
      OFFSETS:	34-39
       TOKENS:	P34W10-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Hayuquwl)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yu+quwl
        GLOSS:	will+he/it+said/say/be said/say/(for example)

 INPUT STRING:	كلمه
     IS_TRANS:	klmh
        INDEX:	P34W8
      OFFSETS:	40-44
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kilomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kilom+ap
        GLOSS:	word/remark+[fem.sg.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P34W9
      OFFSETS:	45-50
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	تدينه
     IS_TRANS:	tdynh
        INDEX:	P34W10
      OFFSETS:	51-56
       TOKENS:	P34W14-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adAn_1]
   UNSPLITVOC:	(tudiynuh)
          POS:	IV3FS+IV+IVSUFF_DO:2MS
          VOC:	tu+diyn+uh
        GLOSS:	you+condemn/censure+him/it

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P34W11
      OFFSETS:	57-61
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	الثوار
     IS_TRANS:	AlvwAr
        INDEX:	P34W12
      OFFSETS:	62-68
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_2]
   UNSPLITVOC:	(Alv~uw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgents/revolutionaries

 INPUT STRING:	امال
     IS_TRANS:	AmAl
        INDEX:	P34W13
      OFFSETS:	69-73
       TOKENS:	P34W18-P34W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	Hence/then

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P34W14
      OFFSETS:	74-76
       TOKENS:	P34W19-P34W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	محامي
     IS_TRANS:	mHAmy
        INDEX:	P34W15
      OFFSETS:	77-82
       TOKENS:	P34W20-P34W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAmiy_1]
   UNSPLITVOC:	(muHAmiy)
          POS:	NOUN
          VOC:	muHAmiy
        GLOSS:	lawyer/defense counsel

 INPUT STRING:	مجرم
     IS_TRANS:	mjrm
        INDEX:	P34W16
      OFFSETS:	83-87
       TOKENS:	P34W21-P34W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujorim_1]
   UNSPLITVOC:	(mujorim)
          POS:	ADJ
          VOC:	mujorim
        GLOSS:	criminal

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P34W17
      OFFSETS:	88-91
       TOKENS:	P34W22-P34W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	شريف
     IS_TRANS:	$ryf
        INDEX:	P34W18
      OFFSETS:	92-96
       TOKENS:	P34W23-P34W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ariyf_1]
   UNSPLITVOC:	($ariyf)
          POS:	ADJ
          VOC:	$ariyf
        GLOSS:	noble/honorable/respectable

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P34W19
      OFFSETS:	97-101
       TOKENS:	P34W24-P34W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P34W20
      OFFSETS:	102-103
       TOKENS:	P34W25-P34W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P34W21
      OFFSETS:	103-104
       TOKENS:	P34W26-P34W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P34W22
      OFFSETS:	104-105
       TOKENS:	P34W27-P34W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	بيضحكوا
     IS_TRANS:	byDHkwA
        INDEX:	P35W2
      OFFSETS:	6-13
       TOKENS:	P35W3-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(biyiDoHakuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+DoHak+uwA
        GLOSS:	[present-tense]+they+laugh+[masc.pl.]

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P35W3
      OFFSETS:	14-19
       TOKENS:	P35W5-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	بكلام
     IS_TRANS:	bklAm
        INDEX:	P35W4
      OFFSETS:	20-25
       TOKENS:	P35W7-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(bikalAm)
          POS:	PREP+NOUN
          VOC:	bi+kalAm
        GLOSS:	with/by+speech/statement/remark/talk/saying

 INPUT STRING:	ساذج
     IS_TRANS:	sA*j
        INDEX:	P35W5
      OFFSETS:	26-30
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sA*ij_1]
   UNSPLITVOC:	(sA*ij)
          POS:	ADJ
          VOC:	sA*ij
        GLOSS:	naive

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P35W6
      OFFSETS:	31-33
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	جماعه
     IS_TRANS:	jmAEh
        INDEX:	P35W7
      OFFSETS:	34-39
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	خلوا
     IS_TRANS:	xlwA
        INDEX:	P35W8
      OFFSETS:	40-44
       TOKENS:	P35W12-P35W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~uwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	xal~+uwA
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed+they

 INPUT STRING:	عندكم
     IS_TRANS:	Endkm
        INDEX:	P35W9
      OFFSETS:	45-50
       TOKENS:	P35W13-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	Eanod+kum
        GLOSS:	have+your

 INPUT STRING:	ادراك
     IS_TRANS:	AdrAk
        INDEX:	P35W10
      OFFSETS:	51-56
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<idorAk_1]
   UNSPLITVOC:	(<idorAk)
          POS:	NOUN
          VOC:	<idorAk
        GLOSS:	attainment/realization/awareness

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P35W11
      OFFSETS:	57-61
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	وحكموا
     IS_TRANS:	wHkmwA
        INDEX:	P35W12
      OFFSETS:	62-68
       TOKENS:	P35W17-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hak~im_1]
   UNSPLITVOC:	(waHak~amuwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wa+Hak~am+uwA
        GLOSS:	and+judge/sentence+you

 INPUT STRING:	عقولكم
     IS_TRANS:	Eqwlkm
        INDEX:	P35W13
      OFFSETS:	69-75
       TOKENS:	P35W19-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(Euquwlkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	Euquwl+kum
        GLOSS:	senses/intellects/brains+your

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P36W1
      OFFSETS:	0-2
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تتعملوش
     IS_TRANS:	ttEmlw$
        INDEX:	P36W2
      OFFSETS:	3-10
       TOKENS:	P36W2-P36W3
