 INPUT STRING:	المزرعه
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earif_1]
   UNSPLITVOC:	(Earafiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	Earaf+iyn
        GLOSS:	knowing/having knowledge of+[masc.pl.acc.]

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P21W6
      OFFSETS:	24-28
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	good

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P21W7
      OFFSETS:	29-31
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>in~)
          POS:	SUB_CONJ
          VOC:	>in~
        GLOSS:	that

 INPUT STRING:	طنطاوي
     IS_TRANS:	TnTAwy
        INDEX:	P21W8
      OFFSETS:	32-38
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TanTAwiy_1]
   UNSPLITVOC:	(TanTAwiy)
          POS:	NOUN_PROP
          VOC:	TanTAwiy
        GLOSS:	Tantaoui/Tantawi

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P21W9
      OFFSETS:	39-42
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	ظابط
     IS_TRANS:	ZAbT
        INDEX:	P21W10
      OFFSETS:	43-47
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAbiT_1]
   UNSPLITVOC:	(ZAbiT)
          POS:	NOUN
          VOC:	ZAbiT
        GLOSS:	officers

 INPUT STRING:	اشاره
     IS_TRANS:	A$Arh
        INDEX:	P21W11
      OFFSETS:	48-53
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i$Arap_1]
   UNSPLITVOC:	(<i$Arap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<i$Ar+ap
        GLOSS:	mentioning/pointing out/indication/mention/sign/signal/indications/mentions+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P21W12
      OFFSETS:	54-56
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حرب
     IS_TRANS:	Hrb
        INDEX:	P21W13
      OFFSETS:	57-60
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(Harob)
          POS:	NOUN
          VOC:	Harob
        GLOSS:	war/warfare/wars

 INPUT STRING:	اكتوبر
     IS_TRANS:	Aktwbr
        INDEX:	P21W14
      OFFSETS:	61-67
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ukotuwbar_1]
   UNSPLITVOC:	(>ukotuwbar)
          POS:	NOUN_PROP
          VOC:	>ukotuwbar
        GLOSS:	October

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W15
      OFFSETS:	67-68
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W16
      OFFSETS:	68-69
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W17
      OFFSETS:	69-70
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	واخد
     IS_TRANS:	wAxd
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~id_1]
   UNSPLITVOC:	(wi>ax~id)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>ax~id+(null)
        GLOSS:	and+take/begin/be taken/convey/treat/chose/receive and gain/marry+he/it

 INPUT STRING:	اشاره
     IS_TRANS:	A$Arh
        INDEX:	P22W2
      OFFSETS:	5-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i$Arap_1]
   UNSPLITVOC:	(<i$Arap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<i$Ar+ap
        GLOSS:	mentioning/pointing out/indication/mention/sign/signal/indications/mentions+[fem.sg.]

 INPUT STRING:	خطاء
     IS_TRANS:	xTA'
        INDEX:	P22W3
      OFFSETS:	11-15
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(xTA')
          POS:	TYPO
          VOC:	xTA'
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W4
      OFFSETS:	15-16
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W5
      OFFSETS:	16-17
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مما
     IS_TRANS:	mmA
        INDEX:	P22W6
      OFFSETS:	18-21
       TOKENS:	P22W7-P22W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mim~A_3]
   UNSPLITVOC:	(mim~A)
          POS:	PREP+SUB_CONJ
          VOC:	min+mA
        GLOSS:	from+that/if/unless/whether/as long as/as soon as

 INPUT STRING:	ترتب
     IS_TRANS:	trtb
        INDEX:	P22W7
      OFFSETS:	22-26
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(trtb)
          POS:	NO_FUNC
          VOC:	trtb
        GLOSS:	nogloss

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P22W8
      OFFSETS:	27-29
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>in~)
          POS:	SUB_CONJ
          VOC:	>in~
        GLOSS:	that

 INPUT STRING:	الكتيبه
     IS_TRANS:	Alktybh
        INDEX:	P22W9
      OFFSETS:	30-37
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katiybap_1]
   UNSPLITVOC:	(Alkatiybap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+katiyb+ap
        GLOSS:	the+brigade/squadron/corps/brigades/squadrons+[fem.sg.]

 INPUT STRING:	بتاعته
     IS_TRANS:	btAEth
        INDEX:	P22W10
      OFFSETS:	38-44
       TOKENS:	P22W12-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEituh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	bitAE+ap+uh
        GLOSS:	thing/owned by/something/property/commodities/that of/belonging to/goods+[fem.sg.]+his/its

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P22W11
      OFFSETS:	45-49
       TOKENS:	P22W14-P22W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~i+hA
        GLOSS:	all/entire/every/whole+its/their/her

 INPUT STRING:	ماتت
     IS_TRANS:	mAtt
        INDEX:	P22W12
      OFFSETS:	50-54
       TOKENS:	P22W16-P22W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(mAtit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	mAt+it
        GLOSS:	die/pass away+it/they/she

 INPUT STRING:	معاده
     IS_TRANS:	mEAdh
        INDEX:	P22W13
      OFFSETS:	55-60
       TOKENS:	P22W17-P22W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mEAdh)
          POS:	TYPO
          VOC:	mEAdh
        GLOSS:	nogloss

 INPUT STRING:	هوه
     IS_TRANS:	hwh
        INDEX:	P22W14
      OFFSETS:	61-64
       TOKENS:	P22W18-P22W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~ah_1]
   UNSPLITVOC:	(huw~ah)
          POS:	PRON_3MS
          VOC:	huw~ah
        GLOSS:	it/he

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P23W2
      OFFSETS:	5-8
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	جري
     IS_TRANS:	jry
        INDEX:	P23W3
      OFFSETS:	9-12
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[joriy_1]
   UNSPLITVOC:	(jiriy)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	jiriy+(null)
        GLOSS:	go/run+he/it

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P23W4
      OFFSETS:	13-14
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ساب
     IS_TRANS:	sAb
        INDEX:	P23W5
      OFFSETS:	15-18
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(sAb)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sAb+(null)
        GLOSS:	flow/neglect+he/it

 INPUT STRING:	ميدان
     IS_TRANS:	mydAn
        INDEX:	P23W6
      OFFSETS:	19-24
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(miydAn)
          POS:	NOUN
          VOC:	miydAn
        GLOSS:	square/field/domain/arena/fields/domains/arenas/orchard

 INPUT STRING:	الحرب
     IS_TRANS:	AlHrb
        INDEX:	P23W7
      OFFSETS:	25-30
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(AlHarob)
          POS:	DET+NOUN
          VOC:	Al+Harob
        GLOSS:	the+war/warfare/wars

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	ظابط
     IS_TRANS:	ZAbT
        INDEX:	P24W2
      OFFSETS:	3-7
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAbiT_1]
   UNSPLITVOC:	(ZAbiT)
          POS:	NOUN
          VOC:	ZAbiT
        GLOSS:	officers

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P24W3
      OFFSETS:	8-10
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P24W4
      OFFSETS:	11-16
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P24W5
      OFFSETS:	17-21
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P24W6
      OFFSETS:	22-26
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	good

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P24W7
      OFFSETS:	27-33
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P24W8
      OFFSETS:	34-36
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	وكفايه
     IS_TRANS:	wkfAyh
        INDEX:	P25W1
      OFFSETS:	0-6
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(wikifAyap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+kifAy+ap
        GLOSS:	and+sufficiency/competence+[fem.sg.]

 INPUT STRING:	نفاق
     IS_TRANS:	nfAq
        INDEX:	P25W2
      OFFSETS:	7-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifAq_1]
   UNSPLITVOC:	(nifAq)
          POS:	NOUN
          VOC:	nifAq
        GLOSS:	expenditure/disbursement

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W3
      OFFSETS:	12-14
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الراجل
     IS_TRANS:	AlrAjl
        INDEX:	P25W4
      OFFSETS:	15-21
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(Alr~Ajil)
          POS:	DET+NOUN
          VOC:	Al+rAjil
        GLOSS:	the+man/men/pedestrian/pedestrians

 INPUT STRING:	خلصنا
     IS_TRANS:	xlSnA
        INDEX:	P26W1
      OFFSETS:	0-5
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiliS_1]
   UNSPLITVOC:	(xiliSnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	xiliS+nA
        GLOSS:	end/ebe concluded/get rid of/cease/get rid/finish+we

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W2
      OFFSETS:	6-8
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الطلعه
     IS_TRANS:	AlTlEh
        INDEX:	P26W3
      OFFSETS:	9-15
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAloEap_1]
   UNSPLITVOC:	(AlT~aloEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+TaloE+ap
        GLOSS:	the+outset/beginning+[fem.sg.]

 INPUT STRING:	الجويه
     IS_TRANS:	Aljwyh
        INDEX:	P26W4
      OFFSETS:	16-22
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~iy_1]
   UNSPLITVOC:	(Aljaw~iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jaw~iy~+ap
        GLOSS:	the+aerial+[fem.sg.]

 INPUT STRING:	حيعمله
     IS_TRANS:	HyEmlh
        INDEX:	P26W5
      OFFSETS:	23-29
       TOKENS:	P26W5-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eimil_1]
   UNSPLITVOC:	(HayiEomiluh)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	Ha+yi+Eomil+uh
        GLOSS:	will+he/it+function/make/act/be done/do/did+it/him

 INPUT STRING:	تاريخ
     IS_TRANS:	tAryx
        INDEX:	P26W6
      OFFSETS:	30-35
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAriyx_1]
   UNSPLITVOC:	(tAriyx)
          POS:	NOUN
          VOC:	tAriyx
        GLOSS:	date/history/dates/histories

 INPUT STRING:	مزيف
     IS_TRANS:	mzyf
        INDEX:	P26W7
      OFFSETS:	36-40
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muzay~af_1]
   UNSPLITVOC:	(muzay~af)
          POS:	ADJ
          VOC:	muzay~af
        GLOSS:	forged/counterfeit/pseudo

 INPUT STRING:	ليطنظاوي
     IS_TRANS:	lyTnZAwy
        INDEX:	P26W8
      OFFSETS:	41-49
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lyTnZAwy)
          POS:	TYPO
          VOC:	lyTnZAwy
        GLOSS:	nogloss

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P27W1
      OFFSETS:	0-2
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P27W2
      OFFSETS:	3-5
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	جيش
     IS_TRANS:	jy$
        INDEX:	P27W3
      OFFSETS:	6-9
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(jay$)
          POS:	NOUN
          VOC:	jay$
        GLOSS:	army/troops

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P27W4
      OFFSETS:	10-13
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	العظيم
     IS_TRANS:	AlEZym
        INDEX:	P27W5
      OFFSETS:	14-20
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaZiym_1]
   UNSPLITVOC:	(AlEaZiym)
          POS:	DET+ADJ
          VOC:	Al+EaZiym
        GLOSS:	the+great/powerful

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P27W6
      OFFSETS:	21-25
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P27W7
      OFFSETS:	26-28
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	العالم
     IS_TRANS:	AlEAlm
        INDEX:	P27W8
      OFFSETS:	29-35
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlam_1]
   UNSPLITVOC:	(AlEAlam)
          POS:	DET+NOUN
          VOC:	Al+EAlam
        GLOSS:	the+world/worlds

 INPUT STRING:	بيعمله
     IS_TRANS:	byEmlh
        INDEX:	P27W9
      OFFSETS:	36-42
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(byEmlh)
          POS:	NO_FUNC
          VOC:	byEmlh
        GLOSS:	nogloss

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P27W10
      OFFSETS:	43-46
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thousand

 INPUT STRING:	حساب
     IS_TRANS:	HsAb
        INDEX:	P27W11
      OFFSETS:	47-51
       TOKENS:	P27W11-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HisAb_1]
   UNSPLITVOC:	(HisAb)
          POS:	NOUN
          VOC:	HisAb
        GLOSS:	calculation/appraisal/invoice/expense/account

 INPUT STRING:	واليهود
     IS_TRANS:	wAlyhwd
        INDEX:	P28W1
      OFFSETS:	0-7
       TOKENS:	P28W1-P28W2
