 INPUT STRING:	ليه
        LEMMA:	[$ugolAnap_1]
   UNSPLITVOC:	($ugolAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ugolAn+ap
        GLOSS:	work+[fem.sg.]

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P17W9
      OFFSETS:	42-43
       TOKENS:	P17W13-P17W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P17W10
      OFFSETS:	43-45
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	يوضح
     IS_TRANS:	ywDH
        INDEX:	P17W11
      OFFSETS:	46-50
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waDaH_1]
   UNSPLITVOC:	(yiwoDaH)
          POS:	IV3MS+IV
          VOC:	yi+woDaH
        GLOSS:	he/it+become clear/become evident/appear

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P17W12
      OFFSETS:	51-54
       TOKENS:	P17W16-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P17W13
      OFFSETS:	55-57
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مضبوط
     IS_TRANS:	mDbwT
        INDEX:	P17W14
      OFFSETS:	58-63
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maDobuwT_1]
   UNSPLITVOC:	(maDobuwT)
          POS:	ADJ
          VOC:	maDobuwT
        GLOSS:	controlled/regulated

 INPUT STRING:	وعايز
     IS_TRANS:	wEAyz
        INDEX:	P17W15
      OFFSETS:	64-69
       TOKENS:	P17W20-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(wiEAyiz)
          POS:	CONJ+ADJ
          VOC:	wi+EAyiz
        GLOSS:	and+wanting

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P17W16
      OFFSETS:	70-74
       TOKENS:	P17W22-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	معينة
     IS_TRANS:	mEynp
        INDEX:	P17W17
      OFFSETS:	75-80
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~anap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muEay~an+ap
        GLOSS:	fixed/determined/prescribed+[fem.sg.]

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P17W18
      OFFSETS:	81-82
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P17W19
      OFFSETS:	82-85
       TOKENS:	P17W25-P17W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+no/non-/not

 INPUT STRING:	لاقى
     IS_TRANS:	lAqY
        INDEX:	P17W20
      OFFSETS:	86-90
       TOKENS:	P17W27-P17W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqiy_1]
   UNSPLITVOC:	(lAqiy)
          POS:	ADJ
          VOC:	lAqiy
        GLOSS:	finding

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P17W21
      OFFSETS:	91-96
       TOKENS:	P17W28-P17W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	عبرته
     IS_TRANS:	Ebrth
        INDEX:	P17W22
      OFFSETS:	97-102
       TOKENS:	P17W29-P17W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eab~ar_1]
   UNSPLITVOC:	(Eab~arituh)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3MS
          VOC:	Eab~ar+it+uh
        GLOSS:	express/be expressed+it/they/she+it/him

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P17W23
      OFFSETS:	103-106
       TOKENS:	P17W31-P17W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	فاكر
     IS_TRANS:	fAkr
        INDEX:	P17W24
      OFFSETS:	107-111
       TOKENS:	P17W32-P17W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAkir_1]
   UNSPLITVOC:	(fAkir)
          POS:	ADJ.VN
          VOC:	fAkir
        GLOSS:	remembering/remmebering

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P17W25
      OFFSETS:	112-117
       TOKENS:	P17W33-P17W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P17W26
      OFFSETS:	118-121
       TOKENS:	P17W34-P17W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	هتتحايل
     IS_TRANS:	httHAyl
        INDEX:	P17W27
      OFFSETS:	122-129
       TOKENS:	P17W35-P17W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHAyil_1]
   UNSPLITVOC:	(HatitoHAyil)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+toHAyil
        GLOSS:	will+it/they/she+try convince

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P17W28
      OFFSETS:	130-134
       TOKENS:	P17W37-P17W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P17W29
      OFFSETS:	135-139
       TOKENS:	P17W39-P17W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	يرشح
     IS_TRANS:	yr$H
        INDEX:	P17W30
      OFFSETS:	140-144
       TOKENS:	P17W41-P17W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra$~aH_1]
   UNSPLITVOC:	(yira$~aH)
          POS:	IV3MS+IV
          VOC:	yi+ra$~aH
        GLOSS:	he/it+nominate/appoint as candidate/be nominated/be appointed as candidate

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P17W31
      OFFSETS:	145-149
       TOKENS:	P17W42-P17W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves/soul/souls+his/its

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P18W1
      OFFSETS:	0-3
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+no/non-/not

 INPUT STRING:	هيكسب
     IS_TRANS:	hyksb
        INDEX:	P18W2
      OFFSETS:	4-9
       TOKENS:	P18W3-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kisib_1]
   UNSPLITVOC:	(Hayikosab)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+kosab
        GLOSS:	will+he/it+gain/win/obtain

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P18W3
      OFFSETS:	10-13
       TOKENS:	P18W5-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	كسب
     IS_TRANS:	ksb
        INDEX:	P18W4
      OFFSETS:	14-17
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kisib_1]
   UNSPLITVOC:	(kisib)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kisib+(null)
        GLOSS:	gain/win/obtain+he/it

 INPUT STRING:	هيحكم
     IS_TRANS:	hyHkm
        INDEX:	P18W5
      OFFSETS:	18-23
       TOKENS:	P18W8-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(HayuHokum)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yu+Hokum
        GLOSS:	will+he/it+judge/sentence/be judged/be sentenced/rule/govern/be rule/be governed

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P18W6
      OFFSETS:	24-29
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P18W7
      OFFSETS:	30-33
       TOKENS:	P18W11-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	while+it/he

 INPUT STRING:	عايش
     IS_TRANS:	EAy$
        INDEX:	P18W8
      OFFSETS:	34-38
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyi$)
          POS:	ADJ
          VOC:	EAyi$
        GLOSS:	living

 INPUT STRING:	برده
     IS_TRANS:	brdh
        INDEX:	P18W9
      OFFSETS:	39-43
       TOKENS:	P18W14-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too/as well (as)/along with/in addition (to)/then/afterwards/next

 INPUT STRING:	ويبعت
     IS_TRANS:	wybEt
        INDEX:	P18W10
      OFFSETS:	44-49
       TOKENS:	P18W15-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(wiyiboEat)
          POS:	PART+IV3MS+IV
          VOC:	wi+yi+boEat
        GLOSS:	so/and+he/it+send

 INPUT STRING:	للشعب
     IS_TRANS:	ll$Eb
        INDEX:	P18W11
      OFFSETS:	50-55
       TOKENS:	P18W17-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(lil$~aEob)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+$aEob
        GLOSS:	for/to+the+people/nation/peoples/nations

 INPUT STRING:	ايميلات
     IS_TRANS:	AymylAt
        INDEX:	P18W12
      OFFSETS:	56-63
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AymylAt)
          POS:	FOREIGN
          VOC:	AymylAt
        GLOSS:	nogloss

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P18W13
      OFFSETS:	64-67
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	but not

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P18W14
      OFFSETS:	68-71
       TOKENS:	P18W21-P18W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اذا
     IS_TRANS:	A*A
        INDEX:	P18W15
      OFFSETS:	72-75
       TOKENS:	P18W22-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai*A_1]
   UNSPLITVOC:	(<i*A)
          POS:	SUB_CONJ
          VOC:	<i*A
        GLOSS:	If/whether/when/whenever

 INPUT STRING:	مكنش
     IS_TRANS:	mkn$
        INDEX:	P18W16
      OFFSETS:	76-80
       TOKENS:	P18W23-P18W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kan~_1]
   UNSPLITVOC:	(mA_kan~i$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kan~+(null)+$
        GLOSS:	not+be/was/were+he/it+not

 INPUT STRING:	قادر
     IS_TRANS:	qAdr
        INDEX:	P18W17
      OFFSETS:	81-85
       TOKENS:	P18W26-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdir)
          POS:	ADJ.VN
          VOC:	qAdir
        GLOSS:	capable/able

 INPUT STRING:	يقعد
     IS_TRANS:	yqEd
        INDEX:	P18W18
      OFFSETS:	86-90
       TOKENS:	P18W27-P18W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(yuqoEud)
          POS:	IV3MS+IV
          VOC:	yu+qoEud
        GLOSS:	he/it+sit down/be seated/remain

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P18W19
      OFFSETS:	91-93
       TOKENS:	P18W28-P18W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الميدان
     IS_TRANS:	AlmydAn
        INDEX:	P18W20
      OFFSETS:	94-101
       TOKENS:	P18W29-P18W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(AlmiydAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+miydAn
        GLOSS:	the+Midan/almidan

 INPUT STRING:	ربع
     IS_TRANS:	rbE
        INDEX:	P18W21
      OFFSETS:	102-105
       TOKENS:	P18W30-P18W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruboE_1]
   UNSPLITVOC:	(ruboE)
          POS:	NOUN_QUANT
          VOC:	ruboE
        GLOSS:	quarter

 INPUT STRING:	ساعة
     IS_TRANS:	sAEp
        INDEX:	P18W22
      OFFSETS:	106-110
       TOKENS:	P18W31-P18W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	وقال
     IS_TRANS:	wqAl
        INDEX:	P18W23
      OFFSETS:	111-115
       TOKENS:	P18W32-P18W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qAl+(null)
        GLOSS:	and+said/say/be said/(for example)+he/it

 INPUT STRING:	اتخنقت
     IS_TRANS:	Atxnqt
        INDEX:	P18W24
      OFFSETS:	116-122
       TOKENS:	P18W34-P18W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitoxanaq_1]
   UNSPLITVOC:	(Aitoxanaqt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Aitoxanaq+t
        GLOSS:	choke/suppress/throttle down/be choked/floded/have the breath squeezed/deprive/deny+I

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W25
      OFFSETS:	123-125
       TOKENS:	P18W35-P18W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الزحمة
     IS_TRANS:	AlzHmp
        INDEX:	P18W26
      OFFSETS:	126-132
       TOKENS:	P18W36-P18W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaHomap_1]
   UNSPLITVOC:	(Alz~aHomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+zaHom+ap
        GLOSS:	the+crowded/jam+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يكشفه
     IS_TRANS:	yk$fh
        INDEX:	P19W2
      OFFSETS:	5-10
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka$af_1]
   UNSPLITVOC:	(yiko$ifuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+ko$if+uh
        GLOSS:	he/it+discover/reveal/disclose/examine/be discovered/be revealed/be disclosed+it/him

 INPUT STRING:	بأذن
     IS_TRANS:	b>*n
        INDEX:	P19W3
      OFFSETS:	11-15
       TOKENS:	P19W5-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i*on_1]
   UNSPLITVOC:	(bi<i*on)
          POS:	PREP+NOUN
          VOC:	bi+<i*on
        GLOSS:	with/by+permission/authorization/bonds

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P19W4
      OFFSETS:	16-20
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	god

 INPUT STRING:	مه
     IS_TRANS:	mh
        INDEX:	P20W1
      OFFSETS:	0-2
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mh)
          POS:	TYPO
          VOC:	mh
        GLOSS:	nogloss

 INPUT STRING:	معروف
     IS_TRANS:	mErwf
        INDEX:	P20W2
      OFFSETS:	3-8
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(maEoruwf)
          POS:	ADJ
          VOC:	maEoruwf
        GLOSS:	known/well-known

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P20W3
      OFFSETS:	9-11
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	انساحة
     IS_TRANS:	AnsAHp
        INDEX:	P20W4
      OFFSETS:	12-18
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AnsAHp)
          POS:	TYPO
          VOC:	AnsAHp
        GLOSS:	nogloss

 INPUT STRING:	لعبة
     IS_TRANS:	lEbp
        INDEX:	P20W5
      OFFSETS:	19-23
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEobap_1]
   UNSPLITVOC:	(liEobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	liEob+ap
        GLOSS:	sport/sports/games/playing+[fem.sg.]

 INPUT STRING:	سياسية
     IS_TRANS:	syAsyp
        INDEX:	P20W6
      OFFSETS:	24-30
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(siyAsiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	siyAsiy~+ap
        GLOSS:	political+[fem.sg.]

 INPUT STRING:	ومعروف
     IS_TRANS:	wmErwf
        INDEX:	P20W7
      OFFSETS:	31-37
       TOKENS:	P20W7-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(wimaEoruwf)
          POS:	CONJ+ADJ
          VOC:	wi+maEoruwf
        GLOSS:	and+known/well-known

 INPUT STRING:	بردة
     IS_TRANS:	brdp
        INDEX:	P20W8
      OFFSETS:	38-42
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too/as well (as)/along with/in addition (to)/then/afterwards/next

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P20W9
      OFFSETS:	43-46
       TOKENS:	P20W10-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he

 INPUT STRING:	هيرجع
     IS_TRANS:	hyrjE
        INDEX:	P20W10
      OFFSETS:	47-52
       TOKENS:	P20W12-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(HayirojaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+rojaE
        GLOSS:	will+he/it+go back/return/came back

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P20W11
