 INPUT STRING:	زى
        INDEX:	P13W5
      OFFSETS:	23-29
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajoriym_1]
   UNSPLITVOC:	(witajoriym)
          POS:	CONJ+NOUN
          VOC:	wi+tajoriym
        GLOSS:	and+criminalization/incrimination

 INPUT STRING:	الدروس
     IS_TRANS:	Aldrws
        INDEX:	P13W6
      OFFSETS:	30-36
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daros_1]
   UNSPLITVOC:	(Ald~uruws)
          POS:	DET+NOUN
          VOC:	Al+duruws
        GLOSS:	the+lesson/study/lessons/classes

 INPUT STRING:	الخصوصية
     IS_TRANS:	AlxSwSyp
        INDEX:	P13W7
      OFFSETS:	37-45
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlxuSuwSiy~_1]
   UNSPLITVOC:	(AlxuSuwSiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xuSuwSiy~+ap
        GLOSS:	the+private/personal/special+[fem.sg.]

 INPUT STRING:	وتطوير
     IS_TRANS:	wtTwyr
        INDEX:	P13W8
      OFFSETS:	46-52
       TOKENS:	P13W12-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taTowiyr_1]
   UNSPLITVOC:	(witaTowiyr)
          POS:	CONJ+NOUN
          VOC:	wi+taTowiyr
        GLOSS:	and+development/advancement/promotion

 INPUT STRING:	المناهج
     IS_TRANS:	AlmnAhj
        INDEX:	P13W9
      OFFSETS:	53-60
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohaj_1]
   UNSPLITVOC:	(AlmanAhij)
          POS:	DET+NOUN
          VOC:	Al+manAhij
        GLOSS:	the+methods/approaches/programs/curricula

 INPUT STRING:	وإضافة
     IS_TRANS:	w<DAfp
        INDEX:	P13W10
      OFFSETS:	61-67
       TOKENS:	P13W15-P13W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iDAfap_1]
   UNSPLITVOC:	(wi<iDAfap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+<iDAf+ap
        GLOSS:	and+addition/appending+[fem.sg.]

 INPUT STRING:	التربية
     IS_TRANS:	Altrbyp
        INDEX:	P13W11
      OFFSETS:	68-75
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarobiyap_1]
   UNSPLITVOC:	(Alt~arobiyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+tarobiy+ap
        GLOSS:	the+education/pedagogy/breeding+[fem.sg.]

 INPUT STRING:	الإسلامية
     IS_TRANS:	Al<slAmyp
        INDEX:	P13W12
      OFFSETS:	76-85
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAmiy_1]
   UNSPLITVOC:	(Al<isolAmiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+<isolAmiy~+ap
        GLOSS:	the+Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	للمجموع
     IS_TRANS:	llmjmwE
        INDEX:	P13W13
      OFFSETS:	86-93
       TOKENS:	P13W19-P13W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majomuwE_1]
   UNSPLITVOC:	(lilmajomuwE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+majomuwE
        GLOSS:	for/to+the+total

 INPUT STRING:	منع
     IS_TRANS:	mnE
        INDEX:	P13W14
      OFFSETS:	94-97
       TOKENS:	P13W21-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoE_1]
   UNSPLITVOC:	(manoE)
          POS:	NOUN
          VOC:	manoE
        GLOSS:	prevention/interdiction

 INPUT STRING:	ترحيل
     IS_TRANS:	trHyl
        INDEX:	P13W15
      OFFSETS:	98-103
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taroHiyl_1]
   UNSPLITVOC:	(taroHiyl)
          POS:	NOUN
          VOC:	taroHiyl
        GLOSS:	deportation/evacuation/exodus

 INPUT STRING:	الطلاب
     IS_TRANS:	AlTlAb
        INDEX:	P13W16
      OFFSETS:	104-110
       TOKENS:	P13W23-P13W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(AlT~ul~Ab)
          POS:	DET+NOUN
          VOC:	Al+Tul~Ab
        GLOSS:	the+student/students

 INPUT STRING:	للمرحلة
     IS_TRANS:	llmrHlp
        INDEX:	P13W17
      OFFSETS:	111-118
       TOKENS:	P13W24-P13W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(lilmaroHalap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+maroHal+ap
        GLOSS:	for/to+the+phase/stage/round+[fem.sg.]

 INPUT STRING:	الإعدادية
     IS_TRANS:	Al<EdAdyp
        INDEX:	P13W18
      OFFSETS:	119-128
       TOKENS:	P13W26-P13W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEodAdiy~ap_1]
   UNSPLITVOC:	(AlAiEodAdiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+AiEodAdiy~+ap
        GLOSS:	the+preliminary/preparatory+[fem.sg.]

 INPUT STRING:	بقوة
     IS_TRANS:	bqwp
        INDEX:	P13W19
      OFFSETS:	129-133
       TOKENS:	P13W27-P13W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(biquw~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+quw~+ap
        GLOSS:	with/by+power/strength/force/violence/armed forces/power/forces+[fem.sg.]

 INPUT STRING:	القانون
     IS_TRANS:	AlqAnwn
        INDEX:	P13W20
      OFFSETS:	134-141
       TOKENS:	P13W29-P13W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(AlqAnuwn)
          POS:	DET+NOUN
          VOC:	Al+qAnuwn
        GLOSS:	the+law/statutes/regulations

 INPUT STRING:	ووضع
     IS_TRANS:	wwDE
        INDEX:	P13W21
      OFFSETS:	142-146
       TOKENS:	P13W30-P13W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waDoE_1]
   UNSPLITVOC:	(wiwaDoE)
          POS:	CONJ+NOUN
          VOC:	wi+waDoE
        GLOSS:	and+laying down/putting/placing

 INPUT STRING:	ضوابط
     IS_TRANS:	DwAbT
        INDEX:	P13W22
      OFFSETS:	147-152
       TOKENS:	P13W32-P13W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_1]
   UNSPLITVOC:	(DawAbiT)
          POS:	NOUN
          VOC:	DawAbiT
        GLOSS:	precepts/restraining orders

 INPUT STRING:	تجعل
     IS_TRANS:	tjEl
        INDEX:	P13W23
      OFFSETS:	153-157
       TOKENS:	P13W33-P13W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(tijoEal)
          POS:	IV3FS+IV
          VOC:	ti+joEal
        GLOSS:	she+make/bring about

 INPUT STRING:	الطلاب
     IS_TRANS:	AlTlAb
        INDEX:	P13W24
      OFFSETS:	158-164
       TOKENS:	P13W34-P13W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(AlT~ul~Ab)
          POS:	DET+NOUN
          VOC:	Al+Tul~Ab
        GLOSS:	the+student/students

 INPUT STRING:	يحترمون
     IS_TRANS:	yHtrmwn
        INDEX:	P13W25
      OFFSETS:	165-172
       TOKENS:	P13W35-P13W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iHtaram_1]
   UNSPLITVOC:	(yaHotarimuwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ya+Hotarim+uwn
        GLOSS:	they (people)+respect/revere+[pl.]

 INPUT STRING:	المعلم
     IS_TRANS:	AlmElm
        INDEX:	P13W26
      OFFSETS:	173-179
       TOKENS:	P13W36-P13W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEal~im_1]
   UNSPLITVOC:	(AlmuEal~im)
          POS:	DET+NOUN
          VOC:	Al+muEal~im
        GLOSS:	the+teacher

 INPUT STRING:	والمدرسة
     IS_TRANS:	wAlmdrsp
        INDEX:	P13W27
      OFFSETS:	180-188
       TOKENS:	P13W37-P13W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(wiAlmadorasap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+madoras+ap
        GLOSS:	and+the+school+[fem.sg.]

 INPUT STRING:	وفصل
     IS_TRANS:	wfSl
        INDEX:	P13W28
      OFFSETS:	189-193
       TOKENS:	P13W39-P13W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faSol_1]
   UNSPLITVOC:	(wifaSol)
          POS:	CONJ+NOUN
          VOC:	wi+faSol
        GLOSS:	and+detaching/separating/cutting off

 INPUT STRING:	البلطجية
     IS_TRANS:	AlblTjyp
        INDEX:	P13W29
      OFFSETS:	194-202
       TOKENS:	P13W41-P13W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(AlbaloTajiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+baloTajiy~+ap
        GLOSS:	the+gangster/ruffian+[fem.sg.]

 INPUT STRING:	وتحويل
     IS_TRANS:	wtHwyl
        INDEX:	P13W30
      OFFSETS:	203-209
       TOKENS:	P13W42-P13W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHowiyl_1]
   UNSPLITVOC:	(witaHowiyl)
          POS:	CONJ+NOUN
          VOC:	wi+taHowiyl
        GLOSS:	and+conversion/transfer

 INPUT STRING:	الضعاف
     IS_TRANS:	AlDEAf
        INDEX:	P13W31
      OFFSETS:	210-216
       TOKENS:	P13W44-P13W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DaEiyf_1]
   UNSPLITVOC:	(AlDiEAf)
          POS:	DET+NOUN
          VOC:	Al+DiEAf
        GLOSS:	the+weak/deficient

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P13W32
      OFFSETS:	217-220
       TOKENS:	P13W45-P13W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to

 INPUT STRING:	مستوى
     IS_TRANS:	mstwY
        INDEX:	P13W33
      OFFSETS:	221-226
       TOKENS:	P13W46-P13W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(musotawaY)
          POS:	NOUN
          VOC:	musotawaY
        GLOSS:	level/standard

 INPUT STRING:	تعليمى
     IS_TRANS:	tElymY
        INDEX:	P13W34
      OFFSETS:	227-233
       TOKENS:	P13W47-P13W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliymiy_1]
   UNSPLITVOC:	(taEoliymiy)
          POS:	ADJ
          VOC:	taEoliymiy
        GLOSS:	educational/pedagogical/instructional

 INPUT STRING:	آخر
     IS_TRANS:	|xr
        INDEX:	P13W35
      OFFSETS:	234-237
       TOKENS:	P13W48-P13W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(|xar)
          POS:	ADJ
          VOC:	|xar
        GLOSS:	other/another

 INPUT STRING:	ومختلف
     IS_TRANS:	wmxtlf
        INDEX:	P13W36
      OFFSETS:	238-244
       TOKENS:	P13W49-P13W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxotalif_1]
   UNSPLITVOC:	(wimuxotalif)
          POS:	CONJ+ADJ
          VOC:	wi+muxotalif
        GLOSS:	and+different/various

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P13W37
      OFFSETS:	245-247
       TOKENS:	P13W51-P13W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	التركيز
     IS_TRANS:	Altrkyz
        INDEX:	P13W38
      OFFSETS:	248-255
       TOKENS:	P13W52-P13W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarokiyz_1]
   UNSPLITVOC:	(Alt~arokiyz)
          POS:	DET+NOUN
          VOC:	Al+tarokiyz
        GLOSS:	the+emphasis/focus/concentration/installation

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W39
      OFFSETS:	256-259
       TOKENS:	P13W53-P13W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	تعليمهم
     IS_TRANS:	tElymhm
        INDEX:	P13W40
      OFFSETS:	260-267
       TOKENS:	P13W54-P13W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(taEoliymhum)
          POS:	NOUN.VN+POSS_PRON_3P
          VOC:	taEoliym+hum
        GLOSS:	education/teaching/instructions/precepts+their

 INPUT STRING:	حرف
     IS_TRANS:	Hrf
        INDEX:	P13W41
      OFFSETS:	268-271
       TOKENS:	P13W56-P13W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harof_1]
   UNSPLITVOC:	(Harof)
          POS:	NOUN
          VOC:	Harof
        GLOSS:	trade/handicrafts

 INPUT STRING:	تفيد
     IS_TRANS:	tfyd
        INDEX:	P13W42
      OFFSETS:	272-276
       TOKENS:	P13W57-P13W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afAd_1]
   UNSPLITVOC:	(tufiyd)
          POS:	IV3FS+IV
          VOC:	tu+fiyd
        GLOSS:	it/they/she+report/inform/provide/be reported/be provided

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P13W43
      OFFSETS:	277-284
       TOKENS:	P13W58-P13W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+society

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P13W44
      OFFSETS:	285-289
       TOKENS:	P13W59-P13W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	كدةتعطى
     IS_TRANS:	kdptETY
        INDEX:	P13W45
      OFFSETS:	290-297
       TOKENS:	P13W60-P13W60
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(kdptETY)
          POS:	NO_FUNC
          VOC:	kdptETY
        GLOSS:	nogloss

 INPUT STRING:	بداية
     IS_TRANS:	bdAyp
        INDEX:	P13W46
      OFFSETS:	298-303
       TOKENS:	P13W61-P13W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bidAyap_1]
   UNSPLITVOC:	(bidAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bidAy+ap
        GLOSS:	beginning/start+[fem.sg.]

 INPUT STRING:	طيبة
     IS_TRANS:	Tybp
        INDEX:	P13W47
      OFFSETS:	304-308
       TOKENS:	P13W62-P13W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tay~ib+ap
        GLOSS:	good/pleasant+[fem.sg.]

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P13W48
      OFFSETS:	309-311
       TOKENS:	P13W63-P13W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for+him

 INPUT STRING:	كوزير
     IS_TRANS:	kwzyr
        INDEX:	P13W49
      OFFSETS:	312-317
       TOKENS:	P13W65-P13W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(kawaziyr)
          POS:	PREP+NOUN
          VOC:	ka+waziyr
        GLOSS:	like/such+minister

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	الظاهر
     IS_TRANS:	AlZAhr
        INDEX:	P14W2
      OFFSETS:	4-10
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAhir_1]
   UNSPLITVOC:	(AlZ~Ahir)
          POS:	DET+NOUN
          VOC:	Al+ZAhir
        GLOSS:	the+apparent

 INPUT STRING:	إنه
     IS_TRANS:	<nh
        INDEX:	P14W3
      OFFSETS:	11-14
       TOKENS:	P14W3-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he

 INPUT STRING:	عبيط
     IS_TRANS:	EbyT
        INDEX:	P14W4
      OFFSETS:	15-19
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EabiyT_1]
   UNSPLITVOC:	(EabiyT)
          POS:	ADJ
          VOC:	EabiyT
        GLOSS:	fool

 INPUT STRING:	وهيخبط
     IS_TRANS:	whyxbT
        INDEX:	P14W5
      OFFSETS:	20-26
       TOKENS:	P14W6-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xab~aT_1]
   UNSPLITVOC:	(wiHayixab~aT)
          POS:	CONJ+FUT_PART+IV3MS+IV
          VOC:	wi+Ha+yi+xab~aT
        GLOSS:	and+will+he/it+beat/strike

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P14W6
      OFFSETS:	27-29
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحلل
     IS_TRANS:	AlHll
        INDEX:	P14W7
      OFFSETS:	30-35
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~ap_1]
   UNSPLITVOC:	(AlHilal)
          POS:	DET+NOUN
          VOC:	Al+Hilal
        GLOSS:	the+cooking pots

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P14W8
      OFFSETS:	36-41
       TOKENS:	P14W11-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	PART+NOUN
          VOC:	wi+rab~inA
        GLOSS:	[part.]+lord/master

 INPUT STRING:	يكفينا
     IS_TRANS:	ykfynA
        INDEX:	P14W9
      OFFSETS:	42-48
       TOKENS:	P14W13-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaf~aY_1]
   UNSPLITVOC:	(yikaf~iynA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+kaf~iy+nA
        GLOSS:	he+be enough/suffice+we

 INPUT STRING:	شر
     IS_TRANS:	$r
        INDEX:	P14W10
      OFFSETS:	49-51
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ar~_1]
   UNSPLITVOC:	($ar~)
          POS:	NOUN
          VOC:	$ar~
        GLOSS:	evil/malice

 INPUT STRING:	العبط
     IS_TRANS:	AlEbT
        INDEX:	P14W11
      OFFSETS:	52-57
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ALEabiyT_2]
   UNSPLITVOC:	(AlEubuT)
          POS:	DET+ADJ
          VOC:	Al+EubuT
        GLOSS:	the+prematurely dead/fresh

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P14W12
      OFFSETS:	58-62
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P14W13
      OFFSETS:	63-65
       TOKENS:	P14W18-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P14W14
      OFFSETS:	66-71
       TOKENS:	P14W19-P14W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P14W15
      OFFSETS:	72-74
       TOKENS:	P14W20-P14W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P15W1
      OFFSETS:	0-2
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	بالفعل
     IS_TRANS:	bAlfEl
        INDEX:	P15W2
      OFFSETS:	3-9
       TOKENS:	P15W2-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(biAlfiEol)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+fiEol
        GLOSS:	with/by+the+doing/act/action/actually/in effect/acts/actions/deeds/exploits

 INPUT STRING:	مرحلة
     IS_TRANS:	mrHlp
        INDEX:	P15W3
      OFFSETS:	10-15
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(maroHalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maroHal+ap
