 INPUT STRING:	لا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jah~az_1]
   UNSPLITVOC:	(biyijah~izuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+jah~iz+uwA
        GLOSS:	[present-tense]+they+prepare/supply+[pl.]

 INPUT STRING:	بالفلوس
     IS_TRANS:	bAlflws
        INDEX:	P12W3
      OFFSETS:	14-21
       TOKENS:	P12W4-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(biAlfiluws)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+filuws
        GLOSS:	with/by+the+money

 INPUT STRING:	صالات
     IS_TRANS:	SAlAt
        INDEX:	P12W4
      OFFSETS:	22-27
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAlap_1]
   UNSPLITVOC:	(SAlAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	SAl+At
        GLOSS:	halls+[fem.pl.]

 INPUT STRING:	جيمانزيم
     IS_TRANS:	jymAnzym
        INDEX:	P12W5
      OFFSETS:	28-36
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jymAnzym)
          POS:	FOREIGN
          VOC:	jymAnzym
        GLOSS:	nogloss

 INPUT STRING:	للوزرا
     IS_TRANS:	llwzrA
        INDEX:	P12W6
      OFFSETS:	37-43
       TOKENS:	P12W8-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(liAlwuzarA)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+wuzarA
        GLOSS:	to/for+the+ministers

 INPUT STRING:	وترابيزات
     IS_TRANS:	wtrAbyzAt
        INDEX:	P12W7
      OFFSETS:	44-53
       TOKENS:	P12W10-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarAbiyzap_1]
   UNSPLITVOC:	(witarAbiyzAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+tarAbiyz+At
        GLOSS:	and+table+[fem.pl.]

 INPUT STRING:	بنج
     IS_TRANS:	bnj
        INDEX:	P12W8
      OFFSETS:	54-57
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binoj_1]
   UNSPLITVOC:	(binoj)
          POS:	NOUN
          VOC:	binoj
        GLOSS:	henbane/anesthetic

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P12W9
      OFFSETS:	58-62
       TOKENS:	P12W13-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	صحتهم
     IS_TRANS:	SHthm
        INDEX:	P12W10
      OFFSETS:	63-68
       TOKENS:	P12W15-P12W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~ap_1]
   UNSPLITVOC:	(SiH~ithum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	SiH~+ap+hum
        GLOSS:	health/authenticity/truth/correctness+[fem.sg.]+their

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P12W11
      OFFSETS:	69-73
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+be/become

 INPUT STRING:	كويسة
     IS_TRANS:	kwysp
        INDEX:	P12W12
      OFFSETS:	74-79
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~isap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kuway~is+ap
        GLOSS:	good+[fem.sg.]

 INPUT STRING:	ويقدروا
     IS_TRANS:	wyqdrwA
        INDEX:	P12W13
      OFFSETS:	80-87
       TOKENS:	P12W19-P12W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(wiyiqodaruwA)
          POS:	CONJ+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wi+yi+qodar+uwA
        GLOSS:	and+they+be able+[pl.]

 INPUT STRING:	يواصلوا
     IS_TRANS:	ywASlwA
        INDEX:	P12W14
      OFFSETS:	88-95
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ywASlwA)
          POS:	NO_FUNC
          VOC:	ywASlwA
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W15
      OFFSETS:	96-98
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نهب
     IS_TRANS:	nhb
        INDEX:	P12W16
      OFFSETS:	99-102
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahob_1]
   UNSPLITVOC:	(nahob)
          POS:	NOUN
          VOC:	nahob
        GLOSS:	by stealing/by robbery/by looting

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P12W17
      OFFSETS:	103-108
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P13W1
      OFFSETS:	0-5
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	حكومه
     IS_TRANS:	Hkwmh
        INDEX:	P13W2
      OFFSETS:	6-11
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(Hukuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hukuwm+ap
        GLOSS:	government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P13W3
      OFFSETS:	12-14
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P13W4
      OFFSETS:	15-18
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P13W5
      OFFSETS:	19-22
       TOKENS:	P13W6-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	PREP+it/him

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P13W6
      OFFSETS:	23-25
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	هوايه
     IS_TRANS:	hwAyh
        INDEX:	P13W7
      OFFSETS:	26-31
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiwAyap_1]
   UNSPLITVOC:	(hiwAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hiwAy+ap
        GLOSS:	hobby/passion+[fem.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P13W8
      OFFSETS:	32-35
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P13W9
      OFFSETS:	36-40
       TOKENS:	P13W11-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	تسرق
     IS_TRANS:	tsrq
        INDEX:	P14W1
      OFFSETS:	0-4
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(tisoraq)
          POS:	IV3FS+IV
          VOC:	ti+soraq
        GLOSS:	it/they/she+accuse of theft

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P14W2
      OFFSETS:	5-8
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ثم
     IS_TRANS:	vm
        INDEX:	P14W3
      OFFSETS:	9-11
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vum~a_1]
   UNSPLITVOC:	(vum~a)
          POS:	CONJ
          VOC:	vum~a
        GLOSS:	then, afterwards, next, moreover

 INPUT STRING:	تبيعها
     IS_TRANS:	tbyEhA
        INDEX:	P14W4
      OFFSETS:	12-18
       TOKENS:	P14W4-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAE_1]
   UNSPLITVOC:	(tibiyEhA)
          POS:	IV3FS+IV+IVSUFF_DO:3FS
          VOC:	ti+biyE+hA
        GLOSS:	it/they/she+sell+it/them/her

 INPUT STRING:	بردو
     IS_TRANS:	brdw
        INDEX:	P14W5
      OFFSETS:	19-23
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P14W6
      OFFSETS:	24-29
       TOKENS:	P14W7-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	يسرقو
     IS_TRANS:	ysrqw
        INDEX:	P14W7
      OFFSETS:	30-35
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(yisoraquwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+soraq+uwA
        GLOSS:	they+accuse of theft+we

 INPUT STRING:	الفلوس
     IS_TRANS:	Alflws
        INDEX:	P14W8
      OFFSETS:	36-42
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filuws_1]
   UNSPLITVOC:	(Alfiluws)
          POS:	DET+NOUN
          VOC:	Al+filuws
        GLOSS:	the+money

 INPUT STRING:	بتاعه
     IS_TRANS:	btAEh
        INDEX:	P14W9
      OFFSETS:	43-48
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bitAE+ap
        GLOSS:	property+[fem.sg.]

 INPUT STRING:	البيع
     IS_TRANS:	AlbyE
        INDEX:	P14W10
      OFFSETS:	49-54
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayE_1]
   UNSPLITVOC:	(AlbayE)
          POS:	DET+NOUN
          VOC:	Al+bayE
        GLOSS:	the+sale/selling/sales

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	جدول
     IS_TRANS:	jdwl
        INDEX:	P15W2
      OFFSETS:	4-8
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadowal_1]
   UNSPLITVOC:	(jadowal)
          POS:	NOUN
          VOC:	jadowal
        GLOSS:	schedule/chart/schedules/charts

 INPUT STRING:	اعمال
     IS_TRANS:	AEmAl
        INDEX:	P15W3
      OFFSETS:	9-14
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AEomAl)
          POS:	NOUN
          VOC:	AEomAl
        GLOSS:	works/acts

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P15W4
      OFFSETS:	15-17
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/every

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P15W5
      OFFSETS:	18-22
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	ووزير
     IS_TRANS:	wwzyr
        INDEX:	P15W6
      OFFSETS:	23-28
       TOKENS:	P15W6-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(wiwaziyr)
          POS:	CONJ+NOUN
          VOC:	wi+waziyr
        GLOSS:	and+minister

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P15W7
      OFFSETS:	29-31
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يحتوى
     IS_TRANS:	yHtwY
        INDEX:	P15W8
      OFFSETS:	32-37
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iHotawaY_1]
   UNSPLITVOC:	(yaHotawiy)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+Hotawiy+(null)
        GLOSS:	he/it+contain/include+[ind.]

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P15W9
      OFFSETS:	38-41
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except for

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P15W10
      OFFSETS:	42-45
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	جمله
     IS_TRANS:	jmlh
        INDEX:	P15W11
      OFFSETS:	46-50
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumolap_1]
   UNSPLITVOC:	(jumolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jumol+ap
        GLOSS:	sentence/clause/sentences/clauses+[fem.sg.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P15W12
      OFFSETS:	51-56
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	نسرق
     IS_TRANS:	nsrq
        INDEX:	P15W13
      OFFSETS:	57-61
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(nisoraq)
          POS:	IV1P+IV
          VOC:	ni+soraq
        GLOSS:	we+steal/rob

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P15W14
      OFFSETS:	62-65
       TOKENS:	P15W15-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ونبيع
     IS_TRANS:	wnbyE
        INDEX:	P15W15
      OFFSETS:	66-71
       TOKENS:	P15W16-P15W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAE_1]
   UNSPLITVOC:	(winibiyE)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+biyE
        GLOSS:	and+we+sell

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P15W16
      OFFSETS:	72-75
       TOKENS:	P15W18-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	حسبى
     IS_TRANS:	HsbY
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasob_1]
   UNSPLITVOC:	(Hasobiy)
          POS:	NOUN.VN+POSS_PRON_1S
          VOC:	Hasob+iy
        GLOSS:	reckoning/calculation+my

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P16W2
      OFFSETS:	5-9
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(All~`h)
          POS:	NOUN_PROP
          VOC:	All~`h
        GLOSS:	Allah/God

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P16W3
      OFFSETS:	10-14
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(winiEma)
          POS:	CONJ+VERB
          VOC:	wi+niEma
        GLOSS:	and+how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P16W4
      OFFSETS:	15-21
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+representative/agent

 INPUT STRING:	فيهم
     IS_TRANS:	fyhm
        INDEX:	P16W5
      OFFSETS:	22-26
       TOKENS:	P16W7-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhum)
          POS:	PREP+PRON_3P
          VOC:	fiy+hum
        GLOSS:	in+them

 INPUT STRING:	ياناس
     IS_TRANS:	yAnAs
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(yAnAs)
          POS:	VOC_PART+NOUN
          VOC:	yaA+nAs
        GLOSS:	oh+people

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P17W2
      OFFSETS:	6-10
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	عليكوا
     IS_TRANS:	ElykwA
        INDEX:	P17W3
      OFFSETS:	11-17
       TOKENS:	P17W4-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Eiliykuw)
          POS:	PREP+PRON_2P
          VOC:	Eiliy+kuw
        GLOSS:	on/above+you

 INPUT STRING:	الظلم
     IS_TRANS:	AlZlm
        INDEX:	P17W4
      OFFSETS:	18-23
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zulom_1]
   UNSPLITVOC:	(AlZ~ulom)
          POS:	DET+NOUN
          VOC:	Al+Zulom
        GLOSS:	the+injustice

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P17W5
      OFFSETS:	24-26
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P17W6
      OFFSETS:	27-28
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P17W7
      OFFSETS:	28-29
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P17W8
      OFFSETS:	30-35
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P17W9
      OFFSETS:	36-38
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/those

 INPUT STRING:	كانت
