 INPUT STRING:	والله
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(lilEAdap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+EAd+ap
        GLOSS:	for/to+the+habit/custom/practice/customs/practices/habits/usually/typically+[fem.sg.]

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P16W7
      OFFSETS:	34-37
       TOKENS:	P16W9-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	مرض
     IS_TRANS:	mrD
        INDEX:	P16W8
      OFFSETS:	38-41
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maraD_1]
   UNSPLITVOC:	(maraD)
          POS:	NOUN
          VOC:	maraD
        GLOSS:	disease/illness/diseases/illnesses

 INPUT STRING:	كبير
     IS_TRANS:	kbyr
        INDEX:	P16W9
      OFFSETS:	42-46
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyr)
          POS:	ADJ
          VOC:	kibiyr
        GLOSS:	large/big/old

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P16W10
      OFFSETS:	47-50
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P16W11
      OFFSETS:	51-54
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	اطالب
     IS_TRANS:	ATAlb
        INDEX:	P16W12
      OFFSETS:	55-60
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlab_1]
   UNSPLITVOC:	(AaTAlob)
          POS:	IV1S+IV
          VOC:	Aa+TAlob
        GLOSS:	I+demand/require

 INPUT STRING:	بمناظرة
     IS_TRANS:	bmnAZrp
        INDEX:	P16W13
      OFFSETS:	61-68
       TOKENS:	P16W16-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAZorap_1]
   UNSPLITVOC:	(bimunAZorap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+munAZor+ap
        GLOSS:	with/by+debate/discussion+[fem.sg.]

 INPUT STRING:	هانى
     IS_TRANS:	hAnY
        INDEX:	P16W14
      OFFSETS:	69-73
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAniy_1]
   UNSPLITVOC:	(hAniy)
          POS:	NOUN_PROP
          VOC:	hAniy
        GLOSS:	Hani

 INPUT STRING:	وصديقة
     IS_TRANS:	wSdyqp
        INDEX:	P16W15
      OFFSETS:	74-80
       TOKENS:	P16W19-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sadiyq_1]
   UNSPLITVOC:	(waSadiyqap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wa+Sadiyq+ap
        GLOSS:	and+friend/friends+[fem.sg.]

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P16W16
      OFFSETS:	81-86
       TOKENS:	P16W21-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	and+temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	قصده
     IS_TRANS:	qSdh
        INDEX:	P16W17
      OFFSETS:	87-91
       TOKENS:	P16W23-P16W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	qaSod+uh
        GLOSS:	intent/purpose/goal/intentionally+his/its

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P16W18
      OFFSETS:	92-95
       TOKENS:	P16W25-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	وهل
     IS_TRANS:	whl
        INDEX:	P16W19
      OFFSETS:	96-99
       TOKENS:	P16W26-P16W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(wahal)
          POS:	CONJ+INTERROG_PART
          VOC:	wa+hal
        GLOSS:	and+do?/is?

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P16W20
      OFFSETS:	100-102
       TOKENS:	P16W28-P16W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	اساسا
     IS_TRANS:	AsAsA
        INDEX:	P16W21
      OFFSETS:	103-108
       TOKENS:	P16W29-P16W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAsAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>asAs+AF
        GLOSS:	foundation/basis/foundations/bases/primarily/basically+[acc.indef.]

 INPUT STRING:	يعلم
     IS_TRANS:	yElm
        INDEX:	P16W22
      OFFSETS:	109-113
       TOKENS:	P16W30-P16W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eilim_1]
   UNSPLITVOC:	(yaElam)
          POS:	IV3MS+IV
          VOC:	ya+Elam
        GLOSS:	he/it+know/find out

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P16W23
      OFFSETS:	114-116
       TOKENS:	P16W31-P16W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	INTERROG_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P16W24
      OFFSETS:	117-119
       TOKENS:	P16W32-P16W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	الليبرالية
     IS_TRANS:	AllybrAlyp
        INDEX:	P16W25
      OFFSETS:	120-130
       TOKENS:	P16W33-P16W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liybirAliy~_1]
   UNSPLITVOC:	(AlliybirAliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+liybirAliy~+ap
        GLOSS:	the+liberal+[fem.sg.]

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(walakin)
          POS:	CONJ+CONJ
          VOC:	wa+lakin
        GLOSS:	and+yet/on the other hand/still/But/however/nevertheless

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P17W2
      OFFSETS:	5-7
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_2]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	سب
     IS_TRANS:	sb
        INDEX:	P17W3
      OFFSETS:	8-10
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sab~_1]
   UNSPLITVOC:	(sab~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sab~+(null)
        GLOSS:	curse/swear+he/it

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P17W4
      OFFSETS:	11-17
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	والثوار
     IS_TRANS:	wAlvwAr
        INDEX:	P17W5
      OFFSETS:	18-25
       TOKENS:	P17W6-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(wiAlvuw~Ar)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+vuw~Ar
        GLOSS:	and+the+insurgent/insurgents/revolutionaries

 INPUT STRING:	لابد
     IS_TRANS:	lAbd
        INDEX:	P17W6
      OFFSETS:	26-30
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lAbd)
          POS:	NO_FUNC
          VOC:	lAbd
        GLOSS:	nogloss

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P17W7
      OFFSETS:	31-34
       TOKENS:	P17W9-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(wa>an)
          POS:	PART+SUB_CONJ
          VOC:	wa+>an
        GLOSS:	so/and+despite/even if/in spite of the fact that/verily/Although/(even) though/that/indeed

 INPUT STRING:	يسب
     IS_TRANS:	ysb
        INDEX:	P17W8
      OFFSETS:	35-38
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sab~_1]
   UNSPLITVOC:	(yisib~)
          POS:	IV3MS+IV
          VOC:	yi+sib~
        GLOSS:	he/it+curse/swear

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P17W9
      OFFSETS:	39-47
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	فالثورة
     IS_TRANS:	fAlvwrp
        INDEX:	P18W1
      OFFSETS:	0-7
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(faAlv~awrap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	fa+Al+vawr+ap
        GLOSS:	so/and+the+revolution/uprising+[fem.sg.]

 INPUT STRING:	اعلى
     IS_TRANS:	AElY
        INDEX:	P18W2
      OFFSETS:	8-12
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolaY_1]
   UNSPLITVOC:	(>aEolaY)
          POS:	ADJ_COMP
          VOC:	>aEolaY
        GLOSS:	higher/highest/supreme

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W3
      OFFSETS:	13-15
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P18W4
      OFFSETS:	16-18
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P18W5
      OFFSETS:	19-22
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	فلا
     IS_TRANS:	flA
        INDEX:	P18W6
      OFFSETS:	23-26
       TOKENS:	P18W7-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(falA)
          POS:	CONNEC_PART+NEG_PART
          VOC:	fa+lA
        GLOSS:	so/then+no/not/non-

 INPUT STRING:	مانع
     IS_TRANS:	mAnE
        INDEX:	P18W7
      OFFSETS:	27-31
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAniE_1]
   UNSPLITVOC:	(mAniE)
          POS:	NOUN
          VOC:	mAniE
        GLOSS:	obstacle/impediment/obstacles/impediments

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W8
      OFFSETS:	32-34
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P18W9
      OFFSETS:	35-38
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	these/this

 INPUT STRING:	ولكنى
     IS_TRANS:	wlknY
        INDEX:	P18W10
      OFFSETS:	39-44
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wlknY)
          POS:	NO_FUNC
          VOC:	wlknY
        GLOSS:	nogloss

 INPUT STRING:	اعود
     IS_TRANS:	AEwd
        INDEX:	P18W11
      OFFSETS:	45-49
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAd_1]
   UNSPLITVOC:	(AaEuwd)
          POS:	IV1S+IV
          VOC:	Aa+Euwd
        GLOSS:	I+return/go back

 INPUT STRING:	واقول
     IS_TRANS:	wAqwl
        INDEX:	P18W12
      OFFSETS:	50-55
       TOKENS:	P18W14-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiAaquwl)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+quwl
        GLOSS:	and+I+said/say/be said/(for example)

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P18W13
      OFFSETS:	56-58
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P18W14
      OFFSETS:	59-62
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	اهنت
     IS_TRANS:	Ahnt
        INDEX:	P18W15
      OFFSETS:	63-67
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ahAn_1]
   UNSPLITVOC:	(>ahant)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	>ahan+t
        GLOSS:	insult/disdain+I

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P18W16
      OFFSETS:	68-74
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	البيضاء
     IS_TRANS:	AlbyDA'
        INDEX:	P18W17
      OFFSETS:	75-82
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>aboyaD_1]
   UNSPLITVOC:	(AlbayoDA')
          POS:	DET+ADJ
          VOC:	Al+bayoDA'
        GLOSS:	the+white

 INPUT STRING:	اضربونى
     IS_TRANS:	ADrbwnY
        INDEX:	P18W18
      OFFSETS:	83-90
       TOKENS:	P18W21-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(<iDorabuwniy)
          POS:	CV+CVSUFF_SUBJ:2P+CVSUFF_DO:1S
          VOC:	<iDorab+uwA+niy
        GLOSS:	hit+you+me

 INPUT STRING:	بالجزمة
     IS_TRANS:	bAljzmp
        INDEX:	P18W19
      OFFSETS:	91-98
       TOKENS:	P18W23-P18W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jazomap_1]
   UNSPLITVOC:	(biAljazomap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+jazom+ap
        GLOSS:	with/by+the+shoes/boots+[fem.sg.]

 INPUT STRING:	فاى
     IS_TRANS:	fAY
        INDEX:	P18W20
      OFFSETS:	99-102
       TOKENS:	P18W25-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(fa>ay~)
          POS:	CONNEC_PART+NOUN_QUANT
          VOC:	fa+>ay~
        GLOSS:	so/then+any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P18W21
      OFFSETS:	103-105
       TOKENS:	P18W27-P18W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	somebody/some one/one/someone

 INPUT STRING:	يغلط
     IS_TRANS:	yglT
        INDEX:	P18W22
      OFFSETS:	106-110
       TOKENS:	P18W28-P18W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giliT_1]
   UNSPLITVOC:	(yiglaT)
          POS:	IV3MS+IV
          VOC:	yi+glaT
        GLOSS:	he/it+make errors/wrong/err/be wrong/be mistaken

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P18W23
      OFFSETS:	111-113
       TOKENS:	P18W29-P18W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ثورة
     IS_TRANS:	vwrp
        INDEX:	P18W24
      OFFSETS:	114-118
       TOKENS:	P18W30-P18W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(vawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	vawr+ap
        GLOSS:	revolution/uprising+[fem.sg.]

 INPUT STRING:	الشرفاء
     IS_TRANS:	Al$rfA'
        INDEX:	P18W25
      OFFSETS:	119-126
       TOKENS:	P18W31-P18W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al$ariyf_1]
   UNSPLITVOC:	(Al$urafA')
          POS:	DET+ADJ
          VOC:	Al+$urafA'
        GLOSS:	the+honorable/respectable/noble

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P18W26
      OFFSETS:	127-131
       TOKENS:	P18W32-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	اشرف
     IS_TRANS:	A$rf
        INDEX:	P18W27
      OFFSETS:	132-136
       TOKENS:	P18W33-P18W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>a$oraf_1]
   UNSPLITVOC:	(>a$oraf)
          POS:	ADJ_COMP
          VOC:	>a$oraf
        GLOSS:	more/most noble/honorable

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P18W28
      OFFSETS:	137-140
       TOKENS:	P18W34-P18W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+he/it

 INPUT STRING:	ياخد
     IS_TRANS:	yAxd
        INDEX:	P18W29
      OFFSETS:	141-145
       TOKENS:	P18W36-P18W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(yAxud)
          POS:	IV3MS+IV
          VOC:	y+Axud
        GLOSS:	he/it+take/begin/be taken/convey/treat/chose/receive and gain/marry

 INPUT STRING:	بالجزمة
     IS_TRANS:	bAljzmp
        INDEX:	P18W30
      OFFSETS:	146-153
       TOKENS:	P18W37-P18W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jazomap_1]
   UNSPLITVOC:	(biAljazomap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+jazom+ap
        GLOSS:	with/by+the+shoes/boots+[fem.sg.]

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P18W31
      OFFSETS:	154-157
       TOKENS:	P18W39-P18W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P18W32
      OFFSETS:	158-160
       TOKENS:	P18W40-P18W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P18W33
      OFFSETS:	161-164
       TOKENS:	P18W41-P18W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P18W34
      OFFSETS:	165-168
       TOKENS:	P18W42-P18W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

