 INPUT STRING:	ما
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وياريت
     IS_TRANS:	wyAryt
        INDEX:	P26W1
      OFFSETS:	0-6
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wyAryt)
          POS:	NO_FUNC
          VOC:	wyAryt
        GLOSS:	nogloss

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P26W2
      OFFSETS:	7-9
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P26W3
      OFFSETS:	10-15
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one/individual+[fem.sg.]

 INPUT STRING:	تراعى
     IS_TRANS:	trAEY
        INDEX:	P26W4
      OFFSETS:	16-21
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAEay_1]
   UNSPLITVOC:	(tirAEiy)
          POS:	IV3FS+IV
          VOC:	ti+rAEiy
        GLOSS:	it/they/she+observe/heed/show deference

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P26W5
      OFFSETS:	22-26
       TOKENS:	P26W5-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~nA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P26W6
      OFFSETS:	27-30
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	ماتكتب
     IS_TRANS:	mAtktb
        INDEX:	P26W7
      OFFSETS:	31-37
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(mAtikotib)
          POS:	SUB_CONJ+IV3FS+IV
          VOC:	mA+ti+kotib
        GLOSS:	that+it/they/she+write/be written/be fated/be destined

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P26W8
      OFFSETS:	38-40
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P26W9
      OFFSETS:	41-45
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P26W10
      OFFSETS:	46-50
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	سياسة
     IS_TRANS:	syAsp
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(siyAsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	siyAs+ap
        GLOSS:	politics+[fem.sg.]

 INPUT STRING:	الهاتيفه
     IS_TRANS:	AlhAtyfh
        INDEX:	P27W2
      OFFSETS:	6-14
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAtify_2]
   UNSPLITVOC:	(AlhAtifayap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+hAtifay+ap
        GLOSS:	the+shouting/calling+[fem.sg.]

 INPUT STRING:	والتصفيق
     IS_TRANS:	wAltSfyq
        INDEX:	P27W3
      OFFSETS:	15-23
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSofiyq_1]
   UNSPLITVOC:	(wiAltaSofiyq)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+taSofiyq
        GLOSS:	and+the+applause/clapping

 INPUT STRING:	انتهت
     IS_TRANS:	Antht
        INDEX:	P27W4
      OFFSETS:	24-29
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotahay_1]
   UNSPLITVOC:	(<inotahit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	<inotah+it
        GLOSS:	finish+it/they/she

 INPUT STRING:	وحان
     IS_TRANS:	wHAn
        INDEX:	P27W5
      OFFSETS:	30-34
       TOKENS:	P27W6-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAn_1]
   UNSPLITVOC:	(wiHAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+HAn+(null)
        GLOSS:	and+arrive/approach+he/it

 INPUT STRING:	وقت
     IS_TRANS:	wqt
        INDEX:	P27W6
      OFFSETS:	35-38
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqot)
          POS:	NOUN
          VOC:	waqot
        GLOSS:	time/moment/period of time

 INPUT STRING:	العمل
     IS_TRANS:	AlEml
        INDEX:	P27W7
      OFFSETS:	39-44
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AlEamal)
          POS:	DET+NOUN
          VOC:	Al+Eamal
        GLOSS:	the+working

