 INPUT STRING:	سلام
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	يحيى
     IS_TRANS:	yHyY
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yiHoyaY_1]
   UNSPLITVOC:	(yiHoyaY)
          POS:	NOUN_PROP
          VOC:	yiHoyaY
        GLOSS:	Yahya/Yahia/Yehiyeh

 INPUT STRING:	الجمل
     IS_TRANS:	Aljml
        INDEX:	P24W2
      OFFSETS:	5-10
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamal_1]
   UNSPLITVOC:	(Aljamal)
          POS:	DET+NOUN_PROP
          VOC:	Al+jamal
        GLOSS:	the+Jamal/Gamal

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P24W3
      OFFSETS:	11-12
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P24W4
      OFFSETS:	13-15
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P24W5
      OFFSETS:	16-20
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ديكتاتور
     IS_TRANS:	dyktAtwr
        INDEX:	P24W6
      OFFSETS:	21-29
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diykotAtuwr_1]
   UNSPLITVOC:	(diykotAtuwr)
          POS:	NOUN
          VOC:	diykotAtuwr
        GLOSS:	dictator

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P24W7
      OFFSETS:	30-33
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	نستطيع
     IS_TRANS:	nstTyE
        INDEX:	P24W8
      OFFSETS:	34-40
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotaTAE_1]
   UNSPLITVOC:	(nisotaTiyE)
          POS:	IV1P+IV
          VOC:	ni+sotaTiyE
        GLOSS:	we+be able/be possible/be able to/be capable/be capable of/can

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P24W9
      OFFSETS:	41-43
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	نحاسبه
     IS_TRANS:	nHAsbh
        INDEX:	P24W10
      OFFSETS:	44-50
       TOKENS:	P24W11-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsib_1]
   UNSPLITVOC:	(niHAsibuh)
          POS:	IV1P+IV+IVSUFF_DO:3MS
          VOC:	ni+HAsib+uh
        GLOSS:	we+punish/judge/hold responsible/be punished+it/him

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P24W11
      OFFSETS:	51-52
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P24W12
      OFFSETS:	52-53
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P24W13
      OFFSETS:	53-54
       TOKENS:	P24W15-P24W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	خالد
     IS_TRANS:	xAld
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAlid_1]
   UNSPLITVOC:	(xAlid)
          POS:	NOUN_PROP
          VOC:	xAlid
        GLOSS:	Khalid

 INPUT STRING:	منتصر
     IS_TRANS:	mntSr
        INDEX:	P25W2
      OFFSETS:	5-10
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munotaSir_2]
   UNSPLITVOC:	(munotaSir)
          POS:	NOUN_PROP
          VOC:	munotaSir
        GLOSS:	Muntasir/Muntasser

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P25W3
      OFFSETS:	11-12
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P25W4
      OFFSETS:	13-15
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	INTERROG_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	دخل
     IS_TRANS:	dxl
        INDEX:	P25W5
      OFFSETS:	16-19
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxol_1]
   UNSPLITVOC:	(daxol)
          POS:	NOUN
          VOC:	daxol
        GLOSS:	income/revenue/business

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P25W6
      OFFSETS:	20-24
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W7
      OFFSETS:	25-27
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P25W8
      OFFSETS:	28-33
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict/statutes/laws/judgments/decisions/verdicts

 INPUT STRING:	&
     IS_TRANS:	&
        INDEX:	P25W9
      OFFSETS:	34-35
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(&)
          POS:	PUNC
          VOC:	&
        GLOSS:	nogloss

 INPUT STRING:	;
     IS_TRANS:	;
        INDEX:	P25W10
      OFFSETS:	38-39
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(;)
          POS:	PUNC
          VOC:	;
        GLOSS:	nogloss

 INPUT STRING:	مال
     IS_TRANS:	mAl
        INDEX:	P25W11
      OFFSETS:	44-47
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAl)
          POS:	NO_FUNC
          VOC:	mAl
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P25W12
      OFFSETS:	48-52
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ومال
     IS_TRANS:	wmAl
        INDEX:	P25W13
      OFFSETS:	53-57
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmAl)
          POS:	NO_FUNC
          VOC:	wmAl
        GLOSS:	nogloss

 INPUT STRING:	السياسة
     IS_TRANS:	AlsyAsp
        INDEX:	P25W14
      OFFSETS:	58-65
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(Als~iyAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+siyAs+ap
        GLOSS:	the+politics/policy/policies+[fem.sg.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P25W15
      OFFSETS:	66-67
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P25W16
      OFFSETS:	67-68
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P25W17
      OFFSETS:	68-69
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	فريدة
     IS_TRANS:	frydp
        INDEX:	P26W1
      OFFSETS:	0-5
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fariydap_2]
   UNSPLITVOC:	(fariydap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	fariyd+ap
        GLOSS:	Farida+[fem.sg.]

 INPUT STRING:	الشوباشي
     IS_TRANS:	Al$wbA$y
        INDEX:	P26W2
      OFFSETS:	6-14
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uwbA$y_1]
   UNSPLITVOC:	(Al$uwbA$y)
          POS:	DET+NOUN_PROP
          VOC:	Al+$uwbA$y
        GLOSS:	the+shubashy

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P26W3
      OFFSETS:	15-16
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	الحجاب
     IS_TRANS:	AlHjAb
        INDEX:	P26W4
      OFFSETS:	17-23
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HijAb_1]
   UNSPLITVOC:	(AlHijAb)
          POS:	DET+NOUN
          VOC:	Al+HijAb
        GLOSS:	the+veil/veils

 INPUT STRING:	صورة
     IS_TRANS:	Swrp
        INDEX:	P26W5
      OFFSETS:	24-28
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	للتخلف
     IS_TRANS:	lltxlf
        INDEX:	P26W6
      OFFSETS:	29-35
       TOKENS:	P26W6-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taxal~uf_1]
   UNSPLITVOC:	(lilt~axal~uf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+taxal~uf
        GLOSS:	for/to+the+tardiness/being late/backwardness/underdevelopment

 INPUT STRING:	والجهل
     IS_TRANS:	wAljhl
        INDEX:	P26W7
      OFFSETS:	36-42
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jahol_1]
   UNSPLITVOC:	(wiAljahol)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+jahol
        GLOSS:	and+the+ignorance

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P26W8
      OFFSETS:	43-44
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P26W9
      OFFSETS:	44-45
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P26W10
      OFFSETS:	45-46
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	البرادعي
     IS_TRANS:	AlbrAdEy
        INDEX:	P27W1
      OFFSETS:	0-8
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P27W2
      OFFSETS:	9-10
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(:)
          POS:	TYPO
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	أسوأ
     IS_TRANS:	>sw>
        INDEX:	P27W3
      OFFSETS:	11-15
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asowa>_1]
   UNSPLITVOC:	(>asowa>)
          POS:	ADJ_COMP
          VOC:	>asowa>
        GLOSS:	worse/worst

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P27W4
      OFFSETS:	16-19
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	ever/period/day/today/some day

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P27W5
      OFFSETS:	20-22
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حياتي
     IS_TRANS:	HyAty
        INDEX:	P27W6
      OFFSETS:	23-28
       TOKENS:	P27W6-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	HayA+ap+iy
        GLOSS:	life/lives+[fem.sg.]+my

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P27W7
      OFFSETS:	29-32
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	ever/period/day/today/some day

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P27W8
      OFFSETS:	33-35
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	تحجبت
     IS_TRANS:	tHjbt
        INDEX:	P27W9
      OFFSETS:	36-41
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHaj~ab_1]
   UNSPLITVOC:	(taHaj~abat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	taHaj~ab+at
        GLOSS:	veil/cover with a veil+she/it

 INPUT STRING:	أمي
     IS_TRANS:	>my
        INDEX:	P27W10
      OFFSETS:	42-45
       TOKENS:	P27W11-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>um~+iy
        GLOSS:	mother/maternal/mothers+my

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P27W11
      OFFSETS:	46-47
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P27W12
      OFFSETS:	47-48
       TOKENS:	P27W14-P27W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P27W13
      OFFSETS:	48-49
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P28W2
      OFFSETS:	4-8
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	السناوي
     IS_TRANS:	AlsnAwy
        INDEX:	P28W3
      OFFSETS:	9-16
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sin~Awy_1]
   UNSPLITVOC:	(Alsin~Awy)
          POS:	DET+NOUN_PROP
          VOC:	Al+sin~Awy
        GLOSS:	the+sinnawy

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P28W4
      OFFSETS:	17-18
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	وجود
     IS_TRANS:	wjwd
        INDEX:	P28W5
      OFFSETS:	19-23
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(wujuwd)
          POS:	NOUN
          VOC:	wujuwd
        GLOSS:	presence/existence

 INPUT STRING:	آية
     IS_TRANS:	|yp
        INDEX:	P28W6
      OFFSETS:	24-27
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ayap_1]
   UNSPLITVOC:	(|ayap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	|ay+ap
        GLOSS:	Quranic verse/Quranic verses/miracle/sign/wonder/miracles/signs/wonders+[fem.sg.]

 INPUT STRING:	العدل
     IS_TRANS:	AlEdl
        INDEX:	P28W7
      OFFSETS:	28-33
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadol_1]
   UNSPLITVOC:	(AlEadol)
          POS:	DET+NOUN
          VOC:	Al+Eadol
        GLOSS:	the+justice/fairness

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P28W8
      OFFSETS:	34-36
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المحاكم
     IS_TRANS:	AlmHAkm
        INDEX:	P28W9
      OFFSETS:	37-44
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHokamap_1]
   UNSPLITVOC:	(AlmaHAkim)
          POS:	DET+NOUN
          VOC:	Al+maHAkim
        GLOSS:	the+court/tribunal/courts/tribunals

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P28W10
      OFFSETS:	45-52
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	أمر
     IS_TRANS:	>mr
        INDEX:	P28W11
      OFFSETS:	53-56
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(>amor)
          POS:	NOUN
          VOC:	>amor
        GLOSS:	matter/issue/matters/issues/order/command/orders/commands

 INPUT STRING:	مستفز
     IS_TRANS:	mstfz
        INDEX:	P28W12
      OFFSETS:	57-62
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musotafiz~_1]
   UNSPLITVOC:	(musotafiz~)
          POS:	ADJ
          VOC:	musotafiz~
        GLOSS:	challenging/provocative/Provoking/hurting

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W13
      OFFSETS:	63-64
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W14
      OFFSETS:	64-65
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
