 INPUT STRING:	سؤال
      OFFSETS:	7-12
       TOKENS:	P30W3-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xabat_1]
   UNSPLITVOC:	(yixbaTuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+xbaT+uh
        GLOSS:	he/it+hit+he/it

 INPUT STRING:	دماغهم
     IS_TRANS:	dmAghm
        INDEX:	P30W3
      OFFSETS:	13-19
       TOKENS:	P30W5-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAghum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	dimAg+hum
        GLOSS:	brain/brains+their

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P30W4
      OFFSETS:	20-22
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحيطة
     IS_TRANS:	AlHyTp
        INDEX:	P30W5
      OFFSETS:	23-29
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayTap_1]
   UNSPLITVOC:	(AlHayTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HayT+ap
        GLOSS:	the+wall+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P31W1
      OFFSETS:	1-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	رأيى
     IS_TRANS:	r>yY
        INDEX:	P31W2
      OFFSETS:	5-9
       TOKENS:	P31W2-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	ra>oy+iy
        GLOSS:	opinion/view/idea+my

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P31W3
      OFFSETS:	10-13
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	بردو
     IS_TRANS:	brdw
        INDEX:	P31W4
      OFFSETS:	14-18
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	لكل
     IS_TRANS:	lkl
        INDEX:	P31W5
      OFFSETS:	19-22
       TOKENS:	P31W6-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(likul~)
          POS:	PREP+NOUN
          VOC:	li+kul~
        GLOSS:	for/to+all, entire, every, whole

 INPUT STRING:	مقام
     IS_TRANS:	mqAm
        INDEX:	P31W6
      OFFSETS:	23-27
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAm_1]
   UNSPLITVOC:	(maqAm)
          POS:	NOUN
          VOC:	maqAm
        GLOSS:	place/location/situation

 INPUT STRING:	مقال
     IS_TRANS:	mqAl
        INDEX:	P31W7
      OFFSETS:	28-32
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAl_1]
   UNSPLITVOC:	(maqAl)
          POS:	NOUN
          VOC:	maqAl
        GLOSS:	article/essay

 INPUT STRING:	طالما
     IS_TRANS:	TAlmA
        INDEX:	P32W1
      OFFSETS:	1-6
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlamA_1]
   UNSPLITVOC:	(TAlamA)
          POS:	SUB_CONJ
          VOC:	TAlamA
        GLOSS:	as long as

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P32W2
      OFFSETS:	7-13
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P32W3
      OFFSETS:	14-16
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الصفحة
     IS_TRANS:	AlSfHp
        INDEX:	P32W4
      OFFSETS:	17-23
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(AlS~afoHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SafoH+ap
        GLOSS:	the+page/leaf/pages/leaves+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P32W5
      OFFSETS:	24-26
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W6
      OFFSETS:	27-29
       TOKENS:	P32W6-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيجيب
     IS_TRANS:	hyjyb
        INDEX:	P32W7
      OFFSETS:	30-35
       TOKENS:	P32W7-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(Hayijiyb)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+jiyb
        GLOSS:	will+he/it+explore/traverse

 INPUT STRING:	نتايجه
     IS_TRANS:	ntAyjh
        INDEX:	P32W8
      OFFSETS:	36-42
       TOKENS:	P32W9-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(ntAyjh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ntAyj+uh
        GLOSS:	results+his/its

 INPUT STRING:	المرجوة
     IS_TRANS:	Almrjwp
        INDEX:	P32W9
      OFFSETS:	43-50
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marojuw~_1]
   UNSPLITVOC:	(Almarojuw~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+marojuw~+ap
        GLOSS:	the+desired+[fem.sg.]

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P32W10
      OFFSETS:	51-55
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain

 INPUT STRING:	قلته
     IS_TRANS:	qlth
        INDEX:	P32W11
      OFFSETS:	56-60
       TOKENS:	P32W13-P32W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(qil~ituh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	qil~+ap+uh
        GLOSS:	scarcity/lack of/small number or amount of+[fem.sg.]+his/its

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P32W12
      OFFSETS:	61-65
       TOKENS:	P32W15-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	بالاضافة
     IS_TRANS:	bAlADAfp
        INDEX:	P33W1
      OFFSETS:	1-9
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiDAfap_1]
   UNSPLITVOC:	(biAlAiDAfap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+AiDAf+ap
        GLOSS:	with/by+the+addition/appending+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P33W2
      OFFSETS:	10-13
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P33W3
      OFFSETS:	14-16
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الصفحات
     IS_TRANS:	AlSfHAt
        INDEX:	P33W4
      OFFSETS:	17-24
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(AlS~afaHAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+SafaH+At
        GLOSS:	the+pages/leaves+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P33W5
      OFFSETS:	25-27
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	مشكوك
     IS_TRANS:	m$kwk
        INDEX:	P33W6
      OFFSETS:	28-33
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$okuwk_1]
   UNSPLITVOC:	(ma$okuwk)
          POS:	ADJ
          VOC:	ma$okuwk
        GLOSS:	doubted

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P33W7
      OFFSETS:	34-38
       TOKENS:	P33W8-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P33W8
      OFFSETS:	39-43
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P33W9
      OFFSETS:	44-48
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+remain

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P33W10
      OFFSETS:	49-51
       TOKENS:	P33W12-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P33W11
      OFFSETS:	52-56
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P33W12
      OFFSETS:	57-61
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	ومين
     IS_TRANS:	wmyn
        INDEX:	P34W1
      OFFSETS:	1-5
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(wimiyn)
          POS:	CONJ+INTERROG_PRON
          VOC:	wi+miyn
        GLOSS:	and+who

 INPUT STRING:	ادراكِ
     IS_TRANS:	AdrAki
        INDEX:	P34W2
      OFFSETS:	6-12
       TOKENS:	P34W3-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daraY_1]
   UNSPLITVOC:	(AdrAki)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2FS
          VOC:	AdrA+(null)+ki
        GLOSS:	inform+he/it+you

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P34W3
      OFFSETS:	13-15
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P34W4
      OFFSETS:	16-20
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P34W5
      OFFSETS:	21-26
       TOKENS:	P34W7-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on+she/it

 INPUT STRING:	اجانب
     IS_TRANS:	AjAnb
        INDEX:	P34W6
      OFFSETS:	27-32
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ajonabiy~_2]
   UNSPLITVOC:	(>ajAnib)
          POS:	NOUN
          VOC:	>ajAnib
        GLOSS:	foreigners

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P34W7
      OFFSETS:	33-37
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital+[acc.indef.]

 INPUT STRING:	وعندهم
     IS_TRANS:	wEndhm
        INDEX:	P34W8
      OFFSETS:	38-44
       TOKENS:	P34W11-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(wiEinodhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+Einod+hum
        GLOSS:	and+with / at+their

 INPUT STRING:	استعداد
     IS_TRANS:	AstEdAd
        INDEX:	P34W9
      OFFSETS:	45-52
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotiEodAd_1]
   UNSPLITVOC:	(AisotiEodAd)
          POS:	NOUN
          VOC:	{isotiEodAd
        GLOSS:	preparation

 INPUT STRING:	يعرفوا
     IS_TRANS:	yErfwA
        INDEX:	P34W10
      OFFSETS:	53-59
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(yiEorafuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Eoraf+uwA
        GLOSS:	they+know/be known+they

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P34W11
      OFFSETS:	60-62
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	يفهموا
     IS_TRANS:	yfhmwA
        INDEX:	P34W12
      OFFSETS:	63-69
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(yifohamuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+foham+uwA
        GLOSS:	they+Gloss:TBA+they

 INPUT STRING:	تجنبها
     IS_TRANS:	tjnbhA
        INDEX:	P35W1
      OFFSETS:	1-7
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tijan~ib_1]
   UNSPLITVOC:	(tijan~ibhA)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3FS
          VOC:	tijan~ib+(null)+hA
        GLOSS:	avoid+you+it/them/her

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P35W2
      OFFSETS:	8-12
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better, best

 INPUT STRING:	لانك
     IS_TRANS:	lAnk
        INDEX:	P35W3
      OFFSETS:	13-17
       TOKENS:	P35W4-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ik)
          POS:	PREP+SUB_CONJ+PRON_2FS
          VOC:	li+<in~+ik
        GLOSS:	to+that+you

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P35W4
      OFFSETS:	18-22
       TOKENS:	P35W7-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	تشتركى
     IS_TRANS:	t$trkY
        INDEX:	P35W5
      OFFSETS:	23-29
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(t$trkY)
          POS:	NO_FUNC
          VOC:	t$trkY
        GLOSS:	nogloss

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P35W6
      OFFSETS:	30-32
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	تردى
     IS_TRANS:	trdY
        INDEX:	P35W7
      OFFSETS:	33-37
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(tirud~iy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+rud~+iy
        GLOSS:	you+answer+you

 INPUT STRING:	بتعملى
     IS_TRANS:	btEmlY
        INDEX:	P35W8
      OFFSETS:	38-44
       TOKENS:	P35W12-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+do+you

 INPUT STRING:	لايك
     IS_TRANS:	lAyk
        INDEX:	P35W9
      OFFSETS:	45-49
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lAyk)
          POS:	FOREIGN
          VOC:	lAyk
        GLOSS:	nogloss

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P35W10
      OFFSETS:	50-53
       TOKENS:	P35W15-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	بيزود
     IS_TRANS:	byzwd
        INDEX:	P35W11
      OFFSETS:	54-59
       TOKENS:	P35W17-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaw~id_1]
   UNSPLITVOC:	(biyizaw~id)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+zaw~id
        GLOSS:	[present-tense]+he/it+add

 INPUT STRING:	رصيدهم
     IS_TRANS:	rSydhm
        INDEX:	P35W12
      OFFSETS:	60-66
       TOKENS:	P35W19-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raSiyd_1]
   UNSPLITVOC:	(raSiydhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	raSiyd+hum
        GLOSS:	account+their

 INPUT STRING:	فتجنبها
     IS_TRANS:	ftjnbhA
        INDEX:	P35W13
      OFFSETS:	67-74
       TOKENS:	P35W21-P35W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajan~ab_1]
   UNSPLITVOC:	(fatajan~abhA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3FS
          VOC:	fa+tajan~ab+(null)+hA
        GLOSS:	so/and+avoid+you+it/them/her

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P35W14
      OFFSETS:	75-79
       TOKENS:	P35W24-P35W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better/best

 INPUT STRING:	خليكى
     IS_TRANS:	xlykY
        INDEX:	P36W1
      OFFSETS:	1-6
       TOKENS:	P36W1-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiliy_1]
   UNSPLITVOC:	(xiliykiy)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2FS
          VOC:	xiliy+(null)+ik
        GLOSS:	let+he/it+you

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P36W2
      OFFSETS:	7-9
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	فارم
     IS_TRANS:	fArm
        INDEX:	P36W3
      OFFSETS:	10-14
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fArm)
          POS:	FOREIGN
          VOC:	fArm
        GLOSS:	nogloss

