 INPUT STRING:	صبـــاحـكم

 INPUT STRING:	الأشهر
     IS_TRANS:	Al>$hr
        INDEX:	P37W12
      OFFSETS:	63-69
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	(AlAu$ohur)
          POS:	DET+NOUN
          VOC:	Al+Au$ohur
        GLOSS:	the+month/months

 INPUT STRING:	المقبلة
     IS_TRANS:	Almqblp
        INDEX:	P37W13
      OFFSETS:	70-77
       TOKENS:	P37W16-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqobil_1]
   UNSPLITVOC:	(Almuqobilap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muqobil+ap
        GLOSS:	the+next/coming/approaching+[fem.sg.]

 INPUT STRING:	ونمر
     IS_TRANS:	wnmr
        INDEX:	P37W14
      OFFSETS:	78-82
       TOKENS:	P37W17-P37W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~_1]
   UNSPLITVOC:	(winimur~)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+mur~
        GLOSS:	and+we+pass by

 INPUT STRING:	بفترة
     IS_TRANS:	bftrp
        INDEX:	P37W15
      OFFSETS:	83-88
       TOKENS:	P37W19-P37W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(bifatorap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+fator+ap
        GLOSS:	with/by+phase/time period/interval/phases/time periods/intervals+[fem.sg.]

 INPUT STRING:	نقاهة
     IS_TRANS:	nqAhp
        INDEX:	P37W16
      OFFSETS:	89-94
       TOKENS:	P37W21-P37W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqAhap_1]
   UNSPLITVOC:	(naqAhap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	naqAh+ap
        GLOSS:	recovery/convalescence+[fem.sg.]

 INPUT STRING:	نعلن
     IS_TRANS:	nEln
        INDEX:	P37W17
      OFFSETS:	95-99
       TOKENS:	P37W22-P37W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolan_1]
   UNSPLITVOC:	(niEolin)
          POS:	IV1P+IV
          VOC:	ni+Eolin
        GLOSS:	we+announce/declare/be announced/be declared

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P37W18
      OFFSETS:	100-105
       TOKENS:	P37W23-P37W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after+its/their/her

 INPUT STRING:	إجراء
     IS_TRANS:	<jrA'
        INDEX:	P37W19
      OFFSETS:	106-111
       TOKENS:	P37W25-P37W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ijorA'_1]
   UNSPLITVOC:	(<ijorA')
          POS:	NOUN
          VOC:	<ijorA'
        GLOSS:	conducting/undertaking/carrying out

 INPUT STRING:	انتخابات
     IS_TRANS:	AntxAbAt
        INDEX:	P37W20
      OFFSETS:	112-120
       TOKENS:	P37W26-P37W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{inotixAb_1]
   UNSPLITVOC:	(AinotixAbAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	{inotixAb+At
        GLOSS:	elections/selections+[fem.pl.]

 INPUT STRING:	حرة
     IS_TRANS:	Hrp
        INDEX:	P37W21
      OFFSETS:	121-124
       TOKENS:	P37W27-P37W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(Hur~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hur~+ap
        GLOSS:	free/independent+[fem.sg.]

 INPUT STRING:	نزيهة
     IS_TRANS:	nzyhp
        INDEX:	P37W22
      OFFSETS:	125-130
       TOKENS:	P37W28-P37W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naziyh_1]
   UNSPLITVOC:	(naziyhap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	naziyh+ap
        GLOSS:	blameless/righteous/fair/impartial+[fem.sg.]

 INPUT STRING:	يترشح
     IS_TRANS:	ytr$H
        INDEX:	P37W23
      OFFSETS:	131-136
       TOKENS:	P37W29-P37W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitra$~aH_1]
   UNSPLITVOC:	(yitra$~aH)
          POS:	IV3MS+IV
          VOC:	yi+tra$~aH
        GLOSS:	he/it+participate

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P37W24
      OFFSETS:	137-141
       TOKENS:	P37W30-P37W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P37W25
      OFFSETS:	142-144
       TOKENS:	P37W32-P37W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يريد
     IS_TRANS:	yryd
        INDEX:	P37W26
      OFFSETS:	145-149
       TOKENS:	P37W33-P37W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>Arad81]
   UNSPLITVOC:	(yuriyd)
          POS:	IV3MS+IV
          VOC:	yu+riyd
        GLOSS:	he/it+want

 INPUT STRING:	ويختار
     IS_TRANS:	wyxtAr
        INDEX:	P37W27
      OFFSETS:	150-156
       TOKENS:	P37W34-P37W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(wiyixotAr)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+xotAr
        GLOSS:	and+he/it+choose

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P37W28
      OFFSETS:	157-162
       TOKENS:	P37W36-P37W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P37W29
      OFFSETS:	163-165
       TOKENS:	P37W37-P37W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يقتنع
     IS_TRANS:	yqtnE
        INDEX:	P37W30
      OFFSETS:	166-171
       TOKENS:	P37W38-P37W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotanaE_1]
   UNSPLITVOC:	(yiqotaniE)
          POS:	IV3MS+IV
          VOC:	yi+qotaniE
        GLOSS:	he/it+be convinced

 INPUT STRING:	به
     IS_TRANS:	bh
        INDEX:	P37W31
      OFFSETS:	172-174
       TOKENS:	P37W39-P37W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(buh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with+he/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W32
      OFFSETS:	174-175
       TOKENS:	P37W41-P37W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ونكون
     IS_TRANS:	wnkwn
        INDEX:	P38W1
      OFFSETS:	1-6
       TOKENS:	P38W1-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(winikuwn)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+kuwn
        GLOSS:	and+we+be

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P38W2
      OFFSETS:	7-9
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(qd)
          POS:	NO_FUNC
          VOC:	qd
        GLOSS:	nogloss

 INPUT STRING:	أدركنا
     IS_TRANS:	>drknA
        INDEX:	P38W3
      OFFSETS:	10-16
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adorak_1]
   UNSPLITVOC:	(>adoraknA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	>adorak+nA
        GLOSS:	reach/attain/be reached/be attained+we

 INPUT STRING:	أننا
     IS_TRANS:	>nnA
        INDEX:	P38W4
      OFFSETS:	17-21
       TOKENS:	P38W5-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	كمصريين
     IS_TRANS:	kmSryyn
        INDEX:	P38W5
      OFFSETS:	22-29
       TOKENS:	P38W7-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSriy~_1]
   UNSPLITVOC:	(kamaSriy~iyn)
          POS:	PREP+NOUN+NSUFF_MASC_PL
          VOC:	ka+maSriy~+iyn
        GLOSS:	like/such+Egyptian+[masc.pl.]

 INPUT STRING:	بحاجة
     IS_TRANS:	bHAjp
        INDEX:	P38W6
      OFFSETS:	30-35
       TOKENS:	P38W9-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(biHAjap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+HAj+ap
        GLOSS:	with/by+need/needs+[fem.sg.]

 INPUT STRING:	لتعلم
     IS_TRANS:	ltElm
        INDEX:	P38W7
      OFFSETS:	36-41
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ltElm)
          POS:	NO_FUNC
          VOC:	ltElm
        GLOSS:	nogloss

 INPUT STRING:	قيمة
     IS_TRANS:	qymp
        INDEX:	P38W8
      OFFSETS:	42-46
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiymap_1]
   UNSPLITVOC:	(qiymap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qiym+ap
        GLOSS:	value/worth+[fem.sg.]

 INPUT STRING:	العمل
     IS_TRANS:	AlEml
        INDEX:	P38W9
      OFFSETS:	47-52
       TOKENS:	P38W13-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AlEamal)
          POS:	DET+NOUN
          VOC:	Al+Eamal
        GLOSS:	the+work/action

 INPUT STRING:	الشاق
     IS_TRANS:	Al$Aq
        INDEX:	P38W10
      OFFSETS:	53-58
       TOKENS:	P38W14-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Aq~_1]
   UNSPLITVOC:	(Al$Aq~)
          POS:	DET+NOUN
          VOC:	Al+$Aq~
        GLOSS:	the+hard/toilsome

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P38W11
      OFFSETS:	58-59
       TOKENS:	P38W15-P38W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وثقافة
     IS_TRANS:	wvqAfp
        INDEX:	P38W12
      OFFSETS:	60-66
       TOKENS:	P38W16-P38W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vaqAfap_1]
   UNSPLITVOC:	(wivaqAfap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+vaqAf+ap
        GLOSS:	and+culture/civilization+[fem.sg.]

 INPUT STRING:	الإجادة
     IS_TRANS:	Al<jAdp
        INDEX:	P38W13
      OFFSETS:	67-74
       TOKENS:	P38W18-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AijAdap_1]
   UNSPLITVOC:	(AlAijAdap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AijAd+ap
        GLOSS:	the+mastery/competence+[fem.sg.]

 INPUT STRING:	لنعيد
     IS_TRANS:	lnEyd
        INDEX:	P38W14
      OFFSETS:	75-80
       TOKENS:	P38W19-P38W19
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lnEyd)
          POS:	NO_FUNC
          VOC:	lnEyd
        GLOSS:	nogloss

 INPUT STRING:	لبلدنا
     IS_TRANS:	lbldnA
        INDEX:	P38W15
      OFFSETS:	81-87
       TOKENS:	P38W20-P38W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(libaladnA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+balad+nA
        GLOSS:	for/to+country/country/countries+our

 INPUT STRING:	روحها
     IS_TRANS:	rwHhA
        INDEX:	P38W16
      OFFSETS:	88-93
       TOKENS:	P38W23-P38W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawH_1]
   UNSPLITVOC:	(ruwHhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ruwH+hA
        GLOSS:	soul or spirit+its/their/her

 INPUT STRING:	البهية
     IS_TRANS:	Albhyp
        INDEX:	P38W17
      OFFSETS:	94-100
       TOKENS:	P38W25-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bahiy_1]
   UNSPLITVOC:	(Albahiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+bahiy~+ap
        GLOSS:	the+beautiful/brilliant+[fem.sg.]

 INPUT STRING:	فنعلى
     IS_TRANS:	fnElY
        INDEX:	P38W18
      OFFSETS:	101-106
       TOKENS:	P38W26-P38W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aElaY_1]
   UNSPLITVOC:	(faniEliy)
          POS:	CONJ+IV1P+IV
          VOC:	fa+ni+Eliy
        GLOSS:	so/and+we+raise

 INPUT STRING:	مكانتها
     IS_TRANS:	mkAnthA
        INDEX:	P38W19
      OFFSETS:	107-114
       TOKENS:	P38W28-P38W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[makAnap_1]
   UNSPLITVOC:	(makAnithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	makAn+it+hA
        GLOSS:	place+[fem.sg.]+her

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P38W20
      OFFSETS:	115-118
       TOKENS:	P38W30-P38W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayn_1]
   UNSPLITVOC:	(bayn)
          POS:	NOUN
          VOC:	bayn
        GLOSS:	brtween

 INPUT STRING:	الوجود
     IS_TRANS:	Alwjwd
        INDEX:	P38W21
      OFFSETS:	119-125
       TOKENS:	P38W31-P38W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(Alwujuwd)
          POS:	DET+NOUN
          VOC:	Al+wujuwd
        GLOSS:	the+presence/existence

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P38W22
      OFFSETS:	125-126
       TOKENS:	P38W32-P38W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أترككم
     IS_TRANS:	>trkkm
        INDEX:	P39W1
      OFFSETS:	2-8
       TOKENS:	P39W1-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarak_1]
   UNSPLITVOC:	(Aatorukkum)
          POS:	IV1S+IV+IVSUFF_DO:2P
          VOC:	Aa+toruk+kum
        GLOSS:	I+leave/quit/be left/be abandoned+you

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P39W2
      OFFSETS:	9-13
       TOKENS:	P39W3-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P39W3
      OFFSETS:	14-16
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	أملك
     IS_TRANS:	>mlk
        INDEX:	P39W4
      OFFSETS:	17-21
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malak_1]
   UNSPLITVOC:	(Aamolok)
          POS:	IV1S+IV
          VOC:	Aa+molok
        GLOSS:	I+own

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P39W5
      OFFSETS:	22-25
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P39W6
      OFFSETS:	26-28
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	أقول
     IS_TRANS:	>qwl
        INDEX:	P39W7
      OFFSETS:	29-33
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/say/(for example)

 INPUT STRING:	لكم
     IS_TRANS:	lkm
        INDEX:	P39W8
      OFFSETS:	34-37
       TOKENS:	P39W10-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[la_1]
   UNSPLITVOC:	(lakum)
          POS:	PREP+PRON_2P
          VOC:	la+kum
        GLOSS:	to/for+you [pl.] (you have)

 INPUT STRING:	دوما
     IS_TRANS:	dwmA
        INDEX:	P39W9
      OFFSETS:	38-42
       TOKENS:	P39W12-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dawmAF_1]
   UNSPLITVOC:	(dawmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dawm+AF
        GLOSS:	constantly+[acc.indef.]

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P39W10
      OFFSETS:	42-43
       TOKENS:	P39W13-P39W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	صباحكم
     IS_TRANS:	SbAHkm
        INDEX:	P39W11
      OFFSETS:	44-50
       TOKENS:	P39W14-P39W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SabAH_1]
   UNSPLITVOC:	(SabAHkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	SabAH+kum
        GLOSS:	morning+your

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P39W12
      OFFSETS:	51-54
       TOKENS:	P39W16-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W13
      OFFSETS:	54-55
       TOKENS:	P39W17-P39W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P40W1
      OFFSETS:	1-5
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	actually+[acc.indef.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P40W2
      OFFSETS:	6-8
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P40W3
      OFFSETS:	9-13
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P40W4
      OFFSETS:	14-18
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	محتاجينه
     IS_TRANS:	mHtAjynh
        INDEX:	P40W5
      OFFSETS:	19-27
       TOKENS:	P40W5-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAjiynuh)
          POS:	ADJ+NSUFF_MASC_PL+PRON_3MS
          VOC:	miHotAj+iyn+uh
        GLOSS:	needing+[masc.pl.]+him

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P40W6
      OFFSETS:	28-34
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P40W7
      OFFSETS:	35-39
       TOKENS:	P40W8-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P40W8
      OFFSETS:	40-42
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	نفتح
     IS_TRANS:	nftH
        INDEX:	P40W9
      OFFSETS:	43-47
