 INPUT STRING:	زواج
      OFFSETS:	32-36
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(tiHoSal)
          POS:	IV2MS+IV
          VOC:	ti+HoSal
        GLOSS:	you+occur/happen/take place/obtain

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P10W8
      OFFSETS:	37-40
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	زوجة
     IS_TRANS:	zwjp
        INDEX:	P10W9
      OFFSETS:	41-45
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zawjap_1]
   UNSPLITVOC:	(zawjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	zawj+ap
        GLOSS:	wife/wives+[fem.sg.]

 INPUT STRING:	ومرتب
     IS_TRANS:	wmrtb
        INDEX:	P10W10
      OFFSETS:	46-51
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murat~ab_1]
   UNSPLITVOC:	(wimurat~ab)
          POS:	CONJ+NOUN
          VOC:	wi+murat~ab
        GLOSS:	and+salary/pay

 INPUT STRING:	خداع
     IS_TRANS:	xdAE
        INDEX:	P10W11
      OFFSETS:	52-56
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xidAE_1]
   UNSPLITVOC:	(xidAE)
          POS:	NOUN
          VOC:	xidAE
        GLOSS:	deception

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P10W12
      OFFSETS:	57-62
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P11W1
      OFFSETS:	1-4
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	بالامر
     IS_TRANS:	bAlAmr
        INDEX:	P11W2
      OFFSETS:	5-11
       TOKENS:	P11W2-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(biAl>amor)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+>amor
        GLOSS:	with/by+the+matter/issue/matters/issues

 INPUT STRING:	السهل
     IS_TRANS:	Alshl
        INDEX:	P11W3
      OFFSETS:	12-17
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sahol_1]
   UNSPLITVOC:	(Als~ahol)
          POS:	DET+ADJ
          VOC:	Al+sahol
        GLOSS:	the+easy/simple

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P11W4
      OFFSETS:	18-21
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	للحصول
     IS_TRANS:	llHSwl
        INDEX:	P11W5
      OFFSETS:	22-28
       TOKENS:	P11W6-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HuSuwl_1]
   UNSPLITVOC:	(lilHuSuwl)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+HuSuwl
        GLOSS:	for/to+the+acquisition/obtaining/occurrence/happening

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P11W6
      OFFSETS:	29-32
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المكاسب
     IS_TRANS:	AlmkAsb
        INDEX:	P11W7
      OFFSETS:	33-40
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makosab_1]
   UNSPLITVOC:	(AlmakAsib)
          POS:	DET+NOUN
          VOC:	Al+makAsib
        GLOSS:	the+gain/profit/earnings/profit

 INPUT STRING:	السريعة
     IS_TRANS:	AlsryEp
        INDEX:	P11W8
      OFFSETS:	41-48
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sariyE_1]
   UNSPLITVOC:	(Als~ariyEap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+sariyE+ap
        GLOSS:	the+quick/prompt/express/quickly/promptly+[fem.sg.]

 INPUT STRING:	فتح
     IS_TRANS:	ftH
        INDEX:	P11W9
      OFFSETS:	49-52
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(fataH)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	fataH+(null)
        GLOSS:	open/conquer/be opened/be conquered+he/it

 INPUT STRING:	مكتب
     IS_TRANS:	mktb
        INDEX:	P11W10
      OFFSETS:	53-57
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makotab_1]
   UNSPLITVOC:	(makotab)
          POS:	NOUN
          VOC:	makotab
        GLOSS:	bureau/office/department

 INPUT STRING:	وقدم
     IS_TRANS:	wqdm
        INDEX:	P11W11
      OFFSETS:	58-62
       TOKENS:	P11W13-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(wiqad~im)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qad~im+(null)
        GLOSS:	and+present/provide+he/it

 INPUT STRING:	طلب
     IS_TRANS:	Tlb
        INDEX:	P11W12
      OFFSETS:	63-66
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(Talab)
          POS:	NOUN
          VOC:	Talab
        GLOSS:	request/demand/requests/demands

 INPUT STRING:	2000
     IS_TRANS:	2000
        INDEX:	P11W13
      OFFSETS:	67-71
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2000)
          POS:	ADJ_NUM
          VOC:	2000
        GLOSS:	2000

 INPUT STRING:	جينة
     IS_TRANS:	jynp
        INDEX:	P11W14
      OFFSETS:	72-76
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiniyh_1]
   UNSPLITVOC:	(jynh)
          POS:	NOUN
          VOC:	jynh
        GLOSS:	pound

 INPUT STRING:	ونتصل
     IS_TRANS:	wntSl
        INDEX:	P11W15
      OFFSETS:	77-82
       TOKENS:	P11W18-P11W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~aSal_1]
   UNSPLITVOC:	(winit~iSil)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+t~iSil
        GLOSS:	and+we+connect/link

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P11W16
      OFFSETS:	83-87
       TOKENS:	P11W20-P11W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P11W17
      OFFSETS:	88-90
       TOKENS:	P11W22-P11W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	النصب
     IS_TRANS:	AlnSb
        INDEX:	P11W18
      OFFSETS:	91-96
       TOKENS:	P11W23-P11W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSob_1]
   UNSPLITVOC:	(Aln~aSob)
          POS:	DET+NOUN
          VOC:	Al+naSob
        GLOSS:	the+exertion/hard work/planted flags

 INPUT STRING:	بعينة
     IS_TRANS:	bEynp
        INDEX:	P11W19
      OFFSETS:	97-102
       TOKENS:	P11W24-P11W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(biEiynuh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+Eiyn+uh
        GLOSS:	with/by+eye/eyes/water spring/water source/water springs/water sources/notables/VIP's/Aain+his/its

