 INPUT STRING:	ما
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P21W3
      OFFSETS:	8-12
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	تانك
     IS_TRANS:	tAnk
        INDEX:	P21W4
      OFFSETS:	13-17
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAnk_1]
   UNSPLITVOC:	(tAnk)
          POS:	NOUN
          VOC:	tAnk
        GLOSS:	tank

 INPUT STRING:	البنزين
     IS_TRANS:	Albnzyn
        INDEX:	P21W5
      OFFSETS:	18-25
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(Albanoziyn)
          POS:	DET+NOUN
          VOC:	Al+banoziyn
        GLOSS:	the+gasoline/benzine/benzene

 INPUT STRING:	محتاج
     IS_TRANS:	mHtAj
        INDEX:	P21W6
      OFFSETS:	26-31
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAj)
          POS:	ADJ
          VOC:	miHotAj
        GLOSS:	needing

 INPUT STRING:	تنظيف
     IS_TRANS:	tnZyf
        INDEX:	P21W7
      OFFSETS:	32-37
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanoZiyf_1]
   UNSPLITVOC:	(tanoZiyf)
          POS:	NOUN
          VOC:	tanoZiyf
        GLOSS:	cleaning

 INPUT STRING:	لإن
     IS_TRANS:	l<n
        INDEX:	P21W8
      OFFSETS:	38-41
       TOKENS:	P21W8-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	to/for+that

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P21W9
      OFFSETS:	42-49
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+car+[fem.sg.]

 INPUT STRING:	منذ
     IS_TRANS:	mn*
        INDEX:	P21W10
      OFFSETS:	50-53
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mun*_1]
   UNSPLITVOC:	(mun*)
          POS:	PREP
          VOC:	mun*
        GLOSS:	in/ago/from/since/for

 INPUT STRING:	1997
     IS_TRANS:	1997
        INDEX:	P21W11
      OFFSETS:	54-58
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(1997)
          POS:	NOUN_NUM
          VOC:	1997
        GLOSS:	1997

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	yet/but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P22W2
      OFFSETS:	3-5
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P22W3
      OFFSETS:	6-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P22W4
      OFFSETS:	11-18
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue/subjects/themes/issues

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P22W5
      OFFSETS:	19-21
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	مكلف
     IS_TRANS:	mklf
        INDEX:	P22W6
      OFFSETS:	22-26
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mukal~af_1]
   UNSPLITVOC:	(mukal~af)
          POS:	NOUN
          VOC:	mukal~af
        GLOSS:	commissioned with/charged with/responsible for

 INPUT STRING:	والا
     IS_TRANS:	wAlA
        INDEX:	P22W7
      OFFSETS:	27-31
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAl~A_1]
   UNSPLITVOC:	(wAl~A)
          POS:	CONJ
          VOC:	wAl~A
        GLOSS:	or

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P22W8
      OFFSETS:	32-34
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P22W9
      OFFSETS:	35-36
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	السلام
     IS_TRANS:	AlslAm
        INDEX:	P23W1
      OFFSETS:	0-6
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(Als~alAm)
          POS:	DET+NOUN
          VOC:	Al+salAm
        GLOSS:	the+peace/greeting/salute/salutation/greetings/salutations/anthem/song

 INPUT STRING:	عليكم
     IS_TRANS:	Elykm
        INDEX:	P23W2
      OFFSETS:	7-12
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykum)
          POS:	PREP+PRON_2P
          VOC:	EalaY+kum
        GLOSS:	on/above+you [masc.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W3
      OFFSETS:	12-13
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W4
      OFFSETS:	13-14
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W5
      OFFSETS:	14-15
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P23W6
      OFFSETS:	16-18
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P23W7
      OFFSETS:	19-23
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	تانيه
     IS_TRANS:	tAnyh
        INDEX:	P23W8
      OFFSETS:	24-29
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAnoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tAnoy+ap
        GLOSS:	second/next/II/secondly+[fem.sg.]

 INPUT STRING:	مهمه
     IS_TRANS:	mhmh
        INDEX:	P23W9
      OFFSETS:	30-34
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~ap_1]
   UNSPLITVOC:	(muhim~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muhim~+ap
        GLOSS:	important/serious+[fem.sg.]

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P23W10
      OFFSETS:	35-38
       TOKENS:	P23W11-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hay~a_1]
   UNSPLITVOC:	(wihay~a)
          POS:	CONJ+PRON_3FS
          VOC:	wi+hay~a
        GLOSS:	and+she

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P23W11
      OFFSETS:	39-41
       TOKENS:	P23W13-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<an~_1]
   UNSPLITVOC:	(<an~)
          POS:	SUB_CONJ
          VOC:	<an~
        GLOSS:	that/to

 INPUT STRING:	الطرمبه
     IS_TRANS:	AlTrmbh
        INDEX:	P23W12
      OFFSETS:	42-49
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Turumobap_1]
   UNSPLITVOC:	(AlT~urumobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Turumob+ap
        GLOSS:	the+pump+[fem.sg.]

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P23W13
      OFFSETS:	50-54
       TOKENS:	P23W15-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eanod+ak
        GLOSS:	at/with+your

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P23W14
      OFFSETS:	57-59
       TOKENS:	P23W17-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay_1]
   UNSPLITVOC:	(zaY)
          POS:	NOUN
          VOC:	zaY
        GLOSS:	like/such as

 INPUT STRING:	العربيات
     IS_TRANS:	AlErbyAt
        INDEX:	P23W15
      OFFSETS:	60-68
       TOKENS:	P23W18-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Earabiy~+At
        GLOSS:	the+Arabic (language)+[fem.pl.]

 INPUT STRING:	الجديده
     IS_TRANS:	Aljdydh
        INDEX:	P23W16
      OFFSETS:	69-76
       TOKENS:	P23W19-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(Aljidiydap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jidiyd+ap
        GLOSS:	the+new/modern/recent/again/anew/brand new/junior/inexperienced+[fem.sg.]

 INPUT STRING:	بتشتغل
     IS_TRANS:	bt$tgl
        INDEX:	P23W17
      OFFSETS:	79-85
       TOKENS:	P23W20-P23W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(biti$otagal)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+$otagal
        GLOSS:	[present-tense]+it/they/she+work

 INPUT STRING:	بالكهربا
     IS_TRANS:	bAlkhrbA
        INDEX:	P23W18
      OFFSETS:	86-94
       TOKENS:	P23W22-P23W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kahorabA_1]
   UNSPLITVOC:	(biAlkahorabA)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+kahorabA
        GLOSS:	with/by+the+electricity

 INPUT STRING:	وممكن
     IS_TRANS:	wmmkn
        INDEX:	P24W1
      OFFSETS:	0-5
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(wimumokin)
          POS:	CONJ+NOUN
          VOC:	wi+mumokin
        GLOSS:	and+possibilities

 INPUT STRING:	تعد
     IS_TRANS:	tEd
        INDEX:	P24W2
      OFFSETS:	6-9
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~_1]
   UNSPLITVOC:	(tiEid~)
          POS:	IV3FS+IV
          VOC:	ti+Eid~
        GLOSS:	it/they/she+count/consider/deem/be counted/be considered/be deemed

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P24W3
      OFFSETS:	10-15
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sAE+At
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.pl.]

 INPUT STRING:	شغاله
     IS_TRANS:	$gAlh
        INDEX:	P24W4
      OFFSETS:	16-21
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ag~Alap_1]
   UNSPLITVOC:	($ag~Alap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$ag~Al+ap
        GLOSS:	busy/occupied/in operation/running/functioning+[fem.sg.]

 INPUT STRING:	اثناء
     IS_TRANS:	AvnA'
        INDEX:	P24W5
      OFFSETS:	22-27
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AvonA'_1]
   UNSPLITVOC:	(AvonA')
          POS:	NOUN
          VOC:	AvonA'
        GLOSS:	during

 INPUT STRING:	السفر
     IS_TRANS:	Alsfr
        INDEX:	P24W6
      OFFSETS:	28-33
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[safar_1]
   UNSPLITVOC:	(Als~afar)
          POS:	DET+NOUN
          VOC:	Al+safar
        GLOSS:	the+travel/trip/journeys

 INPUT STRING:	فطبعا
     IS_TRANS:	fTbEA
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(faTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	fa+TaboE+AF
        GLOSS:	so/and+temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	بتسخن
     IS_TRANS:	btsxn
        INDEX:	P25W2
      OFFSETS:	6-11
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sixin_1]
   UNSPLITVOC:	(bitisoxan)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+soxan
        GLOSS:	[present-tense]+it/they/she+heat/warm

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P25W3
      OFFSETS:	12-15
       TOKENS:	P25W5-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hay~a_1]
   UNSPLITVOC:	(wihay~a)
          POS:	CONJ+PRON_3FS
          VOC:	wi+hay~a
        GLOSS:	and+she

 INPUT STRING:	مصممه
     IS_TRANS:	mSmmh
        INDEX:	P25W4
      OFFSETS:	16-21
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSam~im_1]
   UNSPLITVOC:	(muSam~imap)
          POS:	NOUN.VN+NSUFF_FEM_SG
          VOC:	muSam~im+ap
        GLOSS:	designer/stylist+[fem.sg.]

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P25W5
      OFFSETS:	22-26
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	بتعتمد
     IS_TRANS:	btEtmd
        INDEX:	P25W6
      OFFSETS:	27-33
       TOKENS:	P25W10-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotamad_1]
   UNSPLITVOC:	(bitiEotimid)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eotimid
        GLOSS:	[present-tense]+it/they/she+depend/rely/rely (on)

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P25W7
      OFFSETS:	34-37
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مستوي
     IS_TRANS:	mstwy
        INDEX:	P25W8
      OFFSETS:	38-43
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(musotawaY)
          POS:	NOUN
          VOC:	musotawaY
        GLOSS:	level/standard/levels/standards

 INPUT STRING:	البنزين
     IS_TRANS:	Albnzyn
        INDEX:	P25W9
      OFFSETS:	44-51
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(Albanoziyn)
          POS:	DET+NOUN
          VOC:	Al+banoziyn
        GLOSS:	the+gasoline/benzine/benzene

 INPUT STRING:	المرتفع
     IS_TRANS:	AlmrtfE
        INDEX:	P25W10
      OFFSETS:	52-59
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murotafaE_1]
   UNSPLITVOC:	(AlmurotafaE)
          POS:	DET+NOUN
          VOC:	Al+murotafaE
        GLOSS:	the+height/altitude/elevation/heights

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W11
      OFFSETS:	60-62
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التانك
     IS_TRANS:	AltAnk
        INDEX:	P25W12
      OFFSETS:	63-69
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAnk_1]
   UNSPLITVOC:	(AltAnk)
          POS:	DET+NOUN
          VOC:	Al+tAnk
        GLOSS:	the+tank

 INPUT STRING:	لتبريدها
     IS_TRANS:	ltbrydhA
        INDEX:	P25W13
      OFFSETS:	70-78
       TOKENS:	P25W18-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taboriyd_1]
   UNSPLITVOC:	(litaboriydhA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	li+taboriyd+hA
        GLOSS:	for/to+refrigeration/cooling+its/their/her

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P26W1
      OFFSETS:	0-1
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P26W2
      OFFSETS:	2-6
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	اقل
     IS_TRANS:	Aql
        INDEX:	P26W3
      OFFSETS:	7-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(>aqal~)
          POS:	ADJ_COMP
          VOC:	>aqal~
        GLOSS:	minimum/smallest/least

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W4
      OFFSETS:	11-13
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ربع
     IS_TRANS:	rbE
        INDEX:	P26W5
      OFFSETS:	14-17
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruboE_1]
   UNSPLITVOC:	(ruboE)
          POS:	NOUN_QUANT
          VOC:	ruboE
        GLOSS:	quarter

 INPUT STRING:	التانك
     IS_TRANS:	AltAnk
        INDEX:	P26W6
      OFFSETS:	18-24
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAnk_1]
   UNSPLITVOC:	(AltAnk)
          POS:	DET+NOUN
          VOC:	Al+tAnk
        GLOSS:	the+tank

 INPUT STRING:	يسخن
     IS_TRANS:	ysxn
        INDEX:	P26W7
      OFFSETS:	25-29
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sax~an_1]
   UNSPLITVOC:	(yisax~an)
          POS:	IV3MS+IV
          VOC:	yi+sax~an
        GLOSS:	he/it+heat/warm

 INPUT STRING:	الطرمبه
     IS_TRANS:	AlTrmbh
        INDEX:	P26W8
      OFFSETS:	30-37
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Turumobap_1]
   UNSPLITVOC:	(AlT~urumobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Turumob+ap
        GLOSS:	the+pump+[fem.sg.]

 INPUT STRING:	وممكن
     IS_TRANS:	wmmkn
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
