 INPUT STRING:	لماذا
          POS:	NO_FUNC
          VOC:	l>nnA
        GLOSS:	nogloss

 INPUT STRING:	ننتظر
     IS_TRANS:	nntZr
        INDEX:	P65W16
      OFFSETS:	77-82
       TOKENS:	P65W20-P65W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AintaZar_1]
   UNSPLITVOC:	(nantaZir)
          POS:	IV1P+IV
          VOC:	na+ntaZir
        GLOSS:	we+wait

 INPUT STRING:	تنفيذ
     IS_TRANS:	tnfy*
        INDEX:	P65W17
      OFFSETS:	83-88
       TOKENS:	P65W21-P65W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanofiy*_1]
   UNSPLITVOC:	(tanofiy*)
          POS:	NOUN
          VOC:	tanofiy*
        GLOSS:	implementation/execution/carrying out

 INPUT STRING:	تعهداتهم
     IS_TRANS:	tEhdAthm
        INDEX:	P65W18
      OFFSETS:	89-97
       TOKENS:	P65W22-P65W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEah~ud_1]
   UNSPLITVOC:	(taEah~udAthum)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3P
          VOC:	taEah~ud+At+hum
        GLOSS:	promises+[fem.pl.]+their

 INPUT STRING:	بالاستجابة
     IS_TRANS:	bAlAstjAbp
        INDEX:	P65W19
      OFFSETS:	98-108
       TOKENS:	P65W24-P65W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotijAbap_1]
   UNSPLITVOC:	(biAlAisotijAbap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+AisotijAb+ap
        GLOSS:	with/by+the+compliance/replying+[fem.sg.]

 INPUT STRING:	لمطالبنا
     IS_TRANS:	lmTAlbnA
        INDEX:	P65W20
      OFFSETS:	109-117
       TOKENS:	P65W26-P65W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maTlab_1]
   UNSPLITVOC:	(limaTAlibnA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+maTAlib+nA
        GLOSS:	for/to+requests+our

 INPUT STRING:	بسرعة
     IS_TRANS:	bsrEp
        INDEX:	P65W21
      OFFSETS:	118-123
       TOKENS:	P65W29-P65W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
        GLOSS:	with/by+speed/velocity/promptness+[fem.sg.]

 INPUT STRING:	القصاص
     IS_TRANS:	AlqSAS
        INDEX:	P65W22
      OFFSETS:	124-130
       TOKENS:	P65W31-P65W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiSAS_1]
   UNSPLITVOC:	(AlqiSAS)
          POS:	DET+NOUN
          VOC:	Al+qiSAS
        GLOSS:	the+reprisal/retaliation/punishment

 INPUT STRING:	لدماء
     IS_TRANS:	ldmA'
        INDEX:	P65W23
      OFFSETS:	131-136
       TOKENS:	P65W32-P65W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimA'_1]
   UNSPLITVOC:	(lidimA')
          POS:	PREP+NOUN
          VOC:	li+dimA'
        GLOSS:	for/to+blood

 INPUT STRING:	الشهداء
     IS_TRANS:	Al$hdA'
        INDEX:	P65W24
      OFFSETS:	137-144
       TOKENS:	P65W34-P65W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahiyd_1]
   UNSPLITVOC:	(Al$~uhadA')
          POS:	DET+NOUN
          VOC:	Al+$uhadA'
        GLOSS:	the+martyrs

 INPUT STRING:	ومواصلة
     IS_TRANS:	wmwASlp
        INDEX:	P65W25
      OFFSETS:	145-152
       TOKENS:	P65W35-P65W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwASolap_1]
   UNSPLITVOC:	(wimuwASolap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+muwASol+ap
        GLOSS:	and+continuation/continue+[fem.sg.]

 INPUT STRING:	محاكمات
     IS_TRANS:	mHAkmAt
        INDEX:	P65W26
      OFFSETS:	153-160
       TOKENS:	P65W37-P65W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAkamap_1]
   UNSPLITVOC:	(muHAkamAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	muHAkam+At
        GLOSS:	judicial proceeding/legal prosecution+[fem.pl.]

 INPUT STRING:	الفاسدين
     IS_TRANS:	AlfAsdyn
        INDEX:	P65W27
      OFFSETS:	161-169
       TOKENS:	P65W38-P65W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fAsid_1]
   UNSPLITVOC:	(AlfAsdiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+fAsd+iyn
        GLOSS:	the+corrupt+[masc.pl.]

 INPUT STRING:	والإسراع
     IS_TRANS:	wAl<srAE
        INDEX:	P65W28
      OFFSETS:	170-178
       TOKENS:	P65W39-P65W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorAE_1]
   UNSPLITVOC:	(wiAl<isorAE)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+<isorAE
        GLOSS:	and+the+acceleration

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P65W29
      OFFSETS:	179-181
       TOKENS:	P65W41-P65W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	استرداد
     IS_TRANS:	AstrdAd
        INDEX:	P65W30
      OFFSETS:	182-189
       TOKENS:	P65W42-P65W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotirodAd_1]
   UNSPLITVOC:	(AisotirodAd)
          POS:	NOUN
          VOC:	AisotirodAd
        GLOSS:	reclamation/recovery/retraction

 INPUT STRING:	ثروات
     IS_TRANS:	vrwAt
        INDEX:	P65W31
      OFFSETS:	190-195
       TOKENS:	P65W43-P65W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[varowap_1]
   UNSPLITVOC:	(varawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	varaw+At
        GLOSS:	wealth/abundance/riches+[fem.pl.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P65W32
      OFFSETS:	196-199
       TOKENS:	P65W44-P65W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	المنهوبة
     IS_TRANS:	Almnhwbp
        INDEX:	P65W33
      OFFSETS:	200-208
       TOKENS:	P65W45-P65W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohuwb_1]
   UNSPLITVOC:	(Almanohuwbap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+manohuwb+ap
        GLOSS:	the+plundered+[fem.sg.]

 INPUT STRING:	والإفراج
     IS_TRANS:	wAl<frAj
        INDEX:	P65W34
      OFFSETS:	209-217
       TOKENS:	P65W46-P65W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iforAj_1]
   UNSPLITVOC:	(wiAl<iforAj)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+<iforAj
        GLOSS:	and+the+release/liberation

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P65W35
      OFFSETS:	218-220
       TOKENS:	P65W48-P65W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	المعتقلين
     IS_TRANS:	AlmEtqlyn
        INDEX:	P65W36
      OFFSETS:	221-230
       TOKENS:	P65W49-P65W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEotaqal_1]
   UNSPLITVOC:	(AlmuEotaqaliyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muEotaqal+iyn
        GLOSS:	the+prisoners+[masc.pl.]

 INPUT STRING:	السياسيين
     IS_TRANS:	AlsyAsyyn
        INDEX:	P65W37
      OFFSETS:	231-240
       TOKENS:	P65W50-P65W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(Als~iyAsiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+siyAsiy~+iyn
        GLOSS:	the+political+[masc.pl.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P65W38
      OFFSETS:	240-241
       TOKENS:	P65W51-P65W51
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وأننا
     IS_TRANS:	w>nnA
        INDEX:	P66W1
      OFFSETS:	1-6
       TOKENS:	P66W1-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(wa>an~anA)
          POS:	CONJ+SUB_CONJ+PRON_1P
          VOC:	wa+>an~a+nA
        GLOSS:	and+that+we

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P66W2
      OFFSETS:	7-9
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not, never, nevermore

 INPUT STRING:	نشهد
     IS_TRANS:	n$hd
        INDEX:	P66W3
      OFFSETS:	10-14
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahad_1]
   UNSPLITVOC:	(ni$ohad)
          POS:	IV1P+IV
          VOC:	ni+$ohad
        GLOSS:	we+witness

 INPUT STRING:	مستقبلا
     IS_TRANS:	mstqblA
        INDEX:	P66W4
      OFFSETS:	15-22
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musotaqobal_1]
   UNSPLITVOC:	(musotaqobal)
          POS:	NOUN
          VOC:	musotaqobal
        GLOSS:	future

 INPUT STRING:	مشرقا
     IS_TRANS:	m$rqA
        INDEX:	P66W5
      OFFSETS:	23-28
       TOKENS:	P66W7-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$oriq_1]
   UNSPLITVOC:	(mu$oriq)
          POS:	ADJ
          VOC:	mu$oriq
        GLOSS:	splendid/shining/bright/auspicious (future)

 INPUT STRING:	أبدا
     IS_TRANS:	>bdA
        INDEX:	P66W6
      OFFSETS:	29-33
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN
          VOC:	>abadAF
        GLOSS:	never/definitely not/not at all

 INPUT STRING:	بغير
     IS_TRANS:	bgyr
        INDEX:	P66W7
      OFFSETS:	34-38
       TOKENS:	P66W9-P66W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(bigayor)
          POS:	PREP+NOUN
          VOC:	bi+gayor
        GLOSS:	with/by+not/other

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P66W8
      OFFSETS:	39-41
       TOKENS:	P66W11-P66W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P66W9
      OFFSETS:	42-45
       TOKENS:	P66W12-P66W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(*alik)
          POS:	DEM_PRON_MS
          VOC:	*alik
        GLOSS:	that

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P66W10
      OFFSETS:	45-46
       TOKENS:	P66W13-P66W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P66W11
      OFFSETS:	47-50
       TOKENS:	P66W14-P66W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(li>an~a)
          POS:	PREP+SUB_CONJ
          VOC:	li+>an~a
        GLOSS:	for+that

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P66W12
      OFFSETS:	51-55
       TOKENS:	P66W16-P66W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P66W13
      OFFSETS:	56-58
       TOKENS:	P66W17-P66W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يرضى
     IS_TRANS:	yrDY
        INDEX:	P66W14
      OFFSETS:	59-63
       TOKENS:	P66W18-P66W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riDiy_1]
   UNSPLITVOC:	(yaroDaY)
          POS:	IV3MS+IV
          VOC:	ya+roDaY
        GLOSS:	he/it+be pleased

 INPUT STRING:	لعباده
     IS_TRANS:	lEbAdh
        INDEX:	P66W15
      OFFSETS:	64-70
       TOKENS:	P66W19-P66W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EibAd_1]
   UNSPLITVOC:	(liEibAdhi)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	li+EibAd+hi
        GLOSS:	for/to+mankind+its/his

 INPUT STRING:	الظلم
     IS_TRANS:	AlZlm
        INDEX:	P66W16
      OFFSETS:	71-76
       TOKENS:	P66W22-P66W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zulom_1]
   UNSPLITVOC:	(AlZ~ulom)
          POS:	DET+NOUN
          VOC:	Al+Zulom
        GLOSS:	the+injustice

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P66W17
      OFFSETS:	76-77
       TOKENS:	P66W23-P66W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P67W1
      OFFSETS:	1-3
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حقك
     IS_TRANS:	Hqk
        INDEX:	P67W2
      OFFSETS:	4-7
       TOKENS:	P67W2-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~ak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Haq~+ak
        GLOSS:	right, prerogative, truth+your

 INPUT STRING:	ألا
     IS_TRANS:	>lA
        INDEX:	P67W3
      OFFSETS:	8-11
       TOKENS:	P67W4-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an_1]
   UNSPLITVOC:	(>anlA)
          POS:	SUB_CONJ+NEG_PART
          VOC:	>an+lA
        GLOSS:	that/to+not

 INPUT STRING:	تنفعل
     IS_TRANS:	tnfEl
        INDEX:	P67W4
      OFFSETS:	12-17
       TOKENS:	P67W6-P67W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinofaEal_1]
   UNSPLITVOC:	(tinofiEil)
          POS:	IV2MS+IV
          VOC:	ti+nofiEil
        GLOSS:	you+be angry

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P67W5
      OFFSETS:	17-18
       TOKENS:	P67W7-P67W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	لكننى
     IS_TRANS:	lknnY
        INDEX:	P67W6
      OFFSETS:	19-24
       TOKENS:	P67W8-P67W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kin~a_1]
   UNSPLITVOC:	(l`kin~aniy)
          POS:	PSEUDO_VERB+PRON_1S
          VOC:	l`kin~a+niy
        GLOSS:	But, however, yet, still, nevertheless, on the other hand+I

 INPUT STRING:	سأظل
     IS_TRANS:	s>Zl
        INDEX:	P67W7
      OFFSETS:	25-29
       TOKENS:	P67W10-P67W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(s>Zl)
          POS:	NO_FUNC
          VOC:	s>Zl
        GLOSS:	nogloss

 INPUT STRING:	منفعلا
     IS_TRANS:	mnfElA
        INDEX:	P67W8
      OFFSETS:	30-36
       TOKENS:	P67W11-P67W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munofaEil_1]
   UNSPLITVOC:	(munofaEil)
          POS:	ADJ
          VOC:	munofaEil
        GLOSS:	agitated/excited

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P67W9
      OFFSETS:	37-40
       TOKENS:	P67W12-P67W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	أرى
     IS_TRANS:	>rY
        INDEX:	P67W10
      OFFSETS:	41-44
       TOKENS:	P67W13-P67W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY_1]
   UNSPLITVOC:	(>araY)
          POS:	IV1S+IV
          VOC:	>a+raY
        GLOSS:	I+see

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P67W11
      OFFSETS:	45-48
       TOKENS:	P67W14-P67W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	وقد
     IS_TRANS:	wqd
        INDEX:	P67W12
      OFFSETS:	49-52
       TOKENS:	P67W15-P67W15
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wqd)
          POS:	NO_FUNC
          VOC:	wqd
        GLOSS:	nogloss

 INPUT STRING:	طالت
     IS_TRANS:	TAlt
        INDEX:	P67W13
      OFFSETS:	53-57
       TOKENS:	P67W16-P67W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAl_1]
   UNSPLITVOC:	(TAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TAl+it
        GLOSS:	reach+it/they/she

 INPUT STRING:	أيدى
     IS_TRANS:	>ydY
        INDEX:	P67W14
      OFFSETS:	58-62
       TOKENS:	P67W17-P67W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(>aydiy)
          POS:	NOUN
          VOC:	>aydiy
        GLOSS:	hands

 INPUT STRING:	العدالة
     IS_TRANS:	AlEdAlp
        INDEX:	P67W15
      OFFSETS:	63-70
       TOKENS:	P67W18-P67W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EadAlap_1]
   UNSPLITVOC:	(AlEadAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EadAl+ap
        GLOSS:	the+justice/fairness+[fem.sg.]

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P67W16
      OFFSETS:	71-75
       TOKENS:	P67W19-P67W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P67W17
      OFFSETS:	76-81
       TOKENS:	P67W21-P67W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	وأسرته
     IS_TRANS:	w>srth
        INDEX:	P67W18
      OFFSETS:	82-88
       TOKENS:	P67W22-P67W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>usrap_1]
   UNSPLITVOC:	(wa>usrituh)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wa+>usrit+uh
        GLOSS:	and+family+his/its

 INPUT STRING:	وأذنابه
     IS_TRANS:	w>*nAbh
        INDEX:	P67W19
      OFFSETS:	89-96
       TOKENS:	P67W25-P67W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*anb_1]
   UNSPLITVOC:	(wi>a*nAbuh)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wi+>a*nAb+uh
        GLOSS:	and+tales+his/its

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P67W20
      OFFSETS:	96-97
       TOKENS:	P67W28-P67W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	سأظل
     IS_TRANS:	s>Zl
        INDEX:	P68W1
      OFFSETS:	1-5
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(s>Zl)
          POS:	NO_FUNC
          VOC:	s>Zl
        GLOSS:	nogloss

 INPUT STRING:	منفعلا
     IS_TRANS:	mnfElA
        INDEX:	P68W2
      OFFSETS:	6-12
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munofaEil_1]
   UNSPLITVOC:	(munofaEil)
          POS:	ADJ
          VOC:	munofaEil
        GLOSS:	agitated/excited

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P68W3
      OFFSETS:	13-16
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	تنعم
     IS_TRANS:	tnEm
        INDEX:	P68W4
      OFFSETS:	17-21
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tnEm)
          POS:	NO_FUNC
          VOC:	tnEm
        GLOSS:	nogloss

 INPUT STRING:	مصر
