 INPUT STRING:	زواج
        GLOSS:	the+distinguished/generous/noble/precious

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W7
      OFFSETS:	40-42
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الزوااج
     IS_TRANS:	AlzwAAj
        INDEX:	P19W8
      OFFSETS:	43-50
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zawAj_1]
   UNSPLITVOC:	(Alz~awAj)
          POS:	DET+NOUN
          VOC:	Al+zawAj
        GLOSS:	the+marriage/wedding

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P19W9
      OFFSETS:	51-53
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الكتابيات
     IS_TRANS:	AlktAbyAt
        INDEX:	P19W10
      OFFSETS:	54-63
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlkitAbiy_1]
   UNSPLITVOC:	(AlkitAbiy~At)
          POS:	DET+ADJ+NSUFF_FEM_PL
          VOC:	Al+kitAbiy~+At
        GLOSS:	the+Christians and Jews+[fem.pl.]

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but/however

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P20W2
      OFFSETS:	4-6
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	الزماان
     IS_TRANS:	AlzmAAn
        INDEX:	P20W3
      OFFSETS:	7-14
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(Alz~amAn)
          POS:	DET+NOUN
          VOC:	Al+zamAn
        GLOSS:	the+time/duration

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P20W4
      OFFSETS:	15-21
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P20W5
      OFFSETS:	22-24
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	something like

 INPUT STRING:	زماان
     IS_TRANS:	zmAAn
        INDEX:	P20W6
      OFFSETS:	25-30
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration

 INPUT STRING:	الرسول
     IS_TRANS:	Alrswl
        INDEX:	P20W7
      OFFSETS:	31-37
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasuwl_1]
   UNSPLITVOC:	(Alr~asuwl)
          POS:	DET+NOUN
          VOC:	Al+rasuwl
        GLOSS:	the+messenger (Muhammad)

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W8
      OFFSETS:	38-42
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	كاان
     IS_TRANS:	kAAn
        INDEX:	P20W9
      OFFSETS:	43-47
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(kAAn)
          POS:	NO_FUNC
          VOC:	kAAn
        GLOSS:	nogloss

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P20W10
      OFFSETS:	48-51
       TOKENS:	P20W10-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	يعيش
     IS_TRANS:	yEy$
        INDEX:	P20W11
      OFFSETS:	52-56
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(yiEiy$)
          POS:	IV3MS+IV
          VOC:	yi+Eiy$
        GLOSS:	he/it+live/experience

 INPUT STRING:	المسلمون
     IS_TRANS:	Almslmwn
        INDEX:	P20W12
      OFFSETS:	57-65
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Almslmwn)
          POS:	NO_FUNC
          VOC:	Almslmwn
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P20W13
      OFFSETS:	66-68
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	اليهود
     IS_TRANS:	Alyhwd
        INDEX:	P20W14
      OFFSETS:	69-75
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(Alyahuwd)
          POS:	DET+NOUN
          VOC:	Al+yahuwd
        GLOSS:	the+Jews

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P20W15
      OFFSETS:	76-79
       TOKENS:	P20W16-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	يسطتيعون
     IS_TRANS:	ysTtyEwn
        INDEX:	P20W16
      OFFSETS:	80-88
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ysTtyEwn)
          POS:	TYPO
          VOC:	ysTtyEwn
        GLOSS:	nogloss

 INPUT STRING:	عصياان
     IS_TRANS:	ESyAAn
        INDEX:	P20W17
      OFFSETS:	89-95
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EiSyAn_1]
   UNSPLITVOC:	(EiSyAn)
          POS:	NOUN
          VOC:	EiSyAn
        GLOSS:	mutiny/insubordination

 INPUT STRING:	النبى
     IS_TRANS:	AlnbY
        INDEX:	P20W18
      OFFSETS:	96-101
       TOKENS:	P20W20-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nabiy_1]
   UNSPLITVOC:	(Aln~abiy)
          POS:	DET+NOUN
          VOC:	Al+nabiy
        GLOSS:	the+prophet

 INPUT STRING:	والا
     IS_TRANS:	wAlA
        INDEX:	P20W19
      OFFSETS:	102-106
       TOKENS:	P20W21-P20W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wi<il~A)
          POS:	CONJ+RESTRIC_PART
          VOC:	wi+<il~A
        GLOSS:	and+or

 INPUT STRING:	تعرضوا
     IS_TRANS:	tErDwA
        INDEX:	P20W20
      OFFSETS:	107-113
       TOKENS:	P20W23-P20W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEar~aD_1]
   UNSPLITVOC:	(taEar~aDuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	taEar~aD+uwA
        GLOSS:	be exposed to/encounter+they [verb]

 INPUT STRING:	للطرد
     IS_TRANS:	llTrd
        INDEX:	P20W21
      OFFSETS:	114-119
       TOKENS:	P20W24-P20W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tarod_1]
   UNSPLITVOC:	(lilT~arod)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Tarod
        GLOSS:	for/to+the+expulsion/dismissal/kicking out

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W22
      OFFSETS:	120-122
       TOKENS:	P20W26-P20W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البلااد
     IS_TRANS:	AlblAAd
        INDEX:	P20W23
      OFFSETS:	123-130
       TOKENS:	P20W27-P20W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(AlbilAd)
          POS:	DET+NOUN
          VOC:	Al+bilAd
        GLOSS:	the+country/countries

 INPUT STRING:	مثلماا
     IS_TRANS:	mvlmAA
        INDEX:	P20W24
      OFFSETS:	131-137
       TOKENS:	P20W28-P20W28
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mvlmAA)
          POS:	NO_FUNC
          VOC:	mvlmAA
        GLOSS:	nogloss

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P20W25
      OFFSETS:	138-141
       TOKENS:	P20W29-P20W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen/take place+he/it [verb]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P20W26
      OFFSETS:	142-145
       TOKENS:	P20W30-P20W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	غزوه
     IS_TRANS:	gzwh
        INDEX:	P20W27
      OFFSETS:	146-150
       TOKENS:	P20W31-P20W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gazowap_1]
   UNSPLITVOC:	(gazowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	gazow+ap
        GLOSS:	raid/invasion/foray/incursion+[fem.sg.]

 INPUT STRING:	احد
     IS_TRANS:	AHd
        INDEX:	P20W28
      OFFSETS:	151-154
       TOKENS:	P20W32-P20W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uHud_1]
   UNSPLITVOC:	(>uHud)
          POS:	NOUN_PROP
          VOC:	>uHud
        GLOSS:	Uhod

 INPUT STRING:	ويهود
     IS_TRANS:	wyhwd
        INDEX:	P20W29
      OFFSETS:	155-160
       TOKENS:	P20W33-P20W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(wiyahuwd)
          POS:	CONJ+NOUN
          VOC:	wi+yahuwd
        GLOSS:	and+Jews

 INPUT STRING:	بنى
     IS_TRANS:	bnY
        INDEX:	P20W30
      OFFSETS:	161-164
       TOKENS:	P20W35-P20W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baniy_1]
   UNSPLITVOC:	(baniy)
          POS:	NOUN_PROP
          VOC:	baniy
        GLOSS:	Bani/Beni/Benny

 INPUT STRING:	قريظه
     IS_TRANS:	qryZh
        INDEX:	P20W31
      OFFSETS:	165-170
       TOKENS:	P20W36-P20W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qurayZap_1]
   UNSPLITVOC:	(qurayZap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	qurayZ+ap
        GLOSS:	Quraiza+[fem.sg.]

 INPUT STRING:	ويهود
     IS_TRANS:	wyhwd
        INDEX:	P20W32
      OFFSETS:	171-176
       TOKENS:	P20W37-P20W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(wiyahuwd)
          POS:	CONJ+NOUN
          VOC:	wi+yahuwd
        GLOSS:	and+Jews

 INPUT STRING:	خيبر
     IS_TRANS:	xybr
        INDEX:	P20W33
      OFFSETS:	177-181
       TOKENS:	P20W39-P20W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaybar_1]
   UNSPLITVOC:	(xaybar)
          POS:	NOUN_PROP
          VOC:	xaybar
        GLOSS:	Khaibar/Kheibar

 INPUT STRING:	وغيرهم
     IS_TRANS:	wgyrhm
        INDEX:	P20W34
      OFFSETS:	182-188
       TOKENS:	P20W40-P20W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(wigiyrhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+giyr+hum
        GLOSS:	with+not/other+their

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W35
      OFFSETS:	189-191
       TOKENS:	P20W43-P20W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اليهوود
     IS_TRANS:	Alyhwwd
        INDEX:	P20W36
      OFFSETS:	192-199
       TOKENS:	P20W44-P20W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(Alyahuwd)
          POS:	DET+NOUN
          VOC:	Al+yahuwd
        GLOSS:	the+jews

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W37
      OFFSETS:	200-204
       TOKENS:	P20W45-P20W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	معروفين
     IS_TRANS:	mErwfyn
        INDEX:	P20W38
      OFFSETS:	205-212
       TOKENS:	P20W46-P20W46
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mErwfyn)
          POS:	NO_FUNC
          VOC:	mErwfyn
        GLOSS:	nogloss

 INPUT STRING:	بخستهم
     IS_TRANS:	bxsthm
        INDEX:	P20W39
      OFFSETS:	213-219
       TOKENS:	P20W47-P20W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xis~ap_1]
   UNSPLITVOC:	(bixis~ithum)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	bi+xis~+ap+hum
        GLOSS:	by/with+meanness/vileness+[fem.sg.]+their

 INPUT STRING:	وغدرهم
     IS_TRANS:	wgdrhm
        INDEX:	P20W40
      OFFSETS:	220-226
       TOKENS:	P20W50-P20W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gadr_1]
   UNSPLITVOC:	(wigadruhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+gadr+hum
        GLOSS:	and+treason/deception+their

 INPUT STRING:	نبهناا
     IS_TRANS:	nbhnAA
        INDEX:	P21W1
      OFFSETS:	0-6
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nab~ih_1]
   UNSPLITVOC:	(nab~ihnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	nab~ih+(null)+nA
        GLOSS:	warn/caution/point out+he/it [verb]+us

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P21W2
      OFFSETS:	7-10
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+them

 INPUT STRING:	القرأن
     IS_TRANS:	Alqr>n
        INDEX:	P21W3
      OFFSETS:	11-17
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qur|n_1]
   UNSPLITVOC:	(Alqur|n)
          POS:	DET+NOUN_PROP
          VOC:	Al+qur|n
        GLOSS:	the+Quran

 INPUT STRING:	بانهم
     IS_TRANS:	bAnhm
        INDEX:	P21W4
      OFFSETS:	18-23
       TOKENS:	P21W6-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(bi<in~uhum)
          POS:	PREP+SUB_CONJ+PRON_3P
          VOC:	bi+<in~+hum
        GLOSS:	by/with+that+they

 INPUT STRING:	اعداء
     IS_TRANS:	AEdA'
        INDEX:	P21W5
      OFFSETS:	24-29
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadiw~_1]
   UNSPLITVOC:	(>aEodA')
          POS:	NOUN
          VOC:	>aEodA'
        GLOSS:	enemies

 INPUT STRING:	المسلمون
     IS_TRANS:	Almslmwn
        INDEX:	P21W6
      OFFSETS:	30-38
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Almslmwn)
          POS:	NO_FUNC
          VOC:	Almslmwn
        GLOSS:	nogloss

 INPUT STRING:	واكثر
     IS_TRANS:	wAkvr
        INDEX:	P21W7
      OFFSETS:	39-44
       TOKENS:	P21W11-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(wi>akovar)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>akovar
        GLOSS:	and+more, most, majority

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W8
      OFFSETS:	45-47
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يكرهناا
     IS_TRANS:	ykrhnAA
        INDEX:	P21W9
      OFFSETS:	48-55
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ykrhnAA)
          POS:	NO_FUNC
          VOC:	ykrhnAA
        GLOSS:	nogloss

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P21W10
      OFFSETS:	56-59
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	قياام
     IS_TRANS:	qyAAm
        INDEX:	P21W11
      OFFSETS:	60-65
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qiyAm_1]
   UNSPLITVOC:	(qiyAm)
          POS:	NOUN
          VOC:	qiyAm
        GLOSS:	undertaking/carrying out/setting up

 INPUT STRING:	الساعه
     IS_TRANS:	AlsAEh
        INDEX:	P21W12
      OFFSETS:	66-72
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(Als~AEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sAE+ap
        GLOSS:	the+resurrection+[fem.sg.]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P22W1
      OFFSETS:	0-3
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P22W2
      OFFSETS:	4-7
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	something like

 INPUT STRING:	يرووح
     IS_TRANS:	yrwwH
        INDEX:	P22W3
      OFFSETS:	8-13
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(yiruwH)
          POS:	IV3MS+IV
          VOC:	yi+ruwH
        GLOSS:	he/it+go/begin

 INPUT STRING:	الشبااب
     IS_TRANS:	Al$bAAb
        INDEX:	P22W4
      OFFSETS:	14-21
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Ab_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young men

 INPUT STRING:	يتزوج
     IS_TRANS:	ytzwj
        INDEX:	P22W5
      OFFSETS:	22-27
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tazaw~aj_1]
   UNSPLITVOC:	(yitzawij)
          POS:	IV3MS+IV
          VOC:	yi+tzawij
        GLOSS:	he/it+get married

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P22W6
      OFFSETS:	28-32
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P22W7
      OFFSETS:	33-36
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	والمصرياات
     IS_TRANS:	wAlmSryAAt
        INDEX:	P23W1
      OFFSETS:	0-10
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSriy_1]
   UNSPLITVOC:	(wiAlmaSriy~At)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_PL
          VOC:	wi+Al+maSriy~+At
        GLOSS:	and+the+Egyptian+[fem.pl.]

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P23W2
      OFFSETS:	11-14
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	INTERROG_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P23W3
