 INPUT STRING:	في
        GLOSS:	opinion/view/idea/opinions/views/ideas+your

 INPUT STRING:	ماهو
     IS_TRANS:	mAhw
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAhw)
          POS:	NO_FUNC
          VOC:	mAhw
        GLOSS:	nogloss

 INPUT STRING:	فيلم
     IS_TRANS:	fylm
        INDEX:	P16W2
      OFFSETS:	5-9
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(fiylm)
          POS:	NOUN
          VOC:	fiylm
        GLOSS:	film/movie/films/movies

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P16W3
      OFFSETS:	10-12
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبتى
     IS_TRANS:	HbybtY
        INDEX:	P16W4
      OFFSETS:	13-19
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/sweetheart+[fem.sg.]+my

 INPUT STRING:	ولاهو
     IS_TRANS:	wlAhw
        INDEX:	P16W5
      OFFSETS:	20-25
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wlAhw)
          POS:	NO_FUNC
          VOC:	wlAhw
        GLOSS:	nogloss

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P16W6
      OFFSETS:	26-31
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P16W7
      OFFSETS:	32-35
       TOKENS:	P16W8-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by+him

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P16W8
      OFFSETS:	36-40
       TOKENS:	P16W10-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	for+that

 INPUT STRING:	يقولوا
     IS_TRANS:	yqwlwA
        INDEX:	P16W9
      OFFSETS:	41-47
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+quwl+uwA
        GLOSS:	they+said/say/be said/say/(for example)+[pl.]

 INPUT STRING:	مؤامرة
     IS_TRANS:	m&Amrp
        INDEX:	P16W10
      OFFSETS:	48-54
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&Amorap_1]
   UNSPLITVOC:	(mu&Amorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu&Amor+ap
        GLOSS:	conspiracy/plot+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P16W11
      OFFSETS:	55-58
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P16W12
      OFFSETS:	59-62
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	والعملا
     IS_TRANS:	wAlEmlA
        INDEX:	P16W13
      OFFSETS:	63-70
       TOKENS:	P16W16-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamiyl_1]
   UNSPLITVOC:	(wiAlEumalaA)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Eumal+ap
        GLOSS:	and+the+agent/agents+[fem.sg.]

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P16W14
      OFFSETS:	71-77
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	wanting+[masc.pl.]

 INPUT STRING:	يضروها
     IS_TRANS:	yDrwhA
        INDEX:	P16W15
      OFFSETS:	78-84
       TOKENS:	P16W19-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Dar~_1]
   UNSPLITVOC:	(yuDuruwAhA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	yu+Dur+uwA+hA
        GLOSS:	they+harm/injure+[pl.]+it/them/her

 INPUT STRING:	واحذروا
     IS_TRANS:	wAH*rwA
        INDEX:	P16W16
      OFFSETS:	85-92
       TOKENS:	P16W21-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ha*ar_1]
   UNSPLITVOC:	(wa<iHo*aruwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wa+<iHo*ar+uwA
        GLOSS:	and+be cautious/beware+you

 INPUT STRING:	العملاء
     IS_TRANS:	AlEmlA'
        INDEX:	P16W17
      OFFSETS:	93-100
       TOKENS:	P16W23-P16W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamiyl_1]
   UNSPLITVOC:	(AlEumalA')
          POS:	DET+NOUN
          VOC:	Al+EumalA'
        GLOSS:	the+agent/agents

 INPUT STRING:	والافلام
     IS_TRANS:	wAlAflAm
        INDEX:	P16W18
      OFFSETS:	101-109
       TOKENS:	P16W24-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(wiAlAfolAm)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+AfolAm
        GLOSS:	and+the+film/movie/films/movies

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P16W19
      OFFSETS:	110-112
       TOKENS:	P16W26-P16W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	انما
     IS_TRANS:	AnmA
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~amA_1]
   UNSPLITVOC:	(<in~amA)
          POS:	PART
          VOC:	<in~amA
        GLOSS:	however

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P17W2
      OFFSETS:	5-8
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P17W3
      OFFSETS:	9-11
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P17W4
      OFFSETS:	12-15
       TOKENS:	P17W4-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	وطبخوا
     IS_TRANS:	wTbxwA
        INDEX:	P17W5
      OFFSETS:	16-22
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wTbxwA)
          POS:	NO_FUNC
          VOC:	wTbxwA
        GLOSS:	nogloss

 INPUT STRING:	القضية
     IS_TRANS:	AlqDyp
        INDEX:	P17W6
      OFFSETS:	23-29
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(AlqaDiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaDiy~+ap
        GLOSS:	the+problem/issue/problems/issues/lawsuit/legal case/lawsuits/legal cases+[fem.sg.]

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P17W7
      OFFSETS:	30-34
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	بيسلموهم
     IS_TRANS:	byslmwhm
        INDEX:	P17W8
      OFFSETS:	35-43
       TOKENS:	P17W9-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(biyisal~imuwhum)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3P
          VOC:	bi+yi+sal~im+uwA+hum
        GLOSS:	[present-tense]+they+pass/say hello/greet/hand over/give+[pl.]+them

 INPUT STRING:	بصفقة
     IS_TRANS:	bSfqp
        INDEX:	P17W9
      OFFSETS:	44-49
       TOKENS:	P17W12-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Safoqap_1]
   UNSPLITVOC:	(biSafoqap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+Safoq+ap
        GLOSS:	with/by+deal/transaction/deals/transactions+[fem.sg.]

 INPUT STRING:	مشبوهة
     IS_TRANS:	m$bwhp
        INDEX:	P17W10
      OFFSETS:	50-56
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$obuwh_1]
   UNSPLITVOC:	(ma$obuwhap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ma$obuwh+ap
        GLOSS:	suspected/suspicious+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P17W11
      OFFSETS:	57-60
       TOKENS:	P17W15-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	كاننا
     IS_TRANS:	kAnnA
        INDEX:	P17W12
      OFFSETS:	61-66
       TOKENS:	P17W17-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ka<in~_1]
   UNSPLITVOC:	(ka<in~inA)
          POS:	PSEUDO_VERB+PRON_1P
          VOC:	ka<in~+nA
        GLOSS:	As if+we

 INPUT STRING:	هنود
     IS_TRANS:	hnwd
        INDEX:	P17W13
      OFFSETS:	67-71
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hinodiy~_1]
   UNSPLITVOC:	(hunuwd)
          POS:	ADJ
          VOC:	hunuwd
        GLOSS:	Indian

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P17W14
      OFFSETS:	72-75
       TOKENS:	P17W20-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	فاهمين
     IS_TRANS:	fAhmyn
        INDEX:	P17W15
      OFFSETS:	76-82
       TOKENS:	P17W22-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	fAhom+iyn
        GLOSS:	understanding+[masc.pl.]

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P17W16
      OFFSETS:	83-87
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P17W17
      OFFSETS:	88-89
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P17W18
      OFFSETS:	89-90
       TOKENS:	P17W25-P17W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P18W1
      OFFSETS:	0-3
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	EXCLAM_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P18W2
      OFFSETS:	4-6
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	الجبروت
     IS_TRANS:	Aljbrwt
        INDEX:	P18W3
      OFFSETS:	7-14
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jabaruwt_1]
   UNSPLITVOC:	(Aljabaruwt)
          POS:	DET+NOUN
          VOC:	Al+jabaruwt
        GLOSS:	the+omnipotence/might

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P18W4
      OFFSETS:	15-17
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P18W5
      OFFSETS:	18-21
       TOKENS:	P18W5-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P18W6
      OFFSETS:	22-24
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P18W7
      OFFSETS:	25-29
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	تفتكرى
     IS_TRANS:	tftkrY
        INDEX:	P19W1
      OFFSETS:	0-6
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(tifotikoriy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+fotikor+iy
        GLOSS:	you+think+[fem.sg.]

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P19W2
      OFFSETS:	7-11
       TOKENS:	P19W2-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	عموا
     IS_TRANS:	EmwA
        INDEX:	P19W3
      OFFSETS:	12-16
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(EmwA)
          POS:	TYPO
          VOC:	EmwA
        GLOSS:	nogloss

 INPUT STRING:	الفيلم
     IS_TRANS:	Alfylm
        INDEX:	P19W4
      OFFSETS:	17-23
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(Alfiylm)
          POS:	DET+NOUN
          VOC:	Al+fiylm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W5
      OFFSETS:	24-26
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P19W6
      OFFSETS:	27-30
       TOKENS:	P19W7-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P19W7
      OFFSETS:	31-36
       TOKENS:	P19W9-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	يحموا
     IS_TRANS:	yHmwA
        INDEX:	P19W8
      OFFSETS:	37-42
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[HamaY_1]
   UNSPLITVOC:	(yiHomuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Hom+uwA
        GLOSS:	they+defend/protect/forbid/be defended/be protected/be forbidden+[pl.]

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P19W9
      OFFSETS:	43-48
       TOKENS:	P19W12-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nafos+hum
        GLOSS:	same/self/selves/soul/souls+their

 INPUT STRING:	وقت
     IS_TRANS:	wqt
        INDEX:	P19W10
      OFFSETS:	49-52
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqot)
          POS:	NOUN
          VOC:	waqot
        GLOSS:	time/moment/period of time/moments/times

 INPUT STRING:	الدعوة
     IS_TRANS:	AldEwp
        INDEX:	P19W11
      OFFSETS:	53-59
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(Ald~aEowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+daEow+ap
        GLOSS:	the+call/invitation/supplication/calls/invitations/supplications/(Islamic) missionary work/propaganda+[fem.sg.]

 INPUT STRING:	للثورة
     IS_TRANS:	llvwrp
        INDEX:	P19W12
      OFFSETS:	60-66
       TOKENS:	P19W16-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(lilv~awrap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+vawr+ap
        GLOSS:	for/to+the+revolution/uprising+[fem.sg.]

 INPUT STRING:	التانية
     IS_TRANS:	AltAnyp
        INDEX:	P19W13
      OFFSETS:	67-74
       TOKENS:	P19W18-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(Alt~Anoyap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+tAnoy+ap
        GLOSS:	the+second/next/II/secondly+[fem.sg.]

 INPUT STRING:	المصدر
     IS_TRANS:	AlmSdr
        INDEX:	P20W1
      OFFSETS:	0-6
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSodar_1]
   UNSPLITVOC:	(AlmaSodar)
          POS:	DET+NOUN
          VOC:	Al+maSodar
        GLOSS:	the+source/sources

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P20W2
      OFFSETS:	7-9
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	الجرايد
     IS_TRANS:	AljrAyd
        INDEX:	P20W3
      OFFSETS:	10-17
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jariydap_1]
   UNSPLITVOC:	(AljarAyid)
          POS:	DET+NOUN
          VOC:	Al+jarAyid
        GLOSS:	the+newspaper/journal/newspapers/journals

 INPUT STRING:	الرسمية
     IS_TRANS:	Alrsmyp
        INDEX:	P20W4
      OFFSETS:	18-25
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasomiy_1]
   UNSPLITVOC:	(Alr~asomiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+rasomiy~+ap
        GLOSS:	the+official/officially+[fem.sg.]

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P20W5
      OFFSETS:	26-33
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P20W6
      OFFSETS:	34-37
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
