 INPUT STRING:	ده
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W7
      OFFSETS:	29-31
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W8
      OFFSETS:	32-36
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	بيتكلمو
     IS_TRANS:	bytklmw
        INDEX:	P21W9
      OFFSETS:	37-44
       TOKENS:	P21W10-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(biyitokal~imuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+tokal~im+uwA
        GLOSS:	[present-tense]+they+talk/discuss+[masc.pl.]

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P21W10
      OFFSETS:	45-48
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	those/these

 INPUT STRING:	هيروحو
     IS_TRANS:	hyrwHw
        INDEX:	P21W11
      OFFSETS:	49-55
       TOKENS:	P21W13-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HayiruwHuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+ruwH+uwA
        GLOSS:	will+they+go+[masc.pl.]

 INPUT STRING:	يستخبوا
     IS_TRANS:	ystxbwA
        INDEX:	P21W12
      OFFSETS:	56-63
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aistaxab~aY_1]
   UNSPLITVOC:	(yistaxab~uwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+staxab~+uwA
        GLOSS:	they+hide/disappear/be hidden+[masc.pl.]

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P21W13
      OFFSETS:	64-67
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	السرير
     IS_TRANS:	Alsryr
        INDEX:	P21W14
      OFFSETS:	68-74
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siriyr_1]
   UNSPLITVOC:	(Als~iriyr)
          POS:	DET+NOUN
          VOC:	Al+siriyr
        GLOSS:	the+bed

 INPUT STRING:	كالعادة
     IS_TRANS:	kAlEAdp
        INDEX:	P21W15
      OFFSETS:	75-82
       TOKENS:	P21W18-P21W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(kaAlEAdap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	ka+Al+EAd+ap
        GLOSS:	like/such+the+usually/typically/generally+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P21W16
      OFFSETS:	83-87
       TOKENS:	P21W20-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	حسبنا
     IS_TRANS:	HsbnA
        INDEX:	P22W1
      OFFSETS:	0-5
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasob_1]
   UNSPLITVOC:	(HasobUnA)
          POS:	NOUN.VN+POSS_PRON_1P
          VOC:	Hasob+nA
        GLOSS:	according to+our

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P22W2
      OFFSETS:	6-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P22W3
      OFFSETS:	11-15
       TOKENS:	P22W4-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(waniEma)
          POS:	CONJ+VERB
          VOC:	wa+niEma
        GLOSS:	and+how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P22W4
      OFFSETS:	16-22
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+attorney

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P22W5
      OFFSETS:	23-25
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P22W6
      OFFSETS:	26-28
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P22W7
      OFFSETS:	29-33
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P22W8
      OFFSETS:	34-38
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	wanting/needing

 INPUT STRING:	يخرب
     IS_TRANS:	yxrb
        INDEX:	P22W9
      OFFSETS:	39-43
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarab_1]
   UNSPLITVOC:	(yixorib)
          POS:	IV3MS+IV
          VOC:	yi+xorib
        GLOSS:	he/it+destroy

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P22W10
      OFFSETS:	44-49
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	بدماغه
     IS_TRANS:	bdmAgh
        INDEX:	P22W11
      OFFSETS:	50-56
       TOKENS:	P22W13-P22W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(bidimAguh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+dimAg+uh
        GLOSS:	with/by+brain/brains+his/its

 INPUT STRING:	الخربانه
     IS_TRANS:	AlxrbAnh
        INDEX:	P22W12
      OFFSETS:	57-65
       TOKENS:	P22W16-P22W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarobAn_1]
   UNSPLITVOC:	(AlxarobAnap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xarobAn+ap
        GLOSS:	the+out of order/broken+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W1
      OFFSETS:	0-2
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P23W2
      OFFSETS:	3-5
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P23W3
      OFFSETS:	6-10
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P23W4
      OFFSETS:	11-15
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	wanting/needing

 INPUT STRING:	يخرب
     IS_TRANS:	yxrb
        INDEX:	P23W5
      OFFSETS:	16-20
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarab_1]
   UNSPLITVOC:	(yixorib)
          POS:	IV3MS+IV
          VOC:	yi+xorib
        GLOSS:	he/it+destroy

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P23W6
      OFFSETS:	21-26
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	بدماغه
     IS_TRANS:	bdmAgh
        INDEX:	P23W7
      OFFSETS:	27-33
       TOKENS:	P23W7-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(bidimAguh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+dimAg+uh
        GLOSS:	with/by+brain/brains+his/its

 INPUT STRING:	الخربانه
     IS_TRANS:	AlxrbAnh
        INDEX:	P23W8
      OFFSETS:	34-42
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarobAn_1]
   UNSPLITVOC:	(AlxarobAnap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xarobAn+ap
        GLOSS:	the+out of order/broken+[fem.sg.]

 INPUT STRING:	متفقة
     IS_TRANS:	mtfqp
        INDEX:	P24W1
      OFFSETS:	0-5
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mit~ifiq_1]
   UNSPLITVOC:	(mit~ifoqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mit~ifoq+ap
        GLOSS:	in agreement+[fem.sg.]

 INPUT STRING:	معاك
     IS_TRANS:	mEAk
        INDEX:	P24W2
      OFFSETS:	6-10
       TOKENS:	P24W2-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAk)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	maEa+ak
        GLOSS:	with+your

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P24W3
      OFFSETS:	11-13
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P24W4
      OFFSETS:	14-18
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P24W5
      OFFSETS:	19-24
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P24W6
      OFFSETS:	25-27
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	وهى
     IS_TRANS:	whY
        INDEX:	P24W7
      OFFSETS:	28-31
       TOKENS:	P24W8-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	PART+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	[part.]+it/they/she

 INPUT STRING:	حكاية
     IS_TRANS:	HkAyp
        INDEX:	P24W8
      OFFSETS:	32-37
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(HikAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HikAy+ap
        GLOSS:	story/account+[fem.sg.]

 INPUT STRING:	الدماغ
     IS_TRANS:	AldmAg
        INDEX:	P24W9
      OFFSETS:	38-44
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(Ald~imAg)
          POS:	DET+NOUN
          VOC:	Al+dimAg
        GLOSS:	the+brain/brains

 INPUT STRING:	الخربانة
     IS_TRANS:	AlxrbAnp
        INDEX:	P24W10
      OFFSETS:	45-53
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarobAn_1]
   UNSPLITVOC:	(AlxarobAnap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xarobAn+ap
        GLOSS:	the+out of order/broken+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P24W11
      OFFSETS:	54-56
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	حسبى
     IS_TRANS:	HsbY
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(Hasabiy)
          POS:	NOUN.VN+POSS_PRON_1S
          VOC:	Hasab+iy
        GLOSS:	according to/in accordance with+my

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P25W2
      OFFSETS:	5-9
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W3
      OFFSETS:	10-11
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	نعم
     IS_TRANS:	nEm
        INDEX:	P25W4
      OFFSETS:	12-15
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(niEma)
          POS:	VERB
          VOC:	niEma
        GLOSS:	how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P25W5
      OFFSETS:	16-22
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+attorney

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W6
      OFFSETS:	23-25
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القتلة
     IS_TRANS:	Alqtlp
        INDEX:	P25W7
      OFFSETS:	26-32
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatolap_1]
   UNSPLITVOC:	(Alqatolap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qatol+ap
        GLOSS:	the+murderers/assassins+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W8
      OFFSETS:	33-34
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W9
      OFFSETS:	35-37
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P25W10
      OFFSETS:	38-42
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	بيدافع
     IS_TRANS:	bydAfE
        INDEX:	P25W11
      OFFSETS:	43-49
       TOKENS:	P25W12-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(biyidAfiE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+dAfiE
        GLOSS:	[present-tense]+he/it+defend

 INPUT STRING:	عنهم
     IS_TRANS:	Enhm
        INDEX:	P25W12
      OFFSETS:	50-54
       TOKENS:	P25W14-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Eanhum)
          POS:	PREP+PRON_3P
          VOC:	Ean+hum
        GLOSS:	(away) from, off, about, on, over+them

