 INPUT STRING:	عندما
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(hwkAn)
          POS:	NO_FUNC
          VOC:	hwkAn
        GLOSS:	nogloss

 INPUT STRING:	مستلمها
     IS_TRANS:	mstlmhA
        INDEX:	P24W4
      OFFSETS:	16-23
       TOKENS:	P24W6-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[misotilim_1]
   UNSPLITVOC:	(misotilimhA)
          POS:	ADJ+PRON_3FS
          VOC:	misotilim+hA
        GLOSS:	receiving+it/her

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P24W5
      OFFSETS:	24-27
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	as this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P24W6
      OFFSETS:	27-28
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	جدد
     IS_TRANS:	jdd
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~id_1]
   UNSPLITVOC:	(jad~id)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	jad~id+(null)
        GLOSS:	renew+he

 INPUT STRING:	وطور
     IS_TRANS:	wTwr
        INDEX:	P25W2
      OFFSETS:	4-8
       TOKENS:	P25W2-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Taw~ar_1]
   UNSPLITVOC:	(wiTaw~ar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+Taw~ar+(null)
        GLOSS:	and+promote/develop+he

 INPUT STRING:	وحمى
     IS_TRANS:	wHmY
        INDEX:	P25W3
      OFFSETS:	9-13
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HamaY_1]
   UNSPLITVOC:	(wiHamaY)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+HamaY+(null)
        GLOSS:	and+defend/protect/forbid/be defended/be protected/be forbidden+he/it

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P25W4
      OFFSETS:	14-19
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P25W5
      OFFSETS:	20-23
       TOKENS:	P25W7-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	PART+PREP
          VOC:	wi+fiy
        GLOSS:	[part.]+in

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P25W6
      OFFSETS:	24-29
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(Al|axar)
          POS:	DET+ADJ_COMP
          VOC:	Al+|axar
        GLOSS:	the+last/end

 INPUT STRING:	يطلع
     IS_TRANS:	yTlE
        INDEX:	P25W7
      OFFSETS:	30-34
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(yiTolaE)
          POS:	IV3MS+IV
          VOC:	yi+TolaE
        GLOSS:	he/it+become/appear to be

 INPUT STRING:	حرامى
     IS_TRANS:	HrAmY
        INDEX:	P25W8
      OFFSETS:	35-40
       TOKENS:	P25W11-P25W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAmiy)
          POS:	ADJ+POSS_PRON_1S
          VOC:	HarAm+iy
        GLOSS:	sacred/holy+my

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W9
      OFFSETS:	40-41
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	عجبى
     IS_TRANS:	EjbY
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(Eajabiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eajab+iy
        GLOSS:	wondering+my

