 INPUT STRING:	بصراحة
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P7W43
      OFFSETS:	255-259
       TOKENS:	P7W55-P7W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	عايزنها
     IS_TRANS:	EAyznhA
        INDEX:	P7W44
      OFFSETS:	260-267
       TOKENS:	P7W56-P7W56
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(EAyznhA)
          POS:	TYPO
          VOC:	EAyznhA
        GLOSS:	nogloss

 INPUT STRING:	ونستغل
     IS_TRANS:	wnstgl
        INDEX:	P7W45
      OFFSETS:	268-274
       TOKENS:	P7W57-P7W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isotagal~_1]
   UNSPLITVOC:	(winisotagil~)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+sotagil~
        GLOSS:	and+we+exploit/take advantage of

 INPUT STRING:	زرار
     IS_TRANS:	zrAr
        INDEX:	P7W46
      OFFSETS:	275-279
       TOKENS:	P7W59-P7W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zurAr_1]
   UNSPLITVOC:	(zurAr)
          POS:	NOUN
          VOC:	zurAr
        GLOSS:	button/switch button/buttons/switch buttons/tassel on a tarbush/bud

 INPUT STRING:	الاحتقان
     IS_TRANS:	AlAHtqAn
        INDEX:	P7W47
      OFFSETS:	280-288
       TOKENS:	P7W60-P7W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotiqAn_1]
   UNSPLITVOC:	(AlAiHotiqAn)
          POS:	DET+NOUN
          VOC:	Al+AiHotiqAn
        GLOSS:	the+flush/congestion

 INPUT STRING:	الطائفاى
     IS_TRANS:	AlTA}fAY
        INDEX:	P7W48
      OFFSETS:	289-297
       TOKENS:	P7W61-P7W61
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlTA}fAY)
          POS:	TYPO
          VOC:	AlTA}fAY
        GLOSS:	nogloss

 INPUT STRING:	اسوء
     IS_TRANS:	Asw'
        INDEX:	P7W49
      OFFSETS:	298-302
       TOKENS:	P7W62-P7W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aaswa'_1]
   UNSPLITVOC:	(Aaswa')
          POS:	ADJ_COMP
          VOC:	Aaswa'
        GLOSS:	badly/ more bad

 INPUT STRING:	استغلال
     IS_TRANS:	AstglAl
        INDEX:	P7W50
      OFFSETS:	303-310
       TOKENS:	P7W63-P7W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotigolAl_1]
   UNSPLITVOC:	(AisotigolAl)
          POS:	NOUN
          VOC:	AisotigolAl
        GLOSS:	exploitation/utilization

 INPUT STRING:	ودة
     IS_TRANS:	wdp
        INDEX:	P7W51
      OFFSETS:	311-314
       TOKENS:	P7W64-P7W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	SUB_CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	while+these/this

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P7W52
      OFFSETS:	315-320
       TOKENS:	P7W66-P7W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|asif_1]
   UNSPLITVOC:	(lil|asif)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+|asif
        GLOSS:	for/to+the+sorry/regretful

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P7W53
      OFFSETS:	321-325
       TOKENS:	P7W68-P7W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P7W54
      OFFSETS:	326-331
       TOKENS:	P7W69-P7W70
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+obtain/acquire/get/be obtained/be acquired/occur/happen/take place

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	الرغم
     IS_TRANS:	Alrgm
        INDEX:	P8W2
      OFFSETS:	5-10
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(Alr~agom)
          POS:	DET+NOUN
          VOC:	Al+ragom
        GLOSS:	the+in spite of/despite

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P8W3
      OFFSETS:	11-13
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	الكل
     IS_TRANS:	Alkl
        INDEX:	P8W4
      OFFSETS:	14-18
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(Alkul~)
          POS:	DET+NOUN_QUANT
          VOC:	Al+kul~
        GLOSS:	the+all/entire/every/whole

 INPUT STRING:	بينادى
     IS_TRANS:	bynAdY
        INDEX:	P8W5
      OFFSETS:	19-25
       TOKENS:	P8W6-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAdaY_1]
   UNSPLITVOC:	(biyinAdiy)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+nAdiy
        GLOSS:	[present-tense]+he/it+announce/summon/be announced/be summoned

 INPUT STRING:	بدولة
     IS_TRANS:	bdwlp
        INDEX:	P8W6
      OFFSETS:	26-31
       TOKENS:	P8W8-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(bidawlap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+dawl+ap
        GLOSS:	with/by+state/country/states/countries+[fem.sg.]

 INPUT STRING:	مدنية
     IS_TRANS:	mdnyp
        INDEX:	P8W7
      OFFSETS:	32-37
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madaniy_1]
   UNSPLITVOC:	(madaniy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	madaniy~+ap
        GLOSS:	civil/civilian+[fem.sg.]

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P8W8
      OFFSETS:	38-41
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P8W9
      OFFSETS:	42-44
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P8W10
      OFFSETS:	45-49
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بيتكلم
     IS_TRANS:	bytklm
        INDEX:	P8W11
      OFFSETS:	50-56
       TOKENS:	P8W14-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(biyitokal~im)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tokal~im
        GLOSS:	[present-tense]+he/it+talk/speak/say

 INPUT STRING:	عنهم
     IS_TRANS:	Enhm
        INDEX:	P8W12
      OFFSETS:	57-61
       TOKENS:	P8W16-P8W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Eanhum)
          POS:	PREP+PRON_3P
          VOC:	Ean+hum
        GLOSS:	(away) from/off/about/on/over+them

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P8W13
      OFFSETS:	62-64
       TOKENS:	P8W18-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	القس
     IS_TRANS:	Alqs
        INDEX:	P8W14
      OFFSETS:	65-69
       TOKENS:	P8W19-P8W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qis~_1]
   UNSPLITVOC:	(Alqis~)
          POS:	DET+NOUN
          VOC:	Al+qis~
        GLOSS:	the+clergyman/reverend

 INPUT STRING:	فلوباتير
     IS_TRANS:	flwbAtyr
        INDEX:	P8W15
      OFFSETS:	70-78
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fluwbAtiyr_1]
   UNSPLITVOC:	(fluwbAtiyr)
          POS:	NOUN_PROP
          VOC:	fluwbAtiyr
        GLOSS:	flopater

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P8W16
      OFFSETS:	79-82
       TOKENS:	P8W21-P8W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok/so

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P8W17
      OFFSETS:	83-87
       TOKENS:	P8W22-P8W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how/what degree

 INPUT STRING:	مدنية
     IS_TRANS:	mdnyp
        INDEX:	P8W18
      OFFSETS:	88-93
       TOKENS:	P8W23-P8W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madaniy_1]
   UNSPLITVOC:	(madaniy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	madaniy~+ap
        GLOSS:	civil/civilian+[fem.sg.]

 INPUT STRING:	وانتم
     IS_TRANS:	wAntm
        INDEX:	P8W19
      OFFSETS:	94-99
       TOKENS:	P8W24-P8W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<antum_1]
   UNSPLITVOC:	(wi<antum)
          POS:	SUB_CONJ+PRON_2P
          VOC:	wi+<antum
        GLOSS:	while+you

 INPUT STRING:	بنفسكم
     IS_TRANS:	bnfskm
        INDEX:	P8W20
      OFFSETS:	100-106
       TOKENS:	P8W26-P8W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafosukum)
          POS:	PREP+NOUN+POSS_PRON_2P
          VOC:	bi+nafos+kum
        GLOSS:	with/by+same/self/selves/soul/souls+your

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P8W21
      OFFSETS:	107-109
       TOKENS:	P8W29-P8W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قادرين
     IS_TRANS:	qAdryn
        INDEX:	P8W22
      OFFSETS:	110-116
       TOKENS:	P8W30-P8W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdoriyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	qAdor+iyn
        GLOSS:	capable/able+[masc.pl.]

 INPUT STRING:	تتخلصوا
     IS_TRANS:	ttxlSwA
        INDEX:	P8W23
      OFFSETS:	117-124
       TOKENS:	P8W31-P8W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taxal~aS_1]
   UNSPLITVOC:	(titxal~aSuwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+txal~aS+uwA
        GLOSS:	you [pl.]+get rid of+[pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P8W24
      OFFSETS:	125-127
       TOKENS:	P8W32-P8W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	سلطه
     IS_TRANS:	slTh
        INDEX:	P8W25
      OFFSETS:	128-132
       TOKENS:	P8W33-P8W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suloTap_1]
   UNSPLITVOC:	(suloTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	suloT+ap
        GLOSS:	power/authority/rule/authorities/powers/rules+[fem.sg.]

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P8W26
      OFFSETS:	133-139
       TOKENS:	P8W34-P8W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	الدينية
     IS_TRANS:	Aldynyp
        INDEX:	P8W27
      OFFSETS:	140-147
       TOKENS:	P8W35-P8W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyniy_1]
   UNSPLITVOC:	(Ald~iyniy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+diyniy~+ap
        GLOSS:	the+religious+[fem.sg.]

 INPUT STRING:	الكنسية
     IS_TRANS:	Alknsyp
        INDEX:	P8W28
      OFFSETS:	148-155
       TOKENS:	P8W36-P8W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alknsyp)
          POS:	TYPO
          VOC:	Alknsyp
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مطالب
     IS_TRANS:	mTAlb
        INDEX:	P9W2
      OFFSETS:	3-8
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(maTAlib)
          POS:	NOUN
          VOC:	maTAlib
        GLOSS:	request/demands/desiderata/claims

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P9W3
      OFFSETS:	9-12
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	عينا
     IS_TRANS:	EynA
        INDEX:	P9W4
      OFFSETS:	13-17
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eayon_1]
   UNSPLITVOC:	(EayonnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eayon+nA
        GLOSS:	eye+our

 INPUT STRING:	وراسنا
     IS_TRANS:	wrAsnA
        INDEX:	P9W5
      OFFSETS:	18-24
       TOKENS:	P9W6-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAs_1]
   UNSPLITVOC:	(warAsnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wa+rAs+nA
        GLOSS:	and+top/head/heads+our

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P9W6
      OFFSETS:	25-29
       TOKENS:	P9W9-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	PART+CONJ
          VOC:	wi+lakin
        GLOSS:	so/and+Rather/even/but/yet/however/but rather

 INPUT STRING:	المطالب
     IS_TRANS:	AlmTAlb
        INDEX:	P9W7
      OFFSETS:	30-37
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(AlmaTAlib)
          POS:	DET+NOUN
          VOC:	Al+maTAlib
        GLOSS:	the+request/demands/desiderata/claims

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P9W8
      OFFSETS:	38-40
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P9W9
      OFFSETS:	41-43
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	وقتها
     IS_TRANS:	wqthA
        INDEX:	P9W10
      OFFSETS:	44-49
       TOKENS:	P9W14-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqotahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	waqot+hA
        GLOSS:	time/moment/period of time/moments/times+its/their/her

 INPUT STRING:	دلوقت
     IS_TRANS:	dlwqt
        INDEX:	P9W11
      OFFSETS:	50-55
       TOKENS:	P9W16-P9W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqot_1]
   UNSPLITVOC:	(dilowaqot)
          POS:	ADV
          VOC:	dilowaqot
        GLOSS:	now

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P9W12
      OFFSETS:	56-58
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الظروف
     IS_TRANS:	AlZrwf
        INDEX:	P9W13
      OFFSETS:	59-65
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zarof_1]
   UNSPLITVOC:	(AlZ~uruwf)
          POS:	DET+NOUN
          VOC:	Al+Zuruwf
        GLOSS:	the+charm/envelope/circumstance/condition/situation/circumstances

 INPUT STRING:	الصعبة
     IS_TRANS:	AlSEbp
        INDEX:	P9W14
      OFFSETS:	66-72
       TOKENS:	P9W19-P9W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(AlS~aEobap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+SaEob+ap
        GLOSS:	the+arduous/hard/difficult+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P9W15
      OFFSETS:	73-77
       TOKENS:	P9W20-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P9W16
      OFFSETS:	78-83
       TOKENS:	P9W21-P9W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	بتمر
     IS_TRANS:	btmr
        INDEX:	P9W17
      OFFSETS:	84-88
       TOKENS:	P9W22-P9W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~_1]
   UNSPLITVOC:	(bitimur~)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+mur~
        GLOSS:	[present-tense]+it/they/she+pass/go through

 INPUT STRING:	بيها
     IS_TRANS:	byhA
        INDEX:	P9W18
      OFFSETS:	89-93
       TOKENS:	P9W24-P9W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyhA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	with/by+her/it/them

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P9W19
      OFFSETS:	94-99
       TOKENS:	P9W26-P9W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+who/whow/whom/what/whose/which

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P9W20
      OFFSETS:	100-104
       TOKENS:	P9W28-P9W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P9W21
      OFFSETS:	105-109
       TOKENS:	P9W29-P9W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~i+nA
        GLOSS:	all/entire/every/whole+our

 INPUT STRING:	ننسى
     IS_TRANS:	nnsY
        INDEX:	P9W22
      OFFSETS:	110-114
       TOKENS:	P9W31-P9W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nasaY_1]
   UNSPLITVOC:	(ninosaY)
          POS:	IV1P+IV
          VOC:	ni+nosaY
        GLOSS:	we+forget/forgot

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P9W23
      OFFSETS:	115-117
       TOKENS:	P9W32-P9W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	مطالب
     IS_TRANS:	mTAlb
