 INPUT STRING:	ازيك
       TOKENS:	P360W5-P360W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HAj+At
        GLOSS:	need/needs/thing/belongings+[fem.pl.]

 INPUT STRING:	ليهم
     IS_TRANS:	lyhm
        INDEX:	P360W5
      OFFSETS:	22-26
       TOKENS:	P360W6-P360W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lihum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+them

 INPUT STRING:	باسمي
     IS_TRANS:	bAsmy
        INDEX:	P360W6
      OFFSETS:	27-32
       TOKENS:	P360W8-P360W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(biAisomiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	bi+Aisom+iy
        GLOSS:	with/by+name/names+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P360W7
      OFFSETS:	33-36
       TOKENS:	P360W11-P360W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P361W1
      OFFSETS:	0-5
       TOKENS:	P361W1-P361W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+metabolism/also/else

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P361W2
      OFFSETS:	6-11
       TOKENS:	P361W3-P361W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	اوصله
     IS_TRANS:	AwSlh
        INDEX:	P361W3
      OFFSETS:	12-17
       TOKENS:	P361W4-P361W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waS~al_1]
   UNSPLITVOC:	(AawaS~aluh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+waS~al+uh
        GLOSS:	I+connect+it/him

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P361W4
      OFFSETS:	18-20
       TOKENS:	P361W6-P361W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	الجواز
     IS_TRANS:	AljwAz
        INDEX:	P361W5
      OFFSETS:	21-27
       TOKENS:	P361W7-P361W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jawAz_1]
   UNSPLITVOC:	(AljawAz)
          POS:	DET+NOUN
          VOC:	Al+jawAz
        GLOSS:	the+mirrage

 INPUT STRING:	مسؤليه
     IS_TRANS:	ms&lyh
        INDEX:	P361W6
      OFFSETS:	28-34
       TOKENS:	P361W8-P361W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uliy~ap_1]
   UNSPLITVOC:	(maso&uliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maso&uliy~+ap
        GLOSS:	responsibility+[fem.sg.]

 INPUT STRING:	معنوية
     IS_TRANS:	mEnwyp
        INDEX:	P361W7
      OFFSETS:	35-41
       TOKENS:	P361W9-P361W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonawiy_1]
   UNSPLITVOC:	(maEonawiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maEonawiy~+ap
        GLOSS:	moral/spiritual/morally/spiritually/semantic/abstract/morale/spirits+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P361W8
      OFFSETS:	42-43
       TOKENS:	P361W10-P361W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	مادية
     IS_TRANS:	mAdyp
        INDEX:	P361W9
      OFFSETS:	44-49
       TOKENS:	P361W11-P361W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAd~iy_1]
   UNSPLITVOC:	(mAd~iy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mAd~iy~+ap
        GLOSS:	material/materialistic/physical+[fem.sg.]

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P362W1
      OFFSETS:	0-4
       TOKENS:	P362W1-P362W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P362W2
      OFFSETS:	5-7
       TOKENS:	P362W2-P362W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P362W3
      OFFSETS:	8-13
       TOKENS:	P362W3-P362W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Aldiyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion/religions

 INPUT STRING:	الراجل
     IS_TRANS:	AlrAjl
        INDEX:	P362W4
      OFFSETS:	14-20
       TOKENS:	P362W4-P362W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(AlrAjil)
          POS:	DET+NOUN
          VOC:	Al+rAjil
        GLOSS:	the+man/men/pedestrian/pedestrians

 INPUT STRING:	مسؤل
     IS_TRANS:	ms&l
        INDEX:	P362W5
      OFFSETS:	21-25
       TOKENS:	P362W5-P362W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&ul_1]
   UNSPLITVOC:	(maso&ul)
          POS:	ADJ
          VOC:	maso&ul
        GLOSS:	dependable/responsible

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P362W6
      OFFSETS:	26-28
       TOKENS:	P362W6-P362W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	مأكل
     IS_TRANS:	m>kl
        INDEX:	P362W7
      OFFSETS:	29-33
       TOKENS:	P362W7-P362W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma>okal_1]
   UNSPLITVOC:	(ma>okal)
          POS:	NOUN
          VOC:	ma>okal
        GLOSS:	eating/consumption

 INPUT STRING:	ومشرب
     IS_TRANS:	wm$rb
        INDEX:	P362W8
      OFFSETS:	34-39
       TOKENS:	P362W8-P362W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$orab_1]
   UNSPLITVOC:	(wama$orab)
          POS:	CONJ+NOUN
          VOC:	wa+ma$orab
        GLOSS:	and+drink

 INPUT STRING:	وملبس
     IS_TRANS:	wmlbs
        INDEX:	P362W9
      OFFSETS:	40-45
       TOKENS:	P362W10-P362W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[malobas_1]
   UNSPLITVOC:	(wamalobas)
          POS:	CONJ+NOUN
          VOC:	wa+malobas
        GLOSS:	and+clothes/dress/attire

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P362W10
      OFFSETS:	46-47
       TOKENS:	P362W12-P362W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	مسكن
     IS_TRANS:	mskn
        INDEX:	P362W11
      OFFSETS:	48-52
       TOKENS:	P362W13-P362W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masokan_1]
   UNSPLITVOC:	(masokan)
          POS:	NOUN
          VOC:	masokan
        GLOSS:	residence/domicile

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P363W1
      OFFSETS:	0-3
       TOKENS:	P363W1-P363W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P363W2
      OFFSETS:	4-6
       TOKENS:	P363W3-P363W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P363W3
      OFFSETS:	7-12
       TOKENS:	P363W4-P363W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Aldiyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion/religions

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P364W1
      OFFSETS:	0-5
       TOKENS:	P364W1-P364W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~iy_1]
   UNSPLITVOC:	(wiAll~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+All~iy
        GLOSS:	and+who/which/that

 INPUT STRING:	ميقدرش
     IS_TRANS:	myqdr$
        INDEX:	P364W2
      OFFSETS:	6-12
       TOKENS:	P364W3-P364W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(mA_yiqodar$)
          POS:	NEG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+yi+qodar+$
        GLOSS:	not+he/it+be able/be able to/be capable of/no capacity+not

 INPUT STRING:	يجبهولي
     IS_TRANS:	yjbhwly
        INDEX:	P364W3
      OFFSETS:	13-20
       TOKENS:	P364W6-P364W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(yijibuhul~iy)
          POS:	IV3MS+IV+IVSUFF_DO:3MS+PREP+PRON_1S
          VOC:	yi+jib+uh+li+iy
        GLOSS:	it/he+bring+it/him+for/to+I/me

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P364W4
      OFFSETS:	21-23
       TOKENS:	P364W10-P364W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الملبس
     IS_TRANS:	Almlbs
        INDEX:	P364W5
      OFFSETS:	24-30
       TOKENS:	P364W11-P364W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[malobas_1]
   UNSPLITVOC:	(Almalobas)
          POS:	DET+NOUN
          VOC:	Al+malobas
        GLOSS:	the+clothes/dress/attire

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P364W6
      OFFSETS:	31-34
       TOKENS:	P364W12-P364W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P364W7
      OFFSETS:	35-39
       TOKENS:	P364W13-P364W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	هجيبة
     IS_TRANS:	hjybp
        INDEX:	P364W8
      OFFSETS:	40-45
       TOKENS:	P364W14-P364W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(HaAajiybuh)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	Ha+Aa+jiyb+uh
        GLOSS:	will+I+bring+it/him

 INPUT STRING:	فهمتيني
     IS_TRANS:	fhmtyny
        INDEX:	P365W1
      OFFSETS:	0-7
       TOKENS:	P365W1-P365W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimtiyniy)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:1S
          VOC:	fihim+tiy+niy
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+you+me

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P366W1
      OFFSETS:	0-4
       TOKENS:	P366W1-P366W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	مشكلته
     IS_TRANS:	m$klth
        INDEX:	P366W2
      OFFSETS:	5-11
       TOKENS:	P366W2-P366W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okiltuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	mu$okil+ap+uh
        GLOSS:	problem/issue/problems/issues/inconveniences+[fem.sg.]+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P366W3
      OFFSETS:	12-13
       TOKENS:	P366W4-P366W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	خايفة
     IS_TRANS:	xAyfp
        INDEX:	P366W4
      OFFSETS:	14-19
       TOKENS:	P366W5-P366W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAyif_1]
   UNSPLITVOC:	(xAyofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xAyof+ap
        GLOSS:	frightened/fearful/afraid+[fem.sg.]

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P366W5
      OFFSETS:	20-24
       TOKENS:	P366W6-P366W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~hA)
          POS:	PREP+PRON_3FS
          VOC:	min~+hA
        GLOSS:	from+it/them/her

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P366W6
      OFFSETS:	25-28
       TOKENS:	P366W8-P366W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	معتمد
     IS_TRANS:	mEtmd
        INDEX:	P366W7
      OFFSETS:	29-34
       TOKENS:	P366W10-P366W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEotamid_1]
   UNSPLITVOC:	(muEotamid)
          POS:	ADJ.VN
          VOC:	muEotamid
        GLOSS:	employing/adopting/recognizing

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P366W8
      OFFSETS:	35-38
       TOKENS:	P366W11-P366W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	باباه
     IS_TRANS:	bAbAh
        INDEX:	P366W9
      OFFSETS:	39-44
       TOKENS:	P366W12-P366W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bAbAuh]
   UNSPLITVOC:	(bAbAuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	bAbA+uh
        GLOSS:	father+his/its

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P366W10
      OFFSETS:	45-47
       TOKENS:	P366W14-P366W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P366W11
      OFFSETS:	48-50
       TOKENS:	P366W15-P366W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P366W12
      OFFSETS:	51-55
       TOKENS:	P366W16-P366W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	فهمتيني
     IS_TRANS:	fhmtyny
        INDEX:	P367W1
      OFFSETS:	0-7
       TOKENS:	P367W1-P367W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimtiyniy)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:1S
          VOC:	fihim+tiy+niy
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+you+me

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P367W2
      OFFSETS:	8-10
       TOKENS:	P367W3-P367W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اماني
     IS_TRANS:	AmAny
        INDEX:	P367W3
      OFFSETS:	11-16
       TOKENS:	P367W4-P367W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamAniy_1]
   UNSPLITVOC:	(AmAniy)
          POS:	NOUN_PROP
          VOC:	AmAniy
        GLOSS:	Amani

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P367W4
      OFFSETS:	16-17
       TOKENS:	P367W5-P367W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P367W5
      OFFSETS:	17-18
       TOKENS:	P367W6-P367W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	الناحية
     IS_TRANS:	AlnAHyp
        INDEX:	P368W1
      OFFSETS:	0-7
       TOKENS:	P368W1-P368W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAHiyap_1]
   UNSPLITVOC:	(AlnAHiyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nAHiy+ap
        GLOSS:	the+side/perspective+[fem.sg.]

 INPUT STRING:	المادية
     IS_TRANS:	AlmAdyp
        INDEX:	P368W2
      OFFSETS:	8-15
       TOKENS:	P368W2-P368W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mAd~iy~_1]
   UNSPLITVOC:	(AlmAd~iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+mAd~iy~+ap
        GLOSS:	the+material/physical+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P368W3
      OFFSETS:	16-18
       TOKENS:	P368W3-P368W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P368W4
      OFFSETS:	19-24
       TOKENS:	P368W4-P368W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	اوصلهاله
     IS_TRANS:	AwSlhAlh
        INDEX:	P368W5
      OFFSETS:	25-33
       TOKENS:	P368W5-P368W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(AawoSalhA_luh)
          POS:	IV1S+IV+IVSUFF_DO:3FS+PREP+PRON_3MS
          VOC:	Aa+woSal+hA+li+uh
        GLOSS:	I+arrive at/reach/connect/be arrived at/be reached/be connected+it/them/her+to/for+him

 INPUT STRING:	بشكل
     IS_TRANS:	b$kl
        INDEX:	P368W6
      OFFSETS:	34-38
       TOKENS:	P368W9-P368W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(bi$akol)
          POS:	PREP+NOUN
          VOC:	bi+$akol
        GLOSS:	with/by+manner/form/configuration/manners/types/forms/configurations

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P368W7
      OFFSETS:	39-42
       TOKENS:	P368W11-P368W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	مباشر
     IS_TRANS:	mbA$r
        INDEX:	P368W8
      OFFSETS:	43-48
       TOKENS:	P368W12-P368W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$ir)
          POS:	ADJ
          VOC:	mubA$ir
        GLOSS:	direct/immediate

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P368W9
      OFFSETS:	49-54
       TOKENS:	P368W13-P368W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P368W10
      OFFSETS:	55-59
       TOKENS:	P368W15-P368W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P368W11
      OFFSETS:	60-64
       TOKENS:	P368W16-P368W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
