 INPUT STRING:	مين
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ابرميها
     IS_TRANS:	AbrmyhA
        INDEX:	P34W2
      OFFSETS:	2-9
       TOKENS:	P34W2-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baram_1]
   UNSPLITVOC:	(>uborumiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	>uborum+iy+hA
        GLOSS:	rotate+you+it/them/her

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P34W3
      OFFSETS:	10-11
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	افرديها
     IS_TRANS:	AfrdyhA
        INDEX:	P34W4
      OFFSETS:	12-19
       TOKENS:	P34W5-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[farad_1]
   UNSPLITVOC:	(AforidiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	Aforid+iy+hA
        GLOSS:	spread+you+it/them/her

 INPUT STRING:	بشكل
     IS_TRANS:	b$kl
        INDEX:	P34W5
      OFFSETS:	20-24
       TOKENS:	P34W7-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(bi$akol)
          POS:	PREP+NOUN
          VOC:	bi+$akol
        GLOSS:	with/by+manner/form/configuration/manners/types/forms/configurations

 INPUT STRING:	مستطيلى
     IS_TRANS:	mstTylY
        INDEX:	P34W6
      OFFSETS:	25-32
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musotaTiyl_1]
   UNSPLITVOC:	(musotaTiyliy)
          POS:	ADJ
          VOC:	musotaTiyliy
        GLOSS:	rectangular

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P34W7
      OFFSETS:	33-36
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	بايدك
     IS_TRANS:	bAydk
        INDEX:	P34W8
      OFFSETS:	37-42
       TOKENS:	P34W11-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(bi<iydik)
          POS:	PREP+NOUN+POSS_PRON_2FS
          VOC:	bi+<iyd+ik
        GLOSS:	with/by+hands/hand+your

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P35W1
      OFFSETS:	0-1
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	حطى
     IS_TRANS:	HTY
        INDEX:	P35W2
      OFFSETS:	2-5
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(HuT~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	HuT~+iy
        GLOSS:	descend/land/set down/lower+you

 INPUT STRING:	الحشو
     IS_TRANS:	AlH$w
        INDEX:	P35W3
      OFFSETS:	6-11
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ha$ow_1]
   UNSPLITVOC:	(AlHa$ow)
          POS:	DET+NOUN
          VOC:	Al+Ha$ow
        GLOSS:	the+stuffing/filling/insertion

 INPUT STRING:	جواها
     IS_TRANS:	jwAhA
        INDEX:	P35W4
      OFFSETS:	12-17
       TOKENS:	P35W4-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juw~ah_1]
   UNSPLITVOC:	(juw~AhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	juw~A+hA
        GLOSS:	in/at/over/about/by/ratio/within+its/their/her

 INPUT STRING:	اوك
     IS_TRANS:	Awk
        INDEX:	P36W1
      OFFSETS:	0-3
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwkiy_1]
   UNSPLITVOC:	(>uwkiy)
          POS:	INTERJ
          VOC:	>uwkiy
        GLOSS:	ok

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P37W1
      OFFSETS:	0-1
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	اتنى
     IS_TRANS:	AtnY
        INDEX:	P37W2
      OFFSETS:	2-6
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vanaY_1]
   UNSPLITVOC:	(Aitoniy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aiton+iy
        GLOSS:	fold/geminate+you

 INPUT STRING:	العجين
     IS_TRANS:	AlEjyn
        INDEX:	P37W3
      OFFSETS:	7-13
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajiyn_1]
   UNSPLITVOC:	(AlEajiyn)
          POS:	DET+NOUN
          VOC:	Al+Eajiyn
        GLOSS:	the+dough/pasta

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P37W4
      OFFSETS:	14-17
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بعضه
     IS_TRANS:	bEDh
        INDEX:	P37W5
      OFFSETS:	18-22
       TOKENS:	P37W5-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoDuh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	baEoD+uh
        GLOSS:	some/a few/little/part+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P37W6
      OFFSETS:	23-24
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	اقفلى
     IS_TRANS:	AqflY
        INDEX:	P37W7
      OFFSETS:	25-30
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(Aiqofiliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aiqofil+iy
        GLOSS:	return/lock+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P37W8
      OFFSETS:	31-32
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	بططيها
     IS_TRANS:	bTTyhA
        INDEX:	P37W9
      OFFSETS:	33-39
       TOKENS:	P37W10-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baT~aT_1]
   UNSPLITVOC:	(baT~aTiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	baT~aT+iy+hA
        GLOSS:	press+you+it/them/her

 INPUT STRING:	لتحت
     IS_TRANS:	ltHt
        INDEX:	P37W10
      OFFSETS:	40-44
       TOKENS:	P37W12-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(litaHot)
          POS:	PREP+NOUN
          VOC:	li+taHot
        GLOSS:	for/to+under

 INPUT STRING:	ادهنى
     IS_TRANS:	AdhnY
        INDEX:	P38W1
      OFFSETS:	0-5
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dahan_1]
   UNSPLITVOC:	(>adhiniy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	>adhin+iy
        GLOSS:	paint/varnish+you

 INPUT STRING:	الوش
     IS_TRANS:	Alw$
        INDEX:	P38W2
      OFFSETS:	6-10
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi$~_1]
   UNSPLITVOC:	(Alwi$~)
          POS:	DET+NOUN
          VOC:	Al+wi$~
        GLOSS:	the+faces

 INPUT STRING:	بيض
     IS_TRANS:	byD
        INDEX:	P38W3
      OFFSETS:	11-14
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyDap_1]
   UNSPLITVOC:	(biyD)
          POS:	NOUN
          VOC:	biyD
        GLOSS:	eggs/egg

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P38W4
      OFFSETS:	15-16
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	سمسم
     IS_TRANS:	smsm
        INDEX:	P38W5
      OFFSETS:	17-21
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simosimap_1]
   UNSPLITVOC:	(simosim)
          POS:	NOUN
          VOC:	simosim
        GLOSS:	a sesame seed

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P38W6
      OFFSETS:	22-23
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	قطعى
     IS_TRANS:	qTEY
        INDEX:	P38W7
      OFFSETS:	24-28
       TOKENS:	P38W7-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaT~aE_1]
   UNSPLITVOC:	(qaT~aE~iy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	qaT~aE+(null)+niy
        GLOSS:	cut apart+you+me

 INPUT STRING:	بزاويه
     IS_TRANS:	bzAwyh
        INDEX:	P38W8
      OFFSETS:	29-35
       TOKENS:	P38W9-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAwoyap_1]
   UNSPLITVOC:	(bizAwoyap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+zAwoy+ap
        GLOSS:	with/by+nooks/corners/point of view/angles+[fem.sg.]

 INPUT STRING:	جانبيه
     IS_TRANS:	jAnbyh
        INDEX:	P38W9
      OFFSETS:	36-42
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAnibiy_1]
   UNSPLITVOC:	(jAnibiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAnibiy~+ap
        GLOSS:	side+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W1
      OFFSETS:	0-1
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	افردى
     IS_TRANS:	AfrdY
        INDEX:	P39W2
      OFFSETS:	2-7
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[farad_1]
   UNSPLITVOC:	(Afradiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Afrad+iy
        GLOSS:	spread+you

 INPUT STRING:	فالصانيه
     IS_TRANS:	fAlSAnyh
        INDEX:	P39W3
      OFFSETS:	8-16
       TOKENS:	P39W3-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SAniy~ap_1]
   UNSPLITVOC:	(fiAlSAniy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	fi+Al+SAniy~+ap
        GLOSS:	in+the+griddle+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W4
      OFFSETS:	17-18
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	استنيه
     IS_TRANS:	Astnyh
        INDEX:	P39W5
      OFFSETS:	19-25
       TOKENS:	P39W6-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(Aisotan~iyh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	Aisotan~+iy+uh
        GLOSS:	expect/wait for/be expected/be waited for/keep waiting for a long time/wait+you+it/him

 INPUT STRING:	يستوى
     IS_TRANS:	ystwY
        INDEX:	P39W6
      OFFSETS:	26-31
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<istawaY_1]
   UNSPLITVOC:	(yistawiy)
          POS:	IV3MS+IV
          VOC:	yi+stawiy
        GLOSS:	he/it+be ripe

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W7
      OFFSETS:	32-33
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	بالهنا
     IS_TRANS:	bAlhnA
        INDEX:	P39W8
      OFFSETS:	34-40
       TOKENS:	P39W10-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hanA_1]
   UNSPLITVOC:	(biAlhanA)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+hanA
        GLOSS:	with/by+the+good health/happiness/well being/god health

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W9
      OFFSETS:	41-42
       TOKENS:	P39W12-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	الشفا
     IS_TRANS:	Al$fA
        INDEX:	P39W10
      OFFSETS:	43-48
       TOKENS:	P39W13-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ifA_1]
   UNSPLITVOC:	(Al$ifA)
          POS:	DET+NOUN
          VOC:	Al+$ifA
        GLOSS:	the+cure/remedy/medication/remedies/healing/spell

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يهنيكي
     IS_TRANS:	yhnyky
        INDEX:	P40W2
      OFFSETS:	5-11
       TOKENS:	P40W2-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[han~A_1]
   UNSPLITVOC:	(yihan~iykiy)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+han~iy+ik
        GLOSS:	he/it+congratulate+you

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P40W3
      OFFSETS:	12-16
       TOKENS:	P40W4-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yA_rab~)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab~
        GLOSS:	O/oh+lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P41W1
      OFFSETS:	0-5
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+NOUN
          VOC:	Al+muhim~
        GLOSS:	the+main thing/most important thing

 INPUT STRING:	بقه
     IS_TRANS:	bqh
        INDEX:	P41W2
      OFFSETS:	6-9
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqah)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P41W3
      OFFSETS:	10-13
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P41W4
      OFFSETS:	14-16
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P41W5
      OFFSETS:	17-19
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	طلعت
     IS_TRANS:	TlEt
        INDEX:	P41W6
      OFFSETS:	20-24
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiloEit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TiloE+it
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+it/they/she

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P41W7
      OFFSETS:	25-29
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P41W8
      OFFSETS:	30-31
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P41W9
      OFFSETS:	31-32
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	
     IS_TRANS:	&#xe415;&#xe415;
        INDEX:	P41W10
      OFFSETS:	32-34
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe415;&#xe415;)
          POS:	NO_FUNC
          VOC:	??
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P42W1
      OFFSETS:	0-2
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P42W2
      OFFSETS:	3-5
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P42W3
      OFFSETS:	6-10
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine (arts)

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P42W4
      OFFSETS:	11-14
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بعملو
     IS_TRANS:	bEmlw
        INDEX:	P42W5
      OFFSETS:	15-20
       TOKENS:	P42W5-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bAaEomiluh)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	bi+Aa+Eomil+uh
        GLOSS:	[present-tense]+I+function/make/act/do+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P42W6
      OFFSETS:	21-23
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P42W7
      OFFSETS:	24-28
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration/times/durations

 INPUT STRING:	احلى
     IS_TRANS:	AHlY
        INDEX:	P42W8
      OFFSETS:	29-33
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(>aHolaY)
          POS:	ADJ_COMP
          VOC:	>aHolaY
        GLOSS:	more sweet

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P42W9
      OFFSETS:	34-36
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P42W10
      OFFSETS:	37-41
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	owners/something/belongings

 INPUT STRING:	المخبز
