 INPUT STRING:	بست

 INPUT STRING:	الأيه
     IS_TRANS:	Al>yh
        INDEX:	P404W2
      OFFSETS:	5-10
       TOKENS:	P404W2-P404W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Al>yh)
          POS:	FOREIGN
          VOC:	Al>yh
        GLOSS:	nogloss

 INPUT STRING:	كونتكت
     IS_TRANS:	kwntkt
        INDEX:	P404W3
      OFFSETS:	11-17
       TOKENS:	P404W3-P404W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwntkt)
          POS:	FOREIGN
          VOC:	kwntkt
        GLOSS:	nogloss

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P404W4
      OFFSETS:	18-22
       TOKENS:	P404W4-P404W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بيتلحق
     IS_TRANS:	bytlHq
        INDEX:	P404W5
      OFFSETS:	23-29
       TOKENS:	P404W5-P404W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitolaHaq_1]
   UNSPLITVOC:	(biyitoliHiq)
          POS:	PROG_PART+IV1S+IV_PASS
          VOC:	bi+yi+toliHiq
        GLOSS:	[present-tense]+he/it+be caught

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P404W6
      OFFSETS:	30-33
       TOKENS:	P404W7-P404W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P404W7
      OFFSETS:	34-36
       TOKENS:	P404W8-P404W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	تبص
     IS_TRANS:	tbS
        INDEX:	P404W8
      OFFSETS:	37-40
       TOKENS:	P404W9-P404W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(tibuS~)
          POS:	IV2MS+IV
          VOC:	ti+buS~
        GLOSS:	you+look/glow/sparkle

 INPUT STRING:	بعيد
     IS_TRANS:	bEyd
        INDEX:	P404W9
      OFFSETS:	41-45
       TOKENS:	P404W10-P404W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiyd)
          POS:	ADJ
          VOC:	biEiyd
        GLOSS:	busters

 INPUT STRING:	بسرعة
     IS_TRANS:	bsrEp
        INDEX:	P404W10
      OFFSETS:	46-51
       TOKENS:	P404W11-P404W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
        GLOSS:	with/by+speed/velocity/promptness/speeds+[fem.sg.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P405W1
      OFFSETS:	0-2
       TOKENS:	P405W1-P405W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P406W1
      OFFSETS:	0-1
       TOKENS:	P406W1-P406W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P406W2
      OFFSETS:	2-5
       TOKENS:	P406W2-P406W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	حأروح
     IS_TRANS:	H>rwH
        INDEX:	P406W3
      OFFSETS:	6-11
       TOKENS:	P406W3-P406W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaAaruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+ruwH
        GLOSS:	will+I+begin/go

 INPUT STRING:	أصلي
     IS_TRANS:	>Sly
        INDEX:	P406W4
      OFFSETS:	12-16
       TOKENS:	P406W5-P406W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aY_1]
   UNSPLITVOC:	(AaSal~iy)
          POS:	IV1S+IV
          VOC:	Aa+Sal~iy
        GLOSS:	I+pray/worship/be worshiped/be prayed

 INPUT STRING:	ركعتين
     IS_TRANS:	rkEtyn
        INDEX:	P406W5
      OFFSETS:	17-23
       TOKENS:	P406W6-P406W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(rkEtyn)
          POS:	NO_FUNC
          VOC:	rkEtyn
        GLOSS:	nogloss

 INPUT STRING:	شكر
     IS_TRANS:	$kr
        INDEX:	P406W6
      OFFSETS:	24-27
       TOKENS:	P406W7-P406W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukor)
          POS:	NOUN
          VOC:	$ukor
        GLOSS:	thankfulness/thanks/thank you

 INPUT STRING:	عدة
     IS_TRANS:	Edp
        INDEX:	P407W1
      OFFSETS:	0-3
       TOKENS:	P407W1-P407W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Edp)
          POS:	TYPO
          VOC:	Edp
        GLOSS:	nogloss

 INPUT STRING:	السور
     IS_TRANS:	Alswr
        INDEX:	P407W2
      OFFSETS:	4-9
       TOKENS:	P407W2-P407W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alswr)
          POS:	TYPO
          VOC:	Alswr
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P407W3
      OFFSETS:	10-12
       TOKENS:	P407W3-P407W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P407W4
      OFFSETS:	13-17
       TOKENS:	P407W4-P407W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	فشخ
     IS_TRANS:	f$x
        INDEX:	P407W5
      OFFSETS:	18-21
       TOKENS:	P407W5-P407W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa$ox_1]
   UNSPLITVOC:	(fa$ox)
          POS:	NOUN
          VOC:	fa$ox
        GLOSS:	spreading

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P407W6
      OFFSETS:	21-22
       TOKENS:	P407W6-P407W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P407W7
      OFFSETS:	22-23
       TOKENS:	P407W7-P407W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P408W1
      OFFSETS:	0-3
       TOKENS:	P408W1-P408W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADJ
          VOC:	Aw~il
        GLOSS:	first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P408W2
      OFFSETS:	4-7
       TOKENS:	P408W2-P408W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	تشوفها
     IS_TRANS:	t$wfhA
        INDEX:	P408W3
      OFFSETS:	8-14
       TOKENS:	P408W3-P408W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ti$uwfhA)
          POS:	IV2MS+IV+IVSUFF_DO:3FS
          VOC:	ti+$uwf+hA
        GLOSS:	you+look+it/them/her

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P408W4
      OFFSETS:	15-16
       TOKENS:	P408W5-P408W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P409W1
      OFFSETS:	0-2
       TOKENS:	P409W1-P409W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P409W2
      OFFSETS:	2-3
       TOKENS:	P409W2-P409W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P410W1
      OFFSETS:	0-2
       TOKENS:	P410W1-P410W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P410W2
      OFFSETS:	3-7
       TOKENS:	P410W2-P410W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	بعتهالك
     IS_TRANS:	bEthAlk
        INDEX:	P411W1
      OFFSETS:	0-7
       TOKENS:	P411W1-P411W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(baEathA_lak)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS+PREP+PRON_2MS
          VOC:	baEat+(null)+hA+li+ak
        GLOSS:	send+he/it+it/them/her+to/for+you

 INPUT STRING:	ساعتها
     IS_TRANS:	sAEthA
        INDEX:	P412W1
      OFFSETS:	0-6
       TOKENS:	P412W1-P412W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	sAE+ap+hA
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]+its/their/her

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P413W1
      OFFSETS:	0-2
       TOKENS:	P413W1-P413W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P413W2
      OFFSETS:	3-5
       TOKENS:	P413W2-P413W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كنتش
     IS_TRANS:	knt$
        INDEX:	P413W3
      OFFSETS:	6-10
       TOKENS:	P413W3-P413W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	kun+t+$
        GLOSS:	be/was/were+I+not

 INPUT STRING:	معاهم
     IS_TRANS:	mEAhm
        INDEX:	P413W4
      OFFSETS:	11-16
       TOKENS:	P413W5-P413W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maEa+hum
        GLOSS:	with+their

 INPUT STRING:	سدقيني
     IS_TRANS:	sdqyny
        INDEX:	P413W5
      OFFSETS:	17-23
       TOKENS:	P413W7-P413W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(sdqyny)
          POS:	TYPO
          VOC:	sdqyny
        GLOSS:	nogloss

 INPUT STRING:	وإيه
     IS_TRANS:	w<yh
        INDEX:	P414W1
      OFFSETS:	0-4
       TOKENS:	P414W1-P414W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(wi<iyh)
          POS:	CONJ+INTERROG_PRON
          VOC:	wi+<iyh
        GLOSS:	and+what

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P414W2
      OFFSETS:	5-9
       TOKENS:	P414W3-P414W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Eamal+t
        GLOSS:	function/make/act/do+I

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P414W3
      OFFSETS:	10-13
       TOKENS:	P414W4-P414W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P414W4
      OFFSETS:	14-17
       TOKENS:	P414W5-P414W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	نزلت
     IS_TRANS:	nzlt
        INDEX:	P414W5
      OFFSETS:	18-22
       TOKENS:	P414W6-P414W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(nizilt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	nizil+t
        GLOSS:	descend/come/desend/stay+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P415W1
      OFFSETS:	0-3
       TOKENS:	P415W1-P415W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كلمت
     IS_TRANS:	klmt
        INDEX:	P415W2
      OFFSETS:	4-8
       TOKENS:	P415W2-P415W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kal~im+t
        GLOSS:	talk/speak/talk to+I

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P415W3
      OFFSETS:	9-12
       TOKENS:	P415W3-P415W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(Eumar)
          POS:	NOUN_PROP
          VOC:	Eumar
        GLOSS:	Omar/Umar

 INPUT STRING:	وشفتوا
     IS_TRANS:	w$ftwA
        INDEX:	P415W4
      OFFSETS:	13-19
       TOKENS:	P415W4-P415W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wi$uftuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	wi+$uf+t+uwA
        GLOSS:	and+look+I+him/it

 INPUT STRING:	حيعمل
     IS_TRANS:	HyEml
        INDEX:	P415W5
      OFFSETS:	20-25
       TOKENS:	P415W7-P415W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HayiEomil)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Eomil
        GLOSS:	will+he/it+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P415W6
      OFFSETS:	26-29
       TOKENS:	P415W9-P415W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P415W7
      OFFSETS:	29-30
       TOKENS:	P415W10-P415W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	قل
     IS_TRANS:	ql
        INDEX:	P415W8
      OFFSETS:	31-33
       TOKENS:	P415W11-P415W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quwl_1]
   UNSPLITVOC:	(quwl)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	quwl+(null)
        GLOSS:	say+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P415W9
      OFFSETS:	34-36
       TOKENS:	P415W12-P415W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+I/me

 INPUT STRING:	تعالى
     IS_TRANS:	tEAlY
        INDEX:	P415W10
      OFFSETS:	37-42
       TOKENS:	P415W14-P415W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[taEAlaY_1]
   UNSPLITVOC:	(taEAlaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	taEAlaY+(null)
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P415W11
      OFFSETS:	43-46
       TOKENS:	P415W15-P415W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	وخلاص
     IS_TRANS:	wxlAS
        INDEX:	P415W12
      OFFSETS:	47-52
       TOKENS:	P415W16-P415W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(wixalAS)
          POS:	CONJ+NOUN
          VOC:	wi+xalAS
        GLOSS:	and+deliverance/salvation/settlement

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P415W13
      OFFSETS:	52-53
       TOKENS:	P415W18-P415W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	فنزلت
     IS_TRANS:	fnzlt
        INDEX:	P415W14
      OFFSETS:	54-59
       TOKENS:	P415W19-P415W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(fanizilt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	fa+nizil+t
        GLOSS:	so/and+descend/come/desend/stay+I

 INPUT STRING:	بعديكي
     IS_TRANS:	bEdyky
        INDEX:	P415W15
      OFFSETS:	60-66
       TOKENS:	P415W21-P415W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodiykiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	baEodiy+ik
        GLOSS:	after/if/unless/whether/as long as/as soon as/which+your

 INPUT STRING:	ب
     IS_TRANS:	b
        INDEX:	P415W16
      OFFSETS:	67-68
       TOKENS:	P415W23-P415W23
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(b)
          POS:	NO_FUNC
          VOC:	b
        GLOSS:	nogloss

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P415W17
      OFFSETS:	68-69
       TOKENS:	P415W24-P415W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	منوت
     IS_TRANS:	mnwt
        INDEX:	P415W18
      OFFSETS:	70-74
       TOKENS:	P415W25-P415W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mnwt)
          POS:	FOREIGN
          VOC:	mnwt
        GLOSS:	nogloss

 INPUT STRING:	تقريباً
     IS_TRANS:	tqrybAF
        INDEX:	P415W19
      OFFSETS:	75-82
       TOKENS:	P415W26-P415W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taqoriyb_1]
   UNSPLITVOC:	(taqoriybAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	taqoriyb+AF
        GLOSS:	approximation+[acc.indef.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P415W20
      OFFSETS:	83-85
       TOKENS:	P415W27-P415W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P415W21
      OFFSETS:	86-89
       TOKENS:	P415W28-P415W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بأقولك
     IS_TRANS:	b>qwlk
        INDEX:	P415W22
      OFFSETS:	90-96
       TOKENS:	P415W29-P415W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl_lik)
          POS:	PROG_PART+IV1S+IV+PREP+PRON_2FS
          VOC:	bi+Aa+quwl+li+ik
        GLOSS:	[present-tense]+I+said/say/be said/(for example)+for/to+you

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P415W23
      OFFSETS:	97-101
       TOKENS:	P415W33-P415W34
