 INPUT STRING:	صاحية
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P117W3
      OFFSETS:	4-6
       TOKENS:	P117W3-P117W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P117W4
      OFFSETS:	7-11
       TOKENS:	P117W4-P117W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P117W5
      OFFSETS:	12-15
       TOKENS:	P117W5-P117W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P117W6
      OFFSETS:	16-17
       TOKENS:	P117W6-P117W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P118W1
      OFFSETS:	0-2
       TOKENS:	P118W1-P118W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	enough/but

 INPUT STRING:	يروح
     IS_TRANS:	yrwH
        INDEX:	P118W2
      OFFSETS:	3-7
       TOKENS:	P118W2-P118W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(yiruwH)
          POS:	IV3P+IV
          VOC:	yi+ruwH
        GLOSS:	they+begin/go

 INPUT STRING:	ويرجع
     IS_TRANS:	wyrjE
        INDEX:	P118W3
      OFFSETS:	8-13
       TOKENS:	P118W3-P118W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragaE_1]
   UNSPLITVOC:	(wiyirojaE)
          POS:	CONJ+IV3P+IV
          VOC:	wi+yi+rojaE
        GLOSS:	and+they+come back

 INPUT STRING:	بالسلامة
     IS_TRANS:	bAlslAmp
        INDEX:	P118W4
      OFFSETS:	14-22
       TOKENS:	P118W5-P118W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(biAlsalAmap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+salAm+ap
        GLOSS:	with/by+the+security/safety/integrity+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P119W1
      OFFSETS:	0-2
       TOKENS:	P119W1-P119W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شا
     IS_TRANS:	$A
        INDEX:	P119W2
      OFFSETS:	3-5
       TOKENS:	P119W2-P119W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	($A)
          POS:	TYPO
          VOC:	$A
        GLOSS:	nogloss

 INPUT STRING:	ءالله
     IS_TRANS:	'Allh
        INDEX:	P119W3
      OFFSETS:	6-11
       TOKENS:	P119W3-P119W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	('Allh)
          POS:	TYPO
          VOC:	'Allh
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P119W4
      OFFSETS:	12-14
       TOKENS:	P119W4-P119W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P119W5
      OFFSETS:	15-17
       TOKENS:	P119W5-P119W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P120W1
      OFFSETS:	0-3
       TOKENS:	P120W1-P120W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هأعمل
     IS_TRANS:	h>Eml
        INDEX:	P120W2
      OFFSETS:	4-9
       TOKENS:	P120W2-P120W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaAaEomil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eomil
        GLOSS:	will+I+do

 INPUT STRING:	دمه
     IS_TRANS:	dmh
        INDEX:	P120W3
      OFFSETS:	10-13
       TOKENS:	P120W4-P120W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dmh)
          POS:	FOREIGN
          VOC:	dmh
        GLOSS:	nogloss

 INPUT STRING:	بتاعت
     IS_TRANS:	btAEt
        INDEX:	P120W4
      OFFSETS:	14-19
       TOKENS:	P120W5-P120W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bitAE+ap
        GLOSS:	owners/something/belongings+[fem.sg.]

 INPUT STRING:	فيفا
     IS_TRANS:	fyfA
        INDEX:	P120W5
      OFFSETS:	20-24
       TOKENS:	P120W6-P120W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fyfA)
          POS:	FOREIGN
          VOC:	fyfA
        GLOSS:	nogloss

 INPUT STRING:	14
     IS_TRANS:	14
        INDEX:	P120W6
      OFFSETS:	25-27
       TOKENS:	P120W7-P120W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(14)
          POS:	NOUN_NUM
          VOC:	14
        GLOSS:	14

 INPUT STRING:	هألعب
     IS_TRANS:	h>lEb
        INDEX:	P120W7
      OFFSETS:	28-33
       TOKENS:	P120W8-P120W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(HAaloEab)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+loEab
        GLOSS:	will+I+play

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P120W8
      OFFSETS:	34-38
       TOKENS:	P120W10-P120W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P120W9
      OFFSETS:	39-42
       TOKENS:	P120W11-P120W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	just like that

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P120W10
      OFFSETS:	43-46
       TOKENS:	P120W12-P120W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	8
     IS_TRANS:	8
        INDEX:	P120W11
      OFFSETS:	47-48
       TOKENS:	P120W14-P120W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(8)
          POS:	NOUN_NUM
          VOC:	8
        GLOSS:	8

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P120W12
      OFFSETS:	48-49
       TOKENS:	P120W15-P120W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	30
     IS_TRANS:	30
        INDEX:	P120W13
      OFFSETS:	49-51
       TOKENS:	P120W16-P120W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(30)
          POS:	NOUN_NUM
          VOC:	30
        GLOSS:	30

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P120W14
      OFFSETS:	52-56
       TOKENS:	P120W17-P120W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P121W1
      OFFSETS:	0-3
       TOKENS:	P121W1-P121W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok

 INPUT STRING:	اوكيه
     IS_TRANS:	Awkyh
        INDEX:	P121W2
      OFFSETS:	4-9
       TOKENS:	P121W2-P121W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Awkyh)
          POS:	FOREIGN
          VOC:	Awkyh
        GLOSS:	nogloss

 INPUT STRING:	وتقوم
     IS_TRANS:	wtqwm
        INDEX:	P121W3
      OFFSETS:	10-15
       TOKENS:	P121W3-P121W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(witiquwm)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+quwm
        GLOSS:	and+you+undertake/carry out/rise/stand/get up/do/be based (on)

 INPUT STRING:	تذاكر
     IS_TRANS:	t*Akr
        INDEX:	P121W4
      OFFSETS:	16-21
       TOKENS:	P121W5-P121W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(ti*Akir)
          POS:	IV2MS+IV
          VOC:	ti+*Akir
        GLOSS:	you+study

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P121W5
      OFFSETS:	22-24
       TOKENS:	P121W6-P121W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	سمحت
     IS_TRANS:	smHt
        INDEX:	P121W6
      OFFSETS:	25-29
       TOKENS:	P121W7-P121W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(samaHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	samaH+t
        GLOSS:	allow/permit/authorize/be allowed/be permitted/be authorized+I

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P122W1
      OFFSETS:	0-4
       TOKENS:	P122W1-P122W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P122W2
      OFFSETS:	5-6
       TOKENS:	P122W2-P122W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P123W1
      OFFSETS:	0-4
       TOKENS:	P123W1-P123W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	NOUN
          VOC:	<inotiy
        GLOSS:	you

 INPUT STRING:	هتنامي
     IS_TRANS:	htnAmy
        INDEX:	P123W2
      OFFSETS:	5-11
       TOKENS:	P123W2-P123W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HatinAmiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+nAm+iy
        GLOSS:	will+you+sleep/lie down+you

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P123W3
      OFFSETS:	12-16
       TOKENS:	P123W4-P123W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	except/whether/regardless/equality

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P123W4
      OFFSETS:	16-17
       TOKENS:	P123W5-P123W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P124W1
      OFFSETS:	0-3
       TOKENS:	P124W1-P124W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	صاحي
     IS_TRANS:	SAHy
        INDEX:	P124W2
      OFFSETS:	4-8
       TOKENS:	P124W2-P124W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHiy_1]
   UNSPLITVOC:	(SAHiy)
          POS:	ADJ
          VOC:	SAHiy
        GLOSS:	bright/serene/vigilant/wakeful

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P125W1
      OFFSETS:	0-2
       TOKENS:	P125W1-P125W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P125W2
      OFFSETS:	3-7
       TOKENS:	P125W2-P125W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	الساعة
     IS_TRANS:	AlsAEp
        INDEX:	P126W1
      OFFSETS:	0-6
       TOKENS:	P126W1-P126W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(AlsAEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sAE+ap
        GLOSS:	the+hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P126W2
      OFFSETS:	7-10
       TOKENS:	P126W2-P126W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	NOUN_QUANT
          VOC:	kAm
        GLOSS:	how much/when

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P126W3
      OFFSETS:	10-11
       TOKENS:	P126W3-P126W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P126W4
      OFFSETS:	11-12
       TOKENS:	P126W4-P126W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	11
     IS_TRANS:	11
        INDEX:	P127W1
      OFFSETS:	0-2
       TOKENS:	P127W1-P127W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(11)
          POS:	NOUN_NUM
          VOC:	11
        GLOSS:	11

 INPUT STRING:	وثلث
     IS_TRANS:	wvlv
        INDEX:	P127W2
      OFFSETS:	3-7
       TOKENS:	P127W2-P127W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vilov_1]
   UNSPLITVOC:	(wivilov)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+vilov
        GLOSS:	and+thirds/(one) third/one third/third/third time

 INPUT STRING:	صحيح
     IS_TRANS:	SHyH
        INDEX:	P127W3
      OFFSETS:	8-12
       TOKENS:	P127W4-P127W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHiyH_1]
   UNSPLITVOC:	(SaHiyH)
          POS:	ADJ
          VOC:	SaHiyH
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P128W1
      OFFSETS:	0-2
       TOKENS:	P128W1-P128W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P128W2
      OFFSETS:	3-7
       TOKENS:	P128W2-P128W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAdiy_2]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	normal

 INPUT STRING:	أهه
     IS_TRANS:	>hh
        INDEX:	P128W3
      OFFSETS:	8-11
       TOKENS:	P128W3-P128W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ahuh_1]
   UNSPLITVOC:	(>ahuh)
          POS:	DEM_PRON_MS
          VOC:	>ahuh
        GLOSS:	this

 INPUT STRING:	وراك
     IS_TRANS:	wrAk
        INDEX:	P129W1
      OFFSETS:	0-4
       TOKENS:	P129W1-P129W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	warA+ak
        GLOSS:	behind+your

 INPUT STRING:	جامعة
     IS_TRANS:	jAmEp
        INDEX:	P129W2
      OFFSETS:	5-10
       TOKENS:	P129W3-P129W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(jAmoEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jAmoE+ap
        GLOSS:	universities+[fem.sg.]

 INPUT STRING:	إمتى
     IS_TRANS:	<mtY
        INDEX:	P129W3
      OFFSETS:	11-15
       TOKENS:	P129W4-P129W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P129W4
      OFFSETS:	16-20
       TOKENS:	P129W5-P129W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorah_1]
   UNSPLITVOC:	(bukorah)
          POS:	NOUN
          VOC:	bukorah
        GLOSS:	tomorrow/sometime in the future/meal/luncheon/breakfast/lunch

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P129W5
      OFFSETS:	20-21
       TOKENS:	P129W6-P129W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P129W6
      OFFSETS:	21-22
       TOKENS:	P129W7-P129W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	10
     IS_TRANS:	10
        INDEX:	P130W1
      OFFSETS:	0-2
       TOKENS:	P130W1-P130W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P130W2
      OFFSETS:	3-5
       TOKENS:	P130W2-P130W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P130W3
      OFFSETS:	6-9
       TOKENS:	P130W3-P130W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P130W4
      OFFSETS:	10-14
       TOKENS:	P130W4-P130W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P131W1
      OFFSETS:	0-3
       TOKENS:	P131W1-P131W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P131W2
      OFFSETS:	4-5
       TOKENS:	P131W3-P131W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P131W3
      OFFSETS:	5-6
       TOKENS:	P131W4-P131W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هأنام
     IS_TRANS:	h>nAm
        INDEX:	P132W1
      OFFSETS:	0-5
       TOKENS:	P132W1-P132W2
