 INPUT STRING:	وحشتيني
     IS_TRANS:	bs
        INDEX:	P47W2
      OFFSETS:	5-7
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P47W3
      OFFSETS:	8-12
       TOKENS:	P47W3-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P47W4
      OFFSETS:	13-15
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P47W5
      OFFSETS:	16-19
       TOKENS:	P47W6-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	هأروح
     IS_TRANS:	h>rwH
        INDEX:	P47W6
      OFFSETS:	20-25
       TOKENS:	P47W7-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaAaruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+ruwH
        GLOSS:	will+I+go/begin

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P47W7
      OFFSETS:	26-29
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P47W8
      OFFSETS:	30-32
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P47W9
      OFFSETS:	33-37
       TOKENS:	P47W11-P47W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	ألحق
     IS_TRANS:	>lHq
        INDEX:	P47W10
      OFFSETS:	38-42
       TOKENS:	P47W13-P47W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(AaloHaq)
          POS:	IV1S+IV
          VOC:	Aa+loHaq
        GLOSS:	I+follow/be attached/[help!]/reach

 INPUT STRING:	نانا
     IS_TRANS:	nAnA
        INDEX:	P48W1
      OFFSETS:	0-4
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAnA_1]
   UNSPLITVOC:	(nAnA)
          POS:	NOUN_PROP
          VOC:	nAnA
        GLOSS:	Nana

 INPUT STRING:	عدي
     IS_TRANS:	Edy
        INDEX:	P49W1
      OFFSETS:	0-3
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(Ead~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Ead~+iy
        GLOSS:	traverse/cross/be traversed/be crossed+you

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P49W2
      OFFSETS:	4-7
       TOKENS:	P49W2-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~a)
          POS:	PREP+PRON_1S
          VOC:	EalaY+iy
        GLOSS:	on/above+me

 INPUT STRING:	اوكيه
     IS_TRANS:	Awkyh
        INDEX:	P49W3
      OFFSETS:	8-13
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P49W4
      OFFSETS:	14-15
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P49W5
      OFFSETS:	15-16
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P50W1
      OFFSETS:	0-2
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yA)
          POS:	FOREIGN
          VOC:	yA
        GLOSS:	nogloss

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P50W2
      OFFSETS:	3-5
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>y)
          POS:	FOREIGN
          VOC:	>y
        GLOSS:	nogloss

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P51W1
      OFFSETS:	0-2
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P51W2
      OFFSETS:	3-7
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P53W1
      OFFSETS:	0-3
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	دخلت
     IS_TRANS:	dxlt
        INDEX:	P53W2
      OFFSETS:	4-8
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	daxal+t
        GLOSS:	enter/be entered+I

 INPUT STRING:	للدكتور
     IS_TRANS:	lldktwr
        INDEX:	P53W3
      OFFSETS:	9-16
       TOKENS:	P53W3-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dukotuwr_1]
   UNSPLITVOC:	(lild~ukotuwr)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+dukotuwr
        GLOSS:	to/for+the+doctor/Doctor/Dr.

 INPUT STRING:	شمس
     IS_TRANS:	$ms
        INDEX:	P53W4
      OFFSETS:	17-20
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$amos_1]
   UNSPLITVOC:	($amos)
          POS:	NOUN_PROP
          VOC:	$amos
        GLOSS:	Shams

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P53W5
      OFFSETS:	21-24
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P53W6
      OFFSETS:	25-27
       TOKENS:	P53W7-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	تيجي
     IS_TRANS:	tyjy
        INDEX:	P53W7
      OFFSETS:	28-32
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(tiyjiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	tiy+j+iy
        GLOSS:	you+came/come+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P53W8
      OFFSETS:	33-35
       TOKENS:	P53W10-P53W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P53W9
      OFFSETS:	36-38
       TOKENS:	P53W12-P53W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	وقت
     IS_TRANS:	wqt
        INDEX:	P53W10
      OFFSETS:	39-42
       TOKENS:	P53W13-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqot)
          POS:	NOUN
          VOC:	waqot
        GLOSS:	time/moment/period of time/moments/times

 INPUT STRING:	بأحبك
     IS_TRANS:	b>Hbk
        INDEX:	P54W1
      OFFSETS:	0-5
       TOKENS:	P54W1-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~ik)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	bi+Aa+Hib~+ik
        GLOSS:	[present-tense]+I+love/like/want+you

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P55W1
      OFFSETS:	0-3
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P55W2
      OFFSETS:	4-7
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P55W3
      OFFSETS:	8-11
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P55W4
      OFFSETS:	12-13
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5)
          POS:	NOUN_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	منوط
     IS_TRANS:	mnwT
        INDEX:	P55W5
      OFFSETS:	14-18
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mnwT)
          POS:	FOREIGN
          VOC:	mnwT
        GLOSS:	nogloss

 INPUT STRING:	وهأبقى
     IS_TRANS:	wh>bqY
        INDEX:	P55W6
      OFFSETS:	19-25
       TOKENS:	P55W6-P55W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(wiHaAaboqaY)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	wi+Ha+Aa+boqaY
        GLOSS:	and+will+I+become

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P55W7
      OFFSETS:	26-30
       TOKENS:	P55W9-P55W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Eanod+ik
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	نانا
     IS_TRANS:	nAnA
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAnA_1]
   UNSPLITVOC:	(nAnA)
          POS:	NOUN_PROP
          VOC:	nAnA
        GLOSS:	Nana

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P56W2
      OFFSETS:	5-7
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سخيفة
     IS_TRANS:	sxyfp
        INDEX:	P56W3
      OFFSETS:	8-13
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saxiyf_1]
   UNSPLITVOC:	(saxiyfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	saxiyf+ap
        GLOSS:	stupid/silly+[fem.sg.]

 INPUT STRING:	بتواتس
     IS_TRANS:	btwAts
        INDEX:	P56W4
      OFFSETS:	14-20
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(btwAts)
          POS:	FOREIGN
          VOC:	btwAts
        GLOSS:	nogloss

 INPUT STRING:	آبي
     IS_TRANS:	|by
        INDEX:	P56W5
      OFFSETS:	21-24
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(|by)
          POS:	FOREIGN
          VOC:	|by
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P57W1
      OFFSETS:	0-2
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	فاضية
     IS_TRANS:	fADyp
        INDEX:	P57W2
      OFFSETS:	3-8
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fADoy+ap
        GLOSS:	empty/unoccupied/free+[fem.sg.]

 INPUT STRING:	سيبي
     IS_TRANS:	syby
        INDEX:	P57W3
      OFFSETS:	9-13
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(siybiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	siyb+iy
        GLOSS:	flow/neglect+you

 INPUT STRING:	واتصاب
     IS_TRANS:	wAtSAb
        INDEX:	P57W4
      OFFSETS:	14-20
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAtSAb)
          POS:	FOREIGN
          VOC:	wAtSAb
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P57W5
      OFFSETS:	21-22
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	أنزلي
     IS_TRANS:	>nzly
        INDEX:	P57W6
      OFFSETS:	23-28
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(Ainoziliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Ainozil+iy
        GLOSS:	descend/come/desend/stay+you

 INPUT STRING:	حاضر
     IS_TRANS:	HADr
        INDEX:	P58W1
      OFFSETS:	0-4
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HADir_1]
   UNSPLITVOC:	(HADir)
          POS:	ADJ
          VOC:	HADir
        GLOSS:	present/attending

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P58W2
      OFFSETS:	5-10
       TOKENS:	P58W2-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P58W3
      OFFSETS:	11-14
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	نازلة
     IS_TRANS:	nAzlp
        INDEX:	P58W4
      OFFSETS:	15-20
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAzol+ap
        GLOSS:	descending/staying+[fem.sg.]

 INPUT STRING:	اوكيه
     IS_TRANS:	Awkyh
        INDEX:	P59W1
      OFFSETS:	0-5
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P59W2
      OFFSETS:	6-9
       TOKENS:	P59W2-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P60W2
      OFFSETS:	4-6
       TOKENS:	P60W2-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	لبستيش
     IS_TRANS:	lbsty$
        INDEX:	P60W3
      OFFSETS:	7-13
       TOKENS:	P60W3-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(libistiy$)
          POS:	PV+PVSUFF_SUBJ:2FS+NEG_PART
          VOC:	libis+tiy+$
        GLOSS:	put on/wear/dress/make vague/deceive/be worn/be dressed in+you+not

 INPUT STRING:	درس
     IS_TRANS:	drs
        INDEX:	P60W4
      OFFSETS:	14-17
       TOKENS:	P60W5-P60W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(drs)
          POS:	FOREIGN
          VOC:	drs
        GLOSS:	nogloss

 INPUT STRING:	لابسة
     IS_TRANS:	lAbsp
        INDEX:	P61W1
      OFFSETS:	0-5
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAbis_1]
   UNSPLITVOC:	(lAbosap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAbos+ap
        GLOSS:	wearing+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P61W2
      OFFSETS:	6-8
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	عك
     IS_TRANS:	Ek
        INDEX:	P61W3
      OFFSETS:	9-11
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eak~_1]
   UNSPLITVOC:	(Eak~)
          POS:	NOUN
          VOC:	Eak~
        GLOSS:	sultriness/mugginess

 INPUT STRING:	قشطة
     IS_TRANS:	q$Tp
        INDEX:	P62W1
      OFFSETS:	0-4
       TOKENS:	P62W1-P62W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qi$oTap_1]
   UNSPLITVOC:	(qi$oTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$oT+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P62W2
      OFFSETS:	5-7
       TOKENS:	P62W2-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مشكلة
     IS_TRANS:	m$klp
        INDEX:	P62W3
      OFFSETS:	8-13
       TOKENS:	P62W3-P62W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu$okil+ap
        GLOSS:	problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P62W4
      OFFSETS:	14-16
       TOKENS:	P62W4-P62W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هنشوف
     IS_TRANS:	hn$wf
        INDEX:	P62W5
