 INPUT STRING:	أهلا
     IS_TRANS:	fElA
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P26W2
      OFFSETS:	5-9
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	خطر
     IS_TRANS:	xTr
        INDEX:	P26W3
      OFFSETS:	10-13
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTar_1]
   UNSPLITVOC:	(xaTar)
          POS:	ADJ
          VOC:	xaTar
        GLOSS:	dangerous/danger/threat/menace/dangers

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P27W1
      OFFSETS:	0-2
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P27W2
      OFFSETS:	3-7
       TOKENS:	P27W2-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all/entire/every/whole+its/their/her

 INPUT STRING:	فن
     IS_TRANS:	fn
        INDEX:	P27W3
      OFFSETS:	8-10
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~_1]
   UNSPLITVOC:	(fan~)
          POS:	NOUN
          VOC:	fan~
        GLOSS:	art/specialty/variety/arts/specialties/varieties

 INPUT STRING:	وهندسة
     IS_TRANS:	whndsp
        INDEX:	P27W4
      OFFSETS:	11-17
       TOKENS:	P27W5-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hanodasap_1]
   UNSPLITVOC:	(wihanodasap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+hanodas+ap
        GLOSS:	and+engineering+[fem.sg.]

 INPUT STRING:	وخطوره
     IS_TRANS:	wxTwrh
        INDEX:	P27W5
      OFFSETS:	18-24
       TOKENS:	P27W7-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuTuwrap_1]
   UNSPLITVOC:	(wixuTuwrap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+xuTuwr+ap
        GLOSS:	and+importance/gravity/danger+[fem.sg.]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P27W6
      OFFSETS:	25-28
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ماحبهاش
     IS_TRANS:	mAHbhA$
        INDEX:	P27W7
      OFFSETS:	29-36
       TOKENS:	P27W10-P27W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(mA_AaHib~ahA$)
          POS:	NEG_PART+IV1S+IV+IVSUFF_DO:3FS+NEG_PART
          VOC:	mA+Aa+Hib~+hA+$
        GLOSS:	not+I+love/like/want+it/them/her+not

 INPUT STRING:	أبدا
     IS_TRANS:	>bdA
        INDEX:	P27W8
      OFFSETS:	37-41
       TOKENS:	P27W14-P27W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abod_1]
   UNSPLITVOC:	(>abodAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abod+AF
        GLOSS:	not at all/definitely not/never+[acc.indef.]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P28W2
      OFFSETS:	4-6
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P28W3
      OFFSETS:	7-9
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P28W4
      OFFSETS:	10-13
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P28W5
      OFFSETS:	14-16
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	ليش
     IS_TRANS:	ly$
        INDEX:	P28W6
      OFFSETS:	17-20
       TOKENS:	P28W6-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy$)
          POS:	PREP+PRON_1S+NEG_PART
          VOC:	l+iy+$
        GLOSS:	for/to+me+not

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P28W7
      OFFSETS:	21-23
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الرياضات
     IS_TRANS:	AlryADAt
        INDEX:	P28W8
      OFFSETS:	24-32
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[riyADap_1]
   UNSPLITVOC:	(AlriyADAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+riyAD+At
        GLOSS:	the+sport+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P28W9
      OFFSETS:	33-35
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P28W10
      OFFSETS:	36-39
       TOKENS:	P28W12-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	عمرى
     IS_TRANS:	EmrY
        INDEX:	P28W11
      OFFSETS:	40-44
       TOKENS:	P28W14-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eumor+iy
        GLOSS:	age/life/ages/age groups+my

 INPUT STRING:	فكرت
     IS_TRANS:	fkrt
        INDEX:	P28W12
      OFFSETS:	45-49
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(fak~art)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	fak~ar+t
        GLOSS:	think/consider/ponder+I

 INPUT STRING:	اقعد
     IS_TRANS:	AqEd
        INDEX:	P28W13
      OFFSETS:	50-54
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(AaqoEud)
          POS:	IV1S+IV
          VOC:	Aa+qoEud
        GLOSS:	I+sit down/be seated/remain

 INPUT STRING:	أتفرح
     IS_TRANS:	>tfrH
        INDEX:	P28W14
      OFFSETS:	55-60
       TOKENS:	P28W18-P28W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(>tfrH)
          POS:	TYPO
          VOC:	>tfrH
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P28W15
      OFFSETS:	61-64
       TOKENS:	P28W19-P28W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	جيم
     IS_TRANS:	jym
        INDEX:	P28W16
      OFFSETS:	65-68
       TOKENS:	P28W20-P28W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiym_1]
   UNSPLITVOC:	(jiym)
          POS:	NOUN
          VOC:	jiym
        GLOSS:	match/game/competition/matches/games/competitions/jim (Arabic letter)/gym

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P29W1
      OFFSETS:	0-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P29W2
      OFFSETS:	4-8
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	رياضة
     IS_TRANS:	ryADp
        INDEX:	P29W3
      OFFSETS:	9-14
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyADap_1]
   UNSPLITVOC:	(riyADap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	riyAD+ap
        GLOSS:	sport/physical exercise/mathematics+[fem.sg.]

 INPUT STRING:	بامارسها
     IS_TRANS:	bAmArshA
        INDEX:	P29W4
      OFFSETS:	15-23
       TOKENS:	P29W4-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAris_1]
   UNSPLITVOC:	(biAamArishA)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	bi+Aa+mAris+hA
        GLOSS:	[present-tense]+I+practice/pursue/exercise+it/them/her

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P29W5
      OFFSETS:	24-26
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	غسيل
     IS_TRANS:	gsyl
        INDEX:	P29W6
      OFFSETS:	27-31
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gasiyl_1]
   UNSPLITVOC:	(gasiyl)
          POS:	NOUN
          VOC:	gasiyl
        GLOSS:	clothes/wash/dirty linen

 INPUT STRING:	سناني
     IS_TRANS:	snAny
        INDEX:	P29W7
      OFFSETS:	32-37
       TOKENS:	P29W9-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sin~ap_1]
   UNSPLITVOC:	(sinAniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	sinAn+iy
        GLOSS:	teeth+my

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P30W1
      OFFSETS:	0-2
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P30W2
      OFFSETS:	3-6
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P30W3
      OFFSETS:	7-10
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P30W4
      OFFSETS:	11-14
       TOKENS:	P30W4-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	الدورة
     IS_TRANS:	Aldwrp
        INDEX:	P30W5
      OFFSETS:	15-21
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawrap_1]
   UNSPLITVOC:	(Aldawrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawr+ap
        GLOSS:	the+championship/tournament/games/tournaments/matches/cycle/turn/rotation+[fem.sg.]

 INPUT STRING:	الأولمبية
     IS_TRANS:	Al>wlmbyp
        INDEX:	P30W6
      OFFSETS:	22-31
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwlumbiy_1]
   UNSPLITVOC:	(Al>uwlumbiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+>uwlumbiy~+ap
        GLOSS:	the+Olympic+[fem.sg.]

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P30W7
      OFFSETS:	32-35
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بأحب
     IS_TRANS:	b>Hb
        INDEX:	P30W8
      OFFSETS:	36-40
       TOKENS:	P30W9-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Hib~
        GLOSS:	[present-tense]+I+love/like/want

 INPUT STRING:	أتفرج
     IS_TRANS:	>tfrj
        INDEX:	P30W9
      OFFSETS:	41-46
       TOKENS:	P30W11-P30W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(Aatofar~aj)
          POS:	IV1S+IV
          VOC:	Aa+tofar~aj
        GLOSS:	I+watch/observe

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P30W10
      OFFSETS:	47-50
       TOKENS:	P30W12-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	السباحة
     IS_TRANS:	AlsbAHp
        INDEX:	P30W11
      OFFSETS:	51-58
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sibAHap_1]
   UNSPLITVOC:	(AlsibAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sibAH+ap
        GLOSS:	the+swimming+[fem.sg.]

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	الجمباز
     IS_TRANS:	AljmbAz
        INDEX:	P31W2
      OFFSETS:	5-12
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumobAz_1]
   UNSPLITVOC:	(AljumobAz)
          POS:	DET+NOUN
          VOC:	Al+jumobAz
        GLOSS:	the+gymnastics

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P31W3
      OFFSETS:	13-14
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ألعاب
     IS_TRANS:	>lEAb
        INDEX:	P31W4
      OFFSETS:	15-20
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEobap_1]
   UNSPLITVOC:	(>aloEAb)
          POS:	NOUN
          VOC:	>aloEAb
        GLOSS:	sport/sports/games/playing

 INPUT STRING:	كتيرة
     IS_TRANS:	ktyrp
        INDEX:	P31W5
      OFFSETS:	21-26
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kitiyr+ap
        GLOSS:	numerous/many/several/much/a lot/very+[fem.sg.]

 INPUT STRING:	وألعاب
     IS_TRANS:	w>lEAb
        INDEX:	P32W1
      OFFSETS:	0-6
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liEbap_1]
   UNSPLITVOC:	(wi>alEAb)
          POS:	CONJ+NOUN
          VOC:	wi+>alEAb
        GLOSS:	and+games/sports/playing

 INPUT STRING:	القوي
     IS_TRANS:	Alqwy
        INDEX:	P32W2
      OFFSETS:	7-12
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(AlquwaY)
          POS:	DET+NOUN
          VOC:	Al+quwaY
        GLOSS:	the+power/strength/force/violence/armed forces/forces

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P32W3
      OFFSETS:	13-17
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	بتبقي
     IS_TRANS:	btbqy
        INDEX:	P32W4
      OFFSETS:	18-23
       TOKENS:	P32W5-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(bitiboqaY)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+boqaY
        GLOSS:	[present-tense]+it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P32W5
      OFFSETS:	24-28
       TOKENS:	P32W7-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	good/sweet+[fem.sg.]

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P32W6
      OFFSETS:	29-33
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	الجمباز
     IS_TRANS:	AljmbAz
        INDEX:	P33W1
      OFFSETS:	0-7
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumobAz_1]
   UNSPLITVOC:	(AljumobAz)
          POS:	DET+NOUN
          VOC:	Al+jumobAz
        GLOSS:	the+gymnastics

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P33W2
      OFFSETS:	8-10
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	فن
     IS_TRANS:	fn
        INDEX:	P33W3
      OFFSETS:	11-13
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~_1]
   UNSPLITVOC:	(fan~)
          POS:	NOUN
          VOC:	fan~
        GLOSS:	art/specialty/variety/arts/specialties/varieties

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P33W4
      OFFSETS:	14-18
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine (arts)

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P33W5
      OFFSETS:	19-22
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	ليصعب
     IS_TRANS:	lySEb
        INDEX:	P33W6
      OFFSETS:	23-28
       TOKENS:	P33W6-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiEib_1]
   UNSPLITVOC:	(layiSoEab)
          POS:	EMPHATIC_PART+IV3MS+IV
          VOC:	la+yi+SoEab
        GLOSS:	indeed/truly+he/it+be difficult

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P33W7
      OFFSETS:	29-32
       TOKENS:	P33W8-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~a)
          POS:	PREP+PRON_1S
          VOC:	EalaY+ya
        GLOSS:	on+me

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P33W8
      OFFSETS:	33-37
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	NOUN
          VOC:	xAliS
