 INPUT STRING:	محمد
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	10
     IS_TRANS:	10
        INDEX:	P36W3
      OFFSETS:	11-13
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P36W4
      OFFSETS:	14-17
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with+sure

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P37W2
      OFFSETS:	4-5
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P38W2
      OFFSETS:	5-6
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P39W1
      OFFSETS:	0-4
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	تية
     IS_TRANS:	typ
        INDEX:	P39W2
      OFFSETS:	5-8
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(typ)
          POS:	FOREIGN
          VOC:	typ
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P40W1
      OFFSETS:	0-2
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تروحيش
     IS_TRANS:	trwHy$
        INDEX:	P40W2
      OFFSETS:	3-9
       TOKENS:	P40W2-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(tiruwHiy$)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	ti+ruwH+iy+$
        GLOSS:	you+begin/go+you+not

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P40W3
      OFFSETS:	10-12
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حتة
     IS_TRANS:	Htp
        INDEX:	P40W4
      OFFSETS:	13-16
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hit~ap_1]
   UNSPLITVOC:	(Hit~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hit~+ap
        GLOSS:	morsel/piece/morsels/pieces/place+[fem.sg.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P40W5
      OFFSETS:	16-17
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	حاضر
     IS_TRANS:	HADr
        INDEX:	P41W1
      OFFSETS:	0-4
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HADir_1]
   UNSPLITVOC:	(HADir)
          POS:	ADJ
          VOC:	HADir
        GLOSS:	present/attending/ok

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P42W1
      OFFSETS:	0-4
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P43W2
      OFFSETS:	4-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P43W3
      OFFSETS:	9-13
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P43W4
      OFFSETS:	13-14
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	يالله
     IS_TRANS:	yAllh
        INDEX:	P44W1
      OFFSETS:	0-5
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	come on

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P44W2
      OFFSETS:	6-8
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنت
     IS_TRANS:	bnt
        INDEX:	P44W3
      OFFSETS:	9-12
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binot)
          POS:	NOUN
          VOC:	binot
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P45W1
      OFFSETS:	0-2
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_3]
   UNSPLITVOC:	(bas~)
          POS:	INTERJ
          VOC:	bas~
        GLOSS:	hush

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P45W2
      OFFSETS:	3-5
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ولد
     IS_TRANS:	wld
        INDEX:	P45W3
      OFFSETS:	6-9
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(walad)
          POS:	NOUN
          VOC:	walad
        GLOSS:	child/son/children

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P46W1
      OFFSETS:	0-5
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	active/operating/working+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P46W2
      OFFSETS:	6-9
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P46W3
      OFFSETS:	10-12
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنت
     IS_TRANS:	bnt
        INDEX:	P46W4
      OFFSETS:	13-16
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binot)
          POS:	NOUN
          VOC:	binot
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P47W1
      OFFSETS:	0-5
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P47W2
      OFFSETS:	6-9
       TOKENS:	P47W2-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P48W1
      OFFSETS:	0-4
       TOKENS:	P48W1-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inota_1]
   UNSPLITVOC:	(wi<inota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+<inota
        GLOSS:	and+you [masc.sg.]/you/masculine

 INPUT STRING:	عملتي
     IS_TRANS:	Emlty
        INDEX:	P49W1
      OFFSETS:	0-5
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamaltiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	Eamal+tiy
        GLOSS:	function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P49W2
      OFFSETS:	6-9
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	النهاردة
     IS_TRANS:	AlnhArdp
        INDEX:	P49W3
      OFFSETS:	10-18
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahArodap_1]
   UNSPLITVOC:	(AlnahArodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nahArod+ap
        GLOSS:	the+this day/morning/day/today+[fem.sg.]

 INPUT STRING:	رحت
     IS_TRANS:	rHt
        INDEX:	P50W1
      OFFSETS:	0-3
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ruH+t
        GLOSS:	begin/go+I

 INPUT STRING:	لجدتي
     IS_TRANS:	ljdty
        INDEX:	P50W2
      OFFSETS:	4-9
       TOKENS:	P50W2-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~ap_1]
   UNSPLITVOC:	(lijid~itiy)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	li+jid~+ap+iy
        GLOSS:	for/to+newness+[fem.sg.]+my

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P51W1
      OFFSETS:	0-4
       TOKENS:	P51W1-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inota_1]
   UNSPLITVOC:	(wi<inota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+<inota
        GLOSS:	and+you [masc.sg.]/you/masculine

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P51W2
      OFFSETS:	5-6
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P51W3
      OFFSETS:	6-7
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	اتبهدلت
     IS_TRANS:	Atbhdlt
        INDEX:	P52W1
      OFFSETS:	0-7
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitobahodil_1]
   UNSPLITVOC:	(Aitobahodilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Aitobahodil+t
        GLOSS:	be in disarray/be annoyed/be ridiculed/be insulted+I

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P52W2
      OFFSETS:	8-10
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	أختي
     IS_TRANS:	>xty
        INDEX:	P52W3
      OFFSETS:	11-15
       TOKENS:	P52W3-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>uxot+iy
        GLOSS:	sister/counterpart/sisters+my

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P52W4
      OFFSETS:	16-21
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	اتبهدلت
     IS_TRANS:	Atbhdlt
        INDEX:	P52W5
      OFFSETS:	22-29
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitobahodil_1]
   UNSPLITVOC:	(Aitobahodilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Aitobahodil+t
        GLOSS:	be in disarray/be annoyed/be ridiculed/be insulted+I

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P52W6
      OFFSETS:	30-31
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P53W1
      OFFSETS:	0-3
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyoh_1]
   UNSPLITVOC:	(liyoh)
          POS:	INTERROG_ADV
          VOC:	liyoh
        GLOSS:	why

 INPUT STRING:	رحت
     IS_TRANS:	rHt
        INDEX:	P54W1
      OFFSETS:	0-3
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ruH+t
        GLOSS:	begin/go+I

 INPUT STRING:	آكل
     IS_TRANS:	|kl
        INDEX:	P54W2
      OFFSETS:	4-7
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akal_1]
   UNSPLITVOC:	(Aakul)
          POS:	IV1S+IV
          VOC:	Aa+kul
        GLOSS:	I+eat/consume/be eaten/be consumed

 INPUT STRING:	آيس
     IS_TRANS:	|ys
        INDEX:	P54W3
      OFFSETS:	8-11
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(|ys)
          POS:	FOREIGN
          VOC:	|ys
        GLOSS:	nogloss

 INPUT STRING:	كريم
     IS_TRANS:	krym
        INDEX:	P54W4
      OFFSETS:	12-16
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(krym)
          POS:	FOREIGN
          VOC:	krym
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P54W5
      OFFSETS:	17-19
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P54W6
      OFFSETS:	20-25
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	واحنا
     IS_TRANS:	wAHnA
        INDEX:	P55W1
      OFFSETS:	0-5
       TOKENS:	P55W1-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iHonA_1]
   UNSPLITVOC:	(wi<iHonA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	wi+<iHonA
        GLOSS:	while+we

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P55W2
      OFFSETS:	6-8
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الطريق
     IS_TRANS:	AlTryq
        INDEX:	P55W3
      OFFSETS:	9-15
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(AlTariyq)
          POS:	DET+NOUN
          VOC:	Al+Tariyq
        GLOSS:	the+road/way/roads/ways/means/methods

 INPUT STRING:	مسكت
     IS_TRANS:	mskt
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(misikt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	misik+t
        GLOSS:	refrain from/ceize/hold/seize/catch+I

 INPUT STRING:	موبايلي
     IS_TRANS:	mwbAyly
        INDEX:	P56W2
      OFFSETS:	5-12
       TOKENS:	P56W2-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyol_1]
   UNSPLITVOC:	(muwbAyoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	muwbAyol+iy
        GLOSS:	cell phone+my

 INPUT STRING:	وكلمت
     IS_TRANS:	wklmt
        INDEX:	P57W1
      OFFSETS:	0-5
       TOKENS:	P57W1-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(wikal~imit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kal~im+it
        GLOSS:	and+talk/speak/talk to+it/they/she

 INPUT STRING:	نون
     IS_TRANS:	nwn
        INDEX:	P57W2
      OFFSETS:	6-9
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nwn_1]
   UNSPLITVOC:	(nwn)
          POS:	NOUN_PROP
          VOC:	nwn
        GLOSS:	Nun

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P57W3
      OFFSETS:	10-11
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P58W1
      OFFSETS:	0-3
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P58W2
      OFFSETS:	4-6
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حأقول
     IS_TRANS:	H>qwl
        INDEX:	P58W3
      OFFSETS:	7-12
       TOKENS:	P58W3-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/(for example)

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P58W4
      OFFSETS:	13-17
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	بعدين
     IS_TRANS:	bEdyn
        INDEX:	P59W1
      OFFSETS:	0-5
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(baEodayn)
          POS:	ADV
          VOC:	baEodayn
        GLOSS:	then

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P59W2
      OFFSETS:	6-7
