 INPUT STRING:	مروة
          POS:	FOREIGN
          VOC:	mnsywn
        GLOSS:	nogloss

 INPUT STRING:	راحت
     IS_TRANS:	rAHt
        INDEX:	P505W9
      OFFSETS:	40-44
       TOKENS:	P505W12-P505W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	rAH+it
        GLOSS:	begin/go+it/they/she

 INPUT STRING:	عمله
     IS_TRANS:	Emlh
        INDEX:	P505W10
      OFFSETS:	45-49
       TOKENS:	P505W13-P505W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(Eamlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Eaml+ap
        GLOSS:	active/working+[fem.sg]

 INPUT STRING:	سبتويت
     IS_TRANS:	sbtwyt
        INDEX:	P505W11
      OFFSETS:	50-56
       TOKENS:	P505W14-P505W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(sbtwyt)
          POS:	FOREIGN
          VOC:	sbtwyt
        GLOSS:	nogloss

 INPUT STRING:	القلت
     IS_TRANS:	Alqlt
        INDEX:	P505W12
      OFFSETS:	57-62
       TOKENS:	P505W15-P505W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alqlt)
          POS:	TYPO
          VOC:	Alqlt
        GLOSS:	nogloss

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P505W13
      OFFSETS:	63-65
       TOKENS:	P505W16-P505W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P505W14
      OFFSETS:	66-71
       TOKENS:	P505W18-P505W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EaliyhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/them/her

 INPUT STRING:	وش
     IS_TRANS:	w$
        INDEX:	P506W1
      OFFSETS:	0-2
       TOKENS:	P506W1-P506W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi$~_1]
   UNSPLITVOC:	(wi$~)
          POS:	NOUN
          VOC:	wi$~
        GLOSS:	faces

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P506W2
      OFFSETS:	3-7
       TOKENS:	P506W2-P506W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	حتجنن
     IS_TRANS:	Htjnn
        INDEX:	P506W3
      OFFSETS:	8-13
       TOKENS:	P506W3-P506W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jan~in_1]
   UNSPLITVOC:	(Hatijan~in)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+jan~in
        GLOSS:	will+it/they/she+go mad/make mad

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P506W4
      OFFSETS:	14-16
       TOKENS:	P506W5-P506W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P506W5
      OFFSETS:	17-19
       TOKENS:	P506W6-P506W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	بيحب
     IS_TRANS:	byHb
        INDEX:	P506W6
      OFFSETS:	20-24
       TOKENS:	P506W7-P506W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Hib~
        GLOSS:	[present-tense]+he/it+love/like/want

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P506W7
      OFFSETS:	25-29
       TOKENS:	P506W9-P506W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	أكيد
     IS_TRANS:	>kyd
        INDEX:	P507W1
      OFFSETS:	0-4
       TOKENS:	P507W1-P507W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P508W1
      OFFSETS:	0-2
       TOKENS:	P508W1-P508W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P508W2
      OFFSETS:	3-7
       TOKENS:	P508W2-P508W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P508W3
      OFFSETS:	8-12
       TOKENS:	P508W3-P508W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P508W4
      OFFSETS:	13-15
       TOKENS:	P508W4-P508W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P508W5
      OFFSETS:	16-21
       TOKENS:	P508W5-P508W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P509W1
      OFFSETS:	0-2
       TOKENS:	P509W1-P509W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P509W2
      OFFSETS:	3-5
       TOKENS:	P509W2-P509W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P509W3
      OFFSETS:	6-9
       TOKENS:	P509W3-P509W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P509W4
      OFFSETS:	10-14
       TOKENS:	P509W5-P509W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P509W5
      OFFSETS:	15-17
       TOKENS:	P509W6-P509W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P509W6
      OFFSETS:	18-23
       TOKENS:	P509W7-P509W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P509W7
      OFFSETS:	24-29
       TOKENS:	P509W8-P509W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P509W8
      OFFSETS:	30-32
       TOKENS:	P509W10-P509W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	الموبايلات
     IS_TRANS:	AlmwbAylAt
        INDEX:	P510W1
      OFFSETS:	0-10
       TOKENS:	P510W1-P510W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwbAyil_1]
   UNSPLITVOC:	(AlmuwbAylAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muwbAyl+At
        GLOSS:	the+mobile+[fem.pl.]

 INPUT STRING:	اتسحبت
     IS_TRANS:	AtsHbt
        INDEX:	P510W2
      OFFSETS:	11-17
       TOKENS:	P510W2-P510W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitsaHab_1]
   UNSPLITVOC:	(AitsaHabit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	AitsaHab+it
        GLOSS:	be pulled out/be withdrawn+it/they/she

 INPUT STRING:	تقريباً
     IS_TRANS:	tqrybAF
        INDEX:	P510W3
      OFFSETS:	18-25
       TOKENS:	P510W3-P510W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taqriyb_1]
   UNSPLITVOC:	(taqriybAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	taqriyb+AF
        GLOSS:	approximation+[acc.indef.]

 INPUT STRING:	يالله
     IS_TRANS:	yAllh
        INDEX:	P511W1
      OFFSETS:	0-5
       TOKENS:	P511W1-P511W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yAllah)
          POS:	VERB
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P512W1
      OFFSETS:	0-4
       TOKENS:	P512W1-P512W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P512W2
      OFFSETS:	5-9
       TOKENS:	P512W2-P512W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	حأقول
     IS_TRANS:	H>qwl
        INDEX:	P512W3
      OFFSETS:	10-15
       TOKENS:	P512W4-P512W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P512W4
      OFFSETS:	16-18
       TOKENS:	P512W6-P512W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P512W5
      OFFSETS:	19-21
       TOKENS:	P512W8-P512W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P512W6
      OFFSETS:	22-26
       TOKENS:	P512W9-P512W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P513W1
      OFFSETS:	0-2
       TOKENS:	P513W1-P513W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P513W2
      OFFSETS:	3-7
       TOKENS:	P513W2-P513W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P513W3
      OFFSETS:	7-8
       TOKENS:	P513W3-P513W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P513W4
      OFFSETS:	9-11
       TOKENS:	P513W4-P513W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فاهم
     IS_TRANS:	fAhm
        INDEX:	P513W5
      OFFSETS:	12-16
       TOKENS:	P513W5-P513W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhim)
          POS:	ADJ
          VOC:	fAhim
        GLOSS:	understanding

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P514W1
      OFFSETS:	0-2
       TOKENS:	P514W1-P514W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P514W2
      OFFSETS:	3-7
       TOKENS:	P514W2-P514W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	أوصل
     IS_TRANS:	>wSl
        INDEX:	P514W3
      OFFSETS:	8-12
       TOKENS:	P514W3-P514W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(AawoSal)
          POS:	IV1S+IV
          VOC:	Aa+woSal
        GLOSS:	I+connect/arrive/reach

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P514W4
      OFFSETS:	13-16
       TOKENS:	P514W4-P514W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/them/her

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P515W1
      OFFSETS:	0-2
       TOKENS:	P515W1-P515W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	أوكيه
     IS_TRANS:	>wkyh
        INDEX:	P515W2
      OFFSETS:	3-8
       TOKENS:	P515W2-P515W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aawok~ayoh_1]
   UNSPLITVOC:	(Aawok~ayoh)
          POS:	INTERJ
          VOC:	Aawok~ayoh
        GLOSS:	ok

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P515W3
      OFFSETS:	8-9
       TOKENS:	P515W3-P515W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P515W4
      OFFSETS:	10-13
       TOKENS:	P515W4-P515W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P515W5
      OFFSETS:	14-17
       TOKENS:	P515W5-P515W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	أصلاً
     IS_TRANS:	>SlAF
        INDEX:	P515W6
      OFFSETS:	18-23
       TOKENS:	P515W6-P515W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	original+[acc.indef.]

 INPUT STRING:	معدي
     IS_TRANS:	mEdy
        INDEX:	P515W7
      OFFSETS:	24-28
       TOKENS:	P515W7-P515W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEad~iy_1]
   UNSPLITVOC:	(miEad~iy)
          POS:	ADJ
          VOC:	miEad~iy
        GLOSS:	passing

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P515W8
      OFFSETS:	29-31
       TOKENS:	P515W8-P515W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P515W9
      OFFSETS:	32-35
       TOKENS:	P515W9-P515W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	بيتها
     IS_TRANS:	bythA
        INDEX:	P515W10
      OFFSETS:	36-41
       TOKENS:	P515W10-P515W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(biythA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	biyt+hA
        GLOSS:	house/houses/verse/verses+its/their/her

 INPUT STRING:	وشايفها
     IS_TRANS:	w$AyfhA
        INDEX:	P515W11
      OFFSETS:	42-49
       TOKENS:	P515W12-P515W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	(wi$AyifhA)
          POS:	CONJ+ADJ.VN+PRON_3FS
          VOC:	wi+$Ayif+hA
        GLOSS:	and+viewer/observer/onlooker/onloker+it/them/her

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P515W12
      OFFSETS:	50-52
       TOKENS:	P515W15-P515W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	وناريمان
     IS_TRANS:	wnArymAn
        INDEX:	P515W13
      OFFSETS:	53-61
       TOKENS:	P515W16-P515W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAriymAn_1]
   UNSPLITVOC:	(winAriymAn)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+nAriymAn
        GLOSS:	and+Nariman

 INPUT STRING:	واقفين
     IS_TRANS:	wAqfyn
        INDEX:	P515W14
      OFFSETS:	62-68
       TOKENS:	P515W18-P515W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqif_1]
   UNSPLITVOC:	(wAqofiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	wAqof+iyn
        GLOSS:	standing/stopped+[masc.pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P515W15
      OFFSETS:	69-71
       TOKENS:	P515W19-P515W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلكونة
     IS_TRANS:	Alblkwnp
        INDEX:	P515W16
      OFFSETS:	72-80
       TOKENS:	P515W20-P515W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balakuwnap_1]
   UNSPLITVOC:	(Albalakuwnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+balakuwn+ap
        GLOSS:	the+balcony+[fem.sg.]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P516W1
      OFFSETS:	0-3
       TOKENS:	P516W1-P516W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P517W1
      OFFSETS:	0-4
       TOKENS:	P517W1-P517W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P517W2
      OFFSETS:	5-8
       TOKENS:	P517W2-P517W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
