 INPUT STRING:	بصي
      COMMENT:	[]
        LEMMA:	[zay_1]
   UNSPLITVOC:	(zay)
          POS:	NOUN
          VOC:	zay
        GLOSS:	like/as

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P219W5
      OFFSETS:	19-22
       TOKENS:	P219W7-P219W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADV
          VOC:	Aw~il
        GLOSS:	first/first-place/best/top/early/beginning/ancients/first of all

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P220W1
      OFFSETS:	0-2
       TOKENS:	P220W1-P220W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P220W2
      OFFSETS:	3-7
       TOKENS:	P220W2-P220W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	شايفة
     IS_TRANS:	$Ayfp
        INDEX:	P220W3
      OFFSETS:	8-13
       TOKENS:	P220W3-P220W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	seeing+[fem.sg.]

 INPUT STRING:	إنها
     IS_TRANS:	<nhA
        INDEX:	P220W4
      OFFSETS:	14-18
       TOKENS:	P220W4-P220W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~hA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P220W5
      OFFSETS:	19-24
       TOKENS:	P220W6-P220W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+it/they/she+function/make/act/do

 INPUT STRING:	مشاكل
     IS_TRANS:	m$Akl
        INDEX:	P220W6
      OFFSETS:	25-30
       TOKENS:	P220W8-P220W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(ma$Akil)
          POS:	NOUN
          VOC:	ma$Akil
        GLOSS:	problem/issue/problems/issues/inconveniences

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P221W1
      OFFSETS:	0-2
       TOKENS:	P221W1-P221W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حكاية
     IS_TRANS:	HkAyp
        INDEX:	P221W2
      OFFSETS:	3-8
       TOKENS:	P221W2-P221W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(HikAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HikAy+ap
        GLOSS:	story/account+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P221W3
      OFFSETS:	9-12
       TOKENS:	P221W3-P221W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	just like that

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P221W4
      OFFSETS:	13-16
       TOKENS:	P221W4-P221W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P221W5
      OFFSETS:	17-21
       TOKENS:	P221W5-P221W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P221W6
      OFFSETS:	22-24
       TOKENS:	P221W6-P221W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قادرة
     IS_TRANS:	qAdrp
        INDEX:	P221W7
      OFFSETS:	25-30
       TOKENS:	P221W7-P221W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdorap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	qAdor+ap
        GLOSS:	capable/able+[fem.sg.]

 INPUT STRING:	أرجع
     IS_TRANS:	>rjE
        INDEX:	P221W8
      OFFSETS:	31-35
       TOKENS:	P221W8-P221W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arojaE_1]
   UNSPLITVOC:	(>arojaE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>arojaE+(null)
        GLOSS:	send back/be sent back+he/it

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P221W9
      OFFSETS:	36-41
       TOKENS:	P221W9-P221W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P221W10
      OFFSETS:	42-44
       TOKENS:	P221W11-P221W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zay_1]
   UNSPLITVOC:	(zay)
          POS:	NOUN
          VOC:	zay
        GLOSS:	like/as

 INPUT STRING:	الأول
     IS_TRANS:	Al>wl
        INDEX:	P221W11
      OFFSETS:	45-50
       TOKENS:	P221W12-P221W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ
          VOC:	Al+>aw~al
        GLOSS:	the+first/first-place/best/top/early/beginning/ancients/first of all

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P222W1
      OFFSETS:	0-2
       TOKENS:	P222W1-P222W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P222W2
      OFFSETS:	3-8
       TOKENS:	P222W2-P222W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P222W3
      OFFSETS:	9-13
       TOKENS:	P222W3-P222W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADV
          VOC:	xAliS
        GLOSS:	forever/never/pure/clear/sincere/very/absolutely

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P222W4
      OFFSETS:	14-18
       TOKENS:	P222W4-P222W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	حاسة
     IS_TRANS:	HAsp
        INDEX:	P222W5
      OFFSETS:	19-23
       TOKENS:	P222W6-P222W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(HAs~ap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	HAs~+ap
        GLOSS:	feeling+[fem.sg.]

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P222W6
      OFFSETS:	24-26
       TOKENS:	P222W7-P222W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P222W7
      OFFSETS:	27-29
       TOKENS:	P222W8-P222W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P222W8
      OFFSETS:	30-34
       TOKENS:	P222W9-P222W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also

 INPUT STRING:	حاسة
     IS_TRANS:	HAsp
        INDEX:	P222W9
      OFFSETS:	35-39
       TOKENS:	P222W10-P222W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(HAs~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	HAs~+ap
        GLOSS:	feeling+[fem.sg.]

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P222W10
      OFFSETS:	40-43
       TOKENS:	P222W11-P222W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves/soul/souls

 INPUT STRING:	الإحساس
     IS_TRANS:	Al<HsAs
        INDEX:	P222W11
      OFFSETS:	44-51
       TOKENS:	P222W12-P222W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iHosAs_1]
   UNSPLITVOC:	(Al<iHosAs)
          POS:	DET+NOUN
          VOC:	Al+<iHosAs
        GLOSS:	the+feeling/sensitivity/feelings/sensitivities

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P223W1
      OFFSETS:	0-4
       TOKENS:	P223W1-P223W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$_1]
   UNSPLITVOC:	(maEoli$)
          POS:	INTERJ
          VOC:	maEoli$
        GLOSS:	sorry/never mind

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P223W2
      OFFSETS:	5-7
       TOKENS:	P223W2-P223W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	يارا
     IS_TRANS:	yArA
        INDEX:	P223W3
      OFFSETS:	8-12
       TOKENS:	P223W3-P223W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArA_1]
   UNSPLITVOC:	(yArA)
          POS:	NOUN_PROP
          VOC:	yArA
        GLOSS:	Yara

 INPUT STRING:	موبايل
     IS_TRANS:	mwbAyl
        INDEX:	P223W4
      OFFSETS:	13-19
       TOKENS:	P223W4-P223W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyil_1]
   UNSPLITVOC:	(muwbAyil)
          POS:	NOUN
          VOC:	muwbAyil
        GLOSS:	mobile phone/Mobile/cell phones/mobiles

 INPUT STRING:	حيفصل
     IS_TRANS:	HyfSl
        INDEX:	P223W5
      OFFSETS:	20-25
       TOKENS:	P223W5-P223W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faSal_1]
   UNSPLITVOC:	(HayifoSil)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+foSil
        GLOSS:	will+he/it+separate/detach/set apart/disconnect

 INPUT STRING:	درس
     IS_TRANS:	drs
        INDEX:	P224W1
      OFFSETS:	0-3
       TOKENS:	P224W1-P224W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daros_1]
   UNSPLITVOC:	(daros)
          POS:	NOUN
          VOC:	daros
        GLOSS:	studying/checking/examining/lesson/study/lessons/classes

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P224W2
      OFFSETS:	4-6
       TOKENS:	P224W2-P224W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P224W3
      OFFSETS:	7-9
       TOKENS:	P224W3-P224W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P224W4
      OFFSETS:	10-11
       TOKENS:	P224W4-P224W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	موبايل
     IS_TRANS:	mwbAyl
        INDEX:	P225W1
      OFFSETS:	0-6
       TOKENS:	P225W1-P225W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyil_1]
   UNSPLITVOC:	(muwbAyil)
          POS:	NOUN
          VOC:	muwbAyil
        GLOSS:	mobile phone/Mobile/cell phones/mobiles

 INPUT STRING:	ثاني
     IS_TRANS:	vAny
        INDEX:	P225W2
      OFFSETS:	7-11
       TOKENS:	P225W2-P225W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ
          VOC:	vAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	فصل
     IS_TRANS:	fSl
        INDEX:	P225W3
      OFFSETS:	12-15
       TOKENS:	P225W3-P225W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faSal_1]
   UNSPLITVOC:	(faSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	faSal+(null)
        GLOSS:	disconnect+it

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P225W4
      OFFSETS:	16-19
       TOKENS:	P225W4-P225W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تخلصي
     IS_TRANS:	txlSy
        INDEX:	P225W5
      OFFSETS:	20-25
       TOKENS:	P225W5-P225W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(tixal~aSiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+xal~aS+iy
        GLOSS:	you+purify/refine/clarify/finish+you

 INPUT STRING:	ابعثي
     IS_TRANS:	AbEvy
        INDEX:	P225W6
      OFFSETS:	26-31
       TOKENS:	P225W6-P225W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(AiboEaviy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiboEav+iy
        GLOSS:	send/emit+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P225W7
      OFFSETS:	32-34
       TOKENS:	P225W7-P225W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liiy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+me

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P225W8
      OFFSETS:	35-38
       TOKENS:	P225W9-P225W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	امسح
     IS_TRANS:	AmsH
        INDEX:	P226W1
      OFFSETS:	0-4
       TOKENS:	P226W1-P226W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masaH_1]
   UNSPLITVOC:	(AamosaH)
          POS:	IV1S+IV
          VOC:	Aa+mosaH
        GLOSS:	I+wipe off/survey/measure

 INPUT STRING:	البيكتورس
     IS_TRANS:	Albyktwrs
        INDEX:	P226W2
      OFFSETS:	5-14
       TOKENS:	P226W2-P226W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albyktwrs)
          POS:	FOREIGN
          VOC:	Albyktwrs
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P226W3
      OFFSETS:	15-17
       TOKENS:	P226W3-P226W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P226W4
      OFFSETS:	18-21
       TOKENS:	P226W4-P226W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P226W5
      OFFSETS:	22-25
       TOKENS:	P226W5-P226W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	مخليها
     IS_TRANS:	mxlyhA
        INDEX:	P226W6
      OFFSETS:	26-32
       TOKENS:	P226W6-P226W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mixal~iy_1]
   UNSPLITVOC:	(mixal~iyhA)
          POS:	ADJ.VN+PRON_3FS
          VOC:	mixal~iy+hA
        GLOSS:	leave+it/them/her

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P226W7
      OFFSETS:	33-37
       TOKENS:	P226W8-P226W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eanod+ak
        GLOSS:	at/have/possession/with+you

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P227W1
      OFFSETS:	0-4
       TOKENS:	P227W1-P227W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	أبعثها
     IS_TRANS:	>bEvhA
        INDEX:	P227W2
      OFFSETS:	5-11
       TOKENS:	P227W3-P227W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(>bEvhA)
          POS:	NO_FUNC
          VOC:	>bEvhA
        GLOSS:	nogloss

 INPUT STRING:	لصحابي
     IS_TRANS:	lSHAby
        INDEX:	P227W3
      OFFSETS:	12-18
       TOKENS:	P227W4-P227W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(liSuHAbiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+SuHAb+iy
        GLOSS:	for/to+owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P228W1
      OFFSETS:	0-2
       TOKENS:	P228W1-P228W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حمارة
     IS_TRANS:	HmArp
        INDEX:	P228W2
      OFFSETS:	3-8
       TOKENS:	P228W2-P228W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HumArap_1]
   UNSPLITVOC:	(HumArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HumAr+ap
        GLOSS:	she-ass/she-asses/female donkey+[fem.sg.]

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P228W3
      OFFSETS:	9-11
       TOKENS:	P228W3-P228W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P228W4
      OFFSETS:	12-15
       TOKENS:	P228W4-P228W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P228W5
      OFFSETS:	16-20
       TOKENS:	P228W5-P228W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Eamal+t
        GLOSS:	function/make/act/do+I

 INPUT STRING:	باسوورد
     IS_TRANS:	bAswwrd
        INDEX:	P228W6
      OFFSETS:	21-28
       TOKENS:	P228W6-P228W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bAswwrd)
          POS:	FOREIGN
          VOC:	bAswwrd
        GLOSS:	nogloss

 INPUT STRING:	مخصوص
     IS_TRANS:	mxSwS
        INDEX:	P228W7
      OFFSETS:	29-34
       TOKENS:	P228W7-P228W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maxoSuwS_1]
   UNSPLITVOC:	(maxoSuwS)
          POS:	ADJ
          VOC:	maxoSuwS
        GLOSS:	special/secret

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P228W8
      OFFSETS:	35-38
       TOKENS:	P228W8-P228W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	بعثتي
     IS_TRANS:	bEvty
        INDEX:	P228W9
      OFFSETS:	39-44
       TOKENS:	P228W9-P228W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEava_1]
