 INPUT STRING:	هوبا
      OFFSETS:	24-28
       TOKENS:	P92W7-P92W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P92W8
      OFFSETS:	29-32
       TOKENS:	P92W8-P92W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	م
     IS_TRANS:	m
        INDEX:	P92W9
      OFFSETS:	33-34
       TOKENS:	P92W9-P92W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that

 INPUT STRING:	مصطفى
     IS_TRANS:	mSTfY
        INDEX:	P92W10
      OFFSETS:	35-40
       TOKENS:	P92W10-P92W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSoTafaY_1]
   UNSPLITVOC:	(muSoTafaY)
          POS:	NOUN_PROP
          VOC:	muSoTafaY
        GLOSS:	Mustafa/Moustapha/Chosen one (Muhammad)

 INPUT STRING:	يشرف
     IS_TRANS:	y$rf
        INDEX:	P92W11
      OFFSETS:	41-45
       TOKENS:	P92W11-P92W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ar~af_1]
   UNSPLITVOC:	(yi$ar~af)
          POS:	IV3MS+IV
          VOC:	yi+$ar~af
        GLOSS:	he/it+honor

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P92W12
      OFFSETS:	46-47
       TOKENS:	P92W12-P92W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	يقطع
     IS_TRANS:	yqTE
        INDEX:	P92W13
      OFFSETS:	48-52
       TOKENS:	P92W13-P92W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaT~aE_1]
   UNSPLITVOC:	(yaqaT~aE)
          POS:	IV3MS+IV
          VOC:	ya+qaT~aE
        GLOSS:	he/it+cut apart

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P92W14
      OFFSETS:	53-57
       TOKENS:	P92W14-P92W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~A)
          POS:	PREP+PRON_1S
          VOC:	EalaY+iy
        GLOSS:	on/above+me/I

 INPUT STRING:	مميزات
     IS_TRANS:	mmyzAt
        INDEX:	P92W15
      OFFSETS:	58-64
       TOKENS:	P92W16-P92W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumay~iz_1]
   UNSPLITVOC:	(mumay~izAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mumay~iz+At
        GLOSS:	discriminating/discerning+[fem.pl.]

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P92W16
      OFFSETS:	65-68
       TOKENS:	P92W17-P92W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(|axar)
          POS:	ADJ
          VOC:	|axar
        GLOSS:	other/another/last/end/the last/extreme/utmost/second

 INPUT STRING:	العنقود
     IS_TRANS:	AlEnqwd
        INDEX:	P92W17
      OFFSETS:	69-76
       TOKENS:	P92W18-P92W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanoquwd_1]
   UNSPLITVOC:	(AlEanoquwd)
          POS:	DET+NOUN
          VOC:	Al+Eanoquwd
        GLOSS:	the+bunch of dates/bunch/cluster

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P93W1
      OFFSETS:	0-4
       TOKENS:	P93W1-P93W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P93W2
      OFFSETS:	5-8
       TOKENS:	P93W3-P93W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P93W3
      OFFSETS:	9-12
       TOKENS:	P93W4-P93W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	صغيرة
     IS_TRANS:	Sgyrp
        INDEX:	P93W4
      OFFSETS:	13-18
       TOKENS:	P93W5-P93W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(Sugay~arap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Sugay~ar+ap
        GLOSS:	young/small+[fem.sg.]

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P93W5
      OFFSETS:	19-22
       TOKENS:	P93W6-P93W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(knA)
          POS:	TYPO
          VOC:	knA
        GLOSS:	nogloss

 INPUT STRING:	كلبوزة
     IS_TRANS:	klbwzp
        INDEX:	P93W6
      OFFSETS:	23-29
       TOKENS:	P93W7-P93W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kalbuwz_1]
   UNSPLITVOC:	(kalbuwzap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kalbuwz+ap
        GLOSS:	fat+[fem.sg.]

 INPUT STRING:	وحلوة
     IS_TRANS:	wHlwp
        INDEX:	P93W7
      OFFSETS:	30-35
       TOKENS:	P93W8-P93W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(wiHilowap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+Hilow+ap
        GLOSS:	and+sweet/nice+[fem.sg.]

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P93W8
      OFFSETS:	36-42
       TOKENS:	P93W10-P93W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	عصاية
     IS_TRANS:	ESAyp
        INDEX:	P93W9
      OFFSETS:	43-48
       TOKENS:	P93W11-P93W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaSAyap_1]
   UNSPLITVOC:	(EaSAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EaSAy+ap
        GLOSS:	stick/baton/rod/staff+[fem.sg.]

 INPUT STRING:	مقشه
     IS_TRANS:	mq$h
        INDEX:	P93W10
      OFFSETS:	49-53
       TOKENS:	P93W12-P93W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miqa$~ap_1]
   UNSPLITVOC:	(miqa$~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	miqa$~+ap
        GLOSS:	broom/brush+[fem.sg.]

 INPUT STRING:	
     IS_TRANS:	&#xe056;
        INDEX:	P93W11
      OFFSETS:	54-55
       TOKENS:	P93W13-P93W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe056;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ادخلي
     IS_TRANS:	Adxly
        INDEX:	P94W1
      OFFSETS:	0-5
       TOKENS:	P94W1-P94W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(Aidoxuliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aidoxul+iy
        GLOSS:	enter/be entered+you

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P94W2
      OFFSETS:	6-9
       TOKENS:	P94W2-P94W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	at/have/possession/with

 INPUT STRING:	مي
     IS_TRANS:	my
        INDEX:	P94W3
      OFFSETS:	10-12
       TOKENS:	P94W3-P94W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~_1]
   UNSPLITVOC:	(may~)
          POS:	NOUN_PROP
          VOC:	may~
        GLOSS:	Mayy

 INPUT STRING:	حتلاقيه
     IS_TRANS:	HtlAqyh
        INDEX:	P94W4
      OFFSETS:	13-20
       TOKENS:	P94W4-P94W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(HatilAqiyh)
          POS:	FUT_PART+IV2MS+IV+IVSUFF_DO:3MS
          VOC:	Ha+ti+lAqiy+uh
        GLOSS:	will+you+meet/encounter/be met/be encountered+it/him

 INPUT STRING:	البوم
     IS_TRANS:	Albwm
        INDEX:	P94W5
      OFFSETS:	21-26
       TOKENS:	P94W7-P94W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alobuwm_1]
   UNSPLITVOC:	(>alobuwm)
          POS:	NOUN
          VOC:	>alobuwm
        GLOSS:	album

 INPUT STRING:	اسمه
     IS_TRANS:	Asmh
        INDEX:	P94W6
      OFFSETS:	27-31
       TOKENS:	P94W8-P94W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisomh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Aisom+uh
        GLOSS:	name/names+his/its

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P94W7
      OFFSETS:	32-35
       TOKENS:	P94W10-P94W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be/was/were+we

 INPUT STRING:	عيال
     IS_TRANS:	EyAl
        INDEX:	P94W8
      OFFSETS:	36-40
       TOKENS:	P94W11-P94W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(EiyAl)
          POS:	NOUN
          VOC:	EiyAl
        GLOSS:	family/household

 INPUT STRING:	شوفي
     IS_TRANS:	$wfy
        INDEX:	P94W9
      OFFSETS:	41-45
       TOKENS:	P94W12-P94W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	$uwf+iy
        GLOSS:	look+you

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P94W10
      OFFSETS:	46-49
       TOKENS:	P94W13-P94W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be/was/were+we

 INPUT STRING:	عاملين
     IS_TRANS:	EAmlyn
        INDEX:	P94W11
      OFFSETS:	50-56
       TOKENS:	P94W14-P94W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmoliyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAmol+iyn
        GLOSS:	active/operating/working+two

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P94W12
      OFFSETS:	57-61
       TOKENS:	P94W15-P94W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how/what degree

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P95W1
      OFFSETS:	0-1
       TOKENS:	P95W1-P95W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	عيالنا
     IS_TRANS:	EyAlnA
        INDEX:	P95W2
      OFFSETS:	2-8
       TOKENS:	P95W2-P95W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(EiyAlnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	EiyAl+nA
        GLOSS:	family/household+our

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P95W3
      OFFSETS:	9-11
       TOKENS:	P95W4-P95W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اختشى
     IS_TRANS:	Axt$Y
        INDEX:	P95W4
      OFFSETS:	12-17
       TOKENS:	P95W5-P95W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Axt$Y)
          POS:	TYPO
          VOC:	Axt$Y
        GLOSS:	nogloss

 INPUT STRING:	مطلعوش
     IS_TRANS:	mTlEw$
        INDEX:	P95W5
      OFFSETS:	18-24
       TOKENS:	P95W6-P95W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(mA_TiloEuw$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3P+NEG_PART
          VOC:	mA+TiloE+uwA+$
        GLOSS:	not+ascend/begin to/rise/start/seems/come out/get out/turn be+they+not

 INPUT STRING:	زينا
     IS_TRANS:	zynA
        INDEX:	P95W6
      OFFSETS:	25-29
       TOKENS:	P95W9-P95W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	zay~+nA
        GLOSS:	such as/like+our

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P95W7
      OFFSETS:	30-31
       TOKENS:	P95W11-P95W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P95W8
      OFFSETS:	32-36
       TOKENS:	P95W12-P95W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عيال
     IS_TRANS:	EyAl
        INDEX:	P95W9
      OFFSETS:	37-41
       TOKENS:	P95W13-P95W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(EiyAl)
          POS:	NOUN
          VOC:	EiyAl
        GLOSS:	family/household

 INPUT STRING:	فما
     IS_TRANS:	fmA
        INDEX:	P95W10
      OFFSETS:	42-45
       TOKENS:	P95W14-P95W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(famA)
          POS:	CONJ+INTERROG_PRON
          VOC:	fa+mA
        GLOSS:	so/and+what/which

 INPUT STRING:	بالك
     IS_TRANS:	bAlk
        INDEX:	P95W11
      OFFSETS:	46-50
       TOKENS:	P95W16-P95W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAlak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	bAl+ak
        GLOSS:	mind/attention/whale+your

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P95W12
      OFFSETS:	51-54
       TOKENS:	P95W18-P95W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	يكبروا
     IS_TRANS:	ykbrwA
        INDEX:	P95W13
      OFFSETS:	55-61
       TOKENS:	P95W19-P95W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibir_1]
   UNSPLITVOC:	(yikobaruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+kobar+uwA
        GLOSS:	they+grow older/increase/augment/become large/become plump/magnify/amplify/grow+we

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P96W1
      OFFSETS:	0-3
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ببص
     IS_TRANS:	bbS
        INDEX:	P96W2
      OFFSETS:	4-7
       TOKENS:	P96W2-P96W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(bAabuS~)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+buS~
        GLOSS:	[present-tense]+I+look/glow/sparkle

 INPUT STRING:	لبجاد
     IS_TRANS:	lbjAd
        INDEX:	P96W3
      OFFSETS:	8-13
       TOKENS:	P96W4-P96W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bijAd_1]
   UNSPLITVOC:	(libijAd)
          POS:	PREP+NOUN_PROP
          VOC:	li+bijAd
        GLOSS:	for/to+Begad

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P96W4
      OFFSETS:	14-15
       TOKENS:	P96W6-P96W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	حبيبه
     IS_TRANS:	Hbybh
        INDEX:	P96W5
      OFFSETS:	16-21
       TOKENS:	P96W7-P96W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Habiyb+ap
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]

 INPUT STRING:	خاااالص
     IS_TRANS:	xAAAAlS
        INDEX:	P97W1
      OFFSETS:	0-7
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAAAAliS)
          POS:	NOUN
          VOC:	xAAAAliS
        GLOSS:	never

 INPUT STRING:	اسمع
     IS_TRANS:	AsmE
        INDEX:	P98W1
      OFFSETS:	0-4
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaE_1]
   UNSPLITVOC:	(AisomaE)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AisomaE+(null)
        GLOSS:	hear+you

 INPUT STRING:	ردودهم
     IS_TRANS:	rdwdhm
        INDEX:	P98W2
      OFFSETS:	5-11
       TOKENS:	P98W2-P98W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruduwd_1]
   UNSPLITVOC:	(ruduwdhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	ruduwd+hum
        GLOSS:	answer/reply+their

 INPUT STRING:	ابقه
     IS_TRANS:	Abqh
        INDEX:	P98W3
      OFFSETS:	12-16
       TOKENS:	P98W4-P98W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[boqaY_1]
   UNSPLITVOC:	(AaboqaY)
          POS:	IV1S+IV
          VOC:	Aa+boqaY
        GLOSS:	I+stay

 INPUT STRING:	مزهووولع
     IS_TRANS:	mzhwwwlE
        INDEX:	P98W4
      OFFSETS:	17-25
       TOKENS:	P98W5-P98W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mzhwwwlE)
          POS:	TYPO
          VOC:	mzhwwwlE
        GLOSS:	nogloss

 INPUT STRING:	ه
     IS_TRANS:	h
        INDEX:	P98W5
      OFFSETS:	26-27
       TOKENS:	P98W6-P98W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(h)
          POS:	TYPO
          VOC:	h
        GLOSS:	nogloss

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P99W1
      OFFSETS:	0-5
       TOKENS:	P99W1-P99W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P99W2
      OFFSETS:	5-6
       TOKENS:	P99W3-P99W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P99W3
      OFFSETS:	6-7
       TOKENS:	P99W4-P99W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	بابا
     IS_TRANS:	bAbA
        INDEX:	P100W1
      OFFSETS:	0-4
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb~A_1]
   UNSPLITVOC:	(bAb~A)
          POS:	NOUN
          VOC:	bAb~A
        GLOSS:	Pope/daddy/father

 INPUT STRING:	اصل
     IS_TRANS:	ASl
        INDEX:	P101W1
      OFFSETS:	0-3
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P101W2
      OFFSETS:	4-7
       TOKENS:	P101W2-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P101W3
      OFFSETS:	8-12
       TOKENS:	P101W3-P101W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my
