 INPUT STRING:	دودو
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	senior/major/large/big/important/great+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P46W8
      OFFSETS:	34-36
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	تناول
     IS_TRANS:	tnAwl
        INDEX:	P46W9
      OFFSETS:	37-42
       TOKENS:	P46W10-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanAwul_1]
   UNSPLITVOC:	(tanAwul)
          POS:	NOUN
          VOC:	tanAwul
        GLOSS:	dealing with/eating/taking/ingesting

 INPUT STRING:	الطعام
     IS_TRANS:	AlTEAm
        INDEX:	P46W10
      OFFSETS:	43-49
       TOKENS:	P46W11-P46W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaEAm_1]
   UNSPLITVOC:	(AlTaEAm)
          POS:	DET+NOUN
          VOC:	Al+TaEAm
        GLOSS:	the+food

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P46W11
      OFFSETS:	49-50
       TOKENS:	P46W12-P46W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	راجعي
     IS_TRANS:	rAjEy
        INDEX:	P46W12
      OFFSETS:	51-56
       TOKENS:	P46W13-P46W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjaE_1]
   UNSPLITVOC:	(rAjoEiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	rAjoE+iy
        GLOSS:	consult/refer to/examine+you

 INPUT STRING:	طبيبتك
     IS_TRANS:	Tbybtk
        INDEX:	P46W13
      OFFSETS:	57-63
       TOKENS:	P46W14-P46W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tabiyb_1]
   UNSPLITVOC:	(Tabiybataki)
          POS:	NOUN+NSUFF_FEM_SG+CASE_DEF_ACC+POSS_PRON_2FS
          VOC:	Tabiyb+at+a+ki
        GLOSS:	physician/doctor+[fem.sg.]+[def.acc.]+your [fem.sg.]

 INPUT STRING:	وتحدثي
     IS_TRANS:	wtHdvy
        INDEX:	P46W14
      OFFSETS:	64-70
       TOKENS:	P46W16-P46W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHad~av_1]
   UNSPLITVOC:	(wataHad~aviy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wa+taHad~av+iy
        GLOSS:	and+talk/speak+you [fem.sg.]

 INPUT STRING:	معها
     IS_TRANS:	mEhA
        INDEX:	P46W15
      OFFSETS:	71-75
       TOKENS:	P46W18-P46W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	عما
     IS_TRANS:	EmA
        INDEX:	P46W16
      OFFSETS:	76-79
       TOKENS:	P46W20-P46W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~A_1]
   UNSPLITVOC:	(Eam~A)
          POS:	PREP+REL_PRON
          VOC:	Ean+mA
        GLOSS:	about+what/which

 INPUT STRING:	تشعرين
     IS_TRANS:	t$Eryn
        INDEX:	P46W17
      OFFSETS:	80-86
       TOKENS:	P46W22-P46W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ta$oEuriyn]
   UNSPLITVOC:	(ta$oEuriyn)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ta+$oEur+iyn
        GLOSS:	you [fem.sg.]+feel/be aware+[fem.sg.]

 INPUT STRING:	به
     IS_TRANS:	bh
        INDEX:	P47W1
      OFFSETS:	0-2
       TOKENS:	P47W1-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(buh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by/him/them/her+gloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W2
      OFFSETS:	2-3
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	حضنهم
     IS_TRANS:	HDnhm
        INDEX:	P48W1
      OFFSETS:	0-5
       TOKENS:	P48W1-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HuDon_1]
   UNSPLITVOC:	(HuDonuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	HuDon+hum
        GLOSS:	hugs+their

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P48W2
      OFFSETS:	6-9
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P48W3
      OFFSETS:	10-13
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	ولاد
     IS_TRANS:	wlAd
        INDEX:	P48W4
      OFFSETS:	14-18
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wilAd)
          POS:	NOUN
          VOC:	wilAd
        GLOSS:	child/son/children

 INPUT STRING:	الايه
     IS_TRANS:	AlAyh
        INDEX:	P48W5
      OFFSETS:	19-24
       TOKENS:	P48W6-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_3]
   UNSPLITVOC:	(Al<iyh)
          POS:	DET+REL_PRON
          VOC:	Al+<iyh
        GLOSS:	the+what/which

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P49W1
      OFFSETS:	0-5
       TOKENS:	P49W1-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P49W2
      OFFSETS:	6-7
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P49W3
      OFFSETS:	8-11
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P50W1
      OFFSETS:	0-4
       TOKENS:	P50W1-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(baquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لمحمود
     IS_TRANS:	lmHmwd
        INDEX:	P50W2
      OFFSETS:	5-11
       TOKENS:	P50W3-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(limaHomuwd)
          POS:	PREP+NOUN_PROP
          VOC:	li+maHomuwd
        GLOSS:	for/to+Mahmoud

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P50W3
      OFFSETS:	12-15
       TOKENS:	P50W5-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	قعذ
     IS_TRANS:	qE*
        INDEX:	P50W4
      OFFSETS:	16-19
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(qE*)
          POS:	TYPO
          VOC:	qE*
        GLOSS:	nogloss

 INPUT STRING:	يتريق
     IS_TRANS:	ytryq
        INDEX:	P50W5
      OFFSETS:	20-25
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~aroyaq_1]
   UNSPLITVOC:	(yit~aroyaq)
          POS:	IV3MS+IV
          VOC:	yi+t~aroyaq
        GLOSS:	he/it+ridicule/scoff at/exploit/subjugate/make fun/mock/laugh/behave scornfully

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P50W6
      OFFSETS:	26-30
       TOKENS:	P50W8-P50W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~A)
          POS:	PREP+PRON_1S
          VOC:	EalaY+iy
        GLOSS:	on/above+me

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P50W7
      OFFSETS:	31-32
       TOKENS:	P50W10-P50W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	(
     IS_TRANS:	(
        INDEX:	P50W8
      OFFSETS:	32-33
       TOKENS:	P50W11-P50W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(()
          POS:	PUNC
          VOC:	(
        GLOSS:	(

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P51W1
      OFFSETS:	0-2
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P51W2
      OFFSETS:	3-7
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P51W3
      OFFSETS:	8-12
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	تعباني
     IS_TRANS:	tEbAny
        INDEX:	P51W4
      OFFSETS:	13-19
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tEbAny)
          POS:	NO_FUNC
          VOC:	tEbAny
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P52W1
      OFFSETS:	0-2
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P52W2
      OFFSETS:	3-5
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حنطول
     IS_TRANS:	HnTwl
        INDEX:	P52W3
      OFFSETS:	6-11
       TOKENS:	P52W3-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Taw~il_1]
   UNSPLITVOC:	(HanoTaw~il)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+Taw~il
        GLOSS:	will+we+not be lengthy

 INPUT STRING:	بيتعودوا
     IS_TRANS:	bytEwdwA
        INDEX:	P52W4
      OFFSETS:	12-20
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEaw~id_1]
   UNSPLITVOC:	(biyitoEaw~iduwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+toEaw~id+uwA
        GLOSS:	[present-tense]+they+get accustomed/be used to+[pl.]

 INPUT STRING:	يناموا
     IS_TRANS:	ynAmwA
        INDEX:	P52W5
      OFFSETS:	21-27
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(yinAmuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+nAm+uwA
        GLOSS:	they+sleep/lie down+[pl.]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P52W6
      OFFSETS:	28-31
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P52W7
      OFFSETS:	32-35
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P53W1
      OFFSETS:	0-3
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P53W2
      OFFSETS:	4-7
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P53W3
      OFFSETS:	8-11
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	اشربي
     IS_TRANS:	A$rby
        INDEX:	P54W1
      OFFSETS:	0-5
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$irib_1]
   UNSPLITVOC:	(Ai$orabiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Ai$orab+iy
        GLOSS:	drink/be drunk/be caused absorb/soak up/make drink/sip/water/sate+you

 INPUT STRING:	حلبة
     IS_TRANS:	Hlbp
        INDEX:	P55W1
      OFFSETS:	0-4
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilobap_1]
   UNSPLITVOC:	(Hilobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hilob+ap
        GLOSS:	fenugreek+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P55W2
      OFFSETS:	5-6
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	مسوغات
     IS_TRANS:	mswgAt
        INDEX:	P55W3
      OFFSETS:	7-13
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mswgAt)
          POS:	TYPO
          VOC:	mswgAt
        GLOSS:	nogloss

 INPUT STRING:	موغات
     IS_TRANS:	mwgAt
        INDEX:	P56W1
      OFFSETS:	0-5
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwgAt_1]
   UNSPLITVOC:	(muwgAt)
          POS:	NOUN
          VOC:	muwgAt
        GLOSS:	mughat

 INPUT STRING:	كتيرررر
     IS_TRANS:	ktyrrrr
        INDEX:	P57W1
      OFFSETS:	0-7
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyrrr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P58W1
      OFFSETS:	0-2
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P58W2
      OFFSETS:	3-8
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	دكتور
     IS_TRANS:	dktwr
        INDEX:	P59W1
      OFFSETS:	0-5
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dukotuwr_1]
   UNSPLITVOC:	(dukotuwr)
          POS:	NOUN
          VOC:	dukotuwr
        GLOSS:	doctor

 INPUT STRING:	الاطفال
     IS_TRANS:	AlATfAl
        INDEX:	P59W2
      OFFSETS:	6-13
       TOKENS:	P59W2-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(Al>aTofAl)
          POS:	DET+NOUN
          VOC:	Al+>aTofAl
        GLOSS:	the+child/boy/girl/children/infants

 INPUT STRING:	قالي
     IS_TRANS:	qAly
        INDEX:	P59W3
      OFFSETS:	14-18
       TOKENS:	P59W3-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	qAl+(null)+li+iy
        GLOSS:	said/say/be said/(for example)+he/it+for/to+me

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P59W4
      OFFSETS:	19-23
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تكلي
     IS_TRANS:	tkly
        INDEX:	P59W5
      OFFSETS:	24-28
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(tkly)
          POS:	TYPO
          VOC:	tkly
        GLOSS:	nogloss

 INPUT STRING:	وتشربي
     IS_TRANS:	wt$rby
        INDEX:	P59W6
      OFFSETS:	29-35
       TOKENS:	P59W8-P59W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$irib_1]
   UNSPLITVOC:	(witi$orabiy)
          POS:	CONJ+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	wi+ti+$orab+iy
        GLOSS:	and+you+drink+you

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P59W7
      OFFSETS:	36-40
       TOKENS:	P59W10-P59W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اكلي
     IS_TRANS:	Akly
        INDEX:	P60W2
      OFFSETS:	4-8
       TOKENS:	P60W2-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akol_1]
   UNSPLITVOC:	(>akoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>akol+iy
        GLOSS:	eating/consumption/food/meal+my

 INPUT STRING:	زفت
     IS_TRANS:	zft
        INDEX:	P60W3
      OFFSETS:	9-12
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zifot_1]
   UNSPLITVOC:	(zifot)
          POS:	NOUN
          VOC:	zifot
        GLOSS:	asphalt/pitch

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P61W1
      OFFSETS:	0-3
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P61W2
      OFFSETS:	4-7
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	مضايقة
     IS_TRANS:	mDAyqp
        INDEX:	P61W3
      OFFSETS:	8-14
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miD~Ayiq_1]
   UNSPLITVOC:	(miD~Ayiqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miD~Ayiq+ap
        GLOSS:	be annoyed/be angry/bothered/annoyed+[fem.sg.]

 INPUT STRING:	وقاعدة
     IS_TRANS:	wqAEdp
        INDEX:	P62W1
      OFFSETS:	0-6
       TOKENS:	P62W1-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
