 INPUT STRING:	نانا

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P179W3
      OFFSETS:	7-12
       TOKENS:	P179W3-P179W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	حأجي
     IS_TRANS:	H>jy
        INDEX:	P179W4
      OFFSETS:	13-17
       TOKENS:	P179W4-P179W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(HaAajiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+jiy
        GLOSS:	will+I+came/come

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P179W5
      OFFSETS:	18-22
       TOKENS:	P179W6-P179W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how/what degree

 INPUT STRING:	لبستي
     IS_TRANS:	lbsty
        INDEX:	P180W1
      OFFSETS:	0-5
       TOKENS:	P180W1-P180W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(libistiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	libis+tiy
        GLOSS:	put on/wear/dress/make vague/deceive/be worn/be dressed in+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P180W2
      OFFSETS:	6-9
       TOKENS:	P180W2-P180W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	بلك
     IS_TRANS:	blk
        INDEX:	P181W1
      OFFSETS:	0-3
       TOKENS:	P181W1-P181W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blk)
          POS:	FOREIGN
          VOC:	blk
        GLOSS:	nogloss

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P182W1
      OFFSETS:	0-5
       TOKENS:	P182W1-P182W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	war~iy+(null)+niy
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+me

 INPUT STRING:	بشع
     IS_TRANS:	b$E
        INDEX:	P183W1
      OFFSETS:	0-3
       TOKENS:	P183W1-P183W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ba$iE_1]
   UNSPLITVOC:	(ba$iE)
          POS:	ADJ
          VOC:	ba$iE
        GLOSS:	ugly/repugnant

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P184W1
      OFFSETS:	0-3
       TOKENS:	P184W1-P184W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P184W2
      OFFSETS:	4-6
       TOKENS:	P184W2-P184W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	>
     IS_TRANS:	>
        INDEX:	P185W1
      OFFSETS:	0-1
       TOKENS:	P185W1-P185W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(>)
          POS:	PUNC
          VOC:	>
        GLOSS:	nogloss

 INPUT STRING:	مديه
     IS_TRANS:	mdyh
        INDEX:	P185W2
      OFFSETS:	1-5
       TOKENS:	P185W2-P185W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mdyh)
          POS:	FOREIGN
          VOC:	mdyh
        GLOSS:	nogloss

 INPUT STRING:	أوميتتد
     IS_TRANS:	>wmyttd
        INDEX:	P185W3
      OFFSETS:	6-13
       TOKENS:	P185W3-P185W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>wmyttd)
          POS:	FOREIGN
          VOC:	>wmyttd
        GLOSS:	nogloss

 INPUT STRING:	<
     IS_TRANS:	<
        INDEX:	P185W4
      OFFSETS:	13-14
       TOKENS:	P185W4-P185W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(<)
          POS:	PUNC
          VOC:	<
        GLOSS:	nogloss

 INPUT STRING:	حلاوتكو
     IS_TRANS:	HlAwtkw
        INDEX:	P186W1
      OFFSETS:	0-7
       TOKENS:	P186W1-P186W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HalAwap_1]
   UNSPLITVOC:	(HalAwitkuw)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2P
          VOC:	HalAw+ap+kuw
        GLOSS:	sweetness+[fem.sg.]+your

 INPUT STRING:	لول
     IS_TRANS:	lwl
        INDEX:	P187W1
      OFFSETS:	0-3
       TOKENS:	P187W1-P187W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lwl)
          POS:	FOREIGN
          VOC:	lwl
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P188W1
      OFFSETS:	0-2
       TOKENS:	P188W1-P188W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عاجبني
     IS_TRANS:	EAjbny
        INDEX:	P188W2
      OFFSETS:	3-9
       TOKENS:	P188W2-P188W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EAjbny)
          POS:	NO_FUNC
          VOC:	EAjbny
        GLOSS:	nogloss

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P188W3
      OFFSETS:	10-14
       TOKENS:	P188W3-P188W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P189W1
      OFFSETS:	0-5
       TOKENS:	P189W1-P189W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/Fod

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P189W2
      OFFSETS:	6-11
       TOKENS:	P189W3-P189W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P189W3
      OFFSETS:	12-15
       TOKENS:	P189W5-P189W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P190W1
      OFFSETS:	0-1
       TOKENS:	P190W1-P190W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	مامي
     IS_TRANS:	mAmy
        INDEX:	P191W1
      OFFSETS:	0-4
       TOKENS:	P191W1-P191W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAmiy_1]
   UNSPLITVOC:	(mAmiy)
          POS:	NOUN
          VOC:	mAmiy
        GLOSS:	mom

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P191W2
      OFFSETS:	5-10
       TOKENS:	P191W2-P191W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwl)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+quwl
        GLOSS:	[present-tense]+it/they/she+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P191W3
      OFFSETS:	11-13
       TOKENS:	P191W4-P191W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P191W4
      OFFSETS:	14-18
       TOKENS:	P191W6-P191W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P191W5
      OFFSETS:	19-21
       TOKENS:	P191W7-P191W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P191W6
      OFFSETS:	22-25
       TOKENS:	P191W8-P191W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P191W7
      OFFSETS:	26-30
       TOKENS:	P191W9-P191W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P192W1
      OFFSETS:	0-4
       TOKENS:	P192W1-P192W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laughing

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P192W2
      OFFSETS:	5-9
       TOKENS:	P192W2-P192W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P192W3
      OFFSETS:	10-13
       TOKENS:	P192W3-P192W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P192W4
      OFFSETS:	14-18
       TOKENS:	P192W4-P192W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	بوسيها
     IS_TRANS:	bwsyhA
        INDEX:	P192W5
      OFFSETS:	19-25
       TOKENS:	P192W5-P192W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAs_1]
   UNSPLITVOC:	(buwsiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	buws+iy+hA
        GLOSS:	kiss+you+it/them/her

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P192W6
      OFFSETS:	26-28
       TOKENS:	P192W7-P192W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	هدير
     IS_TRANS:	hdyr
        INDEX:	P193W1
      OFFSETS:	0-4
       TOKENS:	P193W1-P193W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hadiyr_1]
   UNSPLITVOC:	(hadiyr)
          POS:	NOUN_PROP
          VOC:	hadiyr
        GLOSS:	Hadir

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P194W1
      OFFSETS:	0-2
       TOKENS:	P194W1-P194W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P194W2
      OFFSETS:	3-7
       TOKENS:	P194W2-P194W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	بتبوسك
     IS_TRANS:	btbwsk
        INDEX:	P194W3
      OFFSETS:	8-14
       TOKENS:	P194W3-P194W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAs_1]
   UNSPLITVOC:	(bitibuwsik)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:2FS
          VOC:	bi+ti+buws+ik
        GLOSS:	[present-tense]+it/they/she+kiss+you

 INPUT STRING:	نانا
     IS_TRANS:	nAnA
        INDEX:	P195W1
      OFFSETS:	0-4
       TOKENS:	P195W1-P195W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAnA_1]
   UNSPLITVOC:	(nAnA)
          POS:	NOUN_PROP
          VOC:	nAnA
        GLOSS:	Nana

 INPUT STRING:	حاتعملي
     IS_TRANS:	HAtEmly
        INDEX:	P195W2
      OFFSETS:	5-12
       TOKENS:	P195W2-P195W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HAtiEomiliy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	HA+ti+Eomil+iy
        GLOSS:	will+you+make/function+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P195W3
      OFFSETS:	13-16
       TOKENS:	P195W4-P195W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	تودي
     IS_TRANS:	twdy
        INDEX:	P195W4
      OFFSETS:	17-21
       TOKENS:	P195W5-P195W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twdy)
          POS:	FOREIGN
          VOC:	twdy
        GLOSS:	nogloss

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P196W1
      OFFSETS:	0-3
       TOKENS:	P196W1-P196W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P196W2
      OFFSETS:	4-6
       TOKENS:	P196W2-P196W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P196W3
      OFFSETS:	7-12
       TOKENS:	P196W3-P196W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P196W4
      OFFSETS:	13-17
       TOKENS:	P196W4-P196W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P196W5
      OFFSETS:	18-21
       TOKENS:	P196W5-P196W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	نظامك
     IS_TRANS:	nZAmk
        INDEX:	P196W6
      OFFSETS:	22-27
       TOKENS:	P196W6-P196W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	niZAm+ik
        GLOSS:	regime/government/regimes/governments/systems/methodology/system/order+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P196W7
      OFFSETS:	27-28
       TOKENS:	P196W8-P196W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P197W1
      OFFSETS:	0-3
       TOKENS:	P197W1-P197W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P197W2
      OFFSETS:	4-6
       TOKENS:	P197W2-P197W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الساحل
     IS_TRANS:	AlsAHl
        INDEX:	P197W3
      OFFSETS:	7-13
       TOKENS:	P197W3-P197W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAHil_1]
   UNSPLITVOC:	(AlsAHil)
          POS:	DET+NOUN_PROP
          VOC:	Al+sAHil
        GLOSS:	the+Sahel

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P197W4
      OFFSETS:	14-16
       TOKENS:	P197W4-P197W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	نازلة
     IS_TRANS:	nAzlp
        INDEX:	P197W5
      OFFSETS:	17-22
       TOKENS:	P197W5-P197W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAzol+ap
        GLOSS:	descending/staying+[fem.sg.]

 INPUT STRING:	بالليل
     IS_TRANS:	bAllyl
        INDEX:	P197W6
      OFFSETS:	23-29
       TOKENS:	P197W6-P197W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyl_1]
   UNSPLITVOC:	(biAlliyl)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+liyl
        GLOSS:	with/by+the+night/nighttime/at night/by night

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P197W7
      OFFSETS:	30-34
       TOKENS:	P197W8-P197W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P197W8
      OFFSETS:	35-38
       TOKENS:	P197W9-P197W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	أعدي
     IS_TRANS:	>Edy
        INDEX:	P197W9
      OFFSETS:	39-43
       TOKENS:	P197W10-P197W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(AaEad~iy)
          POS:	IV1S+IV
          VOC:	Aa+Ead~iy
        GLOSS:	I+traverse/cross/be traversed/be crossed

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P197W10
      OFFSETS:	44-49
       TOKENS:	P197W11-P197W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	وحأرجع
     IS_TRANS:	wH>rjE
        INDEX:	P197W11
      OFFSETS:	50-56
       TOKENS:	P197W13-P197W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(wiHaAarojaE)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	wi+Ha+Aa+rojaE
        GLOSS:	and+will+I+come back/go back/return back/return

 INPUT STRING:	الساحل
     IS_TRANS:	AlsAHl
        INDEX:	P197W12
      OFFSETS:	57-63
       TOKENS:	P197W16-P197W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAHil_1]
   UNSPLITVOC:	(AlsAHil)
          POS:	DET+NOUN_PROP
          VOC:	Al+sAHil
        GLOSS:	the+Sahel

 INPUT STRING:	ثاني
     IS_TRANS:	vAny
        INDEX:	P197W13
      OFFSETS:	64-68
       TOKENS:	P197W17-P197W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ
          VOC:	vAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	عايزاكي
     IS_TRANS:	EAyzAky
        INDEX:	P198W1
      OFFSETS:	0-7
       TOKENS:	P198W1-P198W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozAkiy)
          POS:	ADJ.VN+NSUFF_FEM_SG+PRON_2FS
          VOC:	EAyoz+ap+ik
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]+you

