 INPUT STRING:	أريك
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كتر
     IS_TRANS:	ktr
        INDEX:	P23W8
      OFFSETS:	37-40
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kutor_1]
   UNSPLITVOC:	(kutor)
          POS:	NOUN
          VOC:	kutor
        GLOSS:	abundance/frequency

 INPUT STRING:	المطر
     IS_TRANS:	AlmTr
        INDEX:	P23W9
      OFFSETS:	41-46
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTar_1]
   UNSPLITVOC:	(AlmaTar)
          POS:	DET+NOUN
          VOC:	Al+maTar
        GLOSS:	the+rain

 INPUT STRING:	خصوصا
     IS_TRANS:	xSwSA
        INDEX:	P23W10
      OFFSETS:	47-52
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(xuSuwSAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xuSuwS+AF
        GLOSS:	matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	النهارده
     IS_TRANS:	AlnhArdh
        INDEX:	P23W11
      OFFSETS:	53-61
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahArodap_1]
   UNSPLITVOC:	(AlnahArodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nahArod+ap
        GLOSS:	the+this day/morning/day/today+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ترى
     IS_TRANS:	trY
        INDEX:	P24W2
      OFFSETS:	3-6
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taraY_1]
   UNSPLITVOC:	(taraY)
          POS:	ADV
          VOC:	taraY
        GLOSS:	wonder

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P24W3
      OFFSETS:	7-10
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	بتحب
     IS_TRANS:	btHb
        INDEX:	P24W4
      OFFSETS:	11-15
       TOKENS:	P24W4-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bitiHib~)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+Hib~
        GLOSS:	[present-tense]+you+love/like/want

 INPUT STRING:	تزرع
     IS_TRANS:	tzrE
        INDEX:	P24W5
      OFFSETS:	16-20
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaraE_1]
   UNSPLITVOC:	(tizoraE)
          POS:	IV2MS+IV
          VOC:	ti+zoraE
        GLOSS:	you+plant/implant/cultivate

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P24W6
      OFFSETS:	21-23
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الجنينة
     IS_TRANS:	Aljnynp
        INDEX:	P24W7
      OFFSETS:	24-31
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiniynap_1]
   UNSPLITVOC:	(Aljiniynap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jiniyn+ap
        GLOSS:	the+garden/gardens/park/orchard/public garden/recreation ground+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P24W8
      OFFSETS:	32-33
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	باحب
     IS_TRANS:	bAHb
        INDEX:	P25W2
      OFFSETS:	4-8
       TOKENS:	P25W2-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Hib~
        GLOSS:	[present-tense]+I+love/like/want

 INPUT STRING:	ازرع
     IS_TRANS:	AzrE
        INDEX:	P25W3
      OFFSETS:	9-13
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaraE_1]
   UNSPLITVOC:	(AazraE)
          POS:	IV1S+IV
          VOC:	Aa+zraE
        GLOSS:	I+implant

 INPUT STRING:	وزرعت
     IS_TRANS:	wzrEt
        INDEX:	P25W4
      OFFSETS:	14-19
       TOKENS:	P25W5-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaraE_1]
   UNSPLITVOC:	(wizaraEt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+zaraE+t
        GLOSS:	and+plant/implant/cultivate+I

 INPUT STRING:	السنتين
     IS_TRANS:	Alsntyn
        INDEX:	P25W5
      OFFSETS:	20-27
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Alsntyn)
          POS:	NO_FUNC
          VOC:	Alsntyn
        GLOSS:	nogloss

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P25W6
      OFFSETS:	28-32
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	فاتو
     IS_TRANS:	fAtw
        INDEX:	P25W7
      OFFSETS:	33-37
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAt_1]
   UNSPLITVOC:	(fAtuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	fAt+uwA
        GLOSS:	expire/go by+they

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P25W8
      OFFSETS:	38-41
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	الحيوانات
     IS_TRANS:	AlHywAnAt
        INDEX:	P25W9
      OFFSETS:	42-51
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayawAn_1]
   UNSPLITVOC:	(AlHayawAnAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+HayawAn+At
        GLOSS:	the+animal/creature+[fem.pl.]

 INPUT STRING:	اكلتهم
     IS_TRANS:	Aklthm
        INDEX:	P25W10
      OFFSETS:	52-58
       TOKENS:	P25W12-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akal_1]
   UNSPLITVOC:	(>akalithum)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3P
          VOC:	>akal+it+hum
        GLOSS:	eat+they/she/it+them

 INPUT STRING:	كلهم
     IS_TRANS:	klhm
        INDEX:	P25W11
      OFFSETS:	59-63
       TOKENS:	P25W14-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	kul~+hum
        GLOSS:	all/entire/every/whole+their

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P25W12
      OFFSETS:	63-64
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	السنه
     IS_TRANS:	Alsnh
        INDEX:	P25W13
      OFFSETS:	65-70
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(Alsanap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+san+ap
        GLOSS:	the+year/years+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P25W14
      OFFSETS:	71-73
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	زرعت
     IS_TRANS:	zrEt
        INDEX:	P25W15
      OFFSETS:	74-78
       TOKENS:	P25W19-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaraE_1]
   UNSPLITVOC:	(zaraEt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	zaraE+t
        GLOSS:	plant/implant/cultivate+I

 INPUT STRING:	قوطه
     IS_TRANS:	qwTh
        INDEX:	P25W16
      OFFSETS:	79-83
       TOKENS:	P25W20-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quwTAyap_1]
   UNSPLITVOC:	(quwTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quwT+ap
        GLOSS:	tomato/a tomato/tomatoes+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W17
      OFFSETS:	84-86
       TOKENS:	P25W21-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قصريه
     IS_TRANS:	qSryh
        INDEX:	P25W18
      OFFSETS:	87-92
       TOKENS:	P25W22-P25W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSoriy~ap_1]
   UNSPLITVOC:	(qaSoriy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaSoriy~+ap
        GLOSS:	flower pot/chamber pot/flower pots/chamber pots+[fem.sg.]

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P25W19
      OFFSETS:	93-97
       TOKENS:	P25W23-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	ADV
          VOC:	qud~Am
        GLOSS:	front/in front of/forward/before/foreground/opposite/monument/memorial

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P25W20
      OFFSETS:	98-103
       TOKENS:	P25W24-P25W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	ومستني
     IS_TRANS:	wmstny
        INDEX:	P25W21
      OFFSETS:	104-110
       TOKENS:	P25W25-P25W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotan~iy_1]
   UNSPLITVOC:	(wimisotan~iy)
          POS:	CONJ+ADJ
          VOC:	wi+misotan~iy
        GLOSS:	and+waiting/anticipating

 INPUT STRING:	المحصول
     IS_TRANS:	AlmHSwl
        INDEX:	P25W22
      OFFSETS:	111-118
       TOKENS:	P25W27-P25W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHoSuwl_1]
   UNSPLITVOC:	(AlmaHoSuwl)
          POS:	DET+NOUN
          VOC:	Al+maHoSuwl
        GLOSS:	the+yield/result/crop/yields/results/crops

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P26W2
      OFFSETS:	3-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	سخيفة
     IS_TRANS:	sxyfp
        INDEX:	P26W3
      OFFSETS:	8-13
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saxiyf_1]
   UNSPLITVOC:	(saxiyfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	saxiyf+ap
        GLOSS:	stupid/silly+[fem.sg.]

 INPUT STRING:	قوى
     IS_TRANS:	qwY
        INDEX:	P26W4
      OFFSETS:	14-17
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	NOUN
          VOC:	qawiy
        GLOSS:	very/much/powerful/very much/strong

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P26W5
      OFFSETS:	18-21
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تعمل
     IS_TRANS:	tEml
        INDEX:	P26W6
      OFFSETS:	22-26
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomil)
          POS:	IV2MS+IV
          VOC:	ti+Eomil
        GLOSS:	you+function/make/act/do

 INPUT STRING:	مجهود
     IS_TRANS:	mjhwd
        INDEX:	P26W7
      OFFSETS:	27-32
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majohuwd_1]
   UNSPLITVOC:	(majohuwd)
          POS:	NOUN
          VOC:	majohuwd
        GLOSS:	efforts/endeavors

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P26W8
      OFFSETS:	33-39
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEodiyn_1]
   UNSPLITVOC:	(wibaEodiyn)
          POS:	CONJ+ADV
          VOC:	wi+baEodiyn
        GLOSS:	and+then

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P26W9
      OFFSETS:	40-42
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تلحقش
     IS_TRANS:	tlHq$
        INDEX:	P26W10
      OFFSETS:	43-48
       TOKENS:	P26W11-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(tilHaq$)
          POS:	IV2MS+IV+NEG_PART
          VOC:	ti+lHaq+$
        GLOSS:	you+catch/regain+not

 INPUT STRING:	تجنى
     IS_TRANS:	tjnY
        INDEX:	P26W11
      OFFSETS:	49-53
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[janaY_1]
   UNSPLITVOC:	(tijoniy)
          POS:	IV2MS+IV
          VOC:	ti+joniy
        GLOSS:	you+collect/harvest/commit a crime

 INPUT STRING:	المحصول
     IS_TRANS:	AlmHSwl
        INDEX:	P26W12
      OFFSETS:	54-61
       TOKENS:	P26W14-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHoSuwl_1]
   UNSPLITVOC:	(AlmaHoSuwl)
          POS:	DET+NOUN
          VOC:	Al+maHoSuwl
        GLOSS:	the+yield/result/crop/yields/results/crops

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P27W1
      OFFSETS:	0-3
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P27W2
      OFFSETS:	4-7
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	الزرع
     IS_TRANS:	AlzrE
        INDEX:	P27W3
      OFFSETS:	8-13
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaroEap_1]
   UNSPLITVOC:	(AlzaroE)
          POS:	DET+NOUN
          VOC:	Al+zaroE
        GLOSS:	the+a crop

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P27W4
      OFFSETS:	14-16
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	هواية
     IS_TRANS:	hwAyp
        INDEX:	P27W5
      OFFSETS:	17-22
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiwAyap_1]
   UNSPLITVOC:	(hiwAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hiwAy+ap
        GLOSS:	hobby/passion+[fem.sg.]

 INPUT STRING:	عندهم
     IS_TRANS:	Endhm
        INDEX:	P27W6
      OFFSETS:	23-28
       TOKENS:	P27W7-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eanod+hum
        GLOSS:	at/have/possession/with+them

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	للأسف
     IS_TRANS:	ll>sf
        INDEX:	P28W2
      OFFSETS:	4-9
       TOKENS:	P28W2-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	ماليش
     IS_TRANS:	mAly$
        INDEX:	P28W3
      OFFSETS:	10-15
       TOKENS:	P28W4-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(mAliy$)
          POS:	NEG_PART+PREP+PRON_1S+NEG_PART
          VOC:	mA+li+y+$
        GLOSS:	no+to/for+i/me+not

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P28W4
      OFFSETS:	16-18
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P28W5
      OFFSETS:	19-26
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue/subjects/themes/issues

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P28W6
      OFFSETS:	27-29
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P28W7
      OFFSETS:	30-36
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN_NUM
          VOC:	Al+wAHid
        GLOSS:	the+one

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P28W8
      OFFSETS:	37-39
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	no/not

 INPUT STRING:	وأخد
     IS_TRANS:	w>xd
        INDEX:	P28W9
      OFFSETS:	40-44
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xad~_1]
   UNSPLITVOC:	(waxid)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	waxid+(null)
        GLOSS:	take+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P28W10
      OFFSETS:	45-48
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P28W11
      OFFSETS:	49-52
       TOKENS:	P28W15-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+him/it

 INPUT STRING:	يزرع
     IS_TRANS:	yzrE
        INDEX:	P28W12
      OFFSETS:	53-57
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaraE_1]
   UNSPLITVOC:	(yizoraE)
          POS:	IV3MS+IV
