 INPUT STRING:	لسه
     IS_TRANS:	Elyh
        INDEX:	P38W4
      OFFSETS:	10-14
       TOKENS:	P38W5-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+he/it

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P38W5
      OFFSETS:	15-16
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P38W6
      OFFSETS:	16-17
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P40W1
      OFFSETS:	0-5
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljiy$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	والشرطة
     IS_TRANS:	wAl$rTp
        INDEX:	P40W2
      OFFSETS:	6-13
       TOKENS:	P40W2-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(wiAl$uroTap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+$uroT+ap
        GLOSS:	and+the+police+[fem.sg.]

 INPUT STRING:	فاصلين
     IS_TRANS:	fASlyn
        INDEX:	P40W3
      OFFSETS:	14-20
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fASil_1]
   UNSPLITVOC:	(fASiliyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	fASil+iyn
        GLOSS:	conclusive/decisive+[pl]

 INPUT STRING:	بينهم
     IS_TRANS:	bynhm
        INDEX:	P40W4
      OFFSETS:	21-26
       TOKENS:	P40W5-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayon_1]
   UNSPLITVOC:	(biynhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	biyn+hum
        GLOSS:	between+their

 INPUT STRING:	ومسيطرين
     IS_TRANS:	wmsyTryn
        INDEX:	P40W5
      OFFSETS:	27-35
       TOKENS:	P40W7-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misayTar_1]
   UNSPLITVOC:	(wimisayTariyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+misayTar+iyn
        GLOSS:	and+ruler/ruling/dominating/controlling+[pl.]

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P41W1
      OFFSETS:	0-3
       TOKENS:	P41W1-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiyh)
          POS:	CONJ+PREP+PRON_3MS
          VOC:	wi+fiy+uh
        GLOSS:	and+in+it/him

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P41W2
      OFFSETS:	4-7
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P41W3
      OFFSETS:	8-12
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kiviyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	very/much/numerous/so much/a lot/more/alot/many

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W1
      OFFSETS:	0-1
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P42W2
      OFFSETS:	2-4
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P42W3
      OFFSETS:	5-7
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	أحمية
     IS_TRANS:	>Hmyp
        INDEX:	P42W4
      OFFSETS:	8-13
       TOKENS:	P42W4-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[HamaY_1]
   UNSPLITVOC:	(AiHomiyh)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3MS
          VOC:	AiHomiy+(null)+uh
        GLOSS:	forbid/defen/protect/be protected/defend+you+it/him

 INPUT STRING:	hw
     IS_TRANS:	hw
        INDEX:	P42W5
      OFFSETS:	14-16
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P42W6
      OFFSETS:	17-22
       TOKENS:	P42W7-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(wiAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Alliy
        GLOSS:	and+who/which/that

 INPUT STRING:	زيه
     IS_TRANS:	zyh
        INDEX:	P42W7
      OFFSETS:	23-26
       TOKENS:	P42W9-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	zay~+uh
        GLOSS:	like+his/its

 INPUT STRING:	ويرجعهولك
     IS_TRANS:	wyrjEhwlk
        INDEX:	P42W8
      OFFSETS:	27-36
       TOKENS:	P42W11-P42W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(wiyiraj~aEhu_lik)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3MS+PREP+PRON_2FS
          VOC:	wi+yi+raj~aE+uh+li+ik
        GLOSS:	and+he/it+send back/be sent back+it/him+to/for+you

 INPUT STRING:	بالسلامة
     IS_TRANS:	bAlslAmp
        INDEX:	P42W9
      OFFSETS:	37-45
       TOKENS:	P42W16-P42W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(biAlsalAmap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+salAm+ap
        GLOSS:	with/by+the+security/safety/integrity+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P42W10
      OFFSETS:	46-48
       TOKENS:	P42W18-P42W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P43W2
      OFFSETS:	5-7
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P43W3
      OFFSETS:	8-11
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ومع
     IS_TRANS:	wmE
        INDEX:	P43W4
      OFFSETS:	12-15
       TOKENS:	P43W5-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(wimaE)
          POS:	CONJ+NOUN
          VOC:	wi+maEa
        GLOSS:	and+with

 INPUT STRING:	الحق
     IS_TRANS:	AlHq
        INDEX:	P43W5
      OFFSETS:	16-20
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(AlHaq~)
          POS:	DET+NOUN
          VOC:	Al+Haq~
        GLOSS:	the+truth/right/against/towards/rights/law

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P44W1
      OFFSETS:	0-6
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dunoyA_1]
   UNSPLITVOC:	(AldunoyA)
          POS:	DET+NOUN
          VOC:	Al+dunoyA
        GLOSS:	the+world/worlds

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P44W2
      OFFSETS:	7-13
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	هدأت
     IS_TRANS:	hd>t
        INDEX:	P44W3
      OFFSETS:	14-18
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hada>-a_1]
   UNSPLITVOC:	(hada>at)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	hada>+at
        GLOSS:	calm down/subside+it/they/she [verb]

 INPUT STRING:	fy
     IS_TRANS:	fy
        INDEX:	P44W4
      OFFSETS:	19-21
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	سيديجاير
     IS_TRANS:	sydyjAyr
        INDEX:	P44W5
      OFFSETS:	22-30
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(sydyjAyr)
          POS:	TYPO
          VOC:	sydyjAyr
        GLOSS:	nogloss

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P44W6
      OFFSETS:	31-34
       TOKENS:	P44W6-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مكلمة
     IS_TRANS:	mklmp
        INDEX:	P44W7
      OFFSETS:	35-40
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mikal~im_1]
   UNSPLITVOC:	(mikal~imap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mikal~im+ap
        GLOSS:	talking+[fem.sg]

 INPUT STRING:	صاحبتي
     IS_TRANS:	SAHbty
        INDEX:	P44W8
      OFFSETS:	41-47
       TOKENS:	P44W8-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHobap_1]
   UNSPLITVOC:	(SAHobitiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	SAHob+ap+iy
        GLOSS:	friend+[fem.sg.]+my

 INPUT STRING:	fy
     IS_TRANS:	fy
        INDEX:	P44W9
      OFFSETS:	48-50
       TOKENS:	P44W10-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	AbrAj
     IS_TRANS:	AbrAj
        INDEX:	P44W10
      OFFSETS:	51-56
       TOKENS:	P44W11-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[burj_1]
   UNSPLITVOC:	(AbrAj)
          POS:	NOUN
          VOC:	AbrAj
        GLOSS:	tower/building

 INPUT STRING:	سيديجابر
     IS_TRANS:	sydyjAbr
        INDEX:	P44W11
      OFFSETS:	57-65
       TOKENS:	P44W12-P44W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(sydyjAbr)
          POS:	TYPO
          VOC:	sydyjAbr
        GLOSS:	nogloss

 INPUT STRING:	bs
     IS_TRANS:	bs
        INDEX:	P45W1
      OFFSETS:	0-2
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P45W2
      OFFSETS:	3-9
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P45W3
      OFFSETS:	10-16
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dunoyA_1]
   UNSPLITVOC:	(AldunoyA)
          POS:	DET+NOUN
          VOC:	Al+dunoyA
        GLOSS:	the+world/worlds

 INPUT STRING:	مولعة
     IS_TRANS:	mwlEp
        INDEX:	P45W4
      OFFSETS:	17-22
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miwal~aE_1]
   UNSPLITVOC:	(miwal~aEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miwal~aE+ap
        GLOSS:	on fire+[fem.sg.]

 INPUT STRING:	fy
     IS_TRANS:	fy
        INDEX:	P45W5
      OFFSETS:	23-25
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	عبدالمنعم
     IS_TRANS:	EbdAlmnEm
        INDEX:	P45W6
      OFFSETS:	26-35
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EabodAlominoEim_1]
   UNSPLITVOC:	(EabodAlominoEim)
          POS:	NOUN_PROP
          VOC:	EabodAlominoEim
        GLOSS:	Abdel Munim

 INPUT STRING:	رياض
     IS_TRANS:	ryAD
        INDEX:	P45W7
      OFFSETS:	36-40
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyAD_1]
   UNSPLITVOC:	(riyAD)
          POS:	NOUN_PROP
          VOC:	riyAD
        GLOSS:	Riyadh

 INPUT STRING:	وعرفت
     IS_TRANS:	wErft
        INDEX:	P45W8
      OFFSETS:	41-46
       TOKENS:	P45W8-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(wiEirift)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+Eirif+t
        GLOSS:	and+know+I

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P45W9
      OFFSETS:	47-49
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الميدان
     IS_TRANS:	AlmydAn
        INDEX:	P45W10
      OFFSETS:	50-57
       TOKENS:	P45W11-P45W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(AlmiydAn)
          POS:	DET+NOUN
          VOC:	Al+miydAn
        GLOSS:	the+squares

 INPUT STRING:	قريب
     IS_TRANS:	qryb
        INDEX:	P45W11
      OFFSETS:	58-62
       TOKENS:	P45W12-P45W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quray~ib_1]
   UNSPLITVOC:	(quray~ib)
          POS:	ADJ
          VOC:	quray~ib
        GLOSS:	near

 INPUT STRING:	jdA
     IS_TRANS:	jdA
        INDEX:	P45W12
      OFFSETS:	63-66
       TOKENS:	P45W13-P45W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(jdA)
          POS:	TYPO
          VOC:	jdA
        GLOSS:	nogloss

 INPUT STRING:	m
     IS_TRANS:	m
        INDEX:	P45W13
      OFFSETS:	67-68
       TOKENS:	P45W14-P45W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(mi)
          POS:	PREP
          VOC:	mi
        GLOSS:	from

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P45W14
      OFFSETS:	69-76
       TOKENS:	P45W15-P45W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(AltaHoriyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+taHoriyr
        GLOSS:	the+Tahir

 INPUT STRING:	"
     IS_TRANS:	"
        INDEX:	P45W15
      OFFSETS:	77-78
       TOKENS:	P45W16-P45W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(")
          POS:	PUNC
          VOC:	"
        GLOSS:	"

 INPUT STRING:	شكلهم
     IS_TRANS:	$klhm
        INDEX:	P45W16
      OFFSETS:	78-83
       TOKENS:	P45W17-P45W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akoluhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	$akol+hum
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+their

 INPUT STRING:	رايحين
     IS_TRANS:	rAyHyn
        INDEX:	P45W17
      OFFSETS:	84-90
       TOKENS:	P45W19-P45W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyoHiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	rAyoH+iyn
        GLOSS:	going+[pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P45W18
      OFFSETS:	91-94
       TOKENS:	P45W20-P45W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P45W19
      OFFSETS:	95-99
       TOKENS:	P45W21-P45W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	klmk
     IS_TRANS:	klmk
        INDEX:	P46W1
      OFFSETS:	0-4
       TOKENS:	P46W1-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imik)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2FS
          VOC:	kal~im+(null)+ik
        GLOSS:	talk+he/it+you

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P46W2
      OFFSETS:	4-5
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P46W3
      OFFSETS:	5-6
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P47W1
      OFFSETS:	0-4
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P48W1
      OFFSETS:	0-2
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	راضي
     IS_TRANS:	rADy
        INDEX:	P48W2
      OFFSETS:	3-7
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rADiy_1]
   UNSPLITVOC:	(rADiy)
          POS:	ADJ.VN
          VOC:	rADiy
        GLOSS:	pleased/accepting/consenting

 INPUT STRING:	يجي
     IS_TRANS:	yjy
        INDEX:	P48W3
      OFFSETS:	8-11
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(yijiy)
          POS:	IV3MS+IV
          VOC:	yi+jiy
        GLOSS:	he/it+occur/came/come/reach/arrive

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P49W1
      OFFSETS:	0-4
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	no/not/non-/except for/except/rhetorical question/do not/is

 INPUT STRING:	يعاند
     IS_TRANS:	yEAnd
        INDEX:	P49W2
      OFFSETS:	5-10
       TOKENS:	P49W2-P49W2
