 INPUT STRING:	يوسف
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(bAa*Akir)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+*Akir
        GLOSS:	[present-tense]+I+study

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P41W2
      OFFSETS:	7-11
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	تقرف
     IS_TRANS:	tqrf
        INDEX:	P41W3
      OFFSETS:	12-16
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaraf_1]
   UNSPLITVOC:	(tiqorif)
          POS:	IV3FS+IV
          VOC:	ti+qorif
        GLOSS:	it/they/she+peel

 INPUT STRING:	بأذاكر
     IS_TRANS:	b>*Akr
        INDEX:	P42W1
      OFFSETS:	0-6
       TOKENS:	P42W1-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(bAa*Akir)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+*Akir
        GLOSS:	[present-tense]+I+study

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P42W2
      OFFSETS:	7-10
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W3
      OFFSETS:	10-11
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P42W4
      OFFSETS:	12-15
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	قاعدة
     IS_TRANS:	qAEdp
        INDEX:	P42W5
      OFFSETS:	16-21
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P42W6
      OFFSETS:	22-24
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	خالي
     IS_TRANS:	xAly
        INDEX:	P42W7
      OFFSETS:	25-29
       TOKENS:	P42W8-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAl_1]
   UNSPLITVOC:	(xAliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	xAl+iy
        GLOSS:	maternal uncle/maternal uncles/mole/moles+my

 INPUT STRING:	واتخينغ
     IS_TRANS:	wAtxyng
        INDEX:	P42W8
      OFFSETS:	30-37
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAtxyng)
          POS:	FOREIGN
          VOC:	wAtxyng
        GLOSS:	nogloss

 INPUT STRING:	يوتيوب
     IS_TRANS:	ywtywb
        INDEX:	P42W9
      OFFSETS:	38-44
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwtyuwb_1]
   UNSPLITVOC:	(yuwtyuwb)
          POS:	NOUN
          VOC:	yuwtyuwb
        GLOSS:	youtube

 INPUT STRING:	فيدوس
     IS_TRANS:	fydws
        INDEX:	P42W10
      OFFSETS:	45-50
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fydws)
          POS:	FOREIGN
          VOC:	fydws
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P42W11
      OFFSETS:	51-54
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	التيس
     IS_TRANS:	Altys
        INDEX:	P42W12
      OFFSETS:	55-60
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Altys)
          POS:	FOREIGN
          VOC:	Altys
        GLOSS:	nogloss

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P42W13
      OFFSETS:	61-63
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lh)
          POS:	FOREIGN
          VOC:	lh
        GLOSS:	nogloss

 INPUT STRING:	كول
     IS_TRANS:	kwl
        INDEX:	P42W14
      OFFSETS:	64-67
       TOKENS:	P42W16-P42W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwl)
          POS:	FOREIGN
          VOC:	kwl
        GLOSS:	nogloss

 INPUT STRING:	بنفهم
     IS_TRANS:	bnfhm
        INDEX:	P42W15
      OFFSETS:	68-73
       TOKENS:	P42W17-P42W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(binifoham)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+foham
        GLOSS:	[present-tense]+we+understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P42W16
      OFFSETS:	74-76
       TOKENS:	P42W19-P42W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laughing

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	بأذاكر
     IS_TRANS:	b>*Akr
        INDEX:	P44W1
      OFFSETS:	0-6
       TOKENS:	P44W1-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(bAa*Akir)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+*Akir
        GLOSS:	[present-tense]+I+study

 INPUT STRING:	ست
     IS_TRANS:	st
        INDEX:	P44W2
      OFFSETS:	7-9
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(st)
          POS:	FOREIGN
          VOC:	st
        GLOSS:	nogloss

 INPUT STRING:	بأحل
     IS_TRANS:	b>Hl
        INDEX:	P45W1
      OFFSETS:	0-4
       TOKENS:	P45W1-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(bAaHil~)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Hil~
        GLOSS:	[present-tense]+I+solve

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P46W1
      OFFSETS:	0-3
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	ذاكر
     IS_TRANS:	*Akr
        INDEX:	P46W2
      OFFSETS:	4-8
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(*Akir)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	*Akir+(null)
        GLOSS:	study+you

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P46W3
      OFFSETS:	9-13
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	وابقى
     IS_TRANS:	wAbqY
        INDEX:	P46W4
      OFFSETS:	14-19
       TOKENS:	P46W4-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(wiAiboqaY)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+AiboqaY+(null)
        GLOSS:	and+become/begin/start/be/begin a new day+you

 INPUT STRING:	ابعث
     IS_TRANS:	AbEv
        INDEX:	P46W5
      OFFSETS:	20-24
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(>aboEav)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	>aboEav+(null)
        GLOSS:	send/emit+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P46W6
      OFFSETS:	25-27
       TOKENS:	P46W7-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	أوكيه
     IS_TRANS:	>wkyh
        INDEX:	P47W1
      OFFSETS:	0-5
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Auwk~iyh_1]
   UNSPLITVOC:	(Auwk~iyh)
          POS:	INTERJ
          VOC:	Auwk~iyh
        GLOSS:	ok

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P48W1
      OFFSETS:	0-2
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	يوسف
     IS_TRANS:	ywsf
        INDEX:	P48W2
      OFFSETS:	3-7
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwsif_1]
   UNSPLITVOC:	(yuwsif)
          POS:	NOUN_PROP
          VOC:	yuwsif
        GLOSS:	Yousif/Yusif/Joseph

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P48W3
      OFFSETS:	8-10
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P48W4
      OFFSETS:	11-13
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بتحل
     IS_TRANS:	btHl
        INDEX:	P48W5
      OFFSETS:	14-18
       TOKENS:	P48W5-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(bitiHil~)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+Hil~
        GLOSS:	[present-tense]+you+dissolve/untie/solve (problem)/be dissolved/be untied/be solved/be solved (problem)/begin

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P48W6
      OFFSETS:	19-20
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P49W1
      OFFSETS:	0-4
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$_1]
   UNSPLITVOC:	(maEoli$)
          POS:	INTERJ
          VOC:	maEoli$
        GLOSS:	sorry/never mind

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P49W2
      OFFSETS:	5-7
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	يارا
     IS_TRANS:	yArA
        INDEX:	P49W3
      OFFSETS:	8-12
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArA_1]
   UNSPLITVOC:	(yArA)
          POS:	NOUN_PROP
          VOC:	yArA
        GLOSS:	Yara

 INPUT STRING:	قعدت
     IS_TRANS:	qEdt
        INDEX:	P49W4
      OFFSETS:	13-17
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(qaEadt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qaEad+t
        GLOSS:	sit down/be seated/remain+I

 INPUT STRING:	أذاكر
     IS_TRANS:	>*Akr
        INDEX:	P49W5
      OFFSETS:	18-23
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Akir_1]
   UNSPLITVOC:	(Aa*Akir)
          POS:	IV1S+IV
          VOC:	Aa+*Akir
        GLOSS:	I+study

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P49W6
      OFFSETS:	24-27
       TOKENS:	P49W6-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P49W7
      OFFSETS:	28-30
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	نمت
     IS_TRANS:	nmt
        INDEX:	P49W8
      OFFSETS:	31-34
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nimt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	nim+t
        GLOSS:	sleep/lie down+I

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P49W9
      OFFSETS:	35-36
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P50W1
      OFFSETS:	0-4
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P50W2
      OFFSETS:	5-7
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	يوسف
     IS_TRANS:	ywsf
        INDEX:	P50W3
      OFFSETS:	8-12
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwsif_1]
   UNSPLITVOC:	(yuwsif)
          POS:	NOUN_PROP
          VOC:	yuwsif
        GLOSS:	Yousif/Yusif/Joseph

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P50W4
      OFFSETS:	13-15
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laughing

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P51W1
      OFFSETS:	0-5
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	active/working+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P51W2
      OFFSETS:	6-9
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P51W3
      OFFSETS:	10-11
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P52W1
      OFFSETS:	0-1
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P53W1
      OFFSETS:	0-3
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كويسة
     IS_TRANS:	kwysp
        INDEX:	P53W2
      OFFSETS:	4-9
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~isap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kuway~is+ap
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive+[fem.sg.]

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P53W3
      OFFSETS:	10-15
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P53W4
      OFFSETS:	16-19
       TOKENS:	P53W4-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P53W5
      OFFSETS:	20-23
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P53W6
      OFFSETS:	24-28
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	ADJ
          VOC:	EAmil
        GLOSS:	active/operating/working

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P53W7
      OFFSETS:	29-32
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P53W8
      OFFSETS:	32-33
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P54W1
      OFFSETS:	0-3
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P54W2
      OFFSETS:	4-7
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	صاحي
     IS_TRANS:	SAHy
        INDEX:	P54W3
      OFFSETS:	8-12
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHiy_1]
   UNSPLITVOC:	(SAHiy)
          POS:	ADJ
          VOC:	SAHiy
        GLOSS:	bright/serene/vigilant/wakeful

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P54W4
      OFFSETS:	12-13
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P55W1
      OFFSETS:	0-2
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	صحيت
     IS_TRANS:	SHyt
        INDEX:	P55W2
      OFFSETS:	3-7
       TOKENS:	P55W2-P55W2
