 INPUT STRING:	طب
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	تولع
     IS_TRANS:	twlE
        INDEX:	P307W9
      OFFSETS:	36-40
       TOKENS:	P307W12-P307W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wiliE_1]
   UNSPLITVOC:	(tiwlaE)
          POS:	IV3FS+IV
          VOC:	ti+wlaE
        GLOSS:	it/they/she+kindle/light/set fire to

 INPUT STRING:	سوري
     IS_TRANS:	swry
        INDEX:	P307W10
      OFFSETS:	41-45
       TOKENS:	P307W13-P307W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suwriy_1]
   UNSPLITVOC:	(suwriy)
          POS:	INTERJ
          VOC:	suwriy
        GLOSS:	sorry

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P307W11
      OFFSETS:	46-50
       TOKENS:	P307W14-P307W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	قرأتها
     IS_TRANS:	qr>thA
        INDEX:	P308W1
      OFFSETS:	0-6
       TOKENS:	P308W1-P308W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(qara>tahA)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	qara>+t+hA
        GLOSS:	read/be read+I+it/them/her

 INPUT STRING:	اهه
     IS_TRANS:	Ahh
        INDEX:	P308W2
      OFFSETS:	7-10
       TOKENS:	P308W3-P308W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(>ahuh)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	this+he/it

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P308W3
      OFFSETS:	11-14
       TOKENS:	P308W5-P308W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	حالا
     IS_TRANS:	HAlA
        INDEX:	P308W4
      OFFSETS:	15-19
       TOKENS:	P308W6-P308W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAlAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	HAl+AF
        GLOSS:	situation/condition/case/situations/conditions/cases+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P308W5
      OFFSETS:	19-20
       TOKENS:	P308W7-P308W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أما
     IS_TRANS:	>mA
        INDEX:	P308W6
      OFFSETS:	21-24
       TOKENS:	P308W8-P308W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	SUB_CONJ
          VOC:	>am~A
        GLOSS:	as/when/if

 INPUT STRING:	نشوف
     IS_TRANS:	n$wf
        INDEX:	P308W7
      OFFSETS:	25-29
       TOKENS:	P308W9-P308W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ni$uwf)
          POS:	IV1P+IV
          VOC:	ni+$uwf
        GLOSS:	we+look

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P309W1
      OFFSETS:	0-2
       TOKENS:	P309W1-P309W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P309W2
      OFFSETS:	3-6
       TOKENS:	P309W2-P309W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P309W3
      OFFSETS:	7-11
       TOKENS:	P309W3-P309W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P309W4
      OFFSETS:	12-15
       TOKENS:	P309W4-P309W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(xiyr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P310W1
      OFFSETS:	0-4
       TOKENS:	P310W1-P310W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/(for example)+it/they/she

 INPUT STRING:	”
     IS_TRANS:	&#x201d;
        INDEX:	P310W2
      OFFSETS:	5-6
       TOKENS:	P310W2-P310W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x201d;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P310W3
      OFFSETS:	6-10
       TOKENS:	P310W3-P310W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	”
     IS_TRANS:	&#x201d;
        INDEX:	P310W4
      OFFSETS:	10-11
       TOKENS:	P310W4-P310W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x201d;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P311W1
      OFFSETS:	0-3
       TOKENS:	P311W1-P311W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P311W2
      OFFSETS:	4-8
       TOKENS:	P311W2-P311W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balA$_2]
   UNSPLITVOC:	(balA$)
          POS:	VERB
          VOC:	balA$
        GLOSS:	Do not

 INPUT STRING:	الرد
     IS_TRANS:	Alrd
        INDEX:	P311W3
      OFFSETS:	9-13
       TOKENS:	P311W3-P311W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(Alrad~)
          POS:	DET+NOUN
          VOC:	Al+rad~
        GLOSS:	the+reply/response/replies/responses/return/repulsion/in reply to/in answer to

 INPUT STRING:	البارد
     IS_TRANS:	AlbArd
        INDEX:	P311W4
      OFFSETS:	14-20
       TOKENS:	P311W4-P311W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bArid_1]
   UNSPLITVOC:	(AlbArid)
          POS:	DET+ADJ
          VOC:	Al+bArid
        GLOSS:	the+cold/frigid

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P311W5
      OFFSETS:	21-23
       TOKENS:	P311W5-P311W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P311W6
      OFFSETS:	23-24
       TOKENS:	P311W6-P311W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تل
     IS_TRANS:	tl
        INDEX:	P311W7
      OFFSETS:	25-27
       TOKENS:	P311W7-P311W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tl)
          POS:	FOREIGN
          VOC:	tl
        GLOSS:	nogloss

 INPUT STRING:	ميو
     IS_TRANS:	myw
        INDEX:	P311W8
      OFFSETS:	28-31
       TOKENS:	P311W8-P311W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(myw)
          POS:	FOREIGN
          VOC:	myw
        GLOSS:	nogloss

 INPUT STRING:	أنصت
     IS_TRANS:	>nSt
        INDEX:	P311W9
      OFFSETS:	32-36
       TOKENS:	P311W9-P311W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>nSt)
          POS:	FOREIGN
          VOC:	>nSt
        GLOSS:	nogloss

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P312W1
      OFFSETS:	0-4
       TOKENS:	P312W1-P312W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/(for example)+it/they/she

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P312W2
      OFFSETS:	5-8
       TOKENS:	P312W2-P312W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P312W3
      OFFSETS:	9-12
       TOKENS:	P312W3-P312W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P312W4
      OFFSETS:	13-15
       TOKENS:	P312W4-P312W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P312W5
      OFFSETS:	16-20
       TOKENS:	P312W5-P312W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	قول
     IS_TRANS:	qwl
        INDEX:	P313W1
      OFFSETS:	0-3
       TOKENS:	P313W1-P313W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwl)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	quwl+(null)
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P313W2
      OFFSETS:	4-6
       TOKENS:	P313W2-P313W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me/I

 INPUT STRING:	حاتقول
     IS_TRANS:	HAtqwl
        INDEX:	P313W3
      OFFSETS:	7-13
       TOKENS:	P313W4-P313W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HAtiquwl)
          POS:	FUT_PART+IV3FS+IV
          VOC:	HA+ti+quwl
        GLOSS:	will+it/she/they+say

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P313W4
      OFFSETS:	14-16
       TOKENS:	P313W6-P313W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	for/to+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P313W5
      OFFSETS:	17-20
       TOKENS:	P313W8-P313W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_3]
   UNSPLITVOC:	(<iyh)
          POS:	REL_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	وبكره
     IS_TRANS:	wbkrh
        INDEX:	P313W6
      OFFSETS:	21-26
       TOKENS:	P313W9-P313W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kirih_1]
   UNSPLITVOC:	(wibAakorah)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+Aa+korah
        GLOSS:	and+[present-tense]+I+loathe/dislike/hate

 INPUT STRING:	البرود
     IS_TRANS:	Albrwd
        INDEX:	P313W7
      OFFSETS:	27-33
       TOKENS:	P313W12-P313W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buruwd_1]
   UNSPLITVOC:	(Alburuwd)
          POS:	DET+NOUN
          VOC:	Al+buruwd
        GLOSS:	the+coldness

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P314W1
      OFFSETS:	0-4
       TOKENS:	P314W1-P314W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P314W2
      OFFSETS:	5-9
       TOKENS:	P314W3-P314W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P315W1
      OFFSETS:	0-4
       TOKENS:	P315W1-P315W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/(for example)+it/they/she

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P315W2
      OFFSETS:	5-7
       TOKENS:	P315W2-P315W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me/I

 INPUT STRING:	استنى
     IS_TRANS:	AstnY
        INDEX:	P315W3
      OFFSETS:	8-13
       TOKENS:	P315W4-P315W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(Aisotan~aY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aisotan~aY+(null)
        GLOSS:	expect/wait for/be expected/be waited for/keep waiting for a long time/wait+you

 INPUT STRING:	أخلص
     IS_TRANS:	>xlS
        INDEX:	P315W4
      OFFSETS:	14-18
       TOKENS:	P315W5-P315W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(Aaxal~aS)
          POS:	IV1S+IV
          VOC:	Aa+xal~aS
        GLOSS:	I+purify/refine/clarify/finish

 INPUT STRING:	المطبخ
     IS_TRANS:	AlmTbx
        INDEX:	P315W5
      OFFSETS:	19-25
       TOKENS:	P315W6-P315W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTobax_1]
   UNSPLITVOC:	(AlmaTobax)
          POS:	DET+NOUN
          VOC:	Al+maTobax
        GLOSS:	the+kitchen/kitchens

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P315W6
      OFFSETS:	25-26
       TOKENS:	P315W7-P315W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P316W1
      OFFSETS:	0-3
       TOKENS:	P316W1-P316W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P316W2
      OFFSETS:	4-7
       TOKENS:	P316W2-P316W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	ترد
     IS_TRANS:	trd
        INDEX:	P316W3
      OFFSETS:	8-11
       TOKENS:	P316W3-P316W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(turud~)
          POS:	IV3FS+IV
          VOC:	tu+rud~
        GLOSS:	it/they/she+answer/reply/return/be returned/be given back

 INPUT STRING:	قول
     IS_TRANS:	qwl
        INDEX:	P316W4
      OFFSETS:	12-15
       TOKENS:	P316W4-P316W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwl)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	quwl+(null)
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P316W5
      OFFSETS:	16-18
       TOKENS:	P316W5-P316W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me/I

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P316W6
      OFFSETS:	19-20
       TOKENS:	P316W7-P316W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P317W1
      OFFSETS:	0-3
       TOKENS:	P317W1-P317W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahaha)
          POS:	INTERJ
          VOC:	hahaha
        GLOSS:	laughing

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P317W2
      OFFSETS:	4-8
       TOKENS:	P317W2-P317W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P317W3
      OFFSETS:	9-10
       TOKENS:	P317W3-P317W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أما
     IS_TRANS:	>mA
        INDEX:	P317W4
      OFFSETS:	11-14
       TOKENS:	P317W4-P317W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	SUB_CONJ
          VOC:	>am~A
        GLOSS:	as/when/if

 INPUT STRING:	نشوف
     IS_TRANS:	n$wf
        INDEX:	P317W5
      OFFSETS:	15-19
       TOKENS:	P317W5-P317W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ni$uwf)
          POS:	IV1P+IV
          VOC:	ni+$uwf
        GLOSS:	we+look

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P318W1
      OFFSETS:	0-3
       TOKENS:	P318W1-P318W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	قررتي
     IS_TRANS:	qrrty
        INDEX:	P318W2
      OFFSETS:	4-9
       TOKENS:	P318W2-P318W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~ar_1]
   UNSPLITVOC:	(qar~artiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	qar~ar+tiy
        GLOSS:	decide/resolve+you

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P318W3
      OFFSETS:	10-12
       TOKENS:	P318W3-P318W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تكلميهوش
     IS_TRANS:	tklmyhw$
        INDEX:	P318W4
      OFFSETS:	13-21
       TOKENS:	P318W4-P318W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imiyhuw$)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS+NEG_PART
          VOC:	ti+kal~im+iy+uh+$
        GLOSS:	you+talk/speak/talk to+you+it/him+not

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P318W5
      OFFSETS:	21-22
       TOKENS:	P318W7-P318W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P319W1
      OFFSETS:	0-2
       TOKENS:	P319W1-P319W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P319W2
      OFFSETS:	3-8
       TOKENS:	P319W2-P319W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P319W3
      OFFSETS:	8-9
       TOKENS:	P319W3-P319W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
