 INPUT STRING:	انت
          VOC:	wi+bi+Aa+tofar~aj
        GLOSS:	and+[present-tense]+I+watch/observe

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P44W7
      OFFSETS:	30-33
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بينوكيو
     IS_TRANS:	bynwkyw
        INDEX:	P44W8
      OFFSETS:	34-41
       TOKENS:	P44W10-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biynuwkyuw_1]
   UNSPLITVOC:	(biynuwkyuw)
          POS:	NOUN_PROP
          VOC:	biynuwkyuw
        GLOSS:	Pinocchio

 INPUT STRING:	بتسمع
     IS_TRANS:	btsmE
        INDEX:	P45W1
      OFFSETS:	0-5
       TOKENS:	P45W1-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(bitisomaE)
          POS:	PROG_PART+IV2FS+IV
          VOC:	bi+ti+somaE
        GLOSS:	[present-tense]+you+listen/hear

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P45W2
      OFFSETS:	6-9
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P45W3
      OFFSETS:	9-10
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P45W4
      OFFSETS:	10-11
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P46W1
      OFFSETS:	0-2
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P46W2
      OFFSETS:	3-7
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P46W3
      OFFSETS:	8-10
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	is not

 INPUT STRING:	لهاش
     IS_TRANS:	lhA$
        INDEX:	P46W4
      OFFSETS:	11-15
       TOKENS:	P46W4-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lihA$)
          POS:	PREP+PRON_3FS+NEG_PART
          VOC:	li+hA+$
        GLOSS:	to/for+her/it/them+not

 INPUT STRING:	دعوة
     IS_TRANS:	dEwp
        INDEX:	P46W5
      OFFSETS:	16-20
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(daEowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	daEow+ap
        GLOSS:	call/invitation/supplication/calls/invitations/supplications/(Islamic) missionary work/propaganda+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P46W6
      OFFSETS:	21-23
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	المود
     IS_TRANS:	Almwd
        INDEX:	P46W7
      OFFSETS:	24-29
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Almwd)
          POS:	FOREIGN
          VOC:	Almwd
        GLOSS:	nogloss

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P46W8
      OFFSETS:	30-32
       TOKENS:	P46W10-P46W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	قوس
     IS_TRANS:	qws
        INDEX:	P46W9
      OFFSETS:	33-36
       TOKENS:	P46W11-P46W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(qws)
          POS:	FOREIGN
          VOC:	qws
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P46W10
      OFFSETS:	36-37
       TOKENS:	P46W12-P46W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P46W11
      OFFSETS:	38-40
       TOKENS:	P46W13-P46W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P46W12
      OFFSETS:	41-44
       TOKENS:	P46W14-P46W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P46W13
      OFFSETS:	45-47
       TOKENS:	P46W15-P46W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	المود
     IS_TRANS:	Almwd
        INDEX:	P46W14
      OFFSETS:	48-53
       TOKENS:	P46W16-P46W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Almwd)
          POS:	FOREIGN
          VOC:	Almwd
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P46W15
      OFFSETS:	53-54
       TOKENS:	P46W17-P46W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P46W16
      OFFSETS:	55-57
       TOKENS:	P46W18-P46W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	خلتني
     IS_TRANS:	xltny
        INDEX:	P46W17
      OFFSETS:	58-63
       TOKENS:	P46W19-P46W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~itniy)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:1S
          VOC:	xal~+it+niy
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed+it/they/she+me

 INPUT STRING:	صريح
     IS_TRANS:	SryH
        INDEX:	P46W18
      OFFSETS:	64-68
       TOKENS:	P46W21-P46W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SariyH_1]
   UNSPLITVOC:	(SariyH)
          POS:	ADJ
          VOC:	SariyH
        GLOSS:	candid/sincere

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P46W19
      OFFSETS:	69-71
       TOKENS:	P46W22-P46W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P46W20
      OFFSETS:	71-72
       TOKENS:	P46W23-P46W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بأسمع
     IS_TRANS:	b>smE
        INDEX:	P46W21
      OFFSETS:	73-78
       TOKENS:	P46W24-P46W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(bAasomaE)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+somaE
        GLOSS:	[present-tense]+I+listen/hear

 INPUT STRING:	وكنعت
     IS_TRANS:	wknEt
        INDEX:	P46W22
      OFFSETS:	79-84
       TOKENS:	P46W26-P46W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wknEt)
          POS:	FOREIGN
          VOC:	wknEt
        GLOSS:	nogloss

 INPUT STRING:	استوب
     IS_TRANS:	Astwb
        INDEX:	P46W23
      OFFSETS:	85-90
       TOKENS:	P46W27-P46W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Astwb)
          POS:	FOREIGN
          VOC:	Astwb
        GLOSS:	nogloss

 INPUT STRING:	بتاعت
     IS_TRANS:	btAEt
        INDEX:	P46W24
      OFFSETS:	91-96
       TOKENS:	P46W28-P46W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bitAE+ap
        GLOSS:	belonging/owner+[fem.sg.]

 INPUT STRING:	ميلى
     IS_TRANS:	mylY
        INDEX:	P46W25
      OFFSETS:	97-101
       TOKENS:	P46W29-P46W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miyliy_1]
   UNSPLITVOC:	(miyliy)
          POS:	NOUN_PROP
          VOC:	miyliy
        GLOSS:	Miley

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P46W26
      OFFSETS:	101-102
       TOKENS:	P46W30-P46W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P46W27
      OFFSETS:	103-105
       TOKENS:	P46W31-P46W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P46W28
      OFFSETS:	106-108
       TOKENS:	P46W32-P46W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P46W29
      OFFSETS:	109-113
       TOKENS:	P46W33-P46W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P46W30
      OFFSETS:	114-117
       TOKENS:	P46W34-P46W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P47W1
      OFFSETS:	0-5
       TOKENS:	P47W1-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P47W2
      OFFSETS:	6-11
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	active/operating/working+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P47W3
      OFFSETS:	12-15
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P47W4
      OFFSETS:	16-17
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P48W1
      OFFSETS:	0-3
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahaha)
          POS:	INTERJ
          VOC:	hahaha
        GLOSS:	laughing

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P48W2
      OFFSETS:	4-7
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كويسة
     IS_TRANS:	kwysp
        INDEX:	P48W3
      OFFSETS:	8-13
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~isap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kuway~is+ap
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive+[fem.sg.]

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P48W4
      OFFSETS:	14-19
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P48W5
      OFFSETS:	20-23
       TOKENS:	P48W5-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P48W6
      OFFSETS:	24-25
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P49W1
      OFFSETS:	0-3
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	هاتي
     IS_TRANS:	hAty
        INDEX:	P49W2
      OFFSETS:	4-8
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAt_1]
   UNSPLITVOC:	(hAtiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	hAt+iy
        GLOSS:	give+you

 INPUT STRING:	بوسة
     IS_TRANS:	bwsp
        INDEX:	P49W3
      OFFSETS:	9-13
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[buwsap_1]
   UNSPLITVOC:	(buwsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	buws+ap
        GLOSS:	kiss+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P49W4
      OFFSETS:	14-17
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P50W1
      OFFSETS:	0-2
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بأدي
     IS_TRANS:	b>dy
        INDEX:	P50W2
      OFFSETS:	3-7
       TOKENS:	P50W2-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(bAad~iy)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+d~iy
        GLOSS:	[present-tense]+I+give/provide/hand over/be given/be provided/carry out/perform/lead

 INPUT STRING:	بوسة
     IS_TRANS:	bwsp
        INDEX:	P50W3
      OFFSETS:	8-12
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[buwsap_1]
   UNSPLITVOC:	(buwsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	buws+ap
        GLOSS:	kiss+[fem.sg.]

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P50W4
      OFFSETS:	13-16
       TOKENS:	P50W5-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+stop/halt/end/extent/limit/level/border/frontier/someone

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P50W5
      OFFSETS:	17-20
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	رذلة
     IS_TRANS:	r*lp
        INDEX:	P51W1
      OFFSETS:	0-4
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rizil_1]
   UNSPLITVOC:	(ri*ilap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ri*il+ap
        GLOSS:	ridiculous+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P51W2
      OFFSETS:	5-7
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(m$)
          POS:	FOREIGN
          VOC:	m$
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P51W3
      OFFSETS:	7-8
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P52W2
      OFFSETS:	4-7
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P52W3
      OFFSETS:	8-12
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ
          VOC:	EAyiz
        GLOSS:	needing/liking/requiring/wanting/desiring

 INPUT STRING:	بوسة
     IS_TRANS:	bwsp
        INDEX:	P52W4
      OFFSETS:	13-17
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[buwsap_1]
   UNSPLITVOC:	(buwsap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	buws+ap
        GLOSS:	kiss+[fem.sg.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P52W5
      OFFSETS:	17-18
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P52W6
      OFFSETS:	18-19
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P53W2
      OFFSETS:	5-6
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أرغي
     IS_TRANS:	>rgy
        INDEX:	P54W1
      OFFSETS:	0-4
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ragaY_1]
   UNSPLITVOC:	(Airogiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Airog+iy
