 INPUT STRING:	أريك
   UNSPLITVOC:	(AlTib~)
          POS:	DET+NOUN
          VOC:	Al+Tib~
        GLOSS:	the+medicine/medical treatment

 INPUT STRING:	الظاهر
     IS_TRANS:	AlZAhr
        INDEX:	P58W1
      OFFSETS:	0-6
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAhir_1]
   UNSPLITVOC:	(AlZAhir)
          POS:	DET+NOUN
          VOC:	Al+ZAhir
        GLOSS:	the+evident/apparent/manifest/visible

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P58W2
      OFFSETS:	7-10
       TOKENS:	P58W2-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ih)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+ih
        GLOSS:	that+he

 INPUT STRING:	عمله
     IS_TRANS:	Emlh
        INDEX:	P58W3
      OFFSETS:	11-15
       TOKENS:	P58W4-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal~uh)
          POS:	NOUN.VN+POSS_PRON_3MS
          VOC:	Eamal+uh
        GLOSS:	work/action/actions/activities+his/its

 INPUT STRING:	قرشين
     IS_TRANS:	qr$yn
        INDEX:	P58W4
      OFFSETS:	16-21
       TOKENS:	P58W6-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qiro$_1]
   UNSPLITVOC:	(qiro$iyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	qiro$+iyn
        GLOSS:	piaster/piasters/shark+[masc. plur.]

 INPUT STRING:	حلوين
     IS_TRANS:	Hlwyn
        INDEX:	P58W5
      OFFSETS:	22-27
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	Hilow+iyn
        GLOSS:	good+[masc.plur.]

 INPUT STRING:	وناوى
     IS_TRANS:	wnAwY
        INDEX:	P58W6
      OFFSETS:	28-33
       TOKENS:	P58W8-P58W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAwiy_1]
   UNSPLITVOC:	(winAwiy)
          POS:	CONJ+ADJ.VN
          VOC:	wi+nAwiy
        GLOSS:	and+intending

 INPUT STRING:	يريح
     IS_TRANS:	yryH
        INDEX:	P58W7
      OFFSETS:	34-38
       TOKENS:	P58W10-P58W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~aH_1]
   UNSPLITVOC:	(yiray~aH)
          POS:	IV3P+IV
          VOC:	yi+ray~aH
        GLOSS:	they+make rest/make relax

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P58W8
      OFFSETS:	39-40
       TOKENS:	P58W11-P58W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P58W9
      OFFSETS:	40-41
       TOKENS:	P58W12-P58W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P58W10
      OFFSETS:	41-42
       TOKENS:	P58W13-P58W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P58W11
      OFFSETS:	42-43
       TOKENS:	P58W14-P58W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P58W12
      OFFSETS:	43-44
       TOKENS:	P58W15-P58W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P58W13
      OFFSETS:	44-45
       TOKENS:	P58W16-P58W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	يبقي
     IS_TRANS:	ybqy
        INDEX:	P59W1
      OFFSETS:	0-4
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P59W2
      OFFSETS:	5-9
       TOKENS:	P59W2-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	VERB+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+uh+$
        GLOSS:	not+in+it+not

 INPUT STRING:	شغلانه
     IS_TRANS:	$glAnh
        INDEX:	P59W3
      OFFSETS:	10-16
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugolAnap_1]
   UNSPLITVOC:	($ugolAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ugolAn+ap
        GLOSS:	business/work/job/task/function/subject/theme/issue+[fem.sg.]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P59W4
      OFFSETS:	17-20
       TOKENS:	P59W7-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lih)
          POS:	PREP+PRON_3MS
          VOC:	li+h
        GLOSS:	for/to+him

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P59W5
      OFFSETS:	21-27
       TOKENS:	P59W9-P59W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	توكله
     IS_TRANS:	twklh
        INDEX:	P59W6
      OFFSETS:	28-33
       TOKENS:	P59W10-P59W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wakal_1]
   UNSPLITVOC:	(tiwakuluh)
          POS:	IV3FS+IV+IVSUFF_DO:3MS
          VOC:	ti+wakul+uh
        GLOSS:	it/she+feed+him

 INPUT STRING:	عيش
     IS_TRANS:	Ey$
        INDEX:	P59W7
      OFFSETS:	34-37
       TOKENS:	P59W12-P59W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay$_1]
   UNSPLITVOC:	(Eay$)
          POS:	NOUN
          VOC:	Eay$
        GLOSS:	life/living

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P59W8
      OFFSETS:	38-41
       TOKENS:	P59W13-P59W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P59W9
      OFFSETS:	42-45
       TOKENS:	P59W14-P59W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he

 INPUT STRING:	يشتغل
     IS_TRANS:	y$tgl
        INDEX:	P59W10
      OFFSETS:	46-51
       TOKENS:	P59W16-P59W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(yi$otagal)
          POS:	IV3MS+IV
          VOC:	yi+$otagal
        GLOSS:	he/it+function/direct/guide/lead/be directed/be guided/be lead/perform (function)

 INPUT STRING:	رقاصه
     IS_TRANS:	rqASh
        INDEX:	P59W11
      OFFSETS:	52-57
       TOKENS:	P59W17-P59W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raq~ASap_1]
   UNSPLITVOC:	(raq~ASap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	raq~AS+ap
        GLOSS:	female dancer+[fem.sg.]

 INPUT STRING:	الحقيقة
     IS_TRANS:	AlHqyqp
        INDEX:	P60W1
      OFFSETS:	0-7
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality/facts+[fem.sg.]

 INPUT STRING:	الواد
     IS_TRANS:	AlwAd
        INDEX:	P60W2
      OFFSETS:	8-13
       TOKENS:	P60W2-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAd_1]
   UNSPLITVOC:	(AlwAd)
          POS:	DET+NOUN
          VOC:	Al+wAd
        GLOSS:	the+boy

 INPUT STRING:	موهوب
     IS_TRANS:	mwhwb
        INDEX:	P60W3
      OFFSETS:	14-19
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawhuwb_1]
   UNSPLITVOC:	(mawhuwb)
          POS:	ADJ
          VOC:	mawhuwb
        GLOSS:	given/granted/gifted/advanced/talented

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P60W4
      OFFSETS:	20-23
       TOKENS:	P60W4-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	حا
     IS_TRANS:	HA
        INDEX:	P60W5
      OFFSETS:	24-26
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HA_1]
   UNSPLITVOC:	(HA)
          POS:	FUT_PART
          VOC:	HA
        GLOSS:	will

 INPUT STRING:	يغلب
     IS_TRANS:	yglb
        INDEX:	P60W6
      OFFSETS:	27-31
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gilib_1]
   UNSPLITVOC:	(yagolab)
          POS:	IV3MS+IV
          VOC:	ya+golab
        GLOSS:	he/it+suffer/be suffered/feel distress/undergo/fall/drop/be put ina corner/get introuble

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P61W1
      OFFSETS:	0-3
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكره
     IS_TRANS:	fkrh
        INDEX:	P61W2
      OFFSETS:	4-8
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P61W3
      OFFSETS:	9-11
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	ضروري
     IS_TRANS:	Drwry
        INDEX:	P61W4
      OFFSETS:	12-17
       TOKENS:	P61W4-P61W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Daruwriy_1]
   UNSPLITVOC:	(Daruwriy)
          POS:	ADJ
          VOC:	Daruwriy
        GLOSS:	requisite/necessary

 INPUT STRING:	هيلاقيله
     IS_TRANS:	hylAqylh
        INDEX:	P61W5
      OFFSETS:	18-26
       TOKENS:	P61W5-P61W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(HayilAqiy_luh)
          POS:	FUT_PART+IV3MS+IV+PREP+PRON_3MS
          VOC:	Ha+yi+lAqiy+li+uh
        GLOSS:	will+he/it+meet/encounter/be met/be encountered+to/for+him

 INPUT STRING:	افكار
     IS_TRANS:	AfkAr
        INDEX:	P61W6
      OFFSETS:	27-32
       TOKENS:	P61W9-P61W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(>afokAr)
          POS:	NOUN
          VOC:	>afokAr
        GLOSS:	idea/notion/concept

 INPUT STRING:	جديده
     IS_TRANS:	jdydh
        INDEX:	P61W7
      OFFSETS:	33-38
       TOKENS:	P61W10-P61W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jidiyd+ap
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P61W8
      OFFSETS:	39-43
       TOKENS:	P61W11-P61W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eala$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+for

 INPUT STRING:	برنامجه
     IS_TRANS:	brnAmjh
        INDEX:	P61W9
      OFFSETS:	44-51
       TOKENS:	P61W13-P61W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bironAmij_1]
   UNSPLITVOC:	(bironAmijuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	bironAmij+uh
        GLOSS:	program/programs+his/its

 INPUT STRING:	المصائب
     IS_TRANS:	AlmSA}b
        INDEX:	P62W1
      OFFSETS:	0-7
       TOKENS:	P62W1-P62W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muSibap_1]
   UNSPLITVOC:	(AlmaSA}b)
          POS:	DET+NOUN
          VOC:	Al+maSA}b
        GLOSS:	the+problem/catastrophy

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P62W2
      OFFSETS:	8-12
       TOKENS:	P62W2-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	والمتخلفين
     IS_TRANS:	wAlmtxlfyn
        INDEX:	P62W3
      OFFSETS:	13-23
       TOKENS:	P62W3-P62W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutaxalif_1]
   UNSPLITVOC:	(wiAlmutaxalifiyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	wi+Al+mutaxalif+iyn
        GLOSS:	and+the+deteriorated+[masc. plur.]

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P62W4
      OFFSETS:	24-28
       TOKENS:	P62W5-P62W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>akovar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P63W1
      OFFSETS:	0-4
       TOKENS:	P63W1-P63W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	هننق
     IS_TRANS:	hnnq
        INDEX:	P63W2
      OFFSETS:	5-9
       TOKENS:	P63W2-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naq~_1]
   UNSPLITVOC:	(hanunuq~)
          POS:	FUT_PART+IV1P+IV
          VOC:	ha+nu+nuq~
        GLOSS:	futur+we+envy

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P63W3
      OFFSETS:	10-14
       TOKENS:	P63W4-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P63W4
      OFFSETS:	15-18
       TOKENS:	P63W6-P63W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P63W5
      OFFSETS:	19-22
       TOKENS:	P63W7-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	EXCLAM_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	مانسيب
     IS_TRANS:	mAnsyb
        INDEX:	P63W6
      OFFSETS:	23-29
       TOKENS:	P63W8-P63W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAnsyb)
          POS:	FOCUS_PART+IV1P+IV
          VOC:	mA+ni+siyb
        GLOSS:	[emphasis]+we + let/leave

 INPUT STRING:	الراجل
     IS_TRANS:	AlrAjl
        INDEX:	P63W7
      OFFSETS:	30-36
       TOKENS:	P63W10-P63W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(AlrAjil)
          POS:	DET+NOUN
          VOC:	Al+rAjil
        GLOSS:	the+man/men/pedestrian/pedestrians

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P63W8
      OFFSETS:	37-39
       TOKENS:	P63W11-P63W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاله
     IS_TRANS:	HAlh
        INDEX:	P63W9
      OFFSETS:	40-44
       TOKENS:	P63W12-P63W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	HAl+uh
        GLOSS:	situation/condition/case/situations/conditions/cases+his/its

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P63W10
      OFFSETS:	45-49
       TOKENS:	P63W14-P63W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eala$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+for

 INPUT STRING:	ياكل
     IS_TRANS:	yAkl
        INDEX:	P63W11
      OFFSETS:	50-54
       TOKENS:	P63W16-P63W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(yAkul)
          POS:	IV3MS+IV
          VOC:	y+Akul
        GLOSS:	he/it+eat

 INPUT STRING:	عيش
     IS_TRANS:	Ey$
        INDEX:	P63W12
      OFFSETS:	55-58
       TOKENS:	P63W17-P63W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eiy$_1]
   UNSPLITVOC:	(Eiy$)
          POS:	NOUN
          VOC:	Eiy$
        GLOSS:	bread

 INPUT STRING:	يكلوا
     IS_TRANS:	yklwA
        INDEX:	P64W1
      OFFSETS:	0-5
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yklwA)
          POS:	NO_FUNC
          VOC:	yklwA
        GLOSS:	nogloss

 INPUT STRING:	حلاوة
     IS_TRANS:	HlAwp
        INDEX:	P64W2
      OFFSETS:	6-11
       TOKENS:	P64W2-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HalAwap_1]
   UNSPLITVOC:	(HalAwap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HalAw+ap
        GLOSS:	sweetness/candies+[fem.sg.]

 INPUT STRING:	يكلوا
     IS_TRANS:	yklwA
        INDEX:	P64W3
      OFFSETS:	12-17
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yklwA)
          POS:	NO_FUNC
          VOC:	yklwA
        GLOSS:	nogloss

 INPUT STRING:	جاتوه
     IS_TRANS:	jAtwh
        INDEX:	P64W4
      OFFSETS:	18-23
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAtawh_1]
   UNSPLITVOC:	(jAtawh)
          POS:	NOUN
          VOC:	jAtawh
        GLOSS:	pastries

 INPUT STRING:	يكلوا
     IS_TRANS:	yklwA
        INDEX:	P64W5
      OFFSETS:	24-29
       TOKENS:	P64W5-P64W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yklwA)
          POS:	NO_FUNC
          VOC:	yklwA
        GLOSS:	nogloss

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P64W6
      OFFSETS:	30-32
       TOKENS:	P64W6-P64W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P64W7
      OFFSETS:	33-36
       TOKENS:	P64W7-P64W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	يبحوا
     IS_TRANS:	ybHwA
        INDEX:	P64W8
      OFFSETS:	37-42
       TOKENS:	P64W8-P64W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ybHwA)
          POS:	TYPO
          VOC:	ybHwA
        GLOSS:	nogloss

 INPUT STRING:	فاكر
     IS_TRANS:	fAkr
        INDEX:	P65W1
      OFFSETS:	0-4
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAkir_1]
   UNSPLITVOC:	(fAkir)
          POS:	ADJ
          VOC:	fAkir
        GLOSS:	remembering

 INPUT STRING:	الإعلان
     IS_TRANS:	Al<ElAn
        INDEX:	P65W2
      OFFSETS:	5-12
